16707968,0x94aa4ee,0x3a79082,0.03656374352615063
16708046,0x94aa4ee,0xce847cc,0.03178418643025234
16708062,0x94aa4ee,0xfe303b1,0.022030792067301255
16708363,0x94aa4ee,0x115f7e9,0.007676023150050526
16708764,0x94aa4ee,0xcb7b202,0.03611085060056469
16709035,0x94aa4ee,0x43c30d9,0.017105312440348425
16709099,0x94aa4ee,0x3e83f7a,0.02210647882125527
16709138,0x94aa4ee,0x9a938a7,0.015960613717609293
16709146,0x94aa4ee,0x39ef4f7,0.01353669275494911
16709200,0x94aa4ee,0xcaecad6,0.03048821853549971
16709242,0x94aa4ee,0x735249c,0.01308920345062623
16709381,0x94aa4ee,0xc75df8d,0.011745200488510316
16709521,0x94aa4ee,0x2567ad8,0.014000920439521693
16709974,0x94aa4ee,0xebad72a,0.0224628988895855
16710288,0x94aa4ee,0xc953bc6,0.012557982028111411
16710409,0x94aa4ee,0xade98c0,0.02933089141251962
16710602,0x94aa4ee,0x7e4d961,0.022842325252167204
16710691,0x94aa4ee,0x37c2980,0.010192799877963265
16710731,0x94aa4ee,0x12323cf,0.02750206990717713
16711098,0x94aa4ee,0x4c08d3b,0.01290483076962868
16711141,0x94aa4ee,0x4c02269,0.012899683140142308
16711220,0x94aa4ee,0x525d03c,0.016304184459319224
16711263,0x94aa4ee,0x1853ffd,0.02560991728903672
16711451,0x94aa4ee,0x262822e,0.016556817589745677
16711499,0x94aa4ee,0xbac8531,0.02592329025762063
16711520,0x94aa4ee,0x58d75b9,0.015212939970164164
16711742,0x94aa4ee,0x088501c,0.015360598131983351
16711830,0x94aa4ee,0x8a2018b,0.023534071290112906
16711867,0x94aa4ee,0xae7c349,0.008046607662493438
16712040,0x94aa4ee,0xfafc210,0.009448053936462322
16712075,0x94aa4ee,0x2fd1fbf,0.017207302832115048
16712096,0x94aa4ee,0x94d9094,0.023410525295524596
16712383,0x94aa4ee,0xd183294,0.016528681546893676
16712523,0x94aa4ee,0xf6fb84a,0.017427787970780474
16712572,0x94aa4ee,0xabe8333,0.015174960737159885
16712640,0x94aa4ee,0x1791171,0.013471441768917583
16712761,0x94aa4ee,0x07a17ae,0.01091237995807503
16713179,0x94aa4ee,0x2ac613f,0.01987333177816233
16713273,0x94aa4ee,0x230632d,0.02181897309824571
16713431,0x94aa4ee,0xc7e1d3f,0.019099555755561114
16713470,0x94aa4ee,0x67da6dc,0.029110015651761096
16713573,0x94aa4ee,0xc0a829a,0.017294850233096813
16713599,0x94aa4ee,0xd24bffc,0.048614909986439636
16713725,0x94aa4ee,0xf9831eb,0.016841915424946813
16713809,0x94aa4ee,0x9baefbe,0.02151765323847909
16714067,0x94aa4ee,0x19b610f,0.02786754654230879
16714200,0x94aa4ee,0xbbef8e3,0.012170052537311299
16714299,0x94aa4ee,0x213bf3f,0.012291692972124122
16714437,0x94aa4ee,0x9cf0f8d,0.022925868786230458
16714448,0x94aa4ee,0xfe711e2,0.05220441820923618
16714494,0x94aa4ee,0x1930eb3,0.046932897916663684
