bn,pk,bh,val
16707699,0x94aa4e,0x459742,15883319334876558
16707702,0x94aa4e,0x4a2f16,62768856014199977
16707695,0x94aa4e,0xd8c73c,16207146528665533
16707695,0x94aa4e,0xdfdc1c,15651075146796708
16707702,0x94aa4e,0x762bf4,63219265728934884
16707699,0x94aa4e,0x234f6d,16306826453436934
16707695,0x94aa4e,0x7bcbc3,12933258935415348
16707699,0x94aa4e,0x909b22,16623788953436934
16707705,0x94aa4e,0xd3e647,278679611705127649
16707702,0x94aa4e,0x8eb3f5,63328942094120623
16707702,0x94aa4e,0x2da5d6,64033374094120623
16707702,0x94aa4e,0x958aca,64119126094120623
16707705,0x94aa4e,0x108a6e,307206038468454083
16707702,0x94aa4e,0xa7e594,64268387594120623
16707705,0x94aa4e,0x286546,308147344375374551
16707709,0x94aa4e,0x2989d0,25295098778025986
16707705,0x94aa4e,0xa9e954,307697948105700964
16707705,0x94aa4e,0x07e08e,308223790080945431
16707709,0x94aa4e,0x35852b,33691484558396956
16707709,0x94aa4e,0x643642,32849248906319199
16707709,0x94aa4e,0xad9451,33904208339212956
16707709,0x94aa4e,0xbd3495,33701984558396956
16707704,0x94aa4e,0x6b223f,26723431986359384
16707705,0x94aa4e,0x854c4e,309511368940351359
16707705,0x94aa4e,0xdd70a9,311855088194491816
16707705,0x94aa4e,0xe365b3,312667345447055103
16707705,0x94aa4e,0xa4a8af,312653848428893696
16707706,0x94aa4e,0x365924,12391510522895714
16707717,0x94aa4e,0x29028f,9838143856923630
16707717,0x94aa4e,0x330a82,9848473305352690
16707713,0x94aa4e,0x1fa839,11466148493763275
16707713,0x94aa4e,0x2ad84f,11945995993763275
16707713,0x94aa4e,0x56eb8d,17778321259290306
16707713,0x94aa4e,0x5e640f,18290708218701960
16707706,0x94aa4e,0xd8a2dc,28360814325910705
16707713,0x94aa4e,0xae6914,18961498482315173
16707713,0x94aa4e,0xf7463d,19036974007919140
16707717,0x94aa4e,0xe23895,9997054477168821
16707706,0x94aa4e,0x108417,28001984825910705
16707717,0x94aa4e,0xeac7ec,11242846943171610
16707717,0x94aa4e,0xabc2a7,15664028525357338
16707717,0x94aa4e,0xa9d801,14451358101266470
16707717,0x94aa4e,0xa09ec3,16408061763295417
16707723,0x94aa4e,0x32058d,13426460629277849
16707706,0x94aa4e,0xdf4d13,28139896325910705
16707706,0x94aa4e,0xf3eb23,28508608014325705
16707723,0x94aa4e,0x928476,23049448784272666
16707723,0x94aa4e,0x0c8a46,28029861984310972
16707737,0x94aa4e,0x95ecc0,24818844564412760
16707737,0x94aa4e,0xda8866,17629604380334730
16707723,0x94aa4e,0xd89dc0,26040489921129951
16707723,0x94aa4e,0x4441c2,27786010868007017
16707719,0x94aa4e,0x554507,41654420570426854
16707737,0x94aa4e,0xc2c329,25091406315113626
16707737,0x94aa4e,0x239bb1,25260119628070461
16707737,0x94aa4e,0x01b81d,24480146362828720
16707731,0x94aa4e,0x4e64bb,29630499281759108
16707737,0x94aa4e,0x4aa83e,26228095258916261
16707731,0x94aa4e,0x6d4f60,45110696232149227
16707740,0x94aa4e,0x5117a8,10440796683438690
16707731,0x94aa4e,0x58f316,51264031012447197
16707731,0x94aa4e,0xd87113,51317223512447197
16707731,0x94aa4e,0x8064c4,53782528205507344
16707746,0x94aa4e,0xebe3c6,45776964578627005
16707746,0x94aa4e,0xb1a77b,110421624875531140
16707746,0x94aa4e,0x77642f,76453344941997176
16707746,0x94aa4e,0x580984,108432534639770933
16707746,0x94aa4e,0x7dfbec,88214071149037371
16707746,0x94aa4e,0x6a1627,78455750881582026
16707743,0x94aa4e,0xc03a40,16422133387214919
16707743,0x94aa4e,0x885f6a,17724685630056489
16707743,0x94aa4e,0xa89f5e,19905668268371837
16707743,0x94aa4e,0x620b04,20634295431494817
16707743,0x94aa4e,0x8e1d8d,20765157131494817
16707744,0x94aa4e,0x3f9e2b,24093928448978959
16707740,0x94aa4e,0x6d7bcf,27946415411206064
16707744,0x94aa4e,0x03ed8a,28694289832341719
16707746,0x94aa4e,0x851b89,79883891582187431
16707746,0x94aa4e,0xb6bb61,92282032194792714
16707747,0x94aa4e,0x0aba29,490868471094414278
16707740,0x94aa4e,0x631d01,32068302861975969
16707740,0x94aa4e,0x98aa10,32425043361975969
16707747,0x94aa4e,0x16622e,495933799557081922
16707740,0x94aa4e,0x2ea51f,32485619872842159
16707747,0x94aa4e,0xc8fbd0,491003842942854028
16707740,0x94aa4e,0x056b1d,32934371042655357
16707747,0x94aa4e,0xc1a047,496307547280716995
16707748,0x94aa4e,0xb678e4,33719541901290288
16707744,0x94aa4e,0xa4c2fb,15410118651202538
16707751,0x94aa4e,0x86f00d,42872239735141079
16707744,0x94aa4e,0x2dfcbb,39043108992593765
16707744,0x94aa4e,0xe66096,41578555396002255
16707744,0x94aa4e,0x17d527,42019249899539255
16707756,0x94aa4e,0x9636f7,19269361787382702
16707748,0x94aa4e,0x57c00b,75781792691658438
16707748,0x94aa4e,0x98828a,63746914827617040
16707748,0x94aa4e,0xd86b87,74862449910098192
16707748,0x94aa4e,0xb56dbb,91301754352825514
16707751,0x94aa4e,0x9a62f1,24803614955319110
16707751,0x94aa4e,0xd38378,44871726505892343
16707765,0x94aa4e,0x46303f,11719704775894968
16707751,0x94aa4e,0x729271,44218748225958295
16707765,0x94aa4e,0xe6bb52,35414974968466546
16707751,0x94aa4e,0xcf0aa7,45399683445892343
16707751,0x94aa4e,0xa9d642,46760395981114020
16707765,0x94aa4e,0x7e927c,60591731130873665
16707751,0x94aa4e,0x2eb1a3,47047314061993446
16707756,0x94aa4e,0xdab3cc,8571518283845752
16707752,0x94aa4e,0x56b141,31544869403626791
16707765,0x94aa4e,0xc2397f,61143433630873665
16707752,0x94aa4e,0x0a05ba,142854487113673989
16707765,0x94aa4e,0xb4ea6a,63846189013652584
16707765,0x94aa4e,0x8eccae,64067185028990584
16707756,0x94aa4e,0x6e3cd7,19508816287382702
16707756,0x94aa4e,0xdeb8f8,19661631606724141
16707756,0x94aa4e,0x84ab26,20701649628623037
16707756,0x94aa4e,0xefb6b4,19839327858208141
16707752,0x94aa4e,0x48c626,69767549794715300
16707752,0x94aa4e,0x005bf8,70627014530722712
16707762,0x94aa4e,0x96065a,102173511386101293
16707762,0x94aa4e,0xfd6fc8,29787031436732477
16707752,0x94aa4e,0x49c8fd,71044659100236195
16707752,0x94aa4e,0x5a0146,76701854891245274
16707766,0x94aa4e,0xeaa498,26881962595194286
16707752,0x94aa4e,0xac9fcd,76844030810760361
16707774,0x94aa4e,0x2e4667,20905092360253548
16707766,0x94aa4e,0xcfb696,30268126921227924
16707766,0x94aa4e,0xd01189,30403656599113554
16707766,0x94aa4e,0x2d77c7,30642981740909554
16707766,0x94aa4e,0xc20bb3,31437703375750934
16707766,0x94aa4e,0x016aeb,31922140122617634
16707778,0x94aa4e,0x99e3b1,11830441668607824
16707778,0x94aa4e,0xadd6e2,14866129644613730
16707778,0x94aa4e,0xb30778,15570739357333983
16707778,0x94aa4e,0xf81e17,16183769704889373
16707762,0x94aa4e,0x8362a1,15481737575933110
16707762,0x94aa4e,0x548fd1,30331395692210203
16707762,0x94aa4e,0xed68f7,29658221436732477
16707762,0x94aa4e,0xdeda5d,37179082192210203
16707774,0x94aa4e,0xb59756,44031937454531195
16707778,0x94aa4e,0x9ec487,16318567857333983
16707778,0x94aa4e,0xeeb710,15507989313608528
16707774,0x94aa4e,0x3cadd7,44455127469258257
16707778,0x94aa4e,0xfaecd5,16389578257364368
16707778,0x94aa4e,0xc52b42,16545206784247416
16707780,0x94aa4e,0xe3225c,18810883683499785
16707774,0x94aa4e,0xf0ab99,44825680919258257
16707774,0x94aa4e,0xe7f634,45425342978156043
16707780,0x94aa4e,0x239a00,25327480766624589
16707774,0x94aa4e,0xbd50cf,45671947132215043
16707777,0x94aa4e,0x7dfd1d,99476867334651892
16707780,0x94aa4e,0x48ca34,29955332454432616
16707780,0x94aa4e,0x4a6bb6,29886885454432616
16707781,0x94aa4e,0xf8870e,23171288156941057
16707777,0x94aa4e,0x5ef3ab,50988896406366210
16707781,0x94aa4e,0x9d6edb,91390547260976742
16707781,0x94aa4e,0xab9541,31074501563927271
16707781,0x94aa4e,0x833e50,30824184180539112
16707781,0x94aa4e,0xd904cc,30133241563927271
16707781,0x94aa4e,0xab9541,31074501563927271
16707781,0x94aa4e,0x304a0d,31549435951381280
16707781,0x94aa4e,0x10992b,31982125046824639
16707780,0x94aa4e,0x61b61f,29827155771291193
16707780,0x94aa4e,0xb83b9a,30433327895156095
16707780,0x94aa4e,0xbfdcaf,34121314951481563
16707777,0x94aa4e,0x38bd5a,110519419097775130
16707777,0x94aa4e,0x23fc1e,99587819491696489
16707777,0x94aa4e,0x60fb1e,99999316991696489
16707777,0x94aa4e,0x8dc70d,99311396512510518
16707791,0x94aa4e,0xf25818,41150588125487610
16707786,0x94aa4e,0x6db569,19312782826234411
16707786,0x94aa4e,0xe072bf,22451664601196873
16707786,0x94aa4e,0xfee1d9,29660703380027249
16707786,0x94aa4e,0xc783bb,34133223862291647
16707784,0x94aa4e,0x350d8d,22293786189639726
16707791,0x94aa4e,0x214975,233725185588450677
16707784,0x94aa4e,0x3e3cb1,28881410160225765
16707784,0x94aa4e,0x7e4ae1,28923410160225765
16707784,0x94aa4e,0x183320,29158564556081775
16707786,0x94aa4e,0x25c370,32978349310925136
16707790,0x94aa4e,0x941f2a,197289691243620452
16707791,0x94aa4e,0x4ac483,234888649850762413
16707784,0x94aa4e,0x342bc4,33278662921031678
16707791,0x94aa4e,0x1035f4,234934134948796714
16707784,0x94aa4e,0xa31984,33232554157038678
16707791,0x94aa4e,0x0c02c2,235087556811027182
16707792,0x94aa4e,0x7bc3a0,21616906961373457
16707784,0x94aa4e,0x9a976d,33421390826376638
16707793,0x94aa4e,0x41e3dc,53151518259459853
16707793,0x94aa4e,0x373292,39595899493929419
16707793,0x94aa4e,0x088eec,56650531908191666
16707790,0x94aa4e,0xb016ef,22407294995280830
16707790,0x94aa4e,0x781b30,196484787815759049
16707790,0x94aa4e,0x1ecc40,196325815480483389
16707790,0x94aa4e,0x69f18c,197050760483486892
16707799,0x94aa4e,0x52d902,14501137359433185
16707799,0x94aa4e,0xef9afc,15001440530385817
16707799,0x94aa4e,0x7380f4,15181974416332005
16707792,0x94aa4e,0x870d76,19914005667733457
16707799,0x94aa4e,0xf15550,17298413663542401
16707799,0x94aa4e,0x7e56f8,17879548636044561
16707793,0x94aa4e,0x4e290a,54797075467834488
16707792,0x94aa4e,0x6ca307,20595874911373457
16707793,0x94aa4e,0x1f24b0,53853390759459853
16707793,0x94aa4e,0xd3792a,55911542321389448
16707793,0x94aa4e,0x9f37a3,53041613511891853
16707799,0x94aa4e,0xd688cb,16141888792304023
16707799,0x94aa4e,0x09d5d2,17060172093146889
16707792,0x94aa4e,0x385307,21862723604619182
16707799,0x94aa4e,0x04e0e5,16649167143146889
16707792,0x94aa4e,0xf81647,22047255864595182
16707792,0x94aa4e,0x29c32d,39698103997018182
16707803,0x94aa4e,0x0a96f2,9031537120464073
16707800,0x94aa4e,0x99e9c2,25203937572154773
16707800,0x94aa4e,0xc5de86,83713715046842333
16707800,0x94aa4e,0xef06ce,83885825303012610
16707794,0x94aa4e,0x71c7a2,25306823605238168
16707794,0x94aa4e,0x60c58a,45669161803811674
16707794,0x94aa4e,0x084623,47319725170322386
16707794,0x94aa4e,0xdcb4f4,47402209982088330
16707794,0x94aa4e,0x68c0ed,48136846404028033
16707803,0x94aa4e,0x1c916e,9561552346799948
16707794,0x94aa4e,0x32c3f9,51947688768475908
16707794,0x94aa4e,0xfc4853,39987424415603469
16707803,0x94aa4e,0xcbc26c,10031772346799948
16707811,0x94aa4e,0x1e3c42,20812278231705524
16707803,0x94aa4e,0xd1aa95,11042454572737102
16707803,0x94aa4e,0x2dc02e,10288884846799948
16707805,0x94aa4e,0x7ec249,12743564485759338
16707812,0x94aa4e,0x175ab1,11970250243973699
16707815,0x94aa4e,0x1e7ec1,14131214578631505
16707815,0x94aa4e,0x3cc17d,16738561360824621
16707805,0x94aa4e,0xdcb3e4,12324274155160210
16707815,0x94aa4e,0x3cc17d,16738561360824621
16707815,0x94aa4e,0x86ecf6,17148076725236439
16707815,0x94aa4e,0xb21fd2,17328563064708161
16707815,0x94aa4e,0xeadb64,17373867033665164
16707812,0x94aa4e,0x3ca9d4,18555635254126411
16707812,0x94aa4e,0x83edaf,19556980329993203
16707812,0x94aa4e,0x381d47,24024578642150116
16707812,0x94aa4e,0x5758c7,126499744979776245
16707812,0x94aa4e,0x4b1008,126604850979776245
16707812,0x94aa4e,0x707b75,133052152691453522
16707805,0x94aa4e,0xa9c4e5,12709999985759338
16707805,0x94aa4e,0x7ec249,12743564485759338
16707818,0x94aa4e,0x90d03b,28831080758424224
16707805,0x94aa4e,0x2093cb,13036974806888826
16707817,0x94aa4e,0x48e485,20041689367710124
16707805,0x94aa4e,0x2916b1,17881113951235732
16707817,0x94aa4e,0x4eaeda,21589754041046872
16707805,0x94aa4e,0x6e0c71,18209590951235732
16707805,0x94aa4e,0x3502ce,18217615289083819
16707817,0x94aa4e,0x95e39e,29131961623292375
16707818,0x94aa4e,0x562eb5,13952113121097870
16707818,0x94aa4e,0xaa8b97,33059127276829244
16707821,0x94aa4e,0x09d99a,42084612291312926
16707817,0x94aa4e,0xbffcae,29611926272500304
16707821,0x94aa4e,0x784989,42288387291312926
16707817,0x94aa4e,0x020cb5,30381371239721972
16707817,0x94aa4e,0xaa7348,35432366057882420
16707821,0x94aa4e,0x9dd1ec,37497691369304550
16707817,0x94aa4e,0x4f2070,36477316453593884
16707818,0x94aa4e,0x103e64,69715012773357912
16707818,0x94aa4e,0x0c2a0c,51293865236342489
16707818,0x94aa4e,0x222364,68627775652908586
16707818,0x94aa4e,0x0ad753,71042081341396132
16707821,0x94aa4e,0xb59362,39431761002662926
16707836,0x94aa4e,0x9c8148,19188126319302394
16707821,0x94aa4e,0xd30c0d,40302308092831926
16707836,0x94aa4e,0xfc5ddf,64090344312807899
16707836,0x94aa4e,0x58789a,103375044641350954
16707829,0x94aa4e,0x81c4d1,18303993480461161
16707829,0x94aa4e,0x17b5a2,34692563428051363
16707829,0x94aa4e,0x47d151,25584595627647936
16707821,0x94aa4e,0x9d5aac,40813212992831926
16707821,0x94aa4e,0x17b8b2,41429023773482926
16707829,0x94aa4e,0xbbe911,25793550970398936
16707836,0x94aa4e,0xf80413,104478062477249103
16707827,0x94aa4e,0x8d6b32,82762503311740760
16707836,0x94aa4e,0x013d7c,104671490786249103
16707836,0x94aa4e,0x9e3462,104851894994196829
16707836,0x94aa4e,0xfa9090,104893798494196829
16707829,0x94aa4e,0x67e70d,27674168970398936
16707832,0x94aa4e,0x558552,21053948327935539
16707839,0x94aa4e,0x734310,17244099093916193
16707832,0x94aa4e,0x87ef90,20860626059994859
16707832,0x94aa4e,0x0aedd8,81223128079569611
16707832,0x94aa4e,0xf0d628,21256372327935539
16707832,0x94aa4e,0x65a151,21650842981062264
16707832,0x94aa4e,0xee4cbb,86736485430090179
16707832,0x94aa4e,0x7bfeb4,86590077930090179
16707845,0x94aa4e,0x9603b3,11527759097433019
16707845,0x94aa4e,0xfeb2e8,19270240659136091
16707838,0x94aa4e,0x9b3e09,12471721783997038
16707838,0x94aa4e,0x254656,16127462009417453
16707838,0x94aa4e,0x6df3ea,16705167265528382
16707838,0x94aa4e,0x6e8363,17123075013952517
16707838,0x94aa4e,0x8c2394,17956018321145000
16707838,0x94aa4e,0xefb0c7,17351555583952517
16707841,0x94aa4e,0x70788a,30465523835921230
16707839,0x94aa4e,0x86926b,20919042368483938
16707841,0x94aa4e,0x68bd2b,58286325664351294
16707841,0x94aa4e,0xe9a73a,58455489130620599
16707839,0x94aa4e,0xbfd8be,21781046388271506
16707841,0x94aa4e,0x38fb0e,32666008359281794
16707841,0x94aa4e,0x5262e9,33016283307376016
16707839,0x94aa4e,0xf59243,35390276322276523
16707841,0x94aa4e,0x81feb4,33776031512179380
16707844,0x94aa4e,0x3d8cc1,93902365758440313
16707839,0x94aa4e,0x376e3b,91778790063750393
16707839,0x94aa4e,0x7698a5,91372113770777785
16707839,0x94aa4e,0xb26401,116294414176961104
16707844,0x94aa4e,0x3c3df4,14684844135971996
16707845,0x94aa4e,0x1715c2,20149602626973963
16707845,0x94aa4e,0x5d3ece,20914888126973963
16707852,0x94aa4e,0x646b7d,18898663938594390
16707845,0x94aa4e,0x08c0fc,19995524081432491
16707844,0x94aa4e,0x986bf8,92637357899440313
16707852,0x94aa4e,0x1cdfa7,11448141960329572
16707844,0x94aa4e,0xe2f1a6,93358543108440313
16707844,0x94aa4e,0xbb2d78,94071898388050404
16707854,0x94aa4e,0xdd8301,12858508199901992
16707845,0x94aa4e,0x076e25,19395893196432491
16707852,0x94aa4e,0x4381de,11970235023140256
16707847,0x94aa4e,0x928384,18337779419482558
16707847,0x94aa4e,0x897609,65696482849765110
16707854,0x94aa4e,0x4ff1c6,13635751350950712
16707852,0x94aa4e,0x5bc8e6,16631728269783103
16707854,0x94aa4e,0x92746a,18973373163891610
16707854,0x94aa4e,0x7afc2d,18629677940703412
16707854,0x94aa4e,0xe63ea1,15868749287716581
16707847,0x94aa4e,0x88038f,65965902913200779
16707852,0x94aa4e,0xd61237,16987308002353494
16707847,0x94aa4e,0xf6fa35,66842331732705709
16707852,0x94aa4e,0x325766,18407228002353494
16707847,0x94aa4e,0xcb662f,67480305462044799
16707847,0x94aa4e,0x28cc20,67262504810422771
16707852,0x94aa4e,0x510c5c,18846011029879710
16707853,0x94aa4e,0x6305e5,21999315849936259
16707860,0x94aa4e,0x33bf2e,18963338236962084
16707860,0x94aa4e,0x7db236,24530412475363306
16707860,0x94aa4e,0x059af4,37531874009085000
16707860,0x94aa4e,0x06e782,47445135857212064
16707860,0x94aa4e,0x90d11b,70592365916660134
16707854,0x94aa4e,0x3fb96c,23637543875886819
16707854,0x94aa4e,0x5ea074,19184027972891610
16707864,0x94aa4e,0xd3d219,19814959838005260
16707864,0x94aa4e,0x8d839a,15325677755028241
16707864,0x94aa4e,0x89734b,20299615477247562
16707864,0x94aa4e,0xa4fd8e,21325111847695170
16707853,0x94aa4e,0xe835ed,22237764849936259
16707864,0x94aa4e,0xe121ce,21742679813877170
16707853,0x94aa4e,0xd410a2,21781600652936259
16707860,0x94aa4e,0xf2d404,71631995087851328
16707853,0x94aa4e,0x61a450,14989535305087822
16707853,0x94aa4e,0xcc2b34,23252902878533208
16707860,0x94aa4e,0x6694dd,72079324699283909
16707868,0x94aa4e,0xa06768,16654452675144890
16707862,0x94aa4e,0x147787,10259034083952667
16707862,0x94aa4e,0x9fbd72,16541310404493354
16707862,0x94aa4e,0xd04f8e,16185013810544441
16707862,0x94aa4e,0x7525f0,16799658812764441
16707862,0x94aa4e,0x9a47dd,16669590288420421
16707867,0x94aa4e,0xa8f065,12674199607615536
16707867,0x94aa4e,0x58bd93,15606113045410296
16707867,0x94aa4e,0xc14801,16770789812651155
16707867,0x94aa4e,0x5fcf5f,15971422445410296
