bn,pk,bh,val
16708558,0x94aa4e,0xe17a72,19328345771697975
16708563,0x94aa4e,0x2b00f4,18375532188133142
16708565,0x94aa4e,0xbdb8d0,14279308466783835
16708567,0x94aa4e,0x667b05,13764933867815212
16708562,0x94aa4e,0x4de1c0,40069940551875627
16708562,0x94aa4e,0xd16737,31227876207446257
16708562,0x94aa4e,0x0c2ed5,27388781338739087
16708562,0x94aa4e,0x0c2ed5,27388781338739087
16708565,0x94aa4e,0x346730,13264367038978556
16708562,0x94aa4e,0xad46e9,24964849261215845
16708565,0x94aa4e,0x1d1900,37236980757827634
16708567,0x94aa4e,0xa45f2b,13749833943710212
16708565,0x94aa4e,0x99dae2,15975808114161427
16708565,0x94aa4e,0x005aa2,16094632052142427
16708565,0x94aa4e,0xd61949,38946323594931159
16708567,0x94aa4e,0x7bbf8e,14465796323968777
16708573,0x94aa4e,0x82e098,15183453873676518
16708567,0x94aa4e,0x7ce131,14160266421838642
16708567,0x94aa4e,0x1b52d8,13536457691240630
16708569,0x94aa4e,0xe63481,16094799242483385
16708573,0x94aa4e,0x1246c1,16849221999231160
16708573,0x94aa4e,0xfe7da6,15683920453676518
16708569,0x94aa4e,0x636e5a,13810169521825787
16708569,0x94aa4e,0xca41fc,14693367005093222
16708573,0x94aa4e,0xfdb8d1,15879627475562518
16708569,0x94aa4e,0xe63481,16094799242483385
16708569,0x94aa4e,0x2de2bb,15313455958493192
16708569,0x94aa4e,0x1e0fd3,14443024464616222
16708573,0x94aa4e,0x6b577a,17002204881989950
16708572,0x94aa4e,0x8cbbd2,14028512027686968
16708573,0x94aa4e,0xe37e68,17439811568322950
16708569,0x94aa4e,0x04edde,15657709958297385
16708573,0x94aa4e,0xdca844,17316163388322950
16708574,0x94aa4e,0x969ecc,31402567806800618
16708569,0x94aa4e,0x339aba,16064728242483385
16708577,0x94aa4e,0x2addef,85362924381846028
16708572,0x94aa4e,0x9de201,11497102070006968
16708572,0x94aa4e,0x1710c8,14377374865100233
16708572,0x94aa4e,0x93e976,15837746393333233
16708572,0x94aa4e,0xc167a2,16813754353495439
16708574,0x94aa4e,0x60ddb2,29076520811975673
16708572,0x94aa4e,0xf82bca,15440372365100233
16708572,0x94aa4e,0x36743c,16089284353495439
16708574,0x94aa4e,0x502aee,17936100509271155
16708574,0x94aa4e,0xbe55ab,31797475272235008
16708574,0x94aa4e,0x182ae9,32268484219567224
16708582,0x94aa4e,0x85a167,13715299281935889
16708579,0x94aa4e,0x8849d9,16106343295751999
16708579,0x94aa4e,0xc912c0,11214731380765053
16708579,0x94aa4e,0x81d638,15592718862592524
16708579,0x94aa4e,0x6b96e2,16790598295751999
16708578,0x94aa4e,0x75cdc9,34174246838758548
16708578,0x94aa4e,0x5cca0c,38696714025140301
16708578,0x94aa4e,0x395226,73899822562125534
16708578,0x94aa4e,0x7afd38,72856371021617137
16708578,0x94aa4e,0xafff91,73845115947619854
16708582,0x94aa4e,0x8467ff,17624728595968609
16708582,0x94aa4e,0x74e612,19267769452575079
16708579,0x94aa4e,0x786745,12662144423147669
16708582,0x94aa4e,0xda78e9,17741016095968609
16708578,0x94aa4e,0x0d653f,75825648342442774
16708582,0x94aa4e,0x23b386,19447322661575079
16708586,0x94aa4e,0x21ae94,15963078730733476
16708585,0x94aa4e,0x444098,28094229272694304
16708586,0x94aa4e,0xf07dae,20229244987263426
16708579,0x94aa4e,0x6a1490,18938492674746999
16708579,0x94aa4e,0xeb670f,17225953733732999
16708585,0x94aa4e,0x086956,21198979235185489
16708579,0x94aa4e,0x47f1e5,17806368774746999
16708579,0x94aa4e,0xb82e7a,19393442374589533
16708589,0x94aa4e,0xd776de,116471116036610822
16708589,0x94aa4e,0xd6922c,109934018749252902
16708586,0x94aa4e,0x41bacd,24635505152727580
16708586,0x94aa4e,0x32aaeb,22949828414400771
16708586,0x94aa4e,0xa7d556,22168572129843651
16708585,0x94aa4e,0xedd211,28036956915547972
16708585,0x94aa4e,0x559293,29008662275930856
16708586,0x94aa4e,0x1c93d1,19234706587263426
16708589,0x94aa4e,0x22b49a,91341467591874884
16708585,0x94aa4e,0x86d187,30255588275930856
16708586,0x94aa4e,0xce5529,23849131152727580
16708591,0x94aa4e,0xc02f9f,9298003990441128
16708589,0x94aa4e,0x82cf27,116228221073104509
16708591,0x94aa4e,0x88c88a,7396934910805044
16708589,0x94aa4e,0xd776de,116471116036610822
16708589,0x94aa4e,0xd00fdf,110079194903970046
16708587,0x94aa4e,0x098bdc,681302154451136894
16708591,0x94aa4e,0xbf9dd5,7989540433994465
16708591,0x94aa4e,0x0b0c1e,9545034775064296
16708587,0x94aa4e,0xb79da9,680961973661709638
16708587,0x94aa4e,0x302fb4,35247744147196417
16708591,0x94aa4e,0xa6360e,10290462374607179
16708593,0x94aa4e,0x995290,11722459288417996
16708587,0x94aa4e,0xfc88b5,682552053487319112
16708587,0x94aa4e,0xfc88b5,682552053487319112
16708593,0x94aa4e,0x7b63a6,14564471214086121
16708597,0x94aa4e,0xee6482,7519312688554240
16708597,0x94aa4e,0xbc921a,7804093382611246
16708593,0x94aa4e,0xc69701,13921941484636050
16708597,0x94aa4e,0x9e92c7,7948412382611246
16708593,0x94aa4e,0xed74d0,13461591484636050
16708593,0x94aa4e,0x0cdfee,21995119277571763
16708597,0x94aa4e,0xeb187d,10870926188404246
16708597,0x94aa4e,0x007056,11340164659383246
16708597,0x94aa4e,0x5e9403,11846029630362246
16708601,0x94aa4e,0xd906cd,10803586451081624
16708590,0x94aa4e,0xf15d96,284545057638979748
16708590,0x94aa4e,0x09a39c,18084358289330624
16708590,0x94aa4e,0x95376e,284673249682609748
16708593,0x94aa4e,0xfa3312,21746136739901763
16708602,0x94aa4e,0x232290,45936659980664844
16708590,0x94aa4e,0x5444f5,284715662682609748
16708590,0x94aa4e,0x0b8770,285033249602981343
16708590,0x94aa4e,0xa02ed4,284953491772724343
16708612,0x94aa4e,0xcab8d1,22911288833368584
16708601,0x94aa4e,0x656106,33790494517955816
16708601,0x94aa4e,0x0f975d,33512475349096051
16708601,0x94aa4e,0xc280e2,33537969849096051
16708601,0x94aa4e,0x8d9b26,48968966902164933
16708601,0x94aa4e,0x3b5c08,34170939474685816
16708601,0x94aa4e,0x6d2a31,35929938824013789
16708601,0x94aa4e,0x821e19,38452923354685816
16708607,0x94aa4e,0x36f73d,25688505739493951
16708602,0x94aa4e,0x9783a8,46216032980664844
16708607,0x94aa4e,0xf96822,26071786043328617
16708607,0x94aa4e,0x74ba86,26520208333674512
16708612,0x94aa4e,0x750d49,25508082628271553
16708602,0x94aa4e,0x85e83c,46728060858260844
16708612,0x94aa4e,0xfdecdf,40162522353227322
16708607,0x94aa4e,0x1b8ac3,26595782833674512
16708607,0x94aa4e,0xd07499,27317318783850832
16708607,0x94aa4e,0xd9c5f3,27583600797374846
16708607,0x94aa4e,0x6e765f,27502232797374846
16708607,0x94aa4e,0x9b8105,27528303297374846
16708621,0x94aa4e,0xfc8cc7,18895197740283743
16708607,0x94aa4e,0x424e3d,30558630496512394
16708610,0x94aa4e,0x64a542,19275060303140673
16708610,0x94aa4e,0x2ab4f6,19919712685013595
16708610,0x94aa4e,0x4f45c7,20525776579543045
16708610,0x94aa4e,0x2fc60e,20470706079543045
16708612,0x94aa4e,0xa0d0e4,24771991541650287
16708612,0x94aa4e,0xa71030,68176788220480190
16708621,0x94aa4e,0x513b9d,17097782289825387
16708621,0x94aa4e,0xb23c8b,17187099984018387
16708621,0x94aa4e,0x750516,24263048350586291
16708617,0x94aa4e,0xe1d37c,9875760033352898
16708625,0x94aa4e,0x7fb78a,30123723005361462
16708621,0x94aa4e,0x649db5,23217766850586291
16708630,0x94aa4e,0x66dc77,10176790734380037
16708625,0x94aa4e,0x3ae6ff,31223361591904837
16708625,0x94aa4e,0x42fb55,31548888108195295
16708625,0x94aa4e,0x8d2c10,32312363774020426
16708625,0x94aa4e,0x5f3948,32563672721691011
16708625,0x94aa4e,0xca953e,33164615511050062
16708625,0x94aa4e,0xd642be,32726280334593095
16708625,0x94aa4e,0x283613,32904776419599213
16708617,0x94aa4e,0x7f31dc,10098470724827530
16708617,0x94aa4e,0x2afc66,11454695377433628
16708617,0x94aa4e,0x809025,12871277618704775
16708617,0x94aa4e,0x08ae9c,12917477618704775
16708630,0x94aa4e,0x7d9ce0,10525672234929057
16708631,0x94aa4e,0x5a23ec,20458276880157341
16708630,0x94aa4e,0x0f8a8a,10458907697547981
16708631,0x94aa4e,0xaf3cda,19413365068584446
16708630,0x94aa4e,0x849302,14122190844727863
16708630,0x94aa4e,0x14620f,10536172234929057
16708630,0x94aa4e,0x9ffb88,10638851734929057
16708637,0x94aa4e,0xb6c892,12312416101790929
16708631,0x94aa4e,0x29b233,19371365068584446
16708631,0x94aa4e,0x3d0973,20842703589882989
16708631,0x94aa4e,0x6656ab,19275819694229446
16708632,0x94aa4e,0x40e7ad,9611994077727129
16708632,0x94aa4e,0x9717a3,10037944448011129
16708632,0x94aa4e,0x0777d5,10102982448011129
16708632,0x94aa4e,0xc19d31,9478855142585129
16708637,0x94aa4e,0x2b878b,16497225497455313
16708632,0x94aa4e,0x3a7817,10441484934299386
16708632,0x94aa4e,0xc82b38,10325903434299386
16708632,0x94aa4e,0x025c02,10143345219205798
16708637,0x94aa4e,0x488154,17355002509030150
16708637,0x94aa4e,0xa73edd,17561062646556435
16708653,0x94aa4e,0x9219a6,15528064194223452
16708653,0x94aa4e,0x044a73,14308308788547860
16708637,0x94aa4e,0x5af3ef,16759557013455313
16708637,0x94aa4e,0xb148fa,15949183566794020
16708653,0x94aa4e,0xc40657,15194202194223452
16708635,0x94aa4e,0x6221ef,20808440232587669
16708637,0x94aa4e,0xefdc0c,17889763146556435
16708651,0x94aa4e,0x145e3a,24839893496068350
16708635,0x94aa4e,0xcbec87,27260092595753899
16708635,0x94aa4e,0x4b7bb0,21760831772684081
16708635,0x94aa4e,0x3f9c97,23584945482650143
16708635,0x94aa4e,0x03b170,27047468330484899
16708635,0x94aa4e,0x8c2a84,27831679577676358
16708653,0x94aa4e,0x495488,15639441684587196
16708653,0x94aa4e,0xc032c7,15985316276567157
16708653,0x94aa4e,0x18494d,16506344276567157
16708653,0x94aa4e,0x156b9e,16729211454270660
16708653,0x94aa4e,0xb75be6,15717441257666149
16708654,0x94aa4e,0xddacc6,16165938368617825
16708654,0x94aa4e,0xab02c4,16291317368617825
16708651,0x94aa4e,0xa3adb0,17730070373247944
16708651,0x94aa4e,0xcc258a,25268500486349020
16708654,0x94aa4e,0xc53b22,16303212838693825
16708654,0x94aa4e,0x5ba7ee,17303409510143825
16708654,0x94aa4e,0x4f16c9,17360049510143825
16708654,0x94aa4e,0x318e70,16957881489649825
16708654,0x94aa4e,0xa0cdc0,16324212838693825
16708651,0x94aa4e,0x483075,25390465179033672
16708670,0x94aa4e,0x633ff5,6532919711454732
16708655,0x94aa4e,0xc5d07b,9118066342595999
16708670,0x94aa4e,0x5a8ec5,7386298398033352
16708670,0x94aa4e,0x886a4a,9245060538033352
16708655,0x94aa4e,0x33caef,16380725385399194
16708666,0x94aa4e,0x5ae0cc,27153430172025283
16708670,0x94aa4e,0xb060d9,9234560538033352
16708655,0x94aa4e,0xe89946,17499275597532826
16708670,0x94aa4e,0x1b5bf1,5803399456301132
16708655,0x94aa4e,0xd331f0,17590507192356616
16708655,0x94aa4e,0x53629a,17837942892356616
16708655,0x94aa4e,0x5ce163,17983218290252676
16708655,0x94aa4e,0xb584a3,18602464597474100
16708669,0x94aa4e,0xcb4b0d,6766381017686600
16708669,0x94aa4e,0x03ad2c,10303386354050360
16708669,0x94aa4e,0xe6419c,10127727354050360
16708669,0x94aa4e,0xe1726e,10418801972165360
16708669,0x94aa4e,0x2a78f9,9381483463996600
16708669,0x94aa4e,0x74234a,8952689783996600
16708669,0x94aa4e,0x3bcfef,9061904283996600
16708670,0x94aa4e,0xb63afb,9472826038033352
16708661,0x94aa4e,0xb63859,12628213477836056
16708671,0x94aa4e,0x77aba2,24469732999921171
16708671,0x94aa4e,0x50ca89,24608086999921171
16708661,0x94aa4e,0xb229e3,15805932568645547
16708661,0x94aa4e,0xb38a40,15387242068645547
16708671,0x94aa4e,0x03a752,26577428384645606
16708661,0x94aa4e,0xd2c7ae,15397742068645547
16708673,0x94aa4e,0xd8489f,15490049718439674
16708673,0x94aa4e,0x653be9,9020170235899573
16708673,0x94aa4e,0x9330c7,15438684718439674
16708671,0x94aa4e,0x892f75,26651348384645606
16708671,0x94aa4e,0xfe2124,23864220109058835
16708673,0x94aa4e,0x3906a4,9888545240307967
16708673,0x94aa4e,0xcdd794,14751832477553842
16708673,0x94aa4e,0x3b7440,15203590405627152
16708683,0x94aa4e,0xa32446,17002180950004485
16708661,0x94aa4e,0x721eee,15870644068645547
16708685,0x94aa4e,0x31ebc3,14819019351779301
16708691,0x94aa4e,0x0ec07b,21925878329378940
16708685,0x94aa4e,0x21ae07,15139121908563301
16708685,0x94aa4e,0xe849fc,15525111408563301
16708685,0x94aa4e,0xecd1a9,15037715908563301
16708683,0x94aa4e,0x202eba,29706301431879644
16708683,0x94aa4e,0xec1ba6,29571372720638644
16708683,0x94aa4e,0x1ef554,27627302616029704
16708691,0x94aa4e,0x720fd1,23237066515575160
16708683,0x94aa4e,0x6dbdbe,30014355769810633
16708685,0x94aa4e,0x7fcd19,15571836266057301
16708691,0x94aa4e,0xc8d298,24815486570914819
16708683,0x94aa4e,0xeb828a,30062239313431377
16708691,0x94aa4e,0x23460c,25359471696997819
16708693,0x94aa4e,0x8b5682,14265763062368298
16708691,0x94aa4e,0x719397,23623220425108060
16708691,0x94aa4e,0x4f321a,31748504982017406
16708691,0x94aa4e,0x6e934b,30961480854797235
16708691,0x94aa4e,0xc2a627,32313299317338271
16708691,0x94aa4e,0x09cb8c,24919914196997819
16708693,0x94aa4e,0xb72e9b,15284044821795901
16708693,0x94aa4e,0x9fb6a5,15294544821795901
16708693,0x94aa4e,0x7c2550,15518840865333901
16708693,0x94aa4e,0xa1a3f9,15434840865333901
16708693,0x94aa4e,0xd3cfbe,9252079699549801
16708692,0x94aa4e,0xe1d45f,19120240354823243
16708692,0x94aa4e,0xbb3915,19401167138454103
16708692,0x94aa4e,0x393c88,19229625035532243
16708692,0x94aa4e,0x23659f,20637520403673277
16708692,0x94aa4e,0x980556,20032202403673277
16708692,0x94aa4e,0x09bcff,21192581895835717
16708691,0x94aa4e,0xc2a627,32313299317338271
16708704,0x94aa4e,0xfab11a,13241161645392272
16708713,0x94aa4e,0x6ffff1,21259519362892080
16708713,0x94aa4e,0xfec51a,29078267124404553
16708695,0x94aa4e,0xdc9e47,19528168775056215
16708695,0x94aa4e,0x3e666d,20260057394007163
16708695,0x94aa4e,0x6e077a,23056309519029030
16708695,0x94aa4e,0xc47ad7,21547433373672030
16708695,0x94aa4e,0xbe7743,23165963519029030
16708704,0x94aa4e,0x5ac458,34412239582575706
16708704,0x94aa4e,0xd8774c,20271213637435329
16708713,0x94aa4e,0xea6238,23193458810476150
16708704,0x94aa4e,0x728942,31100441005065297
16708704,0x94aa4e,0x9afa8d,34580056469215566
16708713,0x94aa4e,0xdbf901,29715340259694423
16708713,0x94aa4e,0xbf7fe9,29985526754848423
16708715,0x94aa4e,0xbfb0ef,9722028359390742
16708704,0x94aa4e,0x75d9e8,29978203005065297
16708704,0x94aa4e,0xaf63cb,33884964609284706
16708715,0x94aa4e,0x5fd534,7785379354035305
16708704,0x94aa4e,0xbc2750,35482950421370706
16708715,0x94aa4e,0xb480b4,9294550502823260
16708715,0x94aa4e,0xacf269,9628257359390742
16708726,0x94aa4e,0x0091b9,31427864828049409
16708715,0x94aa4e,0x52dec1,10454533795051114
16708715,0x94aa4e,0x393551,14504512848384114
16708726,0x94aa4e,0x36ca49,32057327496311735
16708725,0x94aa4e,0xae60ea,22617254882644748
16708725,0x94aa4e,0xd3df81,27275053998529138
16708725,0x94aa4e,0x462451,27191226501882138
16708725,0x94aa4e,0xd3df81,27275053998529138
16708714,0x94aa4e,0x760c50,42834161305462246
16708714,0x94aa4e,0x5db78e,58868364124118741
16708714,0x94aa4e,0xaedfda,53339924295476088
16708726,0x94aa4e,0x98c511,31687294609427920
16708714,0x94aa4e,0xa75829,48059628014492746
16708714,0x94aa4e,0x3c09bd,63409744652238918
16708725,0x94aa4e,0x3510a6,27378334914242138
16708726,0x94aa4e,0x2c1590,32182210275603597
16708725,0x94aa4e,0xb827d9,27539243872564088
16708714,0x94aa4e,0x146234,63770250381616693
16708714,0x94aa4e,0xbd8c6f,63878396881616693
16708726,0x94aa4e,0xe63d70,32345653275603597
16708731,0x94aa4e,0x445e47,43104232000050600
16708727,0x94aa4e,0x06af67,73590778278131892
16708727,0x94aa4e,0xf8ff03,59438909676209168
16708727,0x94aa4e,0xea451a,72162631447384786
16708727,0x94aa4e,0x7733e9,71865528182383116
16708726,0x94aa4e,0x534e58,34336360859412143
16708727,0x94aa4e,0xb5d674,72559096402598258
16708731,0x94aa4e,0xa88c24,47776561594707878
16708726,0x94aa4e,0x2addfa,34646459572472633
16708734,0x94aa4e,0x956a36,22438723562255209
16708731,0x94aa4e,0xb6d453,47904418632615353
16708731,0x94aa4e,0x3baae3,48554141055479483
16708731,0x94aa4e,0x281698,52083600319566577
16708731,0x94aa4e,0x71a137,52502878092064849
16708732,0x94aa4e,0x328fdc,16772303279080169
16708727,0x94aa4e,0x488736,73650396692677892
16708728,0x94aa4e,0x132411,16994842741483622
16708728,0x94aa4e,0xec1a82,17226836608479730
16708728,0x94aa4e,0x14abff,51143613861548480
16708734,0x94aa4e,0x7f69ce,21151506116478809
16708728,0x94aa4e,0x634c74,50741669712631200
16708728,0x94aa4e,0xc0917e,61642064029465122
16708734,0x94aa4e,0xd76d4c,19381417921487879
16708728,0x94aa4e,0xfdbe6b,61762892157151122
16708739,0x94aa4e,0x3df1fb,16653769450485013
16708734,0x94aa4e,0xd82724,35644848450580442
16708739,0x94aa4e,0x2c99c9,11342501468897549
16708739,0x94aa4e,0x7e6f1b,11796669627886141
16708732,0x94aa4e,0x121b18,16469177839465709
16708732,0x94aa4e,0x44be65,40088991557784696
16708734,0x94aa4e,0x033387,22709484827507699
16708732,0x94aa4e,0x2ba7a1,40441239711643776
16708734,0x94aa4e,0x4c0055,29166504525238817
16708732,0x94aa4e,0xff29bc,40522210127867361
16708743,0x94aa4e,0x8c73e0,16672957491532769
16708741,0x94aa4e,0x5a9b8f,28240814764278188
16708741,0x94aa4e,0xa7139d,62187319291787861
16708741,0x94aa4e,0x2d935a,61178228854742127
16708741,0x94aa4e,0xa47e8b,63647837920105446
16708739,0x94aa4e,0x9c9d13,12476544037847736
16708739,0x94aa4e,0x788951,11885863037847736
16708739,0x94aa4e,0x92c393,13546624922850537
16708739,0x94aa4e,0x91ad4e,14655101230466455
16708743,0x94aa4e,0xb69e65,17906027086327738
16708739,0x94aa4e,0xc6d2eb,12540683778814812
16708741,0x94aa4e,0x817b5c,63925817920105446
16708743,0x94aa4e,0xcf0c50,17979901759808880
16708739,0x94aa4e,0x1f4970,16714723522822293
16708743,0x94aa4e,0x809daf,15129707389055243
16708753,0x94aa4e,0x4cf9f3,14628748048424752
16708743,0x94aa4e,0x7ce719,18316166029955430
16708743,0x94aa4e,0xab8e02,16245305918460889
16708753,0x94aa4e,0x1dbcfe,15744093849124586
16708753,0x94aa4e,0x34d5a5,16153192590134586
16708746,0x94aa4e,0xf56637,14133632131443958
16708757,0x94aa4e,0x33aaa1,15276998908977236
16708746,0x94aa4e,0x92abf7,20339146992777022
16708753,0x94aa4e,0xa16f31,17490097048019586
16708757,0x94aa4e,0x492c3b,15855096378552161
16708753,0x94aa4e,0x21b5fc,16915680590134586
16708753,0x94aa4e,0x4567f5,17749311548019586
16708755,0x94aa4e,0x9ccb9e,55632342222024653
16708746,0x94aa4e,0xdbe029,20646011492777022
16708746,0x94aa4e,0x731028,23187055579203282
16708746,0x94aa4e,0xe9f737,24991817619548812
16708746,0x94aa4e,0x43a57c,22895251579203282
16708757,0x94aa4e,0x9ffe52,16071823214335961
16708762,0x94aa4e,0x8d5b86,15439294666185350
16708757,0x94aa4e,0xdf92ee,17156763351034532
16708762,0x94aa4e,0xce8fb9,17878698616347754
16708757,0x94aa4e,0x7d86d9,21576547335276977
16708757,0x94aa4e,0xae16a7,20959958835276977
16708757,0x94aa4e,0x91027d,21836457446651569
16708762,0x94aa4e,0x8620b2,17971031516046754
16708764,0x94aa4e,0x11a5e2,12870200611411728
16708757,0x94aa4e,0x98c994,22035898946651569
16708762,0x94aa4e,0xba6b5e,18164028016046754
16708781,0x94aa4e,0x5b6d16,19427340581508519
16708762,0x94aa4e,0xacf071,18319000915745754
16708772,0x94aa4e,0x4bbe3e,22807606399222231
16708772,0x94aa4e,0x85c1b6,21327400642603233
16708772,0x94aa4e,0xf775d8,21847798679701229
16708764,0x94aa4e,0xb1d570,10821694461675342
16708764,0x94aa4e,0x8fefc1,24214381519874374
16708764,0x94aa4e,0x70d109,25164687019874374
16708764,0x94aa4e,0x158e0d,21863085307572758
16708764,0x94aa4e,0x797c1e,13186632178024908
16708764,0x94aa4e,0xe4c3fe,22280010537684758
16708781,0x94aa4e,0x8b14d6,8891049406848898
16708764,0x94aa4e,0x477d56,25324244519874374
16708764,0x94aa4e,0xbba311,21535118357925221
16708764,0x94aa4e,0x77549d,22772687661042951
16708764,0x94aa4e,0x32c54a,23187409869137374
16708772,0x94aa4e,0x199f1e,22349450729524336
16708772,0x94aa4e,0x491bd2,23164803310820356
16708772,0x94aa4e,0xfa524d,23892987177342377
16708781,0x94aa4e,0x125ad9,8301030630079445
16708781,0x94aa4e,0x99c942,19363115518081346
16708781,0x94aa4e,0x8bfa19,20091405460760143
16708782,0x94aa4e,0x4dc1de,12989557994241137
16708783,0x94aa4e,0xe44ab2,10645391661495633
16708782,0x94aa4e,0xb0cc69,12110728381904102
16708783,0x94aa4e,0x97a9ae,11731365367543468
16708783,0x94aa4e,0x619d9e,15302155423638168
16708783,0x94aa4e,0x3d659b,12662010993786268
16708783,0x94aa4e,0x446ead,18134222284936218
16708783,0x94aa4e,0xd02cde,15664952923638168
16708787,0x94aa4e,0x848c1c,32523066315803606
16708787,0x94aa4e,0xfc3974,32578363815803606
16708774,0x94aa4e,0xcf3ca3,50808522216274888
16708774,0x94aa4e,0xba2a2f,13648701657294144
16708774,0x94aa4e,0xcd39c5,44271984183546820
16708774,0x94aa4e,0x207418,44912986372115624
16708782,0x94aa4e,0xdc9659,12673312494241137
16708774,0x94aa4e,0xd99fa5,45119565858883864
16708782,0x94aa4e,0x443b2b,21169270256213681
16708774,0x94aa4e,0x55f4d4,45339883970034888
16708782,0x94aa4e,0x7dd9aa,20852078327511489
16708774,0x94aa4e,0x9e25f1,45412206470034888
16708794,0x94aa4e,0x867d6e,19429634949663923
16708774,0x94aa4e,0xc49cc3,50732366716274888
16708788,0x94aa4e,0x7985cd,14186163274506843
16708788,0x94aa4e,0x7c66be,17590496777990578
16708788,0x94aa4e,0x167647,17715215617990578
16708788,0x94aa4e,0xbce688,17869260617990578
16708787,0x94aa4e,0x025306,14170436549046228
16708787,0x94aa4e,0x67ddf8,14311779749377914
16708787,0x94aa4e,0x502b14,32332182711919214
16708787,0x94aa4e,0x1e0e37,17122050284876606
16708797,0x94aa4e,0x9720c6,13982653064658378
16708797,0x94aa4e,0xca3a59,23108718311115557
16708797,0x94aa4e,0xac9027,24100406064973032
16708797,0x94aa4e,0x6d2192,24638821255482820
16708797,0x94aa4e,0x00e120,24892985524904863
16708797,0x94aa4e,0xa9be29,22063510994559943
16708794,0x94aa4e,0x692ac9,21681901562377556
16708794,0x94aa4e,0x8d6467,21600116781153740
16708788,0x94aa4e,0xed0b5c,18231729079762578
16708794,0x94aa4e,0xa959ec,20769258341768351
16708793,0x94aa4e,0x24a825,21631140838202666
16708800,0x94aa4e,0x5b5d06,15583513656888251
16708800,0x94aa4e,0x54c23c,16958301884877035
16708794,0x94aa4e,0x04529e,22028797668130876
16708800,0x94aa4e,0xfe7d12,16923318272346035
16708795,0x94aa4e,0xc8752e,10923023821287804
16708800,0x94aa4e,0xfb9ca2,16424198587047251
16708800,0x94aa4e,0x937098,17723206345509482
16708793,0x94aa4e,0xd5c5fa,18593635307836858
16708793,0x94aa4e,0xe5aaf0,19307355938409543
16708793,0x94aa4e,0x76e5e1,20911267711208658
16708793,0x94aa4e,0xf1de79,18371000615313378
16708795,0x94aa4e,0x71850e,10620312595725568
16708793,0x94aa4e,0xb932d6,21303487175438910
16708800,0x94aa4e,0xc2f905,18223666154277482
16708795,0x94aa4e,0xda3834,10676707426120973
16708800,0x94aa4e,0xfc4f45,18307216154277482
16708795,0x94aa4e,0xb19293,10882821321287804
16708795,0x94aa4e,0x47d28c,11137502321287804
16708795,0x94aa4e,0x747abf,12022213322497518
16708811,0x94aa4e,0x326559,13415223145975246
16708804,0x94aa4e,0x67162b,68649856640108485
16708806,0x94aa4e,0xf833c8,23706353311810262
16708811,0x94aa4e,0x6a8c7f,22055377419294926
16708806,0x94aa4e,0x19ab37,21947978054894992
16708811,0x94aa4e,0x9cf754,22340503556141126
16708806,0x94aa4e,0x725f6c,26461883513895625
16708806,0x94aa4e,0x84b166,18440787068439738
16708806,0x94aa4e,0xe84fa7,23847497225750948
16708811,0x94aa4e,0x607c65,21452964338703926
16708806,0x94aa4e,0x878cd4,23982256991378764
16708805,0x94aa4e,0x75de95,25381852484756642
16708805,0x94aa4e,0x9ead68,30290474594962772
16708805,0x94aa4e,0xde86f1,29643667174662567
16708805,0x94aa4e,0x194d67,29328142062506836
16708805,0x94aa4e,0xa796ed,30216704373574820
16708811,0x94aa4e,0x553113,21561946419294926
16708811,0x94aa4e,0xeaf4e1,22622734556141126
16708811,0x94aa4e,0xb13f87,23492868851909494
16708829,0x94aa4e,0x85e856,6898173062730053
16708820,0x94aa4e,0x6f08c8,14634218459669023
16708820,0x94aa4e,0x7fa126,11771551971781258
16708820,0x94aa4e,0xf92b27,19475486715132510
16708820,0x94aa4e,0x80bca0,19129266537837510
16708820,0x94aa4e,0xe389e9,20745008688226746
16708808,0x94aa4e,0x79ca64,17295893161852952
16708808,0x94aa4e,0xda79ba,26148936302669104
16708808,0x94aa4e,0xc94a42,26075436302669104
16708808,0x94aa4e,0x895031,26731312595766471
16708829,0x94aa4e,0xb2e67f,5638946519390053
16708808,0x94aa4e,0x0ec6f4,27099769434184841
16708820,0x94aa4e,0x4d119d,15432676720439023
16708820,0x94aa4e,0xe51d91,19843598803696528
16708829,0x94aa4e,0xf9f040,7098453062730053
16708808,0x94aa4e,0x9a8d5e,28714366615857847
16708829,0x94aa4e,0xc65465,7633040964315353
16708808,0x94aa4e,0xc6b7ac,28879675335857847
16708808,0x94aa4e,0x9b185f,29044809206457847
16708822,0x94aa4e,0x8b14bc,16238565288477117
16708822,0x94aa4e,0x1b7c98,16051198988477117
16708829,0x94aa4e,0xf63bd3,7671291464315353
16708822,0x94aa4e,0x8ad2d2,22336147598796767
16708829,0x94aa4e,0x5d6077,7758449623750353
16708829,0x94aa4e,0x799b53,8290398124517353
16708831,0x94aa4e,0xa88949,19528711046247756
16708840,0x94aa4e,0x853504,14426434295475711
16708840,0x94aa4e,0x188eb6,14527378803365711
16708840,0x94aa4e,0x81a690,13397929424186549
16708840,0x94aa4e,0x03b706,14000283868847549
16708836,0x94aa4e,0x922872,10902536416577766
16708836,0x94aa4e,0xe6f027,28654892952838014
16708836,0x94aa4e,0x5874b4,28087775496431894
16708831,0x94aa4e,0x68dd7b,19581211046247756
16708836,0x94aa4e,0x7c7ed4,28801070952838014
16708840,0x94aa4e,0x2f202b,15092076978860483
16708840,0x94aa4e,0xa3afcd,11961133178783279
