slot,ip,header_ua,payload_ua,slot_boundary,header_req,payload_req,block_hash,proposer_pubkey
6288061,54.229.79.3,mev-boost/v1.5.0,mev-boost/v1.5.0,2023-04-23 20:12:35.000000,2023-04-23 20:12:35.335713,2023-04-23 20:12:35.620593,0x0ae846bc3c09e52d5bed09839ffbdb96f8d43bc6a2ae1d4e55a99d01eb5d91c1,0xa84666a26139134eea11f32f111017f9ad6577064f4b2ec833be226d03d0956c0e8e4c0be14fd8ee3de57f8d26bc341e
6288063,34.249.7.41,mev-boost/v1.5.0 Prysm/v4.0.2/f4681fde1946a86c5d33c389564241c7ca0e9c2f,mev-boost/v1.5.0 Prysm/v4.0.2/f4681fde1946a86c5d33c389564241c7ca0e9c2f,2023-04-23 20:12:59.000000,2023-04-23 20:12:59.383928,2023-04-23 20:12:59.622167,0x83125d8aac8dfdb878cd74c0b8298d8db49f1f48710e33d308f70d76e3024896,0x92fd63cef137c95260a98e1bf34752f4627fd14e6ff1855b63998f54e49fb49155e925be0776663342f22c72f4f44938
6288072,15.235.145.171,mev-boost/v1.5.0 Lighthouse/v4.1.0-be8231b,mev-boost/v1.5.0 Lighthouse/v4.1.0-be8231b,2023-04-23 20:14:47.000000,2023-04-23 20:14:47.464020,2023-04-23 20:14:48.388765,0x4da09512e082a772d70ea7a564c50a3ad9267f9993ff14b91734f696ce4191c4,0x808b6fd6dff033c3daabdebb237d927e54eb6195da48c3328f6517da3ac9e62a568170e60a51da1d15ff08eb8a25dd34
6288075,52.49.160.42,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,2023-04-23 20:15:23.000000,2023-04-23 20:15:23.156085,2023-04-23 20:15:23.362728,0x61da78b3d28c0c50bee30d0d9c5062dda32929370bfec26c6739c86266d274fb,0xb367f4f5c7cc502a8825ba78b518f9073c99d315b2d1f8f35ae700c8a740027a6f02eeff4eb233e5fca24fafdcde22b4
6288077,20.78.251.137,mev-boost/v1.5.0 okhttp/4.10.0,mev-boost/v1.5.0 okhttp/4.10.0,2023-04-23 20:15:47.000000,2023-04-23 20:15:47.211253,2023-04-23 20:15:47.702671,0xa44d5f67b69d55439efaab550f61e0ec8e3d8ab6c9a2178e9cdf6228d789f8af,0xaa58649feb6a3d1927367ea310872620a3249824872c97f48dd12c82a39d0ccb4c6e7d871ef2a75af25a879592f7dee1
6288078,94.237.120.62,mev-boost/v1.5.0 Prysm/v4.0.3/f4681fde1946a86c5d33c389564241c7ca0e9c2f,mev-boost/v1.5.0 Prysm/v4.0.3/f4681fde1946a86c5d33c389564241c7ca0e9c2f,2023-04-23 20:15:59.000000,2023-04-23 20:15:59.460156,2023-04-23 20:15:59.681045,0x57b306697b85717d6e575bd7f0a6bf86ce01773af456f72b7d13bd64f4b9074b,0xaf195078b6e78ee11ba3c4beb5f5f8095d99291b75359e5e46c3442e2da03e1845f3c15f610c42db578e4b0d72eac461
6288081,63.33.45.150,mev-boost/v1.5.0,mev-boost/v1.5.0,2023-04-23 20:16:35.000000,2023-04-23 20:16:35.281212,2023-04-23 20:16:35.532924,0x5bf2a8b367573fe0f1293e4a5769e9b6ae00555ce41c5a4b4f5de7e05b8e2408,0x8ca63e87fc527ce594141e2bb82ec5b0d5a10cc9dc2ad4077d3dd6879574fa7b4c474ead63ddca46c4b5f85ad431274c
6288083,65.109.24.16,mev-boost/v1.5.0 node-fetch/1.0 (+https://github.com/bitinn/node-fetch),mev-boost/v1.5.0 node-fetch/1.0 (+https://github.com/bitinn/node-fetch),2023-04-23 20:16:59.000000,2023-04-23 20:16:59.588826,2023-04-23 20:17:00.256343,0x9f1a7565023f1150bee72e8dac72d58ef2b5b7a9cbc05cba88172a890d2e84a4,0x83848842243289e2b57d035ea63329228485f606be4252a798680487d2d24e94a861f5d2b889d2bece16e5dcd3893e1f
6288086,141.95.97.74,mev-boost/v1.5.0 Prysm/v4.0.3/f4681fde1946a86c5d33c389564241c7ca0e9c2f,mev-boost/v1.5.0 Prysm/v4.0.3/f4681fde1946a86c5d33c389564241c7ca0e9c2f,2023-04-23 20:17:35.000000,2023-04-23 20:17:35.188094,2023-04-23 20:17:35.574993,0x1cebde6d18dc67a3948c2e9dd52a6f3cf4d475fb706c3680f607a176cbbc4537,0xb6922a25cd9f3d1a6f6728cc79ba77eccdae8a0689a617f057a538c4d3a7488ddf0fc887899a808d22750cca133fd78b
6288088,84.226.123.87,mev-boost/v1.5.0,mev-boost/v1.5.0,2023-04-23 20:17:59.000000,2023-04-23 20:17:59.237107,2023-04-23 20:17:59.786050,0x41b26366449c36c1c155d99ea149e50448f246c238c8ecbef3747cb6f0d68151,0xb2d5dab192dd7ba9fb3095fd76f973cb4bb7312f84c8f78ea5cfbdf63ea17a8f32018543d6ae097926d2fd6c42a86125
6288089,34.249.7.41,mev-boost/v1.5.0 Prysm/v4.0.2/f4681fde1946a86c5d33c389564241c7ca0e9c2f,mev-boost/v1.5.0 Prysm/v4.0.2/f4681fde1946a86c5d33c389564241c7ca0e9c2f,2023-04-23 20:18:11.000000,2023-04-23 20:18:11.234437,2023-04-23 20:18:11.453978,0x331f839ce6f7dd90dae619eb0ab4bf123d614e1ac1603307caedc904efac5136,0x9989c2e01983dd7fa6c0567f1000b9ff4f8513c911ae4c9c2743dcdc83e066ace402b5c8250db06a48139442de6aec94
6288092,20.203.252.23,mev-boost/v1.5.0 okhttp/4.10.0,mev-boost/v1.5.0 okhttp/4.10.0,2023-04-23 20:18:47.000000,2023-04-23 20:18:47.137457,2023-04-23 20:18:47.561740,0x4c2f51917d486845b68a53b5fef237f09b3e84f042a463f943e7e4d730be59d9,0xb3754656c6384a2dc31ef3c94753627c7c0a123b6a7256499e0283a1034c191d9b75fff65e50016450562588b90d18a8
6288093,34.92.98.53,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,2023-04-23 20:18:59.000000,2023-04-23 20:18:59.275392,2023-04-23 20:19:00.229801,0x9cdf763000f24ab40f6ecb819ac9fe38156848cb0b6b13cddf5c0828b7faee22,0x95c9aea4e010fc6429c1c5f58682beb80c08bd1496fcb4b385fbfb6bd84083ea8d7a7f9efe8e291efa4b8744509c8747
6288098,34.92.25.213,mev-boost/v1.5.0,mev-boost/v1.5.0,2023-04-23 20:19:59.000000,2023-04-23 20:19:59.410191,2023-04-23 20:20:00.618188,0x3c5b28cdbb4f3eb85c4a0e707acecc2ce52de7b67450cc8b4b38e1cab447f00a,0xa4c6ff2416a5a32218204df3c31e4b12aad8504dca5b0b2a97140bc1c5aad2ad1d611b34b4789f65a6e1c2d3ab42c947
6288104,20.105.48.61,mev-boost/v1.5.0,mev-boost/v1.5.0,2023-04-23 20:21:11.000000,2023-04-23 20:21:11.386665,2023-04-23 20:21:11.726336,0x3c607d960ef20a8660bbb1055e87ab78b3e6518f84a3592fcf1e8f0868e7c4a7,0x847c0885c0eb2379d83ef69341fd79a62db149b41cfbe9275ff5761e9938604374f2291e2d127085453f282ba1dae78c
6288106,68.183.12.3,mev-boost/v1.5.0 okhttp/4.10.0,mev-boost/v1.5.0 okhttp/4.10.0,2023-04-23 20:21:35.000000,2023-04-23 20:21:35.209862,2023-04-23 20:21:35.545259,0x8d7611a250d4a67b5f11170e5b5d3a6071d6d664935f128318c5b50fa5bb8199,0xb94fc3de40c6e5dbf62e593bad859bb5d5289b5a817906a65c7d5ad93f4cbe2c85b642ed73814dd4d9d36d2a4d609acf
6288107,34.138.250.163,mev-boost/v1.5.0 Prysm/v4.0.2/f4681fde1946a86c5d33c389564241c7ca0e9c2f,mev-boost/v1.5.0 Prysm/v4.0.2/f4681fde1946a86c5d33c389564241c7ca0e9c2f,2023-04-23 20:21:47.000000,2023-04-23 20:21:47.155886,2023-04-23 20:21:47.361698,0x088794d70504a417962a2678aa6e89867f0f875b75752d545ba67e9b3ed8600a,0x8ad277f4732b933bdce47b0cbf203b45523adb8075cc4198213166be94f3afdd0d4a57cf7a93d8ff9acaad97d24c8d77
6288108,167.172.105.217,mev-boost/v1.5.0 okhttp/4.10.0,mev-boost/v1.5.0 okhttp/4.10.0,2023-04-23 20:21:59.000000,2023-04-23 20:21:59.177598,2023-04-23 20:21:59.661991,0xd85a65656907f46a614df12874671c9c09c651a72235f09c77db3d2f7481445f,0x9277fa2311262cf5b3496c3f894f92682fad6fb97208d385dfc8ae9fd79049363c61e574478df5ce9da4107e116e2417
6288112,89.149.218.12,mev-boost/v1.5.0,mev-boost/v1.5.0,2023-04-23 20:22:47.000000,2023-04-23 20:22:47.265764,2023-04-23 20:22:47.543436,0xac413b0acc141169e9307eb73e5f271954f4d6853ef12fb92d4ce5c81249dcf4,0x93afa9512441c2f5dbf4324d5c73d9a3caafd486ed87d7ab459e89e878e4edf142671dec7851ea85c4b04a4563aa3d00
6288114,185.158.17.115,mev-boost/v1.5.0 nim-presto/0.0.3 (amd64/linux),mev-boost/v1.5.0 nim-presto/0.0.3 (amd64/linux),2023-04-23 20:23:11.000000,2023-04-23 20:23:11.104124,2023-04-23 20:23:11.791330,0xb9fdb13c9ab60d4ea193f7281a727742a8bbc310b19cb4c8498b77eee5c8d533,0x8d18917e26ee3de18a00d85fff85f963662a5e3d5f66c066ceaa585aad13af1d84ba0ec6217177acd0a797ada45b545d
6288117,49.245.29.53,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,2023-04-23 20:23:47.000000,2023-04-23 20:23:47.181031,2023-04-23 20:23:47.766651,0x29e73cdedc7447370a928bb67c0887cc462cee91bd86ef12fd15c7000145d69f,0x978e1eb6ecc67c1af8338765cb1a1d924eeaf17dc2bed7bf0cf817814c82c4d32946a1698c180f80649336e7a7587c41
6288121,24.127.78.254,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,2023-04-23 20:24:35.000000,2023-04-23 20:24:35.230830,2023-04-23 20:24:35.494065,0xf7e634a718973e41fd93c9d0433f16c90bab6bb34758ebc6550a2d8f91a23d80,0xb569ba541444a6f9163c5be6fe639c0d54498c90a60a6f4d9e72e57861c42ef2a81b4fdd47125a398d273e9bb2a78378
6288124,51.83.237.88,mev-boost/v1.5.0,mev-boost/v1.5.0,2023-04-23 20:25:11.000000,2023-04-23 20:25:11.438244,2023-04-23 20:25:12.098888,0x01e2e7313a163202cfa0f9052f7c09bd810e1f6bc91727345b9f8f710e069a2b,0xb8db7a1100401cd753ca433c9ea28eab374a28c8a1ed981168d5a1be1073f9b143e38394c538e1e790f3010998d6641d
6288125,57.128.32.19,mev-boost/v1.5.0,mev-boost/v1.5.0,2023-04-23 20:25:23.000000,2023-04-23 20:25:23.187583,2023-04-23 20:25:23.513817,0x4d056acbe4d56585450682e47cd3a42252eefb26ab3ce852ac9e8d0fa98577e6,0xa36d450a6df2c5f812ea72b2808dd012be9d0e17a66df04aef18f765979c3f16a530aa7f465c9ceca9a34f161cf3d031
6288131,13.51.48.23,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,2023-04-23 20:26:35.000000,2023-04-23 20:26:35.298727,2023-04-23 20:26:35.602093,0x38f4c25ac43cc656c62c42070cd6d899280211c0fb1e55548b63bd2b9ae75695,0xb03a1f876d63b6a1aa59d7b38283171defa271260551f8451412198619fbd655eaf2c4d3eb737a4010d13523ad1090cb
6288135,95.179.247.123,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,2023-04-23 20:27:23.000000,2023-04-23 20:27:23.478968,2023-04-23 20:27:24.002049,0x77618e101010fbcd092a71309005ee1d5e78f7dfdd2b8abf50bc499b7eb953ba,0xa93a2d6651aa2714235f9655f2a3d53940ca9f2e8b3da84044b1ed92c2d8de07649983215fe33ee1ca0c2fd37dcca58d
6288136,20.203.252.23,mev-boost/v1.5.0 okhttp/4.10.0,mev-boost/v1.5.0 okhttp/4.10.0,2023-04-23 20:27:35.000000,2023-04-23 20:27:35.102557,2023-04-23 20:27:35.400338,0x09ed2092f3b3c53abbbadcbad3f38e849a6a4986a102176c4a65a9c546f66f1c,0xb7592cdaf9e7140e04b0f52883a5bb8306efdc84dccca36e7371c3c8dbfdae707da21fa2e7537d49ed53d8c768c5b5e9
6288141,158.174.81.119,mev-boost/v1.5.0 Lighthouse/v4.1.0-693886b,mev-boost/v1.5.0 Lighthouse/v4.1.0-693886b,2023-04-23 20:28:35.000000,2023-04-23 20:28:35.369396,2023-04-23 20:28:36.304934,0x80664b7d5f81bc3e686261423d3d771d0e2df274aa062cf39656626f83a3f212,0x8fc6d60978ccd1f36405694f8050dc0cd5372abf7c73a2bcc0eee9ef137d6c6948c8c0c2bfc2eae10e4b48bdac722538
6288143,13.250.7.198,mev-boost/v1.5.0,mev-boost/v1.5.0,2023-04-23 20:28:59.000000,2023-04-23 20:28:59.216028,2023-04-23 20:29:00.017983,0xc3c1d3a86cad08e70f7fc95ca44d8731da5f45a1970ec501f8771e58be0f0b53,0xb2c3299d10f167439b4bf465418b3b8c9ee874f1d064054d239d4f45c90607c75526d6271e0409242d35ce7da3d55f5a
6288148,146.70.116.239,mev-boost/v1.5.0 Prysm/v4.0.3/f4681fde1946a86c5d33c389564241c7ca0e9c2f,mev-boost/v1.5.0 Prysm/v4.0.3/f4681fde1946a86c5d33c389564241c7ca0e9c2f,2023-04-23 20:29:59.000000,2023-04-23 20:29:59.144421,2023-04-23 20:29:59.434848,0x661fd40f252a940dc06f03fcee8ce008cfbcac2356ad1c10d943215c04cf27eb,0x916d9421b4d58154199d469e772bb65d1ad2f1033c4ad1dc7fc84d5ebac84145abd860ebbfdc5d33f3242b51a0dbf93f
6288151,52.204.254.47,mev-boost/v1.5.0,mev-boost/v1.5.0,2023-04-23 20:30:35.000000,2023-04-23 20:30:35.312071,2023-04-23 20:30:35.682140,0x7af9f043e17ae36de3a3f3a6fc1927f5002aad541452627474adc51a00b4c4f2,0x966495ff9790be5ad541a2d6cc104418a6cb2edc9285299e5aae746cc555ca5b07c948084875209670d34309cf560059
6288152,35.88.30.77,mev-boost/v1.5.0,mev-boost/v1.5.0,2023-04-23 20:30:47.000000,2023-04-23 20:30:47.296667,2023-04-23 20:30:47.785712,0xe4b148f81c4ccea3f2732fea36abc547b988cf6cd2e5d7b499865ae4374092dd,0xa8b46784d527e8dbf12d75443309743df6c07a008a63e346058b91386779e890fb11fafd9c53557ce0b2f51ee6347029
6288154,95.217.47.52,mev-boost/v1.5.0 Lighthouse/v4.1.0-693886b,mev-boost/v1.5.0 Lighthouse/v4.1.0-693886b,2023-04-23 20:31:11.000000,2023-04-23 20:31:11.320881,2023-04-23 20:31:11.738158,0xb28be9e687d097222a2918e68f428c076c42d0ed5d2a00ac7d32cf1b786187d7,0x82215a3575308d76d8e3fc20d7613e733d67702647763caeacafe8c491a8ae3533933bc0686e5efaf5d576110a6aa0dd
6288157,57.128.32.19,mev-boost/v1.5.0,mev-boost/v1.5.0,2023-04-23 20:31:47.000000,2023-04-23 20:31:47.318818,2023-04-23 20:31:47.572609,0xe04c23232f2c2795192d550708a7fb26d90bd96ded067dc8752c4cae0453fdc2,0xb2edccd972234e94ff543461c051e31e2ee524aa85d59ca50207093eb4f21aeac8fef1568da40ce83a10847034572047
6288159,167.172.105.217,mev-boost/v1.5.0 okhttp/4.10.0,mev-boost/v1.5.0 okhttp/4.10.0,2023-04-23 20:32:11.000000,2023-04-23 20:32:11.189978,2023-04-23 20:32:11.593302,0xaebce9c40149ced3851a7dd1dcbdbaa519e66df2e5108d1d85ebf5268e95536a,0x8f9f1073790dc2fa5b548747c58a524888613524003b3c98750200035b2be65ee2874e0a0010d42f4af044e2dea74aa4
6288162,15.235.180.69,mev-boost/v1.5.0,mev-boost/v1.5.0,2023-04-23 20:32:47.000000,2023-04-23 20:32:47.271775,2023-04-23 20:32:48.576520,0xf29f33feff8238717a14b18a7427e6ab29d0ee494a70fa0c21a46419b5a69c76,0x89cef0ceefd8c7df4cdddcb9cfa459f24958eabdd8547cabfde409ab84ba61638197af0550ef24c68f35c448c16dd336
6288165,34.247.255.189,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,2023-04-23 20:33:23.000000,2023-04-23 20:33:23.155175,2023-04-23 20:33:23.489313,0x3cac08e750d84fa7a462e84c7ef0a968d93051ddcc9b9cc8d6807196615044ba,0xae15304ffae2aa05c858e642a21eb1083d88678e3d20d8110a6a95cba4f83af3cb4039941cb6dd1a5ce089d8903f379d
6288166,84.253.230.90,mev-boost/v1.5.0 nim-presto/0.0.3 (amd64/linux),mev-boost/v1.5.0 nim-presto/0.0.3 (amd64/linux),2023-04-23 20:33:35.000000,2023-04-23 20:33:35.023265,2023-04-23 20:33:35.530829,0x2df1b9b5497bb5883471d396f8b921a096063854e1d3a425e45c585befab0935,0xb0768f8851cf514961cbd3e1379e6bcade038933f78a5552a32eb3f0eec97c9e39d21c7653c9badeefba4577017bb8b6
6288169,167.172.105.217,mev-boost/v1.5.0 okhttp/4.10.0,mev-boost/v1.5.0 okhttp/4.10.0,2023-04-23 20:34:11.000000,2023-04-23 20:34:11.159545,2023-04-23 20:34:11.634796,0xab31dc50e8d444ba9f1461af6d157a00f9b85a8431685abb99a1e725b936613d,0xa197a362b8ea5e6b14b4c349607f739c4dea2fab307796572ee609bfcebf62192b6ec691b361396d8dcc7d96bca2fcd1
6288170,3.99.174.194,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,2023-04-23 20:34:23.000000,2023-04-23 20:34:23.243389,2023-04-23 20:34:23.566861,0x61b6ca2b2d409b3959de4eb069d45ec1f0e1ea8eed1d250cf77b3025dc30f55d,0xa31837db2e3f8d0ab9f3cc1ed067e5cef633cb575b808d2ac7d7e4d8ca610f925ca3736690e91b66ccdc5b7c52e822d6
6288173,18.134.13.196,mev-boost/v1.5.0 okhttp/4.10.0,mev-boost/v1.5.0 okhttp/4.10.0,2023-04-23 20:34:59.000000,2023-04-23 20:34:59.168898,2023-04-23 20:34:59.505987,0x84baabca68d74ca064d4151e1578400d6f2af9683edbde590a1385662cd31db9,0xa55fa5d461cd32e7ffada7718e732ad6874ea56cbc200501eee1f0990113dd0cfce976d97d4f74a486676b86d7d7331f
6288174,13.50.28.216,mev-boost/v1.5.0 Lighthouse/v4.1.0-693886b,mev-boost/v1.5.0 Lighthouse/v4.1.0-693886b,2023-04-23 20:35:11.000000,2023-04-23 20:35:11.349715,2023-04-23 20:35:11.740092,0x71ad79259a72ee3dd68a60cc83f26ff07f4dc87fba66875e9deb7d164400a70f,0x804d2d29c94d0b1ff3e77dcfca1e3014d7b22f05d32452cd06a577a657a52099e43c49ac77f94903562529c43453b3cb
6288175,20.203.252.23,mev-boost/v1.5.0 okhttp/4.10.0,mev-boost/v1.5.0 okhttp/4.10.0,2023-04-23 20:35:23.000000,2023-04-23 20:35:23.092222,2023-04-23 20:35:23.472855,0x8a8c6f5ce61525c1f047da39e8919a2452455b293f62090b9533b0294b2394dd,0xb384fa8931436a69bf9b8af30b2ffb9a33e35e4c3cd555dd76892c201eebe7bbb18025d513555dc51b4a7f85d8ce26dc
6288176,20.203.252.23,mev-boost/v1.5.0 okhttp/4.10.0,mev-boost/v1.5.0 okhttp/4.10.0,2023-04-23 20:35:35.000000,2023-04-23 20:35:35.103837,2023-04-23 20:35:35.510474,0xfa9c9ec7d4e4b00c8f05feb1bb24998141f034fd67764894e4280620db5e9d6f,0xb238edc550dfff28c416fb755c1bdd7b4dc67e852607c9be46e19411cac63cc5e8a202f00c8bd94175e6899a1116e8f5
6288178,68.183.12.3,mev-boost/v1.5.0 okhttp/4.10.0,mev-boost/v1.5.0 okhttp/4.10.0,2023-04-23 20:35:59.000000,2023-04-23 20:35:59.168221,2023-04-23 20:35:59.574498,0x48522f81ae34abbe33df56ab76930e2737488b1d082aec836747b500e93eb5ba,0x85ca1fde27e3204f0aa0b4006f144cb15dd0022d94f6809f47522f8f3b8639e90e8be3fd43a7efbd4aa6ca1693f479ac
6288179,64.223.175.91,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,2023-04-23 20:36:11.000000,2023-04-23 20:36:11.228663,2023-04-23 20:36:11.447594,0x07c5bc90160ac3f3f77cd101df2dea88a0a038190c633a2191ffbe3fd7d2a901,0xb2f86be5437b18e043c6d510a19d150e91ea90056f54954a960716b0f4dd6ba30d6ecd865ac8bfce878c62350ed80421
6288182,167.172.105.217,mev-boost/v1.5.0 okhttp/4.10.0,mev-boost/v1.5.0 okhttp/4.10.0,2023-04-23 20:36:47.000000,2023-04-23 20:36:47.208583,2023-04-23 20:36:47.523372,0x76ab9588c4a85272147b6aa2d80b83b25db024848f1907bfcaa819d3d0069700,0x8c616e73a45ecc2523f99162e9d601732bc21e7cf788e2365727223e07750c0e0d3d0533704b3034c2f88a4f5483d8e6
6288184,54.185.254.68,mev-boost/v1.5.0,mev-boost/v1.5.0 Go-http-client/1.1,2023-04-23 20:37:11.000000,2023-04-23 20:37:11.695843,2023-04-23 20:37:11.871698,0xf708724f3ffb923463c9d76ce9900abfa672bfd04412011700e939bae71970ee,0x85fb620381408ec20bae8b92239b3d018b8bea1419fca4b0ff5f009f348ae912895e0ead9246353f55f4a08b7321c6f9
6288187,34.82.140.105,mev-boost/v1.5.0 okhttp/4.10.0,mev-boost/v1.5.0 okhttp/4.10.0,2023-04-23 20:37:47.000000,2023-04-23 20:37:47.228279,2023-04-23 20:37:47.852240,0xeb525084536d717861a64694b297e119ca6397f5a159af6282ae640d72371c16,0x87274959653eb0309ef0386792a4cfbe7901a657aa8eaf628457c2a2dc3dada684f541a4288c1b2836f1e2f457195c87
6288189,13.50.28.216,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,2023-04-23 20:38:11.000000,2023-04-23 20:38:11.246700,2023-04-23 20:38:11.614524,0x15302641f1af4a53b21309ad30d00eb2ea518e4ecfc0da98d9255a5bfedd7c90,0x8705b5390f30713987b1c740e4221044d97cf75d8574a7e9b3693a13055bdb50254a7ca5c21aef5157a353bf79fc10d9
6288191,141.95.64.119,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,2023-04-23 20:38:35.000000,2023-04-23 20:38:35.354513,2023-04-23 20:38:35.544036,0xf137c2dd0f658dd0d03f550fc037281bf1488d3345e6b8f3deb8da9fd91dcdd9,0xb0ef28fab9e19b875c47bbe0afa1983536844e906b38e53f47139156a96c355ea8c6d2ad08370096165d92e102547ae2
6288194,35.161.237.237,mev-boost/v1.5.0,mev-boost/v1.5.0,2023-04-23 20:39:11.000000,2023-04-23 20:39:11.270624,2023-04-23 20:39:11.606100,0x1998e6aff1177b742131742b17f9e3e286fb2d82a51144b06f7dcdcf24dc27b5,0x80ab4731478cd94438ffae75ce46eb5db3b932d551ca98c10667452b3c54020c2336a904ecdd9659a4a047f239e53548
6288195,18.134.13.196,mev-boost/v1.5.0 okhttp/4.10.0,mev-boost/v1.5.0 okhttp/4.10.0,2023-04-23 20:39:23.000000,2023-04-23 20:39:23.151013,2023-04-23 20:39:23.400400,0x60dbf346a4c39acfc04e8c0de7cdc77a66ce62df8f297b6a7ed06fcd5bcdb3e9,0xa0550131f89a81e37f1ba3c8d8507b33ffa3b1c811c616ccb5fa8a440395845789157fc9dacc06895eece2f0addb63de
6288197,3.15.143.13,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,2023-04-23 20:39:47.000000,2023-04-23 20:39:47.364571,2023-04-23 20:39:47.662498,0x699918eb2b0f4eace4c5c6350bff34615a776033e672a414f5479451b5bda350,0xb89a9e165232cb656a09e8fcb649633caa219fd5c5c38f4ee5244366565f08e7dd7c3b7984a9b5f18fb3d032be5a2402
6288201,20.78.251.137,mev-boost/v1.5.0 okhttp/4.10.0,mev-boost/v1.5.0 okhttp/4.10.0,2023-04-23 20:40:35.000000,2023-04-23 20:40:35.129418,2023-04-23 20:40:35.640838,0x205f6031f82e1b94c6c5686f888e2611eec3b7000ff29421f8581e080147176a,0xa52814d7ab14481c51bda4e64367050fb1ed679e26c54376b2d1ff1a13efafaba3851673e67cb159901eac6cc706522f
6288203,3.250.213.12,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,2023-04-23 20:40:59.000000,2023-04-23 20:40:59.154031,2023-04-23 20:40:59.332073,0xcac645441a3b42d3ded303df35c40cea3d562eead460c73aa2852bfab71544b1,0x99677e815f50cabbaaa7a5731bc9d84f884fe071a315c63daf87aedbac13c37725a3571cbd880aa7da94efd084de57fb
6288204,99.20.91.177,mev-boost/v1.5.0 Lighthouse/v4.1.0-693886b,mev-boost/v1.5.0 Lighthouse/v4.1.0-693886b,2023-04-23 20:41:11.000000,2023-04-23 20:41:11.260996,2023-04-23 20:41:11.575490,0xb2cd976d7a888175fe9b46630a17c25d77f3e154f142ae44e7a6ef18cca0208e,0x86275b8b44ecbf84cfdab0139b5f905e095d99d26f05e15692dec48871e914ad210536742e72a49c672e130e0c6c9c2a
6288209,54.217.185.54,Go-http-client/1.1,Go-http-client/1.1,2023-04-23 20:42:11.000000,2023-04-23 20:42:08.456211,2023-04-23 20:42:11.028536,0xae63487759ca5c042819efe598d95a9902214941b7ab8017d7ff1bea4067078f,0x80a40519e55f80f0f0ca4f49bbfbfc5c2de2d36ef5c0f4f2310d3d4aa575186db8a4d309adc314066a5c459c2c06f060
6288216,13.124.154.1,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,2023-04-23 20:43:35.000000,2023-04-23 20:43:35.482450,2023-04-23 20:43:36.185320,0x3b30892e929bd8fd6b489b11fdc9e8289b7bb9db2a36f409aa84bc097c3d8465,0x990397788d9b16bbb422d397f6af300f31297602dc3aa8e59beacb6e48ba1e8ddd3e9aec9a20f303eb861602cbe613e1
