slot,ip,header_ua,payload_ua,slot_boundary,header_req,payload_req,block_hash,proposer_pubkey
6287363,89.149.218.12,mev-boost/v1.5.0 Lighthouse/v4.1.0-693886b,mev-boost/v1.5.0 Lighthouse/v4.1.0-693886b,2023-04-23 17:52:59.000000,2023-04-23 17:52:59.224636,2023-04-23 17:52:59.508839,0xd8c3792a70a517ee58df86a78d49a28654510038afe973ed34adb92b0ecb8cdc,0x8c9dd8f50a31f51a0525d1a53697716c838c45060bb3bccbb7faa165b9fb3f83647521b4007c6da71e0139f0e995c4f6
6287371,57.128.32.19,mev-boost/v1.5.0,mev-boost/v1.5.0,2023-04-23 17:54:35.000000,2023-04-23 17:54:35.214206,2023-04-23 17:54:35.524251,0xa398751b66f4abe3fc09c244faa35c7d5160492b36b17f4d7dd727dc09af0f3f,0x9076ea0749534137aa85a41bedd3e55a008d8e8a00eb7535fa7bbc9ba85bc8029d4205632297c4dce802a5e67c517c87
6287375,158.140.135.239,mev-boost/v1.5.0 Prysm/v4.0.3/f4681fde1946a86c5d33c389564241c7ca0e9c2f,mev-boost/v1.5.0 Prysm/v4.0.3/f4681fde1946a86c5d33c389564241c7ca0e9c2f,2023-04-23 17:55:23.000000,2023-04-23 17:55:23.190772,2023-04-23 17:55:23.986769,0x17518a7788f5683c516e1bffa1bd9c5d2d833e5277303d7d572f150a235f97d1,0xb9845cceda7505b05ad2edfd474805d66bd1ecc4494eb7cc1c7bf7f42093e3067b224e73f10ebb70ec3eceb1b5fe1575
6287378,20.203.252.23,mev-boost/v1.5.0 okhttp/4.10.0,mev-boost/v1.5.0 okhttp/4.10.0,2023-04-23 17:55:59.000000,2023-04-23 17:55:59.122244,2023-04-23 17:55:59.540486,0xb34b74c7fdf4a74110ad4d35ab05da1885564552225804639757bc2a406cb1ca,0x95d75b5910790cb42f7947ab14c679267e8f73be1a773efe161d491e5113ebcbc1a372732180b24e9d2ef3898f26d458
6287380,34.249.7.41,mev-boost/v1.5.0 Prysm/v4.0.2/f4681fde1946a86c5d33c389564241c7ca0e9c2f,mev-boost/v1.5.0 Prysm/v4.0.2/f4681fde1946a86c5d33c389564241c7ca0e9c2f,2023-04-23 17:56:23.000000,2023-04-23 17:56:23.347438,2023-04-23 17:56:23.565121,0x5b0dbb355fcdce011e2624312aa4420fe951a69f2509c243944ea681af5361b6,0x971860fbd43fff1cb91ac0a35bc4c7efd6de0b12331ef253d0ee33b0fa55daa8a7e373db3d4df322fdf56236ebd7abb9
6287382,13.53.115.67,mev-boost/v1.5.0,mev-boost/v1.5.0,2023-04-23 17:56:47.000000,2023-04-23 17:56:47.448255,2023-04-23 17:56:47.859318,0xde416e99b0a2860abe555fcdd9af7387ec44dec6f42c9455308d88b0d22de9b4,0xb9048e37e8ca6fae587b63976f1f802d2d3d25938fde9da2d96e33e6d7efada190e51668320027fc9f10dff4bcbdfb1f
6287384,81.178.177.25,mev-boost/v1.5.0 Lighthouse/v4.1.0-693886b,mev-boost/v1.5.0 Lighthouse/v4.1.0-693886b,2023-04-23 17:57:11.000000,2023-04-23 17:57:11.340014,2023-04-23 17:57:11.649772,0xa608f738ff39f0ff5b9ba3a63595af3a90c1ae4041c1e41805f715ce4f58f0ed,0x88f15f7af49c4bc6f809dc233b3eced0bc6caa9a9a39b3eca8ea2552c64451702d9b8a94c4d04b75150b7cb8241d7571
6287390,54.254.209.87,mev-boost/v1.5.0 Lighthouse/v4.1.0-be8231b,mev-boost/v1.5.0 Lighthouse/v4.1.0-be8231b,2023-04-23 17:58:23.000000,2023-04-23 17:58:23.221781,2023-04-23 17:58:24.093135,0xb542e0b53ba2a079fdadab4fe5782805bdeb0deaabd9fd4e2c0ebb8f8bf2d8d2,0x9404ce04563c25e6c0347a8c8627c2e30f0576af98dcad621857fea192430e98ba2cf0c9ddfb207f23326a33d379eed9
6287393,34.209.33.114,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,2023-04-23 17:58:59.000000,2023-04-23 17:58:59.220136,2023-04-23 17:58:59.813658,0x27bea42b869ce09662d5532e45c8cafe2de45c1b67a223cec173d9da7d216bdd,0xb3fcb9cf20bf86a1667ea9b36ec38e92d739fa9b4c3d531f606e50d342bbff66f14d6c91b3f8a092d651a6aa7a67dbd1
6287400,46.20.245.51,mev-boost/v1.5.0 Lighthouse/v4.1.0-693886b,mev-boost/v1.5.0 Lighthouse/v4.1.0-693886b,2023-04-23 18:00:23.000000,2023-04-23 18:00:23.738771,2023-04-23 18:00:24.241129,0x4aee717a810dce7526f9fde5122cfdeea2221a96db037156808e4c023482260b,0x85310f9ca264df24124632e86f9a249926e8ee49cb387012ec773b163d80eb956ce1feda0523ede562b07a2d259bfeb6
6287406,185.158.17.115,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,2023-04-23 18:01:35.000000,2023-04-23 18:01:35.449275,2023-04-23 18:01:35.732447,0x00369faef975a6b8fd0add565ab311b98b5d29f3ae392aef183db7008fb20931,0x82a36ca816eb1672175759aba112616f72c2ef53f6aa5da7a1164b27e3f5ac1b74f710280b5dd25bbd257ab901bfc2d9
6287407,51.91.80.116,mev-boost/v1.5.0 Prysm/v4.0.2/f4681fde1946a86c5d33c389564241c7ca0e9c2f,mev-boost/v1.5.0 Prysm/v4.0.2/f4681fde1946a86c5d33c389564241c7ca0e9c2f,2023-04-23 18:01:47.000000,2023-04-23 18:01:47.350623,2023-04-23 18:01:47.994118,0x99958395d1072c0ed6c683558c389324792f783064366bccc3dc18ac5dec654a,0xaeb2408136faf39bae70af93d98958a6c60bb76a41f0a1a10108f04b2460466394d6b970d5269ab632a7120ef86a8f98
6287409,184.146.21.21,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,2023-04-23 18:02:11.000000,2023-04-23 18:02:11.347467,2023-04-23 18:02:11.628462,0xeb84f0011834fed297701a2944133c1008a31d20df4a8b8059ab724bb8d10f55,0x924a0fe56f5923656d04f022ad2cd5081321c56a5ae69fcbb5a53c9c894fb7b8d01111ae9fa9da9f9f212753128ffd1e
6287412,52.18.21.3,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,2023-04-23 18:02:47.000000,2023-04-23 18:02:47.248243,2023-04-23 18:02:47.620739,0x9a62717335744400c5ad970fb05e61b945d362577f2795e75928558c90d0d194,0x8b2b9ac4b84e1fa013818d76b05dd5aaeb980ad373d4b591358e8113cbbe51168653717931fe2ee1ec25e9387e35f045
6287415,20.105.48.61,mev-boost/v1.5.0,mev-boost/v1.5.0,2023-04-23 18:03:23.000000,2023-04-23 18:03:23.415017,2023-04-23 18:03:23.806596,0x7fd0cb22510e6e4f3ae75379e47c1c800e8bb2deb762cf600af968b0a18d98d3,0xa2a216b66f80463f47b82084a1f7ddd54d7edd34b94370b9bece8041747898ac106abb2c3413a5a1585874a24a5f364f
6287420,161.97.130.170,mev-boost/v1.5.0 okhttp/4.10.0,mev-boost/v1.5.0 okhttp/4.10.0,2023-04-23 18:04:23.000000,2023-04-23 18:04:23.108077,2023-04-23 18:04:23.393026,0x5f556c9d279242067153b1972b0839b9400eaa12e479247af8739b7195c6a110,0xb71d33b7650efd1710db45c6e2031eac721cd1c673da864a973da9db87bab1bfae201c9e848f96e9748ab6ce62644cab
6287421,46.20.245.51,mev-boost/v1.5.0 Lighthouse/v4.1.0-693886b,mev-boost/v1.5.0 Lighthouse/v4.1.0-693886b,2023-04-23 18:04:35.000000,2023-04-23 18:04:35.825886,2023-04-23 18:04:36.293489,0x7c5acc03a92480de57f5cf3e578922e696f0340c2193b9fcc0f9222c0b76c12c,0xaa2d76877d746947e1d789d7f037b5619d4d9405cb409c634ddfc77e32869c09905fe4423e06a58956f2405e21df4a04
6287424,13.212.247.18,mev-boost/v1.5.0,mev-boost/v1.5.0,2023-04-23 18:05:11.000000,2023-04-23 18:05:11.372219,2023-04-23 18:05:12.789844,0xd001a1062d3966cfbe26400309baddd5be042452c50648b1cb5e0fb9399c95be,0x95bbf291173359c84ca04a4c0893200bbb8f464152329fe8959aa4c1b959fba0190d2f07326b7a5e71b9cecca8404331
6287428,93.200.158.161,mev-boost/v1.5.0 Lighthouse/v4.1.0-693886b,mev-boost/v1.5.0 Lighthouse/v4.1.0-693886b,2023-04-23 18:05:59.000000,2023-04-23 18:05:59.277691,2023-04-23 18:05:59.697186,0xf594265a366e28bd0ddb5150778fc1c336ada96bf3bee3c4e2ca5c4e1a0ccaf4,0x879ab7c864d8362e0193cfe033373752f946a762309388a4ecc8e859070a27f8cfdd485d5ac6bd18a4f21501fa5b6f72
6287435,15.235.180.69,mev-boost/v1.5.0,mev-boost/v1.5.0,2023-04-23 18:07:23.000000,2023-04-23 18:07:23.507475,2023-04-23 18:07:24.612249,0xa5260dcc6ac4e8c33160deab1b2fef441816c7181ea0467523e841da7268b407,0xa207115fe09010dccf563ebbbc3106edac974ff58534abc13addbd6488fc5d75d22d87f3ea5f6fef98a26515b01ba9b0
6287437,35.73.227.187,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,2023-04-23 18:07:47.000000,2023-04-23 18:07:47.160650,2023-04-23 18:07:47.917982,0x115a08e89db514e8469255dde647f5f724469545e08113fbd60ce1aa6bccc302,0x8b04d4a1fd9b3d9287984957f886b872b34fdd978a2a16a1fcafe187e3143b160423cbc3bd4a832e6e40977e7241090b
6287448,13.50.28.216,mev-boost/v1.5.0 Lighthouse/v4.1.0-693886b,mev-boost/v1.5.0 Lighthouse/v4.1.0-693886b,2023-04-23 18:09:59.000000,2023-04-23 18:09:59.311945,2023-04-23 18:09:59.703284,0x24b3bec18e74da58686458297afa2f88734d46cb5ae1620b058c4f385636bfd9,0x86762280450c6880998d79955de5ac2166cdb1f279a39748e2990eb786eb840cecf0bbe344626fbcab1c376ca463e5a7
6287451,3.250.41.115,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,2023-04-23 18:10:35.000000,2023-04-23 18:10:35.157354,2023-04-23 18:10:35.357330,0x8f83ea7b9f1883a1d5e73a3d10258f371b98a29580c21d59f0c15dda7585b533,0x969b439f8ea6081264f539eb16d41b9c1c2745a8515bdab0c9cea9aeee2ff68c9174ae38fc5202ca9aa75770d4ff0976
6287456,20.105.48.61,mev-boost/v1.5.0,mev-boost/v1.5.0,2023-04-23 18:11:35.000000,2023-04-23 18:11:35.439541,2023-04-23 18:11:36.840058,0x08081cfdd8933786edef3068f86e8826951d8367cae31ae7ae118effde996440,0xa0915fbc576393b6957931513adc6c178d0d4b43e070f55821679e7a2642bec69768cc5befc0019aa278fe9c959cbd91
6287457,34.249.7.41,mev-boost/v1.5.0 Prysm/v4.0.2/f4681fde1946a86c5d33c389564241c7ca0e9c2f,mev-boost/v1.5.0 Prysm/v4.0.2/f4681fde1946a86c5d33c389564241c7ca0e9c2f,2023-04-23 18:11:47.000000,2023-04-23 18:11:47.388239,2023-04-23 18:11:47.820921,0x47a8f7800cf146da5d29b147d06b164e0c6dbca3652e7acb9e6dbe2e6ba812af,0x868e7f27d72466c7c9d49f14a2ff50c7d9cb1681d3ba5817e48cebf17a41822c0ee5403f67ffd840e70a017ce2050ec9
6287464,46.165.193.202,mev-boost/v1.5.0,mev-boost/v1.5.0,2023-04-23 18:13:11.000000,2023-04-23 18:13:11.441753,2023-04-23 18:13:12.035519,0x46c67300aafdfb13df6586d895493606a520073fa2eb5be262db892fe259550a,0x86ed1a1e2f4c3c9bbec208736c8875395c344f82a647476e8989441c0bf934de6552f86d3d5978e98e54bb52f63d1b59
6287466,34.249.7.41,mev-boost/v1.5.0 Prysm/v4.0.2/f4681fde1946a86c5d33c389564241c7ca0e9c2f,mev-boost/v1.5.0 Prysm/v4.0.2/f4681fde1946a86c5d33c389564241c7ca0e9c2f,2023-04-23 18:13:35.000000,2023-04-23 18:13:35.237656,2023-04-23 18:13:35.873507,0x0f4b0adcde6d0fced522dd3788369057c2ff0bb4f464e33121e058a73401a517,0x8c75397b3f25720940896644c8ef6fb7930a89fdd8e83315fb73c5b1d2d3bb71414c0569c9547d2fdfeb514cfc829dc5
6287473,18.221.28.254,mev-boost/v1.5.0 Prysm/v4.0.3/f4681fde1946a86c5d33c389564241c7ca0e9c2f,mev-boost/v1.5.0 Prysm/v4.0.3/f4681fde1946a86c5d33c389564241c7ca0e9c2f,2023-04-23 18:14:59.000000,2023-04-23 18:15:00.787577,2023-04-23 18:15:01.030591,0x6befe1b8b1d5d370fc196da92dd969347d2632a3844a5053867cbf207c48c670,0x87f08e27a19e0d15764838e3af5c33645545610f268c2dadba3c2c789e2579a5d5300a3d72c6fb5fce4e9aa1c2f32d40
6287483,34.82.140.105,mev-boost/v1.5.0 okhttp/4.10.0,mev-boost/v1.5.0 okhttp/4.10.0,2023-04-23 18:16:59.000000,2023-04-23 18:16:59.177451,2023-04-23 18:16:59.705280,0x9283f5f56b4bd8648b5c3f095bfefc998fb015d8f506b0cbbe8906581d70483d,0xb99e19c43ecfc21374c21f4400c6d380026af99c207ba8736cee5ecf9eb53057bbc5f1f4043e34d363bd5f09582897da
6287485,89.149.218.12,mev-boost/v1.5.0 Lighthouse/v4.1.0-693886b,mev-boost/v1.5.0 Lighthouse/v4.1.0-693886b,2023-04-23 18:17:23.000000,2023-04-23 18:17:23.308045,2023-04-23 18:17:23.571834,0xdbb53e91f9358e041084f14d9c1b80a1f79a235b5105f4648c28347f7c86da9a,0x97a12c376ae2d44b0401ee0e0d316e2adcf64566db4b2d4df10813329ae382e0dd2de4cee53293edca0db9e7507b96a3
6287487,64.225.1.65,mev-boost/v1.5.0 nim-presto/0.0.3 (amd64/linux),mev-boost/v1.5.0 nim-presto/0.0.3 (amd64/linux),2023-04-23 18:17:47.000000,2023-04-23 18:17:47.034732,2023-04-23 18:17:47.485913,0x39b5fa11b01e3bf5e127b76f3ba880036e6d4cf6361db7e5381b42cfe8944f9b,0xb3dc76a2727e8cb7a397c3565f27ee135c2b6726c8ef5c09b794b89f2c4632a277c959a9a155e75707daf3d4d1b8f7a3
6287488,3.15.143.13,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,2023-04-23 18:17:59.000000,2023-04-23 18:18:00.274603,2023-04-23 18:18:01.355394,0x938eb63a25e43075b24e7e9eb64d234f37de55b72c137b6309cec9f0ce08fd47,0x89181e1476130ce321f11e9b388d1f55da329dc9a53a2b3fd6280f654053cd89f9810a7fcde78624ffbee9487ca1be8d
6287489,20.203.238.124,mev-boost/v1.5.0 okhttp/4.10.0,mev-boost/v1.5.0 okhttp/4.10.0,2023-04-23 18:18:11.000000,2023-04-23 18:18:12.744233,2023-04-23 18:18:13.231092,0xfb801d05bd82d8391c0c06baf98eb6331de58320bad464a09288fb785649d70d,0x879229e6d5ce5cadda761c9b740857526742e80454854e30f0532fc38f22e2fc703f00f7e8ac5fe5e0c45be325056b67
6287496,3.99.174.194,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,2023-04-23 18:19:35.000000,2023-04-23 18:19:35.270265,2023-04-23 18:19:35.597783,0x91d58d9f7d311604ddfb450693dc0da85abd54a5cb34dd938f4835659cd83def,0xb8b808e4455050c3f70efc527d7dccbb3e9a65ba08de30fcd926ed8c9f6bcc15eb7a485cbd2248d7ec57086a74fd4090
6287504,94.237.61.65,mev-boost/v1.5.0 Prysm/v4.0.3/f4681fde1946a86c5d33c389564241c7ca0e9c2f,mev-boost/v1.5.0 Prysm/v4.0.3/f4681fde1946a86c5d33c389564241c7ca0e9c2f,2023-04-23 18:21:11.000000,2023-04-23 18:21:11.426306,2023-04-23 18:21:11.814240,0x1cd760e8df91154ac5be2125d096d78f632cff2007d359f58fd1e856875017fd,0x97b1287606ad6bb9ef37462738d6599cf152f342b2ff17125ec9fa5288d48818e6664666e12e1281c6578865cf393306
6287505,176.9.51.137,Go-http-client/1.1,Go-http-client/1.1,2023-04-23 18:21:23.000000,2023-04-23 18:21:19.037765,2023-04-23 18:21:23.017051,0xbfcd403056cb78a180be40b2fef91d5f03d678fe110cfbd3db530fc9a36f8b35,0xb3a82f6effcdfe51ac1b8e8829444859a7974176ae2bf6df3e7a2eb69601e2695558e09a5514931fae817f3da00f6a34
6287512,65.108.199.70,mev-boost/v1.5.0,mev-boost/v1.5.0,2023-04-23 18:22:47.000000,2023-04-23 18:22:47.202024,2023-04-23 18:22:47.612946,0x47615c6c8f6435c9f3884ce8b9a5b8a4456b6c53b65260b4fd6675ed978cf55f,0xa91cb8b63a195fa1b6034c9d9fec2ef6d5810a0fe3e691bbb456dbc4e484f787a74ac841175fd5b4868d81052fd42832
6287515,3.249.16.52,mev-boost/v1.5.0,mev-boost/v1.5.0,2023-04-23 18:23:23.000000,2023-04-23 18:23:23.263250,2023-04-23 18:23:23.514133,0xf748ae5a676464d2e0361a7529dfbecbd4858a0cffe5088302c630b105125900,0x80171c3744333a5045d780211c6ab2d586d9bf440f1e988a94563a12d38321e69b4d3488ff675c55dc7e8449e3a62597
6287519,13.231.236.190,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,2023-04-23 18:24:11.000000,2023-04-23 18:24:11.174425,2023-04-23 18:24:12.004606,0x975e5700adcefd3de64e3e4a4969f12676dd170801003e598f7734264aae89e4,0x85a1930bb2cd41554be667b06c1c033527266ff52ee0139d0a1ec9cc1ad6a675da0df754ec5a07503b5f38312e9e2817
6287521,94.237.120.105,mev-boost/v1.5.0 Prysm/v4.0.3/f4681fde1946a86c5d33c389564241c7ca0e9c2f,mev-boost/v1.5.0 Prysm/v4.0.3/f4681fde1946a86c5d33c389564241c7ca0e9c2f,2023-04-23 18:24:35.000000,2023-04-23 18:24:35.369588,2023-04-23 18:24:35.547532,0x072afc73e8e47a161ac3daec8398cac68c5a151a630bcfbdfa7377d5ccb46d1f,0x97536e8b622b868c5e4151143fa977fa248a851ea35196fd3a8bda57315bfa338756732831eb939f6f2d181b103d70b8
6287526,34.92.107.231,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,2023-04-23 18:25:35.000000,2023-04-23 18:25:35.354128,2023-04-23 18:25:36.386607,0xbf85c44bafdf661107526c8b637d5d0919ed7dd1c0aaef968bc5dba43614ce32,0x8b2b4704d819e37297cea44d1b2715bd0cd03e90300cff2ff29a3bf57f77c52dc626bb5384d6dbb936298a96bbc1bb8f
6287530,52.51.27.26,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,2023-04-23 18:26:23.000000,2023-04-23 18:26:23.179220,2023-04-23 18:26:23.777198,0x15aab14c77506fba6008a0872e4da217c7aac690f637d398b6542781f4e34d96,0x99f7a4ab917e03b01abd8b915e744a5b7a34bc4ecf12c92d759f23e6c3469feacf99e79852337ad8300d0905bb34a7d8
6287536,65.108.199.70,mev-boost/v1.5.0,mev-boost/v1.5.0,2023-04-23 18:27:35.000000,2023-04-23 18:27:35.197764,2023-04-23 18:27:35.617453,0x07dd215a0537b2f9a58cf22b5259d702130b3ae1f176de9ce726f40f793432e5,0x8c348c7e3210f13e1f80dfa724e2ea814fa9ee9e34aea8df72172dd79970ad68ae68ab826aca7674cb6511c568bc1d97
6287539,99.106.140.121,mev-boost/v1.5.0 okhttp/4.10.0,mev-boost/v1.5.0 okhttp/4.10.0,2023-04-23 18:28:11.000000,2023-04-23 18:28:11.101964,2023-04-23 18:28:11.428093,0xeb9bf0e0e70c8bddfc57206ea0856a8041754b957412df42bb9766d08d41b0ca,0xb078a89b1ebc03fdc7193acc10943332f6d6107292a6218599c2e832376705f34ef8d526ef4df89db09fcb283da1c670
6287540,52.31.156.101,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,2023-04-23 18:28:23.000000,2023-04-23 18:28:23.167171,2023-04-23 18:28:23.349651,0x25982c5decd66a21ba91f6b8487cfeab44226216d30d05a0e21f772c844b8ee6,0xac8c5ff3b2bbc00942ac4acab4e511e7495c887d02929805a70cde2e85d0fc5eaaa7c09528c7bcb91d757d28b9e80183
6287541,94.237.30.53,mev-boost/v1.5.0 Prysm/v4.0.3/f4681fde1946a86c5d33c389564241c7ca0e9c2f,mev-boost/v1.5.0 Prysm/v4.0.3/f4681fde1946a86c5d33c389564241c7ca0e9c2f,2023-04-23 18:28:35.000000,2023-04-23 18:28:35.340556,2023-04-23 18:28:35.691897,0x25651e1bee8199d4abb677002cc82403902d517f15b0bd22b3f9310ee1eaef8f,0x8261616cbf348432b4434458200820dff4a1e2cfc73eb776a9244fe50a6fcb314b430ba5626dc42362ec092badfc7b9b
6287546,46.20.245.54,mev-boost/v1.5.0 Lighthouse/v4.1.0-693886b,mev-boost/v1.5.0 Lighthouse/v4.1.0-693886b,2023-04-23 18:29:35.000000,2023-04-23 18:29:35.798135,2023-04-23 18:29:36.592435,0x1070f7f5c8772e95dbc5576b4cff485580c39e1ada539c3ab790924fa1657c7b,0x8b81da2d3afeb03d6165082bd0cfe0480f4f4097b0de3b2893a9be21fc96643fa2e7f9ef3c096f5e8088f48fb7b7161e
6287549,20.203.252.23,mev-boost/v1.5.0 okhttp/4.10.0,mev-boost/v1.5.0 okhttp/4.10.0,2023-04-23 18:30:11.000000,2023-04-23 18:30:11.126271,2023-04-23 18:30:11.549124,0xbee4ae31a23f07a38c04171e8ce8299842c173cb9016a2fdfb168ca570084c84,0xb2c69a7f3b434a51bbce2bb35e8fab283d858b94fe73c658c3e3911723e496ab0d3378d00b50c1b17d2cb6109e784702
6287550,13.53.115.67,mev-boost/v1.5.0,mev-boost/v1.5.0,2023-04-23 18:30:23.000000,2023-04-23 18:30:23.449050,2023-04-23 18:30:23.777579,0xcb0b52f0080bf96152e61c977b3dc7ba2056fde1e2fe449b797d1e48e5a3b12a,0xb03cf8a35e4aef507f97fe4f849f94077a0739feb6bb1754c03d181327a65c0228d3419bf55e642441a912d37bcc7211
6287556,20.78.251.137,mev-boost/v1.5.0,mev-boost/v1.5.0,2023-04-23 18:31:35.000000,2023-04-23 18:31:35.391596,2023-04-23 18:31:35.865491,0x7121eac392244a1df178f3a0737f216dce59b5d7637f5204f8372781f78da397,0xa5618330b69178f10407ed71a2de8eed2ff80d37098b35ca6cb7ac0ae05102d4c798ff3f094342e0586b9cd55475cabc
6287558,54.250.211.251,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,2023-04-23 18:31:59.000000,2023-04-23 18:31:59.171013,2023-04-23 18:32:00.005118,0xbb710ad7146790450cb69793572976d1bd0f0f61e04c3ab52205209993aa2dc2,0xaa8a38227b3a7030e4dda2b7f4dead55244453e91d9ee4a08b7524103933ec84a7d6cffee2ce53a7b42572095a2c12c1
6287561,13.124.154.1,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,2023-04-23 18:32:35.000000,2023-04-23 18:32:35.286188,2023-04-23 18:32:36.087024,0xc3f264475847ea837a4cf6fadf50f16df1d2c180f8c4332326684766eecce5f6,0xaaf7021918e8412a8b21d46b4018f1035c4f50f177dd86b371b19635dc212ff5a70352d451c62393ae13c5645aa72f54
6287566,34.253.198.31,mev-boost/v1.5.0,mev-boost/v1.5.0,2023-04-23 18:33:35.000000,2023-04-23 18:33:35.268483,2023-04-23 18:33:35.543066,0xcc2abbf8f4976d8e0b58e22c08718d5949d89c254c8028f0f1425b570d6f7301,0xa30b68eff207044f35f3460e1fd64200f63d3dba5199572fbbcc60ef91713cf1c5191a0df828f6f2c1b45ea1f682b067
6287571,13.124.154.1,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,2023-04-23 18:34:35.000000,2023-04-23 18:34:35.442511,2023-04-23 18:34:36.130133,0xdda2cae557820dfae9d4dd96a0b16bcf25e9e34985b1b4a0b7b22949d7a9873f,0x8d4c7cff4ddbd96235c5007afaa70632406ccb43fdb9473aabda3fbca91fed2db6a370906c425c7e22e9dd38e3d70cdc
6287572,185.100.235.107,mev-boost/v1.5.0 okhttp/4.10.0,mev-boost/v1.5.0 okhttp/4.10.0,2023-04-23 18:34:47.000000,2023-04-23 18:34:47.101762,2023-04-23 18:34:47.417202,0xf051991c500471ff92d85fcc2734e11a5a8daae643f024471bfc6cacda5b659c,0xab431cea4977d764c8f32e1b32d4ee9cb412c675a4b1342d0963241023a6e6d1f48f395333931f781249c7ff70be9128
6287573,3.253.96.21,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,2023-04-23 18:34:59.000000,2023-04-23 18:34:59.296862,2023-04-23 18:34:59.683582,0xa48f2067f57863025aa02f89bc4002833680132ef13f04da9e7f4cdbff6c9142,0x8116357a1024ff269232d3425991be75c9fa974d2a20483d27f18a9fc7e27cd02ca35759b51ed25c0ba1ef015479f4d1
6287586,13.229.219.19,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,mev-boost/v1.5.0 Prysm/v4.0.2/75338dd83d943ed5e13635cd0578c38a3b2d248b,2023-04-23 18:37:35.000000,2023-04-23 18:37:35.166702,2023-04-23 18:37:36.082564,0xc82518698e6faf3a246f0f51f672dfd8aca3f431b5d6d43bc1e8b96ece0256dd,0xa252416e41805104c3ae60ff6012a644c2d72e0a07e763e11fcf15f37b216fb2df823007ac74fd558b750ebc06ff0c87
6287589,34.121.168.18,mev-boost/v1.5.0 okhttp/4.10.0,mev-boost/v1.5.0 okhttp/4.10.0,2023-04-23 18:38:11.000000,2023-04-23 18:38:11.177404,2023-04-23 18:38:11.621427,0x71c68b6a6078f1cd0cb29ef59d1497b9b11989fff654721c5ab0082ef3e2f773,0x82b3e4ace97b85bd51ae59c6c2ab3da6ee1129bc7c799e813f6e657f0e82930bf8ed006dec714760922078ad519bc138
