optimistic_submission|decode_duration|prechecks_duration|simulation_duration|redis_update_duration|total_duration|slot|block_hash
f|97577|1542|164637|6058|269816|6005906|0xb2ed05a51e6deb0a71e38741186d440fe0651f280f66e6d0bf53c7d170ec9a01
f|100140|1668|121598|7852|231260|6004281|0xa7bd0094d5a3d3a389f133c62060dbb4a79f7d007c5d3be6cf9c5edb91b7b51a
f|104669|1805|144466|10177|261118|6005909|0xa5d1084903d1a0463d29dbae9cfb70e183d11b34123f89056bca0e5704600b3a
f|13680|1383|74938|9064|99066|6004278|0xa092a01a259aa1c2c85352c343c4b91bf1f530ffa3bcf162d5c7237e865ea29a
f|84684|96419|114087|4838|300030|6004284|0x1f378e6b96f58f32b153f758c4a1335eee28f9a67a39bc4b60643d270234a331
f|29002|2182|224376|6742|262304|6005955|0x37840888074bb77aec7dcc6058f604cfa789bb334d2c33cc7b2e72455e69a215
f|9524|1483|203055|4901|218964|6004396|0xdf496e4c01e8b5b48531daf843dc767610fe8991381566ead7443403839e4876
f|96201|3874|132831|5558|238466|6004327|0xc470dc98f19179a934c63f2768d9878ceb5830043376247cab59d68cbdf2be7a
f|12962|2182|137692|4791|157628|6004329|0xf762981e30abc96dc288dc53327c5353dc69ec421d6a2363e72ca7aff712a724
f|16189|2106|145069|6073|169439|6005964|0x121ddf86e81001bc3d4145498e41a7e69cb5b449593db765c28a058a4ced178b
f|28688|1755|147248|10162|187855|6004542|0x8db958dc33459c98ebbae75c909fe36a5f4d7e179a2542e9894d339854216e11
f|13154|1562|132913|5898|153530|6006471|0xca3ea4436a73b7b55d1bfa83e222f31a72843d9eec77c7b3ded371b8ff7af3bd
f|17197|2864|111417|42017|173496|6004384|0xae6ca855d074eb99c433b0c51f68d7554534a3a9b55a4698aba467d3e5f759a2
f|100966|1722|119190|15960|237839|6003839|0xb46030aa5adcd99a9b1ed935c181445148dc84aeb337619ebd684cc1154e8333
f|13910|4520|197488|9448|225368|6004439|0x75975598880880670b17ffd7fb7c9c825177ec99396d72ba54c9b32ecf93db66
f|10803|1733|124323|8434|145294|6006712|0xf017c5d06470d23f0f39239b05ea9543d1f5a891190819e2505ded2bfbc0ba86
f|138718|2480|75457|5409|222066|6003839|0xb46030aa5adcd99a9b1ed935c181445148dc84aeb337619ebd684cc1154e8333
f|9388|1334|116384|5352|132459|6003987|0xfcefc92bae62086e36485aaf4098397031b3538057b4f178a4b59db722e56544
f|8843|1331|131258|4803|146236|6003850|0x85e02bb95029fa443911a13c953abd476a97965b601282b05ef76913a6447823
f|8336|1585|84156|4240|98317|6003850|0x85e02bb95029fa443911a13c953abd476a97965b601282b05ef76913a6447823
f|108140|1918|80415|5912|196387|6004447|0x8e6b62c95c6b0958797c032285448b4b8ab13b01eeb24da6281904dd3efc6b55
f|90744|1226|101007|4956|197935|6003988|0x085b3eb7f8ed45b5b0a692905240e7342c047864fc00379e5868520f7c6a8f15
f|7093|1611|87136|6213|102055|6004604|0x3e74abfaf6126ca3ca1cf2314bf974930fc1cb1273f1e0dc3a3c7afc4e94d955
f|8536|1855|106662|6831|123885|6004604|0x3e74abfaf6126ca3ca1cf2314bf974930fc1cb1273f1e0dc3a3c7afc4e94d955
f|20935|5946|341027|23989|391899|6003853|0xcbc95b0fde3be74db30f479e0fc31d20569f1dbe5f0bdfea8dd86a87a5f12416
f|28902|31909|330091|176142|567046|6003853|0xcbc95b0fde3be74db30f479e0fc31d20569f1dbe5f0bdfea8dd86a87a5f12416
f|120317|2000|171671|10027|304016|6003990|0xc06419ee05e35560cec3abba806b17105f2cbbe97dc362f76f32df8d4b9f726a
f|12846|19258|217722|6441|256269|6004280|0x754ecd9af6c49fc7c233b437d60c6363fc4c2d6ad43e58ec067f9230e895177a
f|19211|2235|188728|8785|218961|6004613|0x816a7853cfa5fc2c7686cdaac022f63258480dc22029e20e69036739d4fdc219
f|8188|1659|110854|5316|126019|6005076|0x601781caf643bbff6b63241f76e7d077563569c318aa8e05f8e9ec11cd2b5e49
f|15890|254319|140132|12655|422997|6005071|0x21cf6b27853c928d51902cca82b5af09d91d9765385264d5235b8c48357a2e80
f|24892|4131|151207|7873|188104|6004536|0xb0aced65d59f762c7e7cd1b5b29c919855de1c42a7ff8ef8b7c88de21ecc68a9
f|104449|3471|120387|5799|234107|6005129|0x822547ca304748285e45b8e61f917911e99eaf05da84951368b8e6e203ac7182
f|94760|2767|94548|5452|197529|6004628|0x4f5f9f2822e9084e8c7ff69e124a6471a8e4ff182630aa2a01e46793b1b10025
f|10890|1244|109220|4454|125810|6005254|0x935cd1d131d04dd713ef88b0021c918f9af0b33c789d337783a77ad0a8caaa0c
f|18240|2607|113451|5716|140015|6005192|0xa5730f5d6f8eb077eb3eaeb3934e585ea7787ba9077e0fed5d8d633b67d8092e
f|127422|1813|98526|6970|234732|6005678|0x66e9a08c30c3404baa7cc32d72e8ba75fdf013fd43a85072da870a3310b7a8c2
f|92803|2721|135399|5278|236202|6004912|0xbfd195c4fccc466ae46a46a502e0e141ff00fe7768125e21495728764c03d651
f|13583|1835|185527|6039|206986|6005193|0x32116f63ab1f8c66c30209e67dc458eb8028379996c265efd33dc2714fb363c5
f|22920|1821|85242|6666|116651|6005194|0x79b9d94ad8a3d338dc3362cf346e7c7bc939653689d4d6a02b45073f832cc527
f|23546|1639|309042|11464|345692|6004954|0x112607ca1078ec2002aa8bac020afce75c158924be6df9a4f82114487cb2226c
f|130208|226936|306886|10246|674278|6006060|0x6bbb1780caa51b02f3ae8da70b132b9a876c3a9e5e4f43599e6fb4f395206636
f|129843|1261|173325|5560|309990|6005214|0xf99b50ab18cf21e069474d425b010d4e6d242df3748c9787c2b54393e64a21f0
f|90901|1600|136315|7261|236079|6003868|0x4c69662d79b5c51555281fe36dd23104378b991b70af0f4fa52eedd642020722
f|32404|1658|79865|7269|121196|6005468|0x32ab4c07e5acdfd92377d02e763156ad6b58960487fe2095191d1c402c08f4f4
f|284875|1368|161360|0|0|6005214|0xf99b50ab18cf21e069474d425b010d4e6d242df3748c9787c2b54393e64a21f0
f|89873|1772|143384|6109|241140|6005593|0xf51d27b9b58643757bc4048111a1a041f3f6be9bd1567ecd3b29b2b2d710b8eb
f|9744|1350|464245|7270|482611|6005677|0xb5b35e2fe67ec97f02bb67b09a19cdcdbf80f8d4e11e8c6d77f3a3d8d906ee93
f|103322|1685|122870|7010|234889|6003909|0xab744ac1ce92b3caa53aee3c40718d78052bfcb54b24086203dba78591ef315a
f|10667|1598|293348|6285|311900|6003973|0x7934b320f8f072427bed5cd66a4da16c7f5b0e7e6e5620eeab5d0d310226f62c
f|119709|1727|103279|5330|230047|6005806|0x21a5d0ebcb9034b6a2cb5ad9bd4e6ca0e433c2d1bf944ecad3d4bd954006f355
f|90369|1581|120932|4889|217772|6004110|0x9be1e3443998d66365162305d80e1467bebecf261eb1ffda4dbe55f5360af856
f|22606|3871|145239|5469|177186|6005927|0x9a6edb4083f7dac7e692bbec27767aa5f033d3bbb7e32ce579c063e03f6a16c9
f|10425|1276|114051|6713|132467|6003919|0x2a723ff3d6446c83d5ecf951a74389d4ec5ddb1cb082d253db16e68b653decc2
f|132678|1776|116917|8820|260193|6004190|0xb1b18eb2d217f9b14ef5c07952782105f8e94caed093c75561bbc1226839af22
f|9453|1626|129650|5424|146155|6003920|0x9b1d658bd0b175bf76015f633355dda2fd89d0d122af4b9271a3e43f0ecbaffd
f|8830|2093|114924|6537|132386|6004347|0x0bf3bc1be01091d96989264c3daeb439f54e56cbf9523fdbdfbf8e72502dc837
f|42736|1873|169642|18407|232659|6003949|0xcd36e36001cbc3091de7ea76b308aabb7d663c245fb5c0a73ec34c8c304751bb
f|199923|1670|164358|6276|372229|6005939|0x0a670d31458a62255e13e54d2e5f28a33979467d8c2c8e02fbb961fc83f6a0c6
f|106305|3136|147010|39004|295457|6004578|0xb73c2427b959b0f360c63aa9e01ace952df95c1493684e9b0555011400ac6201
f|11237|1403|91082|6120|109844|6003979|0x17ecc1fdbc9ec82b95d73fe1fe6299d6bf305aae0c325890f4c27ad74dfc01c1
f|93339|1520|108815|6190|209866|6004779|0xdcd412fd8aeb1f4d84dbd5fee5ee970a61bfe5206f8f28fb1161b62834cdeb09
f|90428|1686|195078|6955|294149|6004115|0x0367c7533444bf6cc9db7769a57a9d603b164227b482735e463d19f585b14e5e
f|289669|1886|430324|0|0|6004115|0x0367c7533444bf6cc9db7769a57a9d603b164227b482735e463d19f585b14e5e
f|207247|2987|98351|5211|313798|6004057|0xc1a3eaa4b6f3d39c046d3b7ccc29ca7014e93b7d61271b35544672adc1ae1cd1
f|57757|2131|115753|9235|184878|6004840|0x41375fc18020b758444acce2a9d9522f843f7f7831f17d907967f3d28c16e65c
f|9057|2645|174427|6898|193029|6004135|0xd7ec9fb476a679105b2fc7545b2182547181a98c4070ea6f19c6f5008f105792
f|9235|2054|117190|6571|135051|6004135|0xd7ec9fb476a679105b2fc7545b2182547181a98c4070ea6f19c6f5008f105792
f|26612|2248|105591|8058|142511|6004156|0xfbae28e45b437c2624b0b8048fdd17612f382774593da0d30eda85b6793604e4
f|16612|1925|139278|6908|164724|6004156|0xfbae28e45b437c2624b0b8048fdd17612f382774593da0d30eda85b6793604e4
f|13627|2529|270199|12331|298688|6004207|0x954e67887640c2f1107290de36198e0854d9d2d7b7dc277364db966b31b9ef27
f|96845|1406|89652|5281|193186|6004842|0xd03bc984882caa760461ad553b7dad0b83b944dd2a596df199433c22889cf853
f|13319|2581|124937|4604|145442|6004211|0x2fae8c0f357d5497d8cf0aef30c920c4106b8d7111fa509b1181913351f2cfb8
f|14674|1876|199358|5024|220933|6004168|0x85f407ce64462d831af34980220d079a1e4efd4f1d8094142af112d57e833f8b
f|12288|1564|121193|7915|142961|6004844|0x36f9314ff28c23557523e2da1959feb4d0692d5f6e477a640b7b56a95061e2e4
f|15021|1668|162274|7675|186639|6004279|0x293eba55e333b045c363de638166103b4c6e0ca8116feb736c9e19e3cac63d5a
f|125678|1358|123053|7525|257615|6004543|0x8ec98b48d391499dbda7cdc2bbda6df0dec2a086c53f2a332b4bca5211f953d0
f|14720|2572|138432|43344|199069|6004930|0xc4f10c1aba60a7202e991e69ffccc2b48e2573a1423fd6ed8af003002d0e6e56
f|19133|2324|111738|5151|138348|6004848|0x59e61fcee52ff2ccc509436b62e29e51870a85e76ec92fdc6c18a5d65af5eaec
f|11318|1329|126403|6984|146035|6004413|0xe94dde339a5e9499726c0b8615c4a286933186b590973c0a118696c7d4a41d17
f|17385|1659|125935|5397|150377|6004857|0x66c74fe6681a72132748c8f2556c0def2a6659b7ab24f21d295a8562c1e780bd
f|100919|4212|142727|5911|253771|6004963|0xf2009b2ebdc8bd32bbad51b94d11da1a41a7312e7ece7491252ca56472f39f37
f|93005|1270|132451|8039|234767|6004009|0x31a85bcafa289eb89b8c5d0d3bc68cbcc6eb6336610ffd33fe82c3f157e6bf43
f|125829|1437|105417|9094|241778|6005450|0x8ed7394ca0825d7fb5cf282c4be389c2275c90fa104627f0c8eac9288f88d717
f|19478|5341|93391|43282|161493|6004544|0xab9b92f91df3964a577a7b4fce04bbd2a545b25c1c8bb3ba3b2af58adb16caae
f|31088|1495|263129|9421|305135|6004647|0xc3c12a81724cf175c88f2cb8782421b04493551be777d467a932b8c102a42add
f|12723|1558|91580|5103|110966|6004054|0xa65df6adfff490e4ea6a8540431ffeee5e8ac6fa3159c6a1ed32c5b57a9e157f
f|6579|1618|69536|5817|83551|6004677|0x1e11644349ebd6952d1b52ac0c951673d215b73d4c7267afdbdcf04c90692c52
f|12331|2010|98695|5875|118912|6005454|0xb729b154c820b55af70ff3f8696a37cb02895121253ff1c2af421518709d4b15
f|108938|1724|99774|12646|223084|6005503|0x1f2cd4208035b4f8c8b1921309aa5888fd6e3b3bac2f27d37183617e5b07af32
f|16017|1647|298029|111942|427637|6004099|0x867943d757cb8267b28fb77ade747db2a53a6f4fb5871fb9ca1b0347458a5e46
f|14195|2495|257161|8190|282042|6004099|0x867943d757cb8267b28fb77ade747db2a53a6f4fb5871fb9ca1b0347458a5e46
f|21871|3843|231513|9240|266469|6004112|0x6c553a2ef9c1c194b175786504b17981daeade22cd9e138ece9aa9e9c95b1d2f
f|14979|1793|161277|5304|183353|6005575|0x5da1b38f7bbacc84fb194fa75dbdeb2b787476aa342ea754cae6b70846ef838f
f|135317|3525|102565|49735|291144|6006144|0x7989c88971acaaf090c96de26db1fbbe778972035b771d0452944189b888aedb
f|25091|2606|97651|4897|130246|6004712|0xb7597b20bfb1021973f4de101afc8700544790334a47043a4328c318c240e796
f|111538|1308|188853|8979|310679|6004120|0x1b3b85c07a7e112c0f4f80ea6745d6c94a715cae25996a37af03ef88cbee7c58
f|19824|1453|217419|8296|246993|6004222|0x6705c3c693e136ff8ddc32c14fbc5490eee23ee0c0898a14ce71944a06d77875
f|10951|1651|242664|6236|261504|6004137|0xe1d416e20eab6ed002202fe54e6503f6414ca9ab382e0f32fda25815783f9f2d
f|10559|2788|109089|6887|129325|6004223|0x428c02da53a6e07ee7fab4991cec57f104d25a4142e151d2561c040335152223
f|8065|1546|146057|4720|160390|6006183|0x4b6037751031c9c3edc0b8466b9f2e1babd672590a8a290ad400dee115b4e4cb
f|22451|1729|126617|7511|158309|6004139|0xd769352050edbc63250802869e6bced2ca2040a813cf952f7af261d26ad720ef
f|53903|18014|229376|112013|413308|6006189|0x31674c1c0d4e440ca019c16f9d1abb17333a0b7f585d81f533cb8560a0c0ab09
f|150342|8425|141547|28857|329173|6004232|0x08ea6c4609270b25983d7d446b4f4921192fffbd7b9ba105d72a61f7489bb2d4
f|86260|1692|115271|9202|212428|6004148|0x605fb7ad78a4596a7d47489602ca7389fab7946fdc68f8369d87ee9aed54a47b
f|17570|1558|90550|13995|123674|6004255|0xee6545cd9590678f2c79281511471dd2bdfb9963a7c069671502abe34101ddbe
f|9546|1533|102308|5631|119019|6006203|0xe79c6ff45ec456259186618fdb01adf632f89cdee63be7d6a6851f7440c3c632
f|80849|2378|169939|7136|260303|6004351|0x4f6930d3d767c14175ff1c729f304b24c1362fd2a82619a5939f62351cdbfb9a
f|36931|6408|140337|59196|242873|6004256|0x8e413b478ff0f8dc74b8c38baa97ba68d9cb5040b5baff5aef19a837e85ab7ee
f|22691|1318|105948|6420|136378|6004364|0x5b5268d5583431d3a02c8533d89ebc7af0c790e47a6d4720d14bdaf4f7b98e06
f|114772|1603|244609|5697|366683|6004271|0x4caf9cac52e143bc2a2c52f6728591f34c53e178d3145a032bf53cb4ffb8b5ac
f|12538|1637|130043|6388|150607|6004364|0x5b5268d5583431d3a02c8533d89ebc7af0c790e47a6d4720d14bdaf4f7b98e06
f|9101|1861|170832|5451|187246|6004402|0x8976bf2c422e2914852632d9d872a233f7f041835b03602a2524e70a1e99d03d
f|109216|3671|201771|262060|576719|6004510|0x1f24c3643fca289f62c24b8ea48cfbfc860edc0d380ceb124c44101e33fc643a
f|114055|3586|298900|9314|425857|6004436|0xe8ebd5eaa534df881dbd6a53cfea2e95ce1bc14dfb08ac34b2bd4da08e4ed9d3
f|136472|1389|213803|249524|601190|6004558|0x3a87024a70995304d248222b013390322107374da56c2037e7890a668b28c490
f|122817|2903|119332|7510|252563|6004814|0x69de0750e022fbecf1f2594885a8d2756ab1fe14571f640cac9313a8e158603b
f|91491|2356|135243|6357|235450|6004444|0xf3fe71357e6aec4fc8d8b13379aabb5e12b166b2a3e6059145660ad33a8dbd76
f|85193|1859|104174|5470|196698|6004637|0xe6fe0e32a8424932b187980945488e41f09aafdc97c6f1ba72fb17d58672e749
f|10261|3528|103415|43462|160667|6004448|0xb6b1ff0d636ae1945d061f05b880ef10dbc58df9b32eef0e91afca39c2977f08
f|8148|1351|81770|4875|96147|6004942|0x2a75c847f981de822eed8329a5998dd046205ad768b423998c4d035d21c11a22
f|95877|1996|148305|7293|253473|6004639|0xbacd703dd3c9e70742adabd75f88cd77f038a50939f6eb47e9bc12652d147714
f|12055|1779|150173|5645|169653|6004318|0x0ef22e0842419265b6fcf6b7f588424049341732c2fe35fd055f8fde70640755
f|150443|2344|79734|6862|239384|6004455|0x6a1fc56b354096a233260f735fce790add8f21d7ea293eacfa498dbf9bfb4239
f|113305|2581|127418|8351|251657|6004777|0x2713d9b56629a5124e7d0758584bb9716b16c32ed4c1989838bd727a42a15b22
f|93034|1963|163497|4921|263417|6004463|0x4f1aa29d664aa2070b9b6190116374a75b172e21a80973e7598a28eb6da978f0
f|11264|2439|140196|14242|168143|6004332|0x39dcf4e04a4ff846469f15dcde917a1d34da6101d019c7838d21a8af5a2fc755
f|103461|3433|172602|7432|286930|6004549|0x65dbb710055321437d956495d7409845cadf2ad49394747f04dceea6a471a49e
f|2966|1939|66045|4758|75709|6004379|0x7138a9c5f24772abf9aa256e24126d38720762b5d9d255493996ba62fb9fb2ee
f|11758|1455|110455|5505|129175|6004502|0x35a2e6cae074573ae754bbbb04e00a10dd1bdaaca89f20a9c2c835bb48973544
f|111620|2745|170512|8632|293510|6004547|0x26c5f732c0ad4e46558fde7b98599d606084a76b2f75bb89b8f5072bc462958e
f|10856|1794|161843|6183|180677|6004568|0x880a89da2e28634fa49136357a4514cd14c757175ff4e657df3c49ba3d59be8f
f|87798|1528|81308|5862|176498|6004767|0xd9f3e2e5998f7c1ca57ae66bda318922c28ad10dbe69c58a4026ff683d740b7f
f|137160|5529|297818|7555|448064|6004410|0xd7cbdbd2bbb09f944b610d1124ca85270c2a886159b657560512f5300a25ec79
f|36896|5928|122381|66664|231870|6004416|0xb38de9af234b00178132a50ac8e438357a959ac68fb5de0105fda2b4a795e833
f|20437|4229|127803|66440|218911|6004416|0xb38de9af234b00178132a50ac8e438357a959ac68fb5de0105fda2b4a795e833
f|92741|1811|90187|7767|192507|6004707|0x3980f7fc7c9585c6d0e0fad75ffe801bde6f4e1f3e124a4e9e6ab880d6bb75f7
f|22161|1759|136643|30328|190893|6004466|0xf8486b61aab3fdf24a4605932e7a52d8cce1584e1f0954aa8c1cf966436fe30a
f|179323|3271|142686|6309|331591|6004771|0x3ee2cf74743db53678cc808e6419097680f82c52c870160359587391fb02e615
f|15940|1591|108776|7839|134148|6004915|0x345407ac807743b442a368c16e1c65d07cb6e57a74cb5fe6f3d8e7a63d801e65
f|105444|1926|139626|6623|253620|6004868|0x089624c3f7e9c689ba2717fc18a6a8776b4276cf3cdf68e402e04c1cf8ca6cd4
f|91902|1574|216615|6818|316909|6004583|0xaf45ea408c03fb909434eb5c6bbe0e8f0d09f965da2d8859d5b043dd6dcc391b
f|92283|1491|138754|16511|249041|6004943|0x3c89c58ffa39b6eb52b2d542429f93b71fee7211d85a67458751e6b791d249a3
f|152314|5077|148360|48350|354102|6004994|0x6b29122007864a20f42f41a100f5d39230d021e95545cb47b441c39d1ff90004
f|103966|1652|292711|5817|404147|6005198|0xf1be2f1c013c27a45957a0d4c14274f8ce98df288f0c5cd4ccfc73bef71b63f8
f|15383|1940|172400|6442|196167|6004574|0x8f80b27a42c23ab14cbf42db86943ed14c834d8578cb3fd5be269d13ddb13bfa
f|9914|2503|116361|8059|136838|6004679|0xd2e7c7dd387d5eaac092dee64a6a11628a68086fde29889768d0bfed11595ae4
f|138632|2357|120530|12217|273738|6005253|0x6366ebeb33d182cba1b3049cb778070ef926e5f00fb1288fb4c0273a0e138dd9
f|100846|1287|100248|7004|209387|6004680|0x7a114f080c4c9144267ba6726935a1b602804c13242cf4477dad36f524891e62
f|13312|1635|111017|5923|131890|6005353|0x8086e95af15dfd05153dfd9cee395759bb784e472ff7d2a56625e1f3081ca3a2
f|10277|1717|223203|7508|242706|6005353|0x8086e95af15dfd05153dfd9cee395759bb784e472ff7d2a56625e1f3081ca3a2
f|13571|1577|160633|10624|186407|6005353|0x8086e95af15dfd05153dfd9cee395759bb784e472ff7d2a56625e1f3081ca3a2
f|151148|2425|102329|6012|261915|6005411|0x12465f31659fb06c512c09225f9d523bd06d1d1f4929310af7c4220ee3fd30a2
f|27293|8133|285379|165729|486535|6005520|0x3f343a9a1badf0be5db43f7156c231ef9e6d5d2b629cf98163752f9843333b83
f|167249|2290|260556|5488|435584|6004883|0xaee6266e9f21e530c7260c532eec3121e7c86ddecb62ae7cff2140757afdeedc
f|112726|4122|146146|11803|274799|6005465|0x006964bc4036d7867006a60038c442c2c67c7a4956adbaf350825a714bdc70ef
f|98122|1602|126805|8868|235399|6005597|0xab348df6afbe6309cb5f5a049a481604055626f00447d1b03c8f70cc502b2a30
f|135868|1722|91184|4421|233195|6005480|0x12d45138e1da0917c55c8c6d8deaae6a3c87481f575f4a4df7507d2ff6294196
f|136654|3280|192260|7441|339636|6005603|0x8ecf5eb148a46239d2f9d4fdaa62dafad458ef5d787edc0ee01356f9462dccb8
f|12110|1518|172364|5633|191627|6004895|0xc13b6be2307e4a9a23c44a9de6ec5b74775eaef8e7f19206699e92af10a7e874
f|120739|1582|171963|8403|302689|6005578|0x05e8b6a082eaf5b44af6cf04ec5be214b58e3ad1f821a8c66664c701206b0af0
f|13283|1697|82616|5379|102976|6004945|0x63dc729529dbb61b53179e702e28a35f1375c20e2fdbb29bbf4a0b32b0ff282c
f|15894|1952|133998|4915|156761|6004945|0x63dc729529dbb61b53179e702e28a35f1375c20e2fdbb29bbf4a0b32b0ff282c
f|91059|1548|284020|7078|383707|6005586|0xedce2cf083ce94e9bd4caccdcb6924fa70b73c437053812448791548153036e0
f|14431|2003|857678|8348|882460|6005757|0x20486de008e0bd58a716458f8adac6624edc0143c97e561c73389d198b8b29b5
f|13780|1684|846668|7736|869869|6005757|0x20486de008e0bd58a716458f8adac6624edc0143c97e561c73389d198b8b29b5
f|128768|1493|202425|6684|339371|6005627|0x4d7c955c052bb99d32346c0b9f346dca7265dff7303e97c1807aec002bda8ddb
f|13219|1265|126680|5080|146245|6006133|0x01e590d8b17529a1d51635bf365622dae45b27ea48b9d3527d84ed59dfdd512b
f|13963|1859|146996|5542|168361|6004959|0x3522c932c4deeb318df0876c5118a9587a4f37fe9fd17f43ee0e0980ec7760f0
f|16653|3482|153091|55822|229049|6006048|0xddec3d7ad0c56607c816de7e57acdd107df65e27184e638592187eafdb666335
f|102609|6378|116400|32873|258262|6004962|0x94323aeb30419372c427846dfea646e0511c162df1eb102f82732e41d7557f24
f|18657|2924|250867|51422|323871|6006146|0x04b0aa0fa359aca12e6c407bc577b71c65d31bf0b898f2a089b42cb6e1227526
f|355699|1558|132781|8332|498372|6006115|0x1b7a31881fed0d8fa377b08df1d2e4fe232dab8ed6bc1acf6ab97ce351fc3c8a
f|8028|1899|119286|6233|135447|6005157|0x212986ed25af29c480ff529d26faa2e5b2f2f061d97e52eed19c23d6717d4403
f|19107|1971|222162|6761|250003|6004692|0xea7adda55d08b2d57cb4aefa0cee782e4cd955b0d6f0745d397fdf1b09bcf950
f|10082|1382|174681|4968|191114|6004783|0x4eb8a18347e7e778fc1fc0570407470a8f69d7ceeb3324cab9500cf5c88acced
f|12215|1322|111580|5677|130796|6005168|0x752dd4ccf86842262d9e8d7896d601b3b4f09f95cf54a90c0acd2dc04d6b17ec
f|7954|1455|189629|4780|203819|6004789|0x4b0ec289a34981b2c5719ca0a547e4b943c4147a1ef91886ac1ff1e9e7f31c8b
f|123757|1476|145583|7119|277937|6004693|0x3f59bd2f7dbc82824b0324ea8c61560348ae9e78d085bf37a652d11b9681ad75
f|9958|1350|149536|19668|180514|6004791|0x5f2a157b5df52af7f285dd190539c22e6581fc2933768369fc566fceec8db2ce
f|22021|1686|129212|9216|162137|6004713|0xfe171bb512399330ddb161f1949e880954f24c7219b5a35f95911950875286bf
f|103985|1733|106828|4808|217355|6005176|0xbd546b714fdf4bfee74677b447be5e05f0d550f7d7cb5bed57bf105a570bccfe
f|23779|1776|203427|22934|251918|6004874|0x21ed3273d10c70ad14a6916189c3f4e0f9fb2d29403f201f3137eb8207d6e587
f|95005|2821|156515|8208|262550|6005247|0x9cddfc7de06294f053ee503d158d8216a300c20f3fa4b403e65ff021431d0ad5
f|9028|2327|124419|4879|140655|6004893|0x7587e958e5041263495b7abea4f44e432bde9c8095505b580841621386a14ef6
f|95168|1791|121958|7736|226654|6005058|0x3f34298111ba743e8f0693b3461917f0ff06cbe0e68f97ba12d3b325ff0d9c2f
f|156850|1786|173525|7737|339900|6005265|0x42492adb7956621254bbea9e4489e848f6a71643c69283dd43b2a70d4e77a457
f|112431|1576|273522|8796|396327|6005062|0x7c72cceea4737f10cd20b2e2981fe549aa0e9d6a1b8e8868bcbaee773b8d487f
f|187632|232144|159261|9184|588223|6005478|0x83ce0e7027007069965ad4fb798caa69f1524c1a1dbb50de079f6cf179371ab4
f|197378|1509|153174|7721|359784|6005064|0x951130a5f52a518f861d44c967be23b27d07524cca434461f591e377ace7d177
f|7035|1409|111024|4422|123892|6005268|0x45d896568c4eb0a2bb97b06f49c1b7f3e13af9b3369db8ea2a372435b13e7d07
f|16995|1517|157853|24328|200695|6005381|0x78aefbb1ca5de46ac6a1c70f229d43a3c0dc81bbb0e78b9844dde1ccff861eca
f|90002|1991|129311|6550|227855|6005682|0x927f05ac87e5ab982a02a1387c13b78139e38feebb9ea35aa1169b5024f72ba3
f|85233|1517|83231|4939|174922|6005912|0xca52c719f26c93fa7e8ad47b15b47c4b9f14af6e6827e747294413838d5fb785
f|8328|1283|106792|5776|122180|6005759|0xc849fa04c0c4b2a98bbef0e35b3faa5e7e0d85be90e2c87e7943f9faaa2cab40
f|10570|1663|225814|9275|247323|6005405|0x52d54cafba8575c02a8a55e460705a691c7e7a9c20e536f1d7ef1016d386e033
f|16863|2395|112427|7127|138814|6005913|0x47894cf40e4f401640e266c0e75b9f006c5ab8d3bb554ec54f35d42786cb6544
f|98265|1896|116200|6611|222974|6005485|0x006c8012f1dc1ada4c3fdc039a21ebc3f5cda099ce7d6bfdbd51f8c4b8c5c508
f|113124|2258|143372|6037|264792|6004793|0x325ef38b7404c631fe7ffa9462a1ddb42ab9ee57483ec30c3707874a864a6358
f|13443|2008|125243|7041|147737|6005913|0x47894cf40e4f401640e266c0e75b9f006c5ab8d3bb554ec54f35d42786cb6544
f|101046|2192|120770|6882|230892|6006014|0xb444dd7f6af0f1df9b415ae7d61cf7a09c73e8066cad5d0a44c42c765f99de8e
f|14431|4713|159846|34080|213072|6004802|0xc1c6271b851f08dba9b592eadd29338fd3bd7538ee4a0431f5672ce22f1bc488
f|104285|1447|120303|9868|235904|6005802|0x4dfd78e8483ffb8e038ae255eb64e111f9e36d4f119b4d00decf553f3c130de4
f|180289|12208|130869|14448|337816|6006166|0x1acd1c17c302460c8014b61deae8279b1060d1838d2f9485cd445454355e2713
f|21955|2605|164997|17902|207459|6005850|0x8bb557f052c4320709a93f5fa4c6803f858019386f1fccdf3ca6adda4f72b1bc
f|124251|33234|139763|6677|303927|6004819|0xe6d696d2d95f4a146d6b5d3d5490bca78c9727bd7b0657672b66a927ebc2d734
f|44100|2645|208450|28575|283771|6004803|0xd35fc1ba777809777486f5672018875af6ba75a211345514d51ea3392f4c57c1
f|174644|2364|259913|11062|447985|6004825|0x4b49bd779f8b9ede5475e260a39767bc0c41b06904e40f64557b883f7a42a79a
f|111867|2502|69553|6936|190859|6005872|0x92a12f25df9f9558154042cc76a59e75a521f9f68715c428876931dc794891ff
f|114796|1543|183502|5816|305658|6004966|0x54be35b2883e0ffda5f94ab03fdba717db842667f559fd4ad0262600b63b9343
f|7876|1620|100007|6202|115706|6005975|0xab885398ec3b606e111d8700de17e2630f1dd5d03aed5dff2e354953bdca1dbd
f|120405|2054|150033|8150|280643|6004828|0xa649d8f9a1479ffa524916807165a2bdb1104cfce6c812787fb15bcde81fd7d7
f|94751|1480|111099|5339|212670|6005242|0x9b735eea26486a6d5266a531698e5536ea5ea43a5e057814a0e1a204468eb100
