optimistic_submission|decode_duration|prechecks_duration|simulation_duration|redis_update_duration|total_duration|slot|block_hash
f|6039|3138|84987|38191|132356|5993570|0xea39c1af274ebed51f6badf12da7d65a238442a3e66b1ed756da0b751e131af2
f|14222|2187|127699|232188|376298|5994409|0xba04ad8756a68a49832f7a4e9e75ff68cf3cea83be696a28ee91929bb9f3fa12
f|94738|2061|70989|5768|173558|5993573|0x827f6e71ffafff35c3219d7c6e602e2150f355e38970cadfefe4b8ac957f6aa8
f|8608|1536|130930|50914|191990|5993732|0x2b63d76fbe3061cad2e37ae2f790091ad5b43f2f48c374cbd770a81c9287d269
f|10027|1564|138834|4632|155058|5994409|0xba04ad8756a68a49832f7a4e9e75ff68cf3cea83be696a28ee91929bb9f3fa12
f|8387|1891|99683|179272|289235|5994412|0x7a0f3d7198157adacaa775199fbd273ac6843db1519657f0282aad23f329a797
f|13560|2005|263621|7021|286208|5993737|0x9033ede53105e492848a48537a187b95204a72a330e692947c9ab2163355e33d
f|9148|4396|128029|47143|188717|5993600|0x621faddbadb8dc4fe4e544cd3e308bf2a49483d6531ff52d62e1ae6c98cd7ab2
f|9004|1723|105380|5237|121346|5994525|0xecbd6141784036854e4436319229e79f3094931112700cda43df55660dc8dacd
f|11932|2501|115950|6301|136685|5993654|0x2a1ca1a525f0eb6c61a46427c060ee1bb9f6f1e4b27c3771dc4c21f51f143e02
f|7370|1343|129669|5764|144149|5993654|0x2a1ca1a525f0eb6c61a46427c060ee1bb9f6f1e4b27c3771dc4c21f51f143e02
f|6000|1695|112141|4672|124509|5993836|0x8a5faf3bc15858727b09b3e2eefe98ebe8b320eb4a92e4d4ac34d6f2f12af2dc
f|12974|116576|187373|28474|345398|5994538|0xb015ea071fbf12619c0f132a8e421098bf54f9f1089f07afa19c87282b09e46a
f|9615|1701|125997|10369|147683|5993949|0x9ed8d43760d49877b295613180d108779dd1c1fd52cad48d79389ae61bcce839
f|100015|1405|118473|9624|229518|5993659|0x05d045381f8b25c812a404414859f817e9f9aac9edeed066d43ec8ed5714e65a
f|110356|2015|100629|7618|220619|5994618|0x0e2984c15d59e22dda8f408f64083c2b7c30a02682c89918c5084cda41ec5329
f|7926|1403|82589|6168|98087|5994828|0xd3f13e6b1bde137268650f45dceb243e7194c046b78f5a33632b1d5d0f984465
f|23716|2678|271208|7772|305375|5993747|0xcc2985c100dd8ca4c73c1b6ce4f73a7686524cf7d484e3c7680582b6cea001c9
f|143101|1826|170662|6043|321634|5994180|0x48b407f44d29e9f442646568fc48b9db5d736c34dc725ec21c4daed42cea3e52
f|9139|3298|142675|4239|159353|5994866|0x357ea0718a1b7845b651231f98597d4c527e5fef99a02a2672b0063b14502a78
f|8954|1444|104433|6859|121691|5994183|0x95dfe2b8dc9c75f912f5aef848b2bd37ceb2726fd8b8db8619f14a71d22dc1bb
f|98309|2487|210014|6550|317362|5993769|0x8bdf281a0a36635fcddf6d3d50d75ba0a96243c9ca75106b16a5befdf965defa
f|16877|2552|87700|77202|184332|5994883|0x96611b05f1978c8f3077b1414a77059ce83fa5eb66f5aa66cf7ed082713cc7bd
f|19590|1679|182839|10631|214740|5993771|0x515b9dac2eb09bf29d50ad8130533196f7dacb8dd54db71bbe1d4ca25bfece8b
f|87814|2655|214397|4241|309110|5994192|0xe0ae665acd0f23f0d8eafae937abc2e052516d24bd5b719b4c43e708543676a5
f|105953|2478|117164|8899|234495|5994193|0xcaf5ccd39894fcaee34d25a1d1ab03a444c94183024e73743807e0bf3a880a7b
f|12278|14357|128316|51194|206146|5994883|0x96611b05f1978c8f3077b1414a77059ce83fa5eb66f5aa66cf7ed082713cc7bd
f|10873|1697|111295|6354|130220|5993688|0x1a1013dc3c1725b59d22b5d28066d7797e5dee606b82bad53203d3519a12ba35
f|16640|2624|125483|6081|150831|5994281|0x616d2a7aeb648aafcd6b296ccd96e832543f328bb1a29759f78a13056e7f1f32
f|125679|2418|108991|9595|246685|5993874|0x6356a565e7dd7eaf60ddc2128b3429efb26662a953918b19ee6ffdcbc8a2d33c
f|10103|1888|149294|8128|169414|5993934|0xd969049de9461cd01c6c80dcc86f3aab241901eb98978fbe989396dcd215506a
f|10887|1270|155075|6507|173740|5993934|0xd969049de9461cd01c6c80dcc86f3aab241901eb98978fbe989396dcd215506a
f|9811|2136|123907|5755|141610|5993813|0xa379cd3c9718c387d9bfe52b9c47c3839753ae97e985a81c3cacae7b5d90aa04
f|92751|1525|144797|5948|245023|5993940|0xe64b2242b5027eb3e5cce7e59dc8f15ec91976a31ceff15deeba94483040622f
f|7510|1596|66674|6039|81821|5994358|0xcc634f12c3f356b186a54987c7162efc1555365876b2a51decc9454c442b2694
f|11272|2157|187918|6174|207522|5993955|0xfd6cf8c0c9343e6ce5168a64febce38fbd9c60deea035ea76672bed802c9dcf1
f|99112|1557|106771|5296|212738|5994660|0xb72362c2e35182f29db855f528db2e6a253e35a8b376e6df299ef7761d44a03f
f|67237|17199|110576|782845|977859|5993998|0x65022d837dac8a7ff3c8c4902f1c8bb16c0d4a0767692495d211b86264d58c85
f|20508|2678|94596|5937|123721|5993965|0x11292dbee2e831a0a424e69470cb5e27069b4b39a59c94c43885b232c9b69c76
f|145280|2922|124648|19913|292766|5994106|0xe6a7667fe3b8288c63a3c658b3c9c0af5a58b7e7a848d53badfc491f09f717c0
f|106634|1797|129915|7781|246128|5995229|0x7c8ee3e2514b910940113e6add55f64dec91c7b7822958c92aa5b980de082913
f|6908|1263|129073|6380|143626|5993966|0xcf8cb72bd0c8877f29b8cd5e0aedc5c0db13b08775a9a043729717946db4d699
f|12873|4312|129922|36793|183902|5994176|0x2b2a968ed63f2d6935554d38eff5d9bc8335d93027d48b22d18148f688ebbef5
f|15431|1515|216336|5734|239017|5995245|0xfcc2bba639deb3d68b12eb071a323c25be993756b484507adf2a1f10745b4d41
f|169171|1331|113139|9383|293026|5994117|0x09a65d76c8710a0b782ba356c8c0e4e60b94fea760e16954b97f956ae5b722dd
f|6725|1432|67369|11341|86869|5993853|0x60e8617c81b0550863572f72088bbaac5e2572675debc429f0e2199d4fd5d002
f|88943|1711|124293|5080|220030|5994343|0x518c40858400658cb87be239c430967f3d10007acfe3fc571e17ba87d015b4b4
f|276341|2044|143859|7807|430051|5993741|0x678f5044bd57724f231f9410c29feda9e166a3f26f9c55b2ab6311aeab38d870
f|7518|1690|107628|6711|123548|5994477|0x6db7565864a25878ce876a10b30714402707ff8e290550d13bba10a9c12bd5c4
f|7283|1514|73279|4571|86648|5993802|0x4d86d9ae46716a582d3252c8674109f6f7b662a3f4701c7a9224ed1a0e1de7da
f|131208|2159|100157|11123|244648|5993864|0xebe6be5bb2b10bb370ab29d3e6222b6d7ef268ea7c8e355522e21ae97e07c668
f|5931|1480|118322|5139|130873|5994478|0x6a1f73aa8aacb20f01b63b2eb5cfd45e041c752e48a2ab0d95f99f172d224593
f|101870|1968|151687|6299|261826|5993875|0xa68a6dd00d3156393ff6e10aa6a278dc8c898eecfe405c809e3a7120641189c8
f|13671|1383|129420|9328|153803|5994480|0x24c54d0affb624b3cab686352f4e70d31e75fa0cd10196b56f405fa92c8966d4
f|88725|1795|100893|6401|197816|5993876|0xd8aef77a007b218946d3f089070521b5c20811b29ab0fbe255fddcdba2563838
f|21755|2071|161476|128085|313388|5993811|0x538c28daf685df974860cb6d3fb886fbf3989fde8874e7d4882b42a9506266a0
f|6204|1609|94053|6654|108521|5994486|0x11bad717af997d74b3bedd1f76095b15c9ec70f4eaa25144396f06bd47267c4e
f|96554|1806|114290|5428|218081|5993880|0x87600beb19d7569e22d78ddc831b42c33965c21dc5633af8440ded1ac3f51b74
f|140608|1570|205667|8499|356344|5994652|0x71370ee139dde5202033db7d69343532d138f378e806e30671d20c6747cf9014
f|13130|1673|123631|5645|144081|5993895|0xe7a01c17ab7049860a8bb285ed206a9dcc132989e3a25dc846bd3ddc45f9c534
f|9396|1828|116207|4351|131783|5993925|0x267840544d14b6f2ae94025191e8c29c6f50f33f4cfd0a5a1c7d67d6e8bfa9dc
f|31297|2892|171841|187655|393686|5994664|0xb29461f075a267760178e1add9b78284e7b6809ef33c385fe010562c22a14d58
f|81381|9429|215815|10513|317139|5994299|0xb5306fd5e9514bd3873854c0f8f5379da909c91a1f0865b6a8f11a68073e636a
f|89234|1591|217587|6532|314945|5993980|0x1015089bbcf5f94fbb4c0497011eb0f32fdf504b547cdb9709155649011fda44
f|96873|2063|129319|6582|234838|5995058|0x43217c4bb060bd4322bf1f0e8b2449d4179c41f5b0c0f25e9abfdf67f55cbdc1
f|5015|16246|136917|8206|166386|5994344|0xf1b424df3686e89501c5b944860f86a91f6bb25cd472bb768faafc227fda06b8
f|7925|3000|92720|36574|140221|5995232|0x594093336beb5d5c257cc2478d92042d0b9e4101cdedf508c6e6e17ac2afd328
f|14380|1724|114367|10310|140783|5994391|0x28afe63d842b2660e252b0cfcffc556487af704b3782e20ce08a0264583714d0
f|207109|10675|239599|66211|523596|5994009|0xfce4ff84011935cf7f665ae40d95347e822c2cb004a312a668d1cc54cb65cf80
f|8188|4019|96377|39400|147985|5995232|0x594093336beb5d5c257cc2478d92042d0b9e4101cdedf508c6e6e17ac2afd328
f|12328|3760|108284|5684|130058|5993957|0xd83738211392e2bcf1ed380fb9141473ac10c5955a96de842f160eb3022d510e
f|101365|1917|106438|8920|218641|5994013|0x1dcf778d34f31cacc702f6332d3d5bfeb2bf73b524e62650e13938d31cd5f950
f|10635|1218|99558|6348|117761|5994430|0x9623f2cceb3823b71fefd5443d78674726afe6dc31b16af3f029f077e9671850
f|16320|1325|116543|5000|139190|5994430|0x9623f2cceb3823b71fefd5443d78674726afe6dc31b16af3f029f077e9671850
f|88563|59651|96744|6859|251818|5994024|0x4215e305b5bca46be0333f27020a84c9668943bea6be1f5e3127298388afe241
f|82113|1977|97477|5848|187416|5994053|0xcd055ee1bc4015789cf8daecd6cb4f5d4c24095d37399481c46f2f28fad1e07e
f|84214|1776|97513|6400|189904|5994156|0x72d438fc3137e01a6f5de28a8b7cdb184efbdfac088022c52a49736dbadba47c
f|10857|1788|96391|7786|116823|5994779|0xcc365501a95914b989db2a2976e2087b5227c6280f293cf8febc73377805beee
f|90805|1956|99096|4908|196767|5994437|0xea30f7d489024c7bbd677a171ee3d742c6e7375eb8eb63c7ab861cd688b5eef0
f|145991|5224|90327|5407|246951|5994156|0x72d438fc3137e01a6f5de28a8b7cdb184efbdfac088022c52a49736dbadba47c
f|109731|2390|136840|9180|258142|5994182|0x2528be4115c58cee6d04230d49dc493b669425223382ab5225dcbf20fe627134
f|10499|1629|126463|4759|143351|5994547|0x11dd7f64138bbe6e13a28bcc95fe62ba38397ea31d495b2b1ce70060d79737a6
f|29956|2614|187308|11366|231245|5994783|0xda759d074dc0655c26ccf347767ac863e43d15380332b69be2cfc303fd52e4ac
f|28036|1364|172529|6849|208780|5994783|0xda759d074dc0655c26ccf347767ac863e43d15380332b69be2cfc303fd52e4ac
f|14785|2365|107158|64249|188559|5994208|0xec0003c64ee47f52c43dc3b0d460cb9c3e4a59ae66b5c34e04ff8eadaebea45a
f|120924|2334|152817|13362|289438|5994787|0x3618c8fce7ff733fcdd8e132694b0ab64b171c444d6db772bc4d965a7719e26d
f|29100|3026|101753|33442|167322|5994912|0xa6cfb66bab36d32ac3099058ded35f9e5621517cc1c87d7bf37404c3683bc940
f|73808|12830|148701|16711|252053|5994549|0xd5ccc0a55f6af5bd2e65cdd3207e543114e4639af2d7530a92f14d77ec4812c9
f|11822|1826|141443|5993|161086|5994934|0xd929a045b56d9ddae03400f6598eaa6a09e806839f395022774d26d9b388205e
f|92007|2743|79912|7714|182377|5994213|0x00e49a4caf73c130bdc48c4f0d59d09fd19e8da694b65882e71fb84fdb6c6853
f|9629|1871|111965|5278|128744|5995275|0x1114670b6797fdd2cbdf717fc71c5d243195faec9f6f15887158e67a2f2ba9c4
f|7446|1382|137967|4886|151682|5995383|0x95cb507ff8615394fbe1630526d4c7afa65e492e970aa128c031c7acdba0ea4f
f|44433|1591|147854|19509|213388|5994918|0x678b15b1dde4ee959183ba0c82aa0ea95155c10071d4e6d4bad161acce771459
f|23260|2362|163122|8327|197073|5995153|0x2be8ca4c802516731597d2b07eb9800a83157382cefa577caf8779389d478366
f|97628|1543|102713|5725|207610|5994351|0xab5ffd64d4b4d5eaf67d63bbe4f5a8644f1345d1f37bdabe0aef644ae2f67892
f|17621|2515|134529|9442|164109|5994354|0xba02509eba2b498462efbbbf26687bec7886d1a0b17a7e1b64baf41956551b0c
f|10585|1333|66735|4789|83443|5994105|0xaeb23dd938d3eed63f8365e11d9aadcd276b07f8992cc6d7659732c055652aa5
f|89052|1545|144733|7057|242388|5993947|0x2b157f8c13b982eebfac8c1f4b58853c3cdf4540aa2ab5103784a6bfd593a000
f|113568|3239|132154|16259|265221|5994365|0x17f7c94f70db936371972c86d1b8f812e3c642505fcbf4d21a911994de4d306d
f|7845|1346|103521|4933|117647|5994655|0xbc75b6b03cd17c6411b49802b151d9eb9c5e51f74d2224cde171c9bc0907b99d
f|21411|6148|190756|8912|227229|5994301|0xad91952b7e32b56e44da5419366a3ac78e5d92a78e74aa3e2942367785524fe2
f|7856|1736|115876|6194|131664|5994301|0xad91952b7e32b56e44da5419366a3ac78e5d92a78e74aa3e2942367785524fe2
f|8057|1691|239141|5039|253929|5994552|0x23969dfffcf93f535f8d64c212ca68f4067b434b88d6d83b56b24847f4636b4c
f|10886|56165|184475|321874|573402|5994349|0x2c74a24e27260ced5c3a05150ba998afd96fa166d243bb918928d20ee5da965d
f|110988|7074|121246|11885|251194|5994974|0xae505cf86b235659ce48c0d58c4db825c8533202891ce29a434b9d9b6568c47a
f|89053|1434|128441|5392|224321|5994667|0x47e2d6a4066451ce838dca15bc22b59d0fc4b0d9dc0ef7b8349a88696d2fcaea
f|12112|1555|135991|4540|154199|5994975|0x14c16be8015c91033a39bc37ee4c7ac225f2386ee638959b934ed2cad1263460
f|11157|141122|113601|6796|272678|5994385|0xc4fb4c2366ce1d20e205849a808664a86fbac17d14facd8d2d1de8ac8eddb49d
f|16599|3388|103079|6728|129796|5994704|0xfb0fa506fd1afbb3c632c9c304850b4455815ce3ad0a6ae51ea85255a9b1807c
f|19462|2201|95550|9248|126462|5994793|0xe0618f372b0ebdc5ec483b21acf4ca1f726f6c7230a20031d399b788e61cb7c3
f|16936|2105|160545|5937|185524|5995090|0x27d187b202b57f588ed2b2cacbc825e591312f4a5a1c85deb39845ee09deeff3
f|10743|1435|119131|5277|136587|5994707|0xd3ba61f38fad9a98f3d592e3264ad5c5edfc3d4d48db714915ffabbd758b5805
f|120467|1297|254275|10173|386214|5995291|0x46053d14fa70e05d4c7754df6f051411281bf8f531b7488821e56ffd6ebfd302
f|10686|1616|95802|4833|112939|5994707|0xd3ba61f38fad9a98f3d592e3264ad5c5edfc3d4d48db714915ffabbd758b5805
f|21520|7204|81777|10309|120811|5994794|0xd7f104f5b303487973568105a57fc84f0cc779dac72598c5a9bfc6315b7f5425
f|10015|1563|121284|5154|138017|5994707|0xd3ba61f38fad9a98f3d592e3264ad5c5edfc3d4d48db714915ffabbd758b5805
f|16169|1290|133341|5586|156386|5994794|0xd7f104f5b303487973568105a57fc84f0cc779dac72598c5a9bfc6315b7f5425
f|10571|49166|132501|7015|199254|5994797|0x96f15b7d05e1915eca620294be6b30f04e1ecb3ee7848675ae9880c6a4aa3725
f|11850|2076|113645|7092|134664|5994260|0xf11a1b2f7ea883bbd1c5f26cf388aee2371872c623d49a8da993b052e6852996
f|97819|1721|125948|6131|231621|5994997|0x4f08eac5b6896e19e66daee8c345f6796d336585f6073975b42f6d7553ad1726
f|6846|1332|110697|4605|123481|5994419|0xdb0e1a81c7a439c03d07bef69889293ae1cfbb3b64c45f7aa4ad52d50a7c5757
f|11145|2212|117840|5794|136993|5994159|0xdb8d2df96c2d4c11bacf15456b332f1455b0fa04699fdcbb6ea63e6f29615f74
f|95746|1913|159294|6187|263143|5993958|0xa14345f67cf39a6030d72cf6fb84c55bc955ceb17a762ad2b1d8b2e4b9292528
f|28655|5436|106803|4353|145247|5994161|0x019451e01664dbc9fd27d0ef4b267b649f4b549941e9c97ceb321bfec38c3df6
f|310923|1641|230942|7424|550932|5994965|0x271b32b1c71deb75d5b4d90a6aa1e5b4f41bc6c97f53bd587af0842c4528ccef
f|113574|3094|187052|36674|340395|5993972|0xaad0b71856b3a4cfcac2d41aa1c4ba535f98208ef92b2f30848159fb190d0aa5
f|113278|1925|159903|5891|280998|5994166|0x04b5fddb9ebeee282d2842afebf10525088dcef1d7da2f8329acb24148770642
f|9895|2185|73731|6341|92154|5994061|0x5bca733b3f09d1c4c9112905bfc1c2e36b86502ec603970a9b6c5b31df2721ce
f|18570|8056|118930|6260|151816|5995446|0xf636cae29d34d5eee51794bf983294264efb4e81d5626c23792933bc27083517
f|13358|1473|128454|4846|148133|5995446|0xf636cae29d34d5eee51794bf983294264efb4e81d5626c23792933bc27083517
f|8523|1848|124990|6785|142148|5994386|0xc2653430f952871ce5015b10d18189cb96dffdfa96a2a3a3ae776006bc8988e2
f|7755|2293|98666|6556|115271|5994068|0xc9b83394c263212631df844027231acb4f491c9d75b85527aff4b6ee9551bda0
f|14913|2944|252432|12195|282485|5995674|0xd99a8879dfa8b1c1913a42f38c1fa1540fc4f5498f16763c41946813c0292f4e
f|91603|1422|99380|7854|200261|5994070|0xf04ef3aa63a120cc8c4ca0fd3040ed6ed3d1564d9dc7c0d2b4d12db013feae1b
f|98766|1538|264383|24271|388959|5994302|0x35aa41f3cb3b06485f540b4a5f8905ba3d4d780521fc01e6b81d8f8dc6093d37
f|19644|1265|99951|4928|125789|5994398|0x81b39d07f93d423725517e393797adff0113200e56744df95753d6de6e3a88d3
f|14180|1794|140714|7123|163812|5994085|0x4f19df6cd73b8b88c7dc7086feab6d8f86cf7bb1e71c04a395ca167e6849bdcb
f|35329|5132|114887|35978|191327|5994432|0x8649e47b98d1970fa805e5c122ce66df7c774713ef4b44a259df25f72c089d03
f|14210|1872|99287|33281|148651|5994432|0x8649e47b98d1970fa805e5c122ce66df7c774713ef4b44a259df25f72c089d03
f|7858|2783|128760|23893|163296|5994225|0x38066112929264d641f38ee6a62b7d399db35f201708c8166c568a2ac7850d0c
f|9017|1611|106576|6268|123473|5994416|0xe79c9003c8d7cc2f09cfdb529627e3011fb093c2efa088ce21d3b070c9869346
f|311830|1973|219426|9074|542303|5994364|0xec323e3ea35420df1a80215c6d553b63f110360784015a3b945330323b6449f0
f|11005|1539|123808|4584|140937|5994545|0xbf42e667d075c45852efa195339497b9056161f99cceb5f9b6421643a25b4104
f|11100|1964|135614|4125|152805|5994545|0xbf42e667d075c45852efa195339497b9056161f99cceb5f9b6421643a25b4104
f|8853|1700|168111|6641|185307|5994441|0x04719a23c17d64a206c0aa9a77d4320517df0be054a5864cd53749c04dc6c98f
f|109223|2128|223625|15387|350365|5994627|0x4591c29aff14e7919cbfb6e74beaafb0e8643e43cf1b31426be5376b81c0e1cd
f|104531|3757|144392|6616|259297|5994367|0x10c954123d2c4bf5f2895517e3e1d62730675ac327a66e1839d115db1ae34327
f|29137|3298|253375|15134|300946|5994917|0x86113e33795eec667d9a44fcb8239874b9447f0f8d51c88eaab4213e27f9cd5b
f|7241|1501|115536|5097|129377|5995616|0x8c2cfa50b704807d5d7ad30f02a9ee06121f615659f23a47dc89bbfe300077b4
f|86249|2123|108437|5992|202803|5994421|0x1a89d09253028227e40e897d67b86f6ceb22758325c01e8ed27a6a0e85c0398d
f|163663|1999|86270|6058|257993|5995703|0x062f5324f178257a33069eae9bb69b65286b69868a66cc99e2072e69a20d5ed9
f|144270|2178|107840|12526|266816|5995703|0x062f5324f178257a33069eae9bb69b65286b69868a66cc99e2072e69a20d5ed9
f|10098|2169|103367|4695|120331|5994809|0xba8052dda3b1cee1d26580851f3e1fa30a2e953c4de2163919cdf276b31adef2
f|19722|1727|188146|6812|216409|5994878|0x54648a8c86b4f44cac24ed00e913a715daf1251524a146a008e04e3708523409
f|11541|1666|113928|5702|132838|5994453|0x5670089bdfa5c14a4bb4654d52f16cc4f9280bbdbd605277e54d5562910dd696
f|15654|1253|97861|6711|121480|5994930|0xd00dd016b000b8cacff5dcb388b2ac43b8fa4ee9ff846637c8e399592c27c1b0
f|106631|1395|297106|26033|431168|5995767|0x7753f63e5bc57241c58c7c6cbcb83c6554414ca5c96ad3537af745537492e9a6
f|15647|2237|126415|6291|150591|5994455|0x0e967c7c3621d8a1b7837056662f2e0b9ede204902a48d1782c4fe7d820ab491
f|8034|1660|65566|4773|80035|5994353|0x789184b013e7e6e81c9754d95a36d64d3b0b511d1b0e80aeb4a4fe293b123a1a
f|125031|2615|150062|47639|325349|5994944|0x212e9caf587753b974e38c7b1dd73b5b74f945eeab41f85c56c7456ef93269d2
f|6427|1305|120864|4175|132772|5994739|0x23f4e161d61165d8bd0b92194ef4236df1e42539043597672575c5729dbbb984
f|9842|2964|124728|23322|160858|5995138|0x439f94aa0a5845419124976ab9157c414b286be0cf1cb60b0f5b32a2a43ad2af
f|102393|3558|118032|19759|243743|5994487|0x3a7206be21c39a7179317569a5cf3cb8f2b7f0be3ae5f8dde8886bbd7de86928
f|97979|1578|94851|3578|197987|5994838|0xbb0672615d52b3e2c6cb041f11ab3760e5bb1e8d756780181d7f0388a789fbc2
f|15800|1514|152324|9488|179127|5994891|0xa7f6efd35fd709b0e2615c5264163339bbb0402e27a7114cf8aef6720c342636
f|85524|1643|77345|18272|182785|5995226|0x106b748124e1d61fbd121bac3281fff44e7288493ff05e80e8ecd0166422576b
f|95657|1584|88343|4548|190133|5995007|0x7fa9540e5119a6d396b246bef212b88d37ab3df4094cf7286b9c3616e2d5bbe5
f|200708|18442|166001|714340|1099493|5994665|0x4341e1e6e920ed8cc43eaef546de8b4549c7a15ab09b862225add6579ebdfe82
f|14444|1671|99386|4816|120319|5995271|0xd3148e8212bb3028ce3d2e50906d1f7878b3b33ce97d663087c00f2823d7dbc2
f|9082|23960|143249|7734|184026|5994673|0xd0b57c3924b15c6bc0bb29c0e915c6b940cb50db239b4823b513216fc7289460
f|7450|1239|99229|4802|112721|5994786|0xdb586a02521189989fd90c457020f053b89828cac45d102ac7d6bc9cbbbc987d
f|119242|3194|142282|6207|270926|5995163|0x733dee14c152550ecf75b6d099b5a395f0de537066097d504d86c6c5aa4b3756
f|277964|2166|144115|193930|618177|5994674|0xeebd0b8e831f22f4e92b383b1340ed46dc501b103d0325a9bbee45acb707a84b
f|149687|1712|166692|8448|326541|5995171|0x7d82466f539de1c176ea52b4be3d92d28f1cfba6f4405ed19b1dcbac0163a724
f|18531|2616|130029|6289|157467|5994806|0x39ee2e7003f007e10a89bc0618c2c7ec73460ecd731100362f393ce3d562791d
f|10493|2836|84321|41942|139594|5994752|0x4a936c16af01646da797afc3725f2f4df6c2b848b13e47f5622c0fa37ffe04c7
f|10298|2154|98135|18240|128829|5994824|0xb472e570a05c44bccb6d1ba578ac65243f648516472a03fdb08c8a1211d1fe4a
f|293602|1676|181058|10278|486616|5995257|0x72f1022ac6e99a558e9670565d5cdb356defc300635757a19a08205cf8f24586
f|12098|3941|119866|32061|167966|5994752|0x4a936c16af01646da797afc3725f2f4df6c2b848b13e47f5622c0fa37ffe04c7
f|11352|1519|132485|169384|314742|5994994|0xbb4b345b76a4700fbcd878d90e49e635c6a88d91cd9b819ddfc580247cb6ccfd
f|299139|1771|272722|12380|586013|5995698|0x948f70534058950993daeee01a4dd8575a8f8795aba4be5cffffa13faa431138
f|8552|1733|85135|4445|99866|5995002|0xb5f49726197065889af94917277bab68085c683b9d4837f3e4ab1f6743c417bf
f|7509|1304|102802|4788|116405|5995010|0x5552b0f5858e23f5e07c2aaf59978fe8f83d9c99d1fc380436af5676082958e7
f|103289|1847|305086|6189|416412|5995082|0x8225cdee3a6b53ddfdee6ca637bdb51e0e4390006430c7bcc49eaf98d95579e2
f|9899|67472|166559|5736|249667|5995737|0x8ae400affdc2e39d9cc277e1aa6bf3dc55af33355e68befc859e456b82e34e9b
f|141799|1722|164230|6535|314287|5995159|0x702aa8414a7e0879736948c7f6227857a26b0f79a15465284cb005eda80693bc
f|10236|1609|93749|5284|110879|5995161|0x0d293fb0d1e2654ddc4899eff6b9d97b67c283fdfe0577e848696dd64c1d9acb
f|9406|1710|94765|5854|111736|5995877|0x43aafde41f08635b64a313a8fcf0468fb493e3ab3e2a04fa6cf3e525903405ab
f|12325|1618|136496|5539|155979|5995089|0x021b8009e2ce0010cb48af986aea4234e16299ff84cec4e2b2c7d076c950c6ea
f|217954|1739|284276|9828|513799|5995209|0x5b0fa2365d343c0f8e79a7f9087929d3a5dd1ff3cc72c0d6a70086c857fd35cb
f|83442|1626|123332|4463|212864|5994888|0x177790ec1b752ba1ba0d177ca00fde2cd67789153704b5edd6984627e4eca3c7
f|83844|1583|99423|4775|189626|5994888|0x177790ec1b752ba1ba0d177ca00fde2cd67789153704b5edd6984627e4eca3c7
f|146100|1962|174562|10303|332928|5996036|0x3aaae8d9d40ad2e27d66094ccf4d0a3ae9e1146ffbe005e418a4602ab22341e6
f|11042|2402|102841|8825|125111|5995224|0x2f7319c6784822934b3167609a15eec5ae8452127949d3cc526b8a0c0a050a22
f|7635|1387|97950|7331|114306|5996046|0x1ae6bead1e4df2becde2004badd2a55798a0c29a1ac3c127fac3f498d3b13bcd
f|27914|2281|121499|7297|158993|5994892|0x0babb3edc93b668f9935e1119ce019af4328f0b6a21d70eaa920bbc7454a0a25
f|153075|93831|144369|76558|467834|5995512|0x59b097d86a85548f9d724fa895d6ccf63e4d8f43a00b24262388aaabe9a3c518
f|22646|3326|165138|38247|229359|5994978|0x5fe81cfa6f6781d375429ebe6bf6578d41214be77bd4fc812cea00790117ca9a
f|112863|1543|185797|177475|477680|5996227|0x779a4a86cccad358ea67d5f683180763d7fa3722199c3b666049905a43d046b8
f|7069|1311|124792|6455|139628|5995518|0x5b13f0c2d09dc2f183621e54c2088a292bbf3ae1e777b69d7b76d62f5cc5619c
f|7121|1255|106295|8466|123138|5995518|0x5b13f0c2d09dc2f183621e54c2088a292bbf3ae1e777b69d7b76d62f5cc5619c
f|97133|1539|160881|5935|265490|5996343|0xc0662e9eba30cdc8704320e92735df2a9a4f4abf95522feb04edd46d3ab92562
f|95926|1555|90524|4871|192878|5994987|0x1d49337c069c24ee70970f65e12d576a32ec1fe411f5671cbfafb26910bacd02
f|12724|1674|104544|0|0|5995793|0xd6345079523ed91758ea7dd8359190771c73340645cd339df0b123e9d5a1979b
f|15173|2210|210101|50717|278204|5995170|0x721d665deadaac940f65e06a8aeb5418270ae6673c0dd14d8c6188219dbc6abb
f|231645|1458|84900|6396|324400|5995185|0xaabcd22c75fe8bb68d4113d2d3c24b44e255b5915b8d5df86bc8a1d3172cc76a
f|10013|1762|114921|5261|131958|5996345|0x0a307b492a4a10153760520640031ea9e097a6185fc9f66074c8134d7ca50179
f|11550|1546|85562|5277|103937|5995793|0xd6345079523ed91758ea7dd8359190771c73340645cd339df0b123e9d5a1979b
f|15910|2421|121911|5246|145489|5994431|0x3f940a94eba66f6177688f0d3f2ee1f5a07bc259c1f90c95667d92052fe5f27a
f|121448|1477|110803|8665|242395|5995794|0x7c35e7e3dd484aba6402d310c0e7a4757178b97bffc765920285a8d8361ef993
f|9665|104949|145701|9706|270022|5994511|0x93ebe3c732613723640fdada544f42fe6aba729034dc972bd4e31067a2f63576
f|17567|2312|206787|6068|232735|5995186|0x6d4c9dd1a490783cfaa911699a648ffa4f21282637116fb12b458a717221e638
f|19042|1929|164532|6208|191712|5995186|0x6d4c9dd1a490783cfaa911699a648ffa4f21282637116fb12b458a717221e638
