optimistic_submission|decode_duration|prechecks_duration|simulation_duration|redis_update_duration|total_duration
f|96806|2406|56102|11010|166326
f|101084|3948|49823|48059|202915
t|133364|3164|19|72946|209494
f|96787|2933|55407|11052|166180
f|96986|2347|52429|9805|161569
t|134520|2348|3|63104|199976
f|114438|2830|82928|14411|214608
f|107707|2728|90585|8090|209112
f|161527|91981|54775|157549|465834
f|112011|88644|98874|102463|401993
f|105296|2279|53247|10615|171438
f|3501|2479|13129|5195|24305
t|3768|4050|38|11910|19767
t|2827|3351|22|5286|11487
f|11372|2869|14324|5606|34173
t|4339|3286|17|5682|13325
t|5538|3092|14|6245|14890
f|6675|2413|38876|5795|53760
t|9838|2760|12|6645|19256
f|13064|2777|43242|6119|65204
f|4839|2856|42186|6872|56756
t|9664|3241|4|7267|20178
t|10199|2855|14|6237|19306
f|13650|2427|42944|11769|70791
f|5748|3693|40731|7503|57677
f|4022|2837|44293|6662|57816
t|4894|3627|13|5895|14430
t|2076|8333|4|7223|17637
f|20347|4316|14712|6273|45650
t|1973|2811|14|5131|9930
t|1539|2766|11|6453|10771
f|8992|2862|13638|5833|31326
f|3675|3622|65327|7197|79822
t|6107|3277|14|5098|14498
t|5940|3078|13|5784|14816
f|10412|2591|59696|7041|79742
t|5738|2918|13|6377|15047
f|12586|2621|25066|5685|45960
f|57877|2722|25740|7293|93633
t|5125|2615|10|6404|14156
f|12635|2670|28973|5915|50194
t|7117|2524|18|5780|15441
t|6291|2835|10|5759|14896
f|4487|2790|27107|6583|40968
f|19046|3012|33092|7234|62385
f|4086|3279|25977|5267|38611
t|5747|2939|12|9557|18257
f|12159|2621|26491|5889|47161
t|6043|2680|9|6557|15290
t|6066|2941|12|5654|14675
t|6389|2818|13|5525|14747
t|7660|3398|5|7766|18830
f|6174|2800|30539|7610|47124
t|5908|2887|4|6580|15380
t|8099|2465|9|5935|16508
f|6545|5097|84458|5133|101236
t|7006|2704|5|6685|16401
f|14645|2617|29594|7481|54338
t|8725|2921|13|6415|18075
t|8435|2964|14|6109|17523
f|14053|2759|32168|7502|56483
f|14851|2844|41508|6231|65435
t|10314|4107|27|6635|21084
f|3818|2682|45213|7289|59002
t|11228|2723|12|7594|21559
f|11416|2788|32011|6337|52553
t|8686|2722|22|6771|18202
f|11585|2778|32664|6556|53584
f|6108|2760|33499|5967|48335
t|6048|2702|14|6444|15209
t|8829|2636|10|6215|17692
f|12039|2912|33773|7145|55870
t|9401|2940|6|7314|19663
t|7750|2592|11|17324|27678
t|11277|2763|4|6751|20797
f|12145|3052|43165|5509|63872
f|5519|2771|42761|9294|60346
f|6021|2673|45287|7532|61514
t|11671|2593|6|6363|20634
f|4089|3043|46850|7904|61888
f|8615|5376|51527|9109|74629
t|15142|20365|6|7755|43269
f|19291|4458|51051|7805|82608
f|6834|2475|48218|7318|64847
f|35543|3065|45293|7594|91497
f|86095|2760|63994|18834|171684
f|7794|4043|49077|5993|66908
f|5325|2858|45607|6008|59800
t|111424|2540|11|7974|121950
f|9125|3327|62615|8340|83408
f|94548|7523|53689|11711|167473
f|84622|3501|53287|7896|149308
f|82817|3300|48993|7614|142726
t|111825|2641|10|8336|122814
f|84247|2718|48992|6339|142298
f|118591|2682|56400|8041|185715
t|118254|3077|12|35768|157113
f|709038|102525|299070|606263|1716898
f|704649|302562|593924|308732|1909868
f|597824|403520|399435|693310|2094091
f|600782|108379|491513|499272|1699948
f|513282|288344|399065|512152|1712845
t|596620|195126|9|1611120|2402877
t|810|2787|13|4608|8220
t|6712|3025|12|5798|15547
t|6445|2980|12|5153|14591
f|2148|2856|17905|4979|27890
t|35867|2426|10|5519|43824
t|80364|2983|10|5943|89302
t|50936|2309|9|5184|58440
f|5255|2662|21861|5866|35645
f|215078|97037|388223|1807010|2507350
f|610623|400317|293221|902188|2206351
t|51594|2480|14|5590|59681
t|304276|2468|14|10358|317117
f|137175|2284|47805|15168|202433
t|379814|2960|15|25644|408434
f|140601|2533|50082|13683|206901
t|393105|2260|5|82001|477372
t|368495|2762|22|99581|470863
f|143854|82078|56888|14725|297548
t|390626|2243|13|39192|432075
f|143471|2461|62290|15278|223500
t|239790|2261|13|26884|268949
t|187940|2257|11|96960|287168
f|226342|2429|78679|17536|324988
t|182873|2808|22|87989|273693
f|143230|3095|120504|14208|281038
t|181481|2433|13|93067|276995
f|138464|2448|64956|15606|221476
t|183926|2300|15|99669|285912
f|310889|89527|199531|1310742|1910691
f|406961|93234|100233|1507198|2107627
f|403189|196288|99914|1700020|2399413
f|800206|197043|293887|712002|2003140
f|403982|98211|591552|1300600|2394346
f|1114159|693127|299140|697755|2804182
t|863|5571|14|9679|16129
f|843|2966|9514|4483|17808
t|1632|2778|10|4921|9342
f|181969|188180|98487|203588|672225
f|133757|2320|97525|15794|249397
f|789569|507905|502719|1588259|3388453
t|689809|606006|10|2292986|3588812
f|995047|707295|498496|697630|2898469
f|807827|702181|990551|903534|3404093
f|901375|506855|493842|1898307|3800380
t|966|2608|9|4222|7806
t|627|2924|12|4549|8114
f|646|3165|9089|4845|17746
t|692|2925|8|4593|8220
f|911|2816|8037|4896|16661
t|814|2502|12|4485|7814
t|725|2770|11|4643|8151
t|546|2689|11|4272|7520
t|773|2471|10|6033|9288
f|17101|2748|10164|4838|34853
f|1651|2384|10247|4630|18914
t|1283|2534|6|4954|8778
f|16785|2862|11261|5045|35955
t|209090|5886|4|191396|406377
f|302787|2819|47157|49798|402563
f|182713|2325|60190|11455|256684
t|188123|4496|90|102993|295704
f|217407|5322|54723|47806|325259
f|204251|2831|55341|11417|273843
t|182054|3830|2|99494|285382
t|1051|2876|11|5354|9294
f|19510|2766|11152|5152|38581
t|1193|2660|11|5376|9242
f|2858|3445|12406|5861|24571
t|2268|2578|7|5409|10262
f|11688|2991|24875|4708|44264
t|3999|2425|12|5075|11513
t|3389|2527|22|5636|11575
f|13798|3122|26638|5952|49511
t|5667|3086|10|6423|15188
f|5653|3310|27883|10005|46852
t|5497|4311|21|7479|17310
f|16836|5051|29841|9872|61602
t|139606|2076|2|9506|151191
f|195005|2665|45319|14851|257841
t|218520|2445|14|10115|231096
f|182846|2383|44116|12267|241613
f|179919|2328|43312|9062|234623
t|131674|5242|6|98575|235499
f|201039|3874|195066|210047|610028
f|103737|4008|91848|201994|401588
t|149149|2109|11|45025|196296
f|133773|2478|56636|17153|210041
t|194110|2143|12|11275|207542
f|114134|3680|105927|54142|277885
f|189516|2287|55964|11549|259318
f|116056|2556|64793|102331|285738
f|287397|93965|95914|110164|587441
f|126074|74239|100090|3209494|3509898
f|170971|29722|67082|18288|286065
t|288582|98977|9|198039|585609
f|1038120|688748|899216|908844|3534929
f|402896|199473|698848|1599012|2900231
f|600928|599594|292499|508827|2001849
t|1286|93333|6|600627|695254
t|210324|97536|7|403753|711621
f|205887|96029|99305|1598958|2000180
t|410058|392253|7|1999327|2801646
f|1472|205128|194166|299647|700414
f|503566|294978|597335|903802|2299681
f|2162|5371|12171|5668|25373
t|1189|3452|5|5649|10297
f|13227|2670|12610|4855|33363
t|1455|3150|18|6043|10668
t|107667|6878|5|8043|122594
f|96916|4445|21056|7078|129497
f|507902|294343|897694|1100089|2800029
f|98823|2620|23936|68492|193872
t|110480|2888|6|8920|122296
f|89890|3048|28396|6066|127402
t|113019|3162|13|12538|128733
f|88333|2853|29509|7216|127913
f|87565|2711|29851|6162|126291
t|111682|2689|11|7847|122231
f|97791|2558|29919|8103|138373
f|1284|91144|11595|593639|697664
f|2622|190697|13321|6856|213497
f|107132|183238|102868|507102|900341
f|204909|104373|195010|2600248|3104541
f|798103|209757|588999|711550|2308411
t|111005|2954|15|8527|122502
f|87459|2392|20766|5617|116236
f|90018|2909|24332|7507|124768
t|110605|3023|15|7758|121402
f|99068|2969|23569|7316|132923
t|110560|2822|13|6829|120225
f|87810|3094|24646|5998|121550
t|111968|2649|4|67962|182585
t|112118|3175|11|7465|122770
t|111440|2755|7|8518|122722
t|111382|2637|12|7385|121417
f|89332|2968|30334|6692|129327
f|97075|2341|28802|7614|135834
t|217997|4048|8|101667|323720
f|200225|90944|100193|500423|891786
f|706154|394764|207322|1891399|3199639
f|100937|2896|35218|7969|147022
t|112044|2854|12|7826|122738
f|89442|3081|35659|7829|136012
f|100709|3266|34418|7122|145518
t|112462|2914|15|7673|123066
f|87491|2714|30937|8265|129408
f|91740|3476|30145|6406|131768
t|113778|22705|13|7988|144485
f|109663|3012|91212|11017|214905
f|133587|57166|99892|104127|394774
f|189569|94858|95620|506124|886171
f|205663|406328|194831|2195698|3002522
f|606562|494485|610295|501209|2212552
f|208612|96369|92544|111664|509190
f|105951|5674|189866|1202860|1504352
f|206688|92226|105037|2194143|2598095
f|599168|395970|409755|1393785|2798681
f|198848|92426|101326|2293805|2686406
f|606122|195501|201017|1899276|2901918
f|597598|303939|591946|812132|2305617
f|299542|407204|585461|414865|1707074
f|400326|306779|692179|1312172|2711457
f|501064|498464|490018|912524|2402072
f|295023|195657|101892|112842|705415
f|351976|202277|98404|106512|759171
f|95207|2251|48733|8769|154962
t|119011|2417|4|94739|216171
f|31864|2735|16982|8924|60506
f|95014|2410|24088|18971|140484
t|107263|2888|11|7774|117937
f|28356|3211|17334|7958|56861
t|7034|3174|3|6768|16981
t|6162|2964|13|6823|15963
f|13388|4813|16068|4910|39180
t|8119|2793|12|6626|17552
t|5863|2524|12|5950|14350
f|14929|2581|16878|6144|40533
t|944|3200|12|5652|9809
t|1055|5075|18|7285|13435
f|11680|2698|11434|4197|30009
t|7295|2886|10|6401|16593
t|6914|2570|14|6740|16238
f|7394|3238|17078|8245|35958
f|7850|4476|18335|9290|39952
f|114019|92815|199399|107724|513958
f|7693|89873|192750|107005|397323
f|93666|3964|92648|12868|203147
f|103755|2496|50566|10142|166961
f|92404|3573|62556|10180|168714
t|110699|2242|11|8732|121685
f|8791|3177|14762|6148|32880
t|9844|2914|8|6513|19280
t|9234|2698|8|7142|19084
t|8327|2971|14|6897|18211
t|9914|7265|13|8800|25993
t|106823|2968|20|7255|117068
f|83601|3211|21743|7090|115647
t|107440|2497|12|7682|117632
f|84060|3002|24301|6808|118172
f|84327|3930|24324|6843|119427
t|109031|2354|4|7823|119213
t|105949|2832|12|6192|114986
f|84389|3465|27544|6996|122395
t|107172|2692|13|6495|116373
f|84602|3618|25063|21116|134400
f|94696|35823|35197|7413|173131
t|107802|2818|12|7720|118354
f|84502|2650|28694|7606|123454
t|108627|2830|13|8481|119951
f|86127|3122|45015|7641|141905
f|93956|3049|28721|7218|132946
t|108998|2614|9|7545|119168
t|109709|3185|15|9354|122265
f|85978|40614|26970|7964|161528
f|86182|2556|36301|6597|131638
f|96226|3272|37475|7517|144490
t|118812|2941|13|12351|134118
f|91896|2266|43993|9133|147290
f|101824|15560|43313|9669|170368
t|118579|2358|12|8232|129183
f|94612|2688|38554|7340|143195
t|109613|3464|10|8200|121289
f|95107|2831|32990|7554|138484
t|111455|31571|9|6199|149235
t|110458|4526|14|6876|121875
f|175066|3933|90195|12351|281547
f|92587|2355|70769|15373|181086
f|91669|64657|95360|9793|261481
f|107806|4165|48968|18009|178950
f|103054|6843|48603|52314|210816
f|91794|3813|77960|14207|187776
f|94080|79184|96976|11195|281437
t|101956|2372|11|7930|112271
t|120969|62858|8|13620|197456
t|214648|178918|8|211860|605435
f|203164|5116|100968|394083|703332
f|109872|195250|95201|102538|502862
f|500507|211224|387875|1104420|2204029
f|406840|502730|702680|397885|2010137
f|499248|208685|898527|703641|2310103
f|393203|599376|610371|402386|2005337
f|125931|2250|14571|41696|184450
t|521|3089|4|7757|11373
t|483|2793|9|4128|7415
t|409|2335|5|5117|7867
f|409682|201039|695618|698436|2004775
f|133123|176507|159201|107007|575839
f|307899|3623|189007|205059|705589
f|202963|3980|287921|305379|800243
f|208630|91862|99436|15296|415225
f|296137|3860|113398|12284|425680
f|99440|2236|27801|12087|141565
t|140862|2377|7|10994|154242
t|228482|3426|4|102025|333939
f|727|3574|5150|4368|13821
t|828|2762|13|3972|7576
t|465|2685|10|4162|7323
t|454|2879|13|4596|7943
f|1452|2144|6612|35107|45316
t|155061|91554|8|102458|349082
f|99216|2354|22494|13144|137209
t|226246|188651|10|108651|523559
f|276811|91335|108993|197201|674341
t|107027|3719|5|298531|409284
t|132243|2333|12|63914|198503
f|111019|16544|60392|202828|390785
t|308941|293901|5|1700485|2303333
f|204820|3960|115184|12728|336692
f|118904|2543|26904|25506|173858
t|148798|2329|10|86844|237983
f|118321|2304|31497|19564|171687
f|113861|2166|27976|36432|180437
t|148908|2147|12|87785|238854
f|169304|4112|32461|62183|268063
t|123603|4085|3|84480|212173
f|119137|2153|31812|12786|165890
f|119230|2174|30363|50246|202015
t|142979|3268|10|78517|224774
f|118889|2285|34475|10977|166627
t|144321|2199|7|52180|198708
f|105110|2043|35664|9565|152384
f|118437|2252|34404|13339|168434
t|149709|2112|13|72384|224220
f|121921|2408|35468|11169|170969
f|115284|2538|35202|12413|165438
t|214466|2081|11|10905|227465
t|150790|2218|12|65304|218326
f|82507|2362|48969|11612|145452
f|117474|2265|35943|15636|171319
t|144971|2295|11|80780|228058
f|102701|2337|57402|36102|198544
f|144973|2629|84563|2107995|2340163
f|583217|298127|99908|1504473|2485726
t|143851|2219|2|88729|234803
f|89374|9815|55366|11396|165952
f|147056|2062|55028|22360|226507
f|118556|2417|56338|13313|190625
f|276411|4399|91665|2009317|2381792
t|84362|3082|23|7176|94645
f|67901|2997|26453|5642|102994
f|17997|2495|29658|13773|63924
f|80978|2677|42050|7131|132837
f|107975|2917|45403|7707|164003
f|95950|2908|49617|7421|155898
f|115387|3869|44046|7253|170556
f|90875|3056|44616|7090|145639
f|83500|2936|44709|8631|139778
f|100506|3076|45312|8557|157453
f|3810|2253|31615|12732|50411
f|13727|2983|27966|16545|61223
f|17942|3336|28082|5281|54644
f|5389|2543|37433|5905|51272
f|68578|2766|33734|5325|110404
f|5403|3711|28782|6577|44475
f|3747|2571|38276|6806|51401
f|117214|2829|40198|6542|166784
f|5353|2657|39553|7166|54731
f|34231|3016|41233|6819|85301
f|5026|3550|41958|6084|56620
f|17097|2637|42703|6134|68571
f|7544|4417|43536|7014|62514
f|83813|2953|43177|7234|137178
f|26988|3182|42642|7951|80764
f|86111|3025|43252|6805|139195
f|95152|2994|44066|7541|149754
f|84086|3586|49434|9121|146229
f|83944|2861|45529|8081|140417
f|86832|2376|47218|6242|142669
f|105124|4551|50713|9467|169857
f|95074|2483|49555|8400|155513
f|607919|403547|201574|1898376|3111418
f|307856|98365|96564|2607417|3110203
f|589538|598937|700172|1609793|3498442
f|312200|294448|702577|790040|2099266
f|701860|400228|398731|1997431|3498253
f|1003804|497505|605261|799842|2906414
f|599030|493523|606084|1198741|2897380
f|308575|494012|705650|1306057|2814296
f|708086|200660|397363|313494|1619605
f|108017|2341|58561|10086|179007
t|207265|2088|10|9438|218802
t|441|2233|11|4239|6926
f|137173|2141|52508|9801|201624
t|275381|2100|2|10289|287773
f|124043|2115|49860|8983|185002
f|106745|2393|50032|9760|168932
t|250353|2159|12|9275|261801
t|165039|9543|16|10399|184998
f|201287|3827|54293|21617|281026
f|114593|27607|54893|12556|209651
t|162994|2631|18|32253|197898
f|104451|2234|55039|10982|172707
t|160181|2172|3|8545|170902
f|206051|2279|54234|44946|307511
t|285684|3744|3|99672|389104
f|113607|2315|72747|13078|201749
f|137804|2472|275502|605276|1021055
f|216631|2473|55489|10816|285411
t|164349|2347|11|8987|175696
f|187139|2437|54290|30719|274586
f|107519|2080|63206|18906|191712
t|276483|2062|11|9181|287738
f|124389|2318|60981|9628|197317
t|181676|2119|13|10178|193987
f|126050|2261|57761|22538|208612
f|104468|2347|58530|9825|175172
t|170535|2334|12|9688|182571
f|172379|2297|59768|10487|244932
t|166735|2302|6|9697|178741
f|128638|2202|69157|8932|208930
f|104239|2305|63958|11464|181967
t|168930|2368|11|18639|189950
f|124587|2321|68750|11319|206979
t|175439|2064|13|10520|188038
f|179859|2118|79326|12532|273836
f|105068|2235|73238|12471|193014
t|174598|2235|8|55624|232466
f|142665|2267|80217|12453|237602
t|181534|2248|9|12331|196123
f|138343|2906|70770|18314|230335
f|132528|2146|72440|13460|220576
f|135112|3552|89750|104476|332891
f|166289|189348|99612|1206247|1661498
f|203581|90120|201719|2111375|2606796
f|498451|8927|696007|2403801|3607187
f|789241|509886|893152|712862|2905143
t|309526|390814|8|2700165|3400514
f|804707|698715|696372|1301479|3501275
f|603515|594308|599712|1498656|3296192
f|701649|394606|206926|405462|1708644
f|604268|686439|911165|693530|2895404
f|210122|495710|605657|893353|2204843
f|601813|499403|701205|502893|2305316
f|491750|605680|592667|1111706|2801805
f|604316|695791|698030|997093|2995231
f|594665|506049|999253|496166|2596134
f|597683|910002|399369|598509|2505564
f|1602585|1489813|803582|1104946|5000926
t|703097|298590|16|4804576|5806281
f|1701443|1111364|687035|1701403|5201246
f|910328|891339|904016|2906471|5612156
f|1501292|1501668|893058|995464|4891484
f|136648|2269|88136|11717|238772
t|201943|2238|6|12851|217040
f|151385|2104|50369|12844|216704
t|5530|4165|12|5586|15294
f|163758|2256|51641|12965|230622
t|183206|2179|10|28951|214347
f|1106100|695677|698429|3308075|5808282
t|308805|90455|10|204842|604112
f|193358|3478|58930|40520|296288
f|128250|2360|56661|188021|375293
f|504817|93137|99136|801621|1498713
f|407535|93061|99687|214082|814367
f|899127|1892330|808475|1506732|5106665
f|2294251|1104195|797266|1094212|5289926
f|1693304|906009|1389459|714034|4702807
f|142293|2542|50072|11321|206230
f|462876|4045|92851|105838|665611
t|295796|2958|5|102537|401298
f|140361|2294|58407|12994|214058
t|184709|2203|3|14774|201689
f|119492|2276|56873|33205|211848
t|176901|2628|13|14178|193721
f|155012|2363|61443|164912|383732
t|407908|5559|5|599686|1013160
f|310951|91246|95883|300991|799073
t|159458|2334|13|50080|211887
f|125259|56098|53160|345725|580243
f|123649|2425|84555|201635|412265
t|278484|2576|12|108147|389220
f|121894|2089|148875|20456|293316
t|295797|96207|9|896121|1288136
f|573434|101545|296335|410087|1381403
f|402785|91566|296228|908557|1699138
f|505412|3924|295181|806011|1610529
f|310689|90886|95870|809798|1307244
f|401108|4775|94689|3403133|3903708
f|604322|295429|210529|4697531|5807812
f|1495077|1396161|804158|1198741|4894138
f|407646|92140|100725|4999986|5600499
f|510598|494010|705970|4389828|6100407
f|1010261|1789852|803003|1999990|5603108
f|798147|508031|892513|3709851|5908544
f|4532|2605|27947|29198|64283
t|13935|4233|3|5192|23364
t|1020|3392|4|5293|9711
f|7929|6242|11660|5480|31312
f|56441|9655|92180|8444|166722
f|8729|146117|42442|63798|261087
t|49682|2361|10|7150|59204
f|5577|2613|44019|7825|60036
f|79243|2791|51949|22982|156966
f|101620|3539|49655|7743|162558
f|102081|3517|52367|7614|165581
t|6029|2814|11|5198|14053
f|1335|2536|10844|5679|20395
f|25765|2944|15836|5474|50020
t|7156|2793|10|5993|15954
t|72803|3129|16|5960|81908
f|12996|2661|18422|17314|51395
t|74368|2512|17|5876|82774
f|11792|2742|21962|5511|42008
f|53331|2599|15619|6071|77621
t|73869|2746|22|6259|82897
t|74602|2746|6|6428|83783
t|71313|2660|13|6741|80729
f|4982|3329|19638|6122|34072
f|21958|25393|21267|6543|75164
t|58587|2671|13|6238|67510
f|14049|2717|25073|6063|47903
t|58308|2981|7|6743|68042
t|32106|3042|16|31977|67143
f|15321|3101|28135|6563|53122
t|31951|3256|12|6002|41223
f|43443|3542|27018|8069|82073
t|32468|4287|15|8300|45071
t|32626|2492|9|8784|43912
f|5180|7504|24831|13533|51050
f|33232|3289|28038|5860|70419
t|28499|2813|12|6944|38269
f|14288|2904|32358|11765|61316
t|60952|2697|22|7135|70807
f|5173|2966|34426|6801|49368
f|8577|3095|40272|8533|60479
f|12198|2538|34338|6652|55728
t|87370|3269|11|7011|97662
t|61970|3660|7|7398|73036
f|12547|2861|34217|7378|57004
t|46867|2972|14|7918|57773
f|5610|3452|37392|7363|53819
f|22163|2540|37136|7264|69106
t|46793|2238|3|7414|56451
t|49845|2764|10|7448|60069
f|15711|2519|46981|7768|72981
t|50313|3006|13|6947|60280
f|11114|2739|38739|7362|59956
f|89009|2960|41510|7872|141353
t|44399|3157|22|7490|55069
f|7641|3013|39348|8243|58247
f|25755|4089|37701|7428|74974
t|56036|23298|15|6731|86082
t|38731|3208|14|7321|49275
f|26016|2806|40582|7336|76742
f|109576|2354|41347|7722|161002
t|56084|2628|14|6951|65677
f|4059|2871|44320|8029|59281
f|5555|2316|42104|7927|57904
f|77640|27964|41743|7335|154682
t|50127|3721|15|7804|61669
f|6299|3567|41722|8388|59977
f|28351|2809|86000|7398|124561
f|5660|3642|40154|7935|57392
f|7165|4122|44836|150574|206699
t|49731|2699|5|77403|129838
t|47600|49120|4|104480|201206
f|4635|97108|43904|64130|209779
f|81870|2846|48439|10234|143391
f|68507|2983|51148|8174|130813
f|99878|2741|49899|12027|164546
t|128047|4140|31|7967|140187
f|83144|2342|50061|20620|156168
f|89543|20940|51207|57354|219045
f|83605|12675|84413|7333|188028
t|151463|2445|15|7356|161281
f|131480|2629|82125|8237|224472
f|108930|5288|191239|205667|511125
f|14890|100423|84837|11309|211460
f|84969|2735|33421|9327|130453
f|104321|6884|90711|110805|312722
