16484342 0x5722ff9bd8f8d7c60bbe66ae1930b5df2a243fe7df93ed83dccd7da5fc7546bb 757 1
16484351 0x8a0a137022db09b6f3194b00e471794d45aea3c38236c60b38ff4eb67d072cb9 687 1
16484371 0x4227dac9542dd75cd8ceb025fe803de4202cdd9a4b5fee5163455b42c658d9ec 675 1
16484373 0x01a0bcdd3783dce09d13b505733894f70e5b661ba312175ce78775c49299963e 807 1
16484375 0xfea9e212a2b8f36d8ea1e227a245084841e7f397a23d4704d624f70c9a869c05 825 1
16484377 0xa80b1a4d4da4fbfd6eac758e039f15d2e5f4de1fee041b250ae3ddfbfc990f38 634 1
16484393 0x3cd9b02141a253c5caca6636ae97fdf591684512fb6e8b35a48a2f4eaaebd78e 772 1
16484394 0x83447d0827be2dd7cab796558195857fa0a0313e94a60ec08aff6dc5e1e7ff32 509 1
16484397 0x5baad6ac90f6e7449561295a7753cb75cfc8675fe1d9616c3039a315125866e7 628 1
16484403 0xb0810d9929c7b54d4a0d1664fdb0a4b8f70a8c11d7d70e4e91b094fac9ac07cc 660 2
16484414 0xc9948f56aad21dcc17eaf2fb773fe36029a0c149d75bb8278ae55280b4371fd0 665 1
16484431 0xda78b488b4f1204b54e56bcee6abe5acd37f8b56345dfa7a18e25abfb097b8c2 726 1
16484445 0x84b9981d66cd431920220ccac1dcf82c93f3c183eae0c7e6bab7de68c5acfcb4 687 0
16484455 0xc06b57220c6d4a812ecb0b4c9a9850d1e7abbcb9b53928e2cbe840eb857cc344 706 1
16484476 0xb46074d72d9a86bae437b1a1b3fadf1ea98c534758000a128f040cbe88198571 860 2
16484477 0xf4960d3caf544c495728e9acb509770f081aed3413f5294575f19260eb1f8cd8 618 1
16484486 0x450597d5af2a6d659ee22288f2a4c19f92febf336d61ee29fbc047f3353d6f38 823 1
16484501 0x6a92b68bdaddd2cf6eccae945d304c64d1f9bfc9110b90ea7984a0ef9f57a20c 717 1
16484502 0x19527c02c0f9372785c98f2c23cec725a3d10d682c074499cf695ef5b5110be6 787 1
16484506 0x7171940d3ed6e9978fbd6b4771247a2e5868be032a90620623cff6749693268c 716 1
16484508 0xeecde982e1bc121004d8118759976979e9c0bb08f7c8c390bc6b67042324c2f0 571 1
16484509 0x5667fe3b17bd3d675a89d1ae1c3a3d8196123a5933493967af416031c4f6a28b 604 0
16484524 0x804ade0806f1fe1138c5c9bbc01041a65032e7f35a56055bf38082f67a3caf03 654 1
16484540 0x90957a2028ee999e0c8f1877199ad23c4b8bd430d81819c4454eaf822d1abb07 760 1
16484541 0x277cdb69f9d82332b88dc895555703b6e49a8d7bd152878e1c3729a3a7607c41 946 1
16484545 0x7dfe5a0062d620fdcf49ad70f51ec73b2e02ac04ffd2f926a42ebd71cb14b27f 849 1
16484548 0xfc960ee3c2c9ca14ab529f1412fa70437ca688297b60242d81ceaeb1d7179119 567 1
16484560 0xed01dcde992d35d8da467b130a6f2033696b5dbe055aebae1e4e85ea93488977 654 0
16484565 0x81c7bc0237f665972da86169c5de4fb6c9d44becd37743fbcadac3b7f2bceab3 760 1
16484567 0xf0538b96d097c8712938c50ba158b4b08590bdc3c6855777f7d773c2dffd965e 702 0
16484571 0x297fe9daa304a2d8b5860440c28607557aa848ff743c79cd71a176b92ee18ca8 630 1
16484596 0xfcbf4e42b5a03dcdda6bd8c58b02589055a2e2d5bda4dd9018ac7e3654be285f 816 1
16484612 0xc692e05bd315b2a5c2aacbb7f918d3c0ece3190c2cbed4a892c92d99114eb632 883 1
16484615 0x07edd4b12f301e102eb57b4841590123ee19e4bba4c4b240b128b384af5c7076 692 1
16484617 0x230940135f19e3356890c90cf4bebcd3042eaa041981972ab72ef99ecf32302d 448 1
16484620 0x80d05ce32eb67be4f086c3afa191607baa40076d6203a61c4c961c10cc833b21 744 1
16484621 0x73426779916a34b1816914e235a41cef8b6e98012b3d5cd412068b977112d958 669 1
16484622 0x1a2bad5405abe79d7bf237c0db8dbf2450341f3e5375ff1f30b4f66335b056cb 789 1
16484624 0x93ff8c4b56a06be5e3b984c63666a7d4598b045272f1aa82d588d7c28fdba300 813 1
16484626 0x8492ce6630753dc6bbf582a190e3b98ea6d767649914040db8afc3384ccc5787 696 1
16484643 0xa988db184235cc7be5a5b985d558bddaa9babad64774f57b8180ead4e1358774 725 1
16484659 0x2d1070d9e85e0f382376ed14f8f93eef08447b849eedefcec160559c09709486 654 1
16484687 0xa2c083b30efffbb129e2a3a8db3652a3f5496b3d9cc250c0072709db732e0a42 515 1
16484688 0xd04abcca5791869f614942b48abc91f0051a5bd97fee6c614978d3204bfd67b9 758 1
16484690 0x4284de6297eee0d73dd57465c117f899f7e0efce489b707349901632cdb5820d 752 0
16484699 0x4fcda7306c115d329bca9def4b70a3bd138fbd4c42f4408f4da5e309eb4a9068 808 1
16484701 0xcedd66ed804307ee6185821bf79e1cbad73ed6da73bb439f8217e8e8a92a1eff 700 1
16484703 0x6ef4dfc65957cb556d4551b593bfc103a469b293c59839612a7d5cdf3ffba9f8 729 1
16484719 0x09cf25066a666c934a93aecbdc1afb9c1fc00566712f8632bdfbfa76ddc72c50 660 1
16484724 0xec074c939f342cd374086d28e03eee9b0034c0e5621539e94b2f7042d4f11dbb 700 1
16484728 0x813c735f9d972cc05481f0376bf2beaeade072ac7cdab6a1cf8d49e89dfe5bb5 689 0
16484729 0xb92a622544db3132fb16306d350d2b8ddcf486383a602957db7d1221aabcba3e 698 1
16484736 0x29a52a9722ef63251c5b9f7289cfe878306bf3471a92f63ec3a2ea8493ed0864 908 1
16484739 0x0da804b7222aaf45d482947b54308ba9e0d2deb61e365f4721e6a6b59779412e 678 1
16484741 0x434e6af2192b75f201fac47e15c77e7cfcaaea3ebeaa7905f18a99ba921518ae 732 0
16484754 0xb507607f4e252d44b05967f74f07a190d33dfdb0de84718d93919ae3a11ed140 504 1
16484761 0x678eea25db563f4373e4667b661e7d11778091e5e52dbf7981cb3e376bf1418b 909 0
16484766 0x9a971ac518a38d1491e29b7bc5480fe7fd207aebe7ea118b862406ac512e6aca 811 1
16484767 0xd1579d6b99f1ed8e15a46c19857ac46f8aad7facbfc238ffd1757ad8075765e0 850 1
16484788 0xb0fea93e810df2f302be2c6eef9861e8114b47a73152593ec33fb19d815aeecc 777 1
16484793 0x8ae38c9ddeca1843e72b7e6df495b2822d21f09525bc5c4bf2108e5c7fd1a68c 765 1
16484803 0x8f3ee60b0f3e8373d5969b8131c95e168e334df431f83de9d6653609a8c44948 834 1
16484805 0xf527b9c56154629bc2f082ebbb3729a79299d96ec1f782e139309325ba37d3af 810 0
16484811 0x7a6240d290c3e91d4d1b42bd7abb0533f115fff83b9e83e1dc2c42321c58cb24 713 1
16484812 0xfcfd6ebd096ce2fa51ee6fac4877eee4f764d0dddf69e0406b7d93eff5a21247 734 1
16484815 0x6502cc9b4c960f8cb8dc937200d2946d95a19dbc212d6d1338848b10c280dfea 732 1
16484825 0xad8cc81473e27d7924a33e346869174f363a5c53cb79c24dec587a75c3c6d15e 620 0
16484835 0x16bdfcc56d962d8d0e20a03f1c188d59b31cd49e25739630e348ff1e128c849f 860 1
16484837 0x4184d9290bcf53cd09e371b63394832c12d858203be05d8b860630e8a4f4830e 660 1
16484841 0xcc5bc66c35ce0fc9482301bee6fdb38d0c8efeb49239c490be625627c2f1820e 397 1
16484851 0x9927086b93d42e35811d4f545ea787451d3e252191e65722b431066c305d4fe8 631 1
16484856 0x80aab6dc07a8f62e7f4046d3284a9b9fb6cf6225bcc07aed535fcd5f5fc6789b 966 0
16484868 0x50a3f9b81065839b3e4354d98324347b487ab927aff2fc1d549c3a4c98906e63 1008 1
16484883 0x3a05e0ff27413e894df75b70f5f9262e952a23e3fca0828bd5996022591ce840 585 1
16484888 0x02fd384268c4e41b5ced184469763efb734fbc92b7dbad31721600e449e555fb 572 1
16484891 0x9056ea75eef036fb9b9baaf1bf934f5664df27282e53db806857c7295124aa32 572 1
16484902 0x45f832c9ee34e9c430ef0a0b70f3dcabf7d4ce519f0b8d697f5805cff8cf84dd 697 1
16484903 0x25d84b6a0d88f71506b8ae6fb5c4be4a0c7baae8ab6de155cc76038825031f33 757 0
16484905 0x9c255f77f9a1f8e182e500f97d596aa9dd0dd80d0a3c75d5c5453abb316af85f 461 1
16484911 0x336b25a960ef4bb51c068b23089cdaf6dfef330a902f642e6abd1c8162a4ae12 749 1
16484914 0x8637d0e9b6c468fbbaef590d9dea950decad5056848bfb22e5a7f521e4f41a1f 763 1
16484916 0x28fe0c54db91ca48ab1020c02f67eb590697612d534187048073cf29a50ff32f 668 1
16484917 0x7981666ccf0024896037cec26ae0c9e7a1b67ecc801bc6c6ed3bac8c3ce4ebf2 861 1
16484919 0x955e0e7b4792d22a0b7e8cd7ac4f4e84aabd97d865b1413e70453b46e926461c 719 0
16484920 0xb6ed3cab71b12ae1e5c2a901b9bc08c543fcd27fe88033cf2d1dd93fe40e769d 658 0
16484924 0x99b4fcf0a2e99a8798d4dcdaf2d94d0f44148c1a8bf172a9d3c8bd0f3d9fa09e 850 1
16484933 0x98d2fa638ae84632adf9a195d051d87cb3e6c0452e537201bb466225b8fd690a 742 0
16484936 0xc9828184091cdf118d4ab54ab859b764fe016c322dbff191ba641a51b2e4b1ab 428 1
16484975 0xef4ed5f8b4cfd9bc00bccf4251f713fd1799ad309c678530eefc20400120ece8 669 1
16484976 0x4499c63735fa3116c13d1e0dfdaf4ebea9bccce119beb0ae27d770c30f138f21 796 1
16484979 0xec3d3a1e47aef63ac8e70666bb4c04605a2c03555ac6f3a0a70fe7eb02cfab88 706 1
16484983 0x0c6f56b951e4d7385177653603a369b6d4fd967a813d7d1953d6ba38db789dec 692 1
16484987 0x5bc1359586939f1dbba866a345976bf4d07425c4dbe72f190b0334378dde0df3 671 1
16484995 0xf93fe1c3670249a37a4019f668098d236d95eb0b82ed9750a27e9af0cda7838e 793 1
16484996 0xd5a6443576bfa5a52b3ded80c3601136b270a02e80010c4a492210c1dd6cbe66 988 1
16485008 0x29486e891f82c79811b07462b0644fc77ed5286f27cb389d0ba65800a3d61bd0 737 0
16485010 0x7c7b437e58a2d01c8eb29e147fc2b3e15e7c64ceebbfd1b51eae10453c28ef85 824 1
16485015 0xb038868d6292fee53c0235d3d47b893d7adfe44582d60e2b8396e04f1ccbc684 675 1
16485018 0x99089c21ff2b1170c46c60c612374838c0dc49112a0ff84a62d1820dd1866570 636 1
16485024 0x63ea11822f844443f9d41811c76c1ab5c24e43f0ac3168ae88f0dea4fd780ef8 670 1
