16484026 0x8131b1ca0f3bc71f05bacb947070916206e1c48e6c8c4baa48e636f927c3ec76 864 1
16484030 0xcd14c3359ee6b134b181d1f4a716b6bbe1d01a4542e6afca77a03581673e3819 638 1
16484032 0x65ce84a69ee074fbbafb24ec2be099bf8c169f94a53e70eae4f5fe421c6c0cc6 803 1
16484040 0x7ee315659184fbc6c36b3f526fae94dc366a911bcaf3c964f2737752de6370d7 563 0
16484041 0x4697009bbb744aa5d11431c27f8049328b80732a41125fc4dad38da15578c21b 717 1
16484051 0x6cc550833f3f823d35d4fd6efd8e60eee09fcfd68d57908e0e95a0b3ced7662a 688 0
16484052 0xe0c36f46ab7a3d1f8f79c4ececfbd58d483600381f772f1e7ad77d2946d7b6a7 738 1
16484055 0xefe5f28fe393472228008881cc24b0dcabd46bc96241489f339def154f889eb7 702 1
16484061 0xd23be05b12b3b888267dc93d037b81143497dd1fc0ab5566d91d8d1f8b99d8bb 801 1
16484064 0xd25598e37a82e43a6fd9a5f1e83809733847f5e84de05b2643db89883a5d542d 743 1
16484074 0x30ef97ddbcd97312029d13076df5da05823aa3ebc9c0a41b2c44180863ee0c3f 689 1
16484085 0x36d6d288fcaad5b6d2c8daef2cda855242009dc7faa0b9ca3100e72b0d6a5f5e 697 0
16484088 0x57f8eff98027c7e0003a94b30fc36c7aab7b87b04e93390f9f416cd5fd68ebda 727 1
16484095 0x76dd39f2d2f05b8fa8a23f5314c390dd0888292b50ed5c26cbcc1dcd6aa3e0d2 673 3
16484106 0x1ab66e8d975562064a438350e0ddcb66a310d6408091d435d5920eb381a193c0 699 1
16484113 0x292dddfc01cd8a872667dd47869d211df3fed3c0a123402c482bdf0d2d04db16 610 1
16484129 0x78cb35b87d8dbf95a51bfdf19c63dc2abd0730c3440348c11d6a83295d30c0c9 740 1
16484144 0x78b9df9d7c2ef739538e26f1bff62f63e93a8391a7f2adda94e6cc0d83fc3362 584 0
16484153 0xb7118a85f88645c6f1faeffea3b937f6cf40e309980b4cf2c9391f9b63aee7b7 710 1
16484163 0x416b49c5b7fe4a0fad95f7f9f29d79e2f25b33c3acde637cb7fb273ba8c68be4 662 1
16484175 0xb35a4d6305cf54c1e7fe00664c5a111bcc5192f39ed696c19717ef500e17fa90 734 0
16484185 0x0e111b89bb1a1a6d797a9c3ec230badcaae27f6cd02be6a844f6d653286f8efd 470 0
16484187 0x30aa506ac4b64da7fde4404488d1d837fbf7ae28cdc6188fcea5ff6483f25827 556 1
16484188 0x1b6a91fe2dcfdb387957432878d027f644dd09e75807c9d971f8567a91cf62df 1040 0
16484195 0x27a7d523367c0b2a860105ad767f20f76a44604d0978591b3008a2239a6a58c2 905 2
16484199 0x899837781a94e21b35796667d57b3130d5c80382a74bc49319a0b24dff272a65 595 1
16484202 0x3c0fceac68d829fef956e01545ba494d133e2a2107f380d92ea75ddf6c268cc2 694 1
16484205 0x4cda37acaed601e310c250a2a38ac6903ec838edba56abbe5c1be54498d15879 548 0
16484216 0x3c995f5f63d140eac3b4f68dfc1612328a56a2cbab620e2d7a7c727073a20f1c 700 1
16484226 0x6f80065e6a6d1359f7ead3c4561e96d125ae43eeb60bacdd3e30a1282fdbff62 698 0
16484229 0xe90b5f07c162da6ef8445790b5977cfc83ae70872f4a610d3c7da7cf9d3fb4f7 708 1
16484231 0x6496dcdfe734cb2c599e98bc6995603d4b788ac2104a3a1b065a218b34e20d77 597 1
16484250 0x8a1487ca569d334fdf05fcf7a9ae9a173af043a85f3b2cd8592babd1a4b6a2db 807 1
16484255 0xdd16e8fa9447f8f8934767aba219df8cf5d4ba4c3c7cf4f830539e64470cccaf 589 1
16484264 0xdf08b159390193361837635da7015c2e0e27c10efa7965e5417ca9d9642d8682 808 1
16484265 0x5041c89129f15524d05619f1c174a837f329d89c2be57595dc65c4154c4b57d0 636 1
16484269 0xfa8614aeec4db44c6374b6204d3a89fbf5038bf9afd720f6ea653c185d455fdf 638 1
16484274 0xd48061b59ba40906c6f5bb61d4ffd1524e58b2e1a06b255e7ea7fed1c65afb70 705 1
16484281 0x668a3088eeaad7dd10287328d87ce55bc2c784ec5900eb3df35614df088a7037 630 1
16484282 0xda509e6161b5ee31e2b7bcf4e430a5b80846b326a0376e0c08e6bee218185c2e 726 1
16484283 0x8d85d07892254c15b25e3a73745d698597cc637ce88cb65eff7c5e74eb934618 666 1
16484285 0xca540e1f2423a098fdeab530138c11abef229bb5cfcc78b64a03a7f8534bd9c9 730 0
16484290 0x164f1e7a4a82ce064aa4bbb2c4303b15aeb4dfe31d6172c235361e641afe75b8 620 1
16484298 0x64602e5c0bffc003b3e4f4d99fb56d5dff450d1ed7c33a37a82003c17ee6723e 768 1
16484312 0x3ee4f5869f403501eba0a2161546ed7ef8f0ef7e94083e025819530d41b6b20d 726 1
16484317 0xc93051c74f468b5ebefb8eca46f300ceb5249666fa245c3b439d9bb2be939f57 774 1
16484328 0x061814a91e8842d46c3d48aa6e73ad4e7a277121cdf4f63168981bdec0367106 677 1
16484331 0x6f328f87ca3aab7154ce722261bd43db669f93672b33babd80d7d9be5504799d 391 0
16484335 0xebb2ad0d7bdb78c36fdc883083c9090819502792876cf9c6bb732d37117f19d8 674 1
16484341 0xce3ddaacb1e2b605feb51b116254046fc6ff00a9c06108048a857b27fcf5f675 604 1
