precheck_duration,simulation_duration,redis_update_duration,submission_duration,optimistic_submission
119550,22704,6526,148782,f
83584,29616,6371,119572,f
137865,25442,58499,221808,f
121427,65907,14668,202003,f
120790,69781,80979,271551,f
302823,191911,310423,805159,f
103516,119074,9187,231778,f
109885,60180,26454,196520,f
136285,119702,11083,267072,f
179368,67173,9142,255685,f
118574,77409,35654,231639,f
122052,76044,22122,220219,f
116548,61319,32553,210422,f
131709,65651,13293,210654,f
97364,61742,45576,204684,f
183177,206069,202834,592082,f
272141,91501,806934,1170577,f
198887,204588,607183,1010660,f
175344,98859,18330,292534,f
119481,93856,14749,228087,f
86784,43097,7638,137521,f
90163,50801,70674,211639,f
122911,77087,109647,309646,f
90571,94696,104924,290192,f
104365,57313,10492,172171,f
90731,50674,10153,151560,f
86037,36450,8314,130802,f
120848,49130,11298,181277,f
123418,75907,82603,281930,f
87156,52835,13509,153502,f
90554,43886,10498,144939,f
87033,57757,14090,158881,f
118879,58812,99289,276981,f
112960,185943,16579,315483,f
106293,64026,13497,183816,f
86009,36025,8667,130703,f
187382,70370,19594,277348,f
93728,36457,8861,139047,f
103520,45018,10626,159165,f
88056,38142,8176,134375,f
113085,68251,12331,193668,f
88465,45722,8983,143171,f
85868,39917,8305,134092,f
97864,47679,9403,154946,f
85052,40442,8951,134446,f
245612,70576,14083,330273,f
95067,46520,10024,151612,f
87970,42799,9748,140518,f
94559,49550,10224,154334,f
88038,42102,9499,139639,f
122135,71421,14993,208551,f
111672,49956,10124,171753,f
87089,42658,16025,145773,f
118366,79361,13908,211636,f
88036,54111,9544,151693,f
106643,55846,10573,173064,f
89034,50863,8194,148093,f
114634,77325,12865,204826,f
87554,51942,8051,147548,f
121894,51128,17779,190803,f
87977,118161,99301,305440,f
310895,90796,108534,510226,f
106457,94416,102755,303629,f
114949,75520,17888,208358,f
105167,118480,308294,531943,f
172180,95835,105826,373843,f
308303,92749,115684,516737,f
105618,96451,197076,399146,f
111481,101361,14150,226994,f
96298,46676,8324,151299,f
84020,38027,8581,130630,f
96336,45691,9331,151360,f
84804,42299,10182,137286,f
131126,72292,29946,233365,f
87092,36745,10464,134302,f
98547,53076,12044,163668,f
90872,566938,187685,845496,f
108515,435729,104383,648627,f
206184,106946,95899,409030,f
106484,293061,102927,502474,f
12931,166389,7741,187063,f
225046,893991,192566,1311605,f
105743,192053,202560,500358,f
103231,99549,24707,227489,f
112198,103476,17183,232858,f
139073,258324,10123,407521,f
111748,467681,13062,592492,f
110043,85532,12158,207735,f
108296,200513,10463,319273,f
106673,431557,13061,551292,f
86947,781387,109307,977642,f
108016,70178,11380,189575,f
114310,68597,10079,192988,f
130224,70782,9751,210758,f
87202,70666,10169,168038,f
165069,68496,11009,244575,f
100373,90434,30217,221025,f
141801,797493,21714,961009,f
95451,658007,10000,763459,f
109815,558768,11007,679590,f
85669,918156,10232,1014058,f
114505,683110,12181,809797,f
98093,901348,12819,1012260,f
87753,206804,8725,303284,f
105156,196553,12426,314136,f
89028,110848,10873,210751,f
101798,536989,11935,650724,f
88340,410631,8444,507416,f
91804,617919,11338,721063,f
86420,1151727,11217,1249366,f
126129,1877848,12024,2016002,f
117445,1150574,37906,1305925,f
89059,707215,185359,981635,f
32765,7101,5773,45641,f
26711,6755,5854,39321,f
20180,9571,5870,35622,f
11503,11158,5490,28152,f
93458,14273,5931,113664,f
89190,15791,8661,113643,f
7526,6916,5011,19455,f
17389,6781,4795,28966,f
8533,7599,5561,21694,f
14388,8538,5344,28272,f
29224,7990,4853,42068,f
7916,8553,6374,22845,f
7742,12576,7728,28047,f
43218,11439,7420,62078,f
6421,11345,8982,26749,f
112848,15749,6760,135359,f
93163,18006,10138,121309,f
85247,45090,6907,137246,f
103454,52132,7227,162813,f
103886,42897,8743,155527,f
102845,81166,10948,194960,f
101593,44960,8656,155211,f
92559,98284,11959,202803,f
89620,77983,9839,177443,f
87416,67162,9426,164005,f
115758,78437,9575,203771,f
83606,18687,7107,109402,f
133159,20254,8798,162212,f
94557,21414,7000,122972,f
96122,20307,6785,123215,f
97097,165485,8217,270801,f
97566,100396,104472,302435,f
107462,81316,12673,201453,f
260623,79024,28154,367803,f
178224,91158,11150,280533,f
105610,84279,17807,207697,f
89961,67891,8870,166724,f
133885,81920,10579,226385,f
94356,69500,12124,175982,f
152670,85994,33788,272454,f
100001,84255,10874,195130,f
93114,81369,10777,185262,f
95812,69650,10828,176291,f
125319,84972,10897,221190,f
115397,143173,101698,360269,f
158660,90306,104762,353729,f
352197,95255,106692,554145,f
160198,83741,18474,262414,f
92317,90766,12385,195469,f
142750,99228,101202,343181,f
146512,103399,104369,354281,f
94621,86547,10377,191546,f
106175,81175,11804,199155,f
96728,93529,26019,216299,f
85553,84237,9596,179388,f
93041,89999,13033,196074,f
93410,86697,29624,209733,f
149208,84919,10859,244987,f
95007,82308,11385,188701,f
95850,89126,36145,221123,f
94012,94759,12214,200986,f
148594,119786,32524,300906,f
233317,131799,33415,398533,f
127732,207127,197708,532568,f
310533,87758,102389,500681,f
189293,137745,65714,392753,f
108371,121438,15922,245732,f
396660,123292,15245,535199,f
95040,94266,14536,203843,f
120886,89438,12993,223318,f
125750,104595,16248,246595,f
166047,93344,14187,273579,f
97452,64751,31635,193839,f
124507,130019,40475,295002,f
230851,119307,14857,365017,f
123739,154706,34654,313099,f
3036,6635,4634,14306,f
96399,67220,11767,175388,f
78878,54441,10616,143936,f
103879,55381,12434,171696,f
87120,59024,13249,159395,f
86170,52904,10088,149164,f
96102,59169,10236,165509,f
86563,54232,13056,153853,f
124602,53790,27805,206197,f
94756,56418,10675,161851,f
86723,52545,13028,152297,f
96746,53852,10177,160776,f
105371,54550,9099,169022,f
101445,54794,11276,167517,f
128319,56084,10433,194837,f
132557,57669,12980,203207,f
93310,60238,11141,164691,f
133575,61755,10569,205900,f
91643,56392,10454,158491,f
116823,58940,10937,186702,f
92960,60079,11216,164257,f
110933,63443,11235,185612,f
93676,62038,11738,167454,f
144910,59663,15200,219775,f
112072,63734,17789,193597,f
125435,63067,27741,216244,f
100927,87509,28755,217193,f
93315,108913,12070,214299,f
99150,97061,10904,207116,f
148583,113232,9614,271430,f
102403,98248,12405,213056,f
100115,101370,15291,216778,f
219378,130904,14171,364455,f
123671,140293,35464,299429,f
3263,10168,5270,18703,f
3807,12865,4766,21439,f
14599,14294,4872,33766,f
5784,18651,7252,31688,f
3474,8031,11119,22625,f
3625,9788,4234,17648,f
9515,12968,11544,34029,f
15236,12933,8888,37058,f
3620,11782,5376,20780,f
4636,11713,5154,21504,f
4554,7819,5263,17638,f
3414,8715,5069,17198,f
4144,13305,5508,22958,f
12633,15803,5755,34193,f
3443,16216,6488,26148,f
14685,17138,4733,36556,f
3335,26952,6685,36973,f
14187,22119,6602,42910,f
3865,23120,5213,32200,f
3499,22522,7079,33101,f
13519,24649,6130,44299,f
5030,30209,6779,42020,f
3462,14206,6677,24346,f
13747,14393,5380,33522,f
14789,16318,5178,36287,f
4298,16307,5307,25914,f
15886,17274,5487,38648,f
10806,16662,5243,32712,f
4788,17024,5279,27093,f
3631,18646,6940,29218,f
9720,18099,5627,33447,f
15720,16994,5238,37953,f
3610,16784,5604,25999,f
15916,17346,4839,38102,f
4690,26396,5449,36535,f
5047,28531,6349,39928,f
14977,25255,5682,45914,f
3647,26349,6065,36063,f
6120,25237,5216,36575,f
10209,29541,7341,47093,f
5577,29477,27401,62457,f
7693,33409,8275,49378,f
4276,23413,6537,34227,f
14902,24477,5769,45149,f
5581,23425,6011,35019,f
14135,32168,6244,52548,f
14990,26852,6390,48233,f
5428,26171,12319,43919,f
3492,24472,5636,33601,f
14819,25184,6332,46345,f
4256,28483,8630,41370,f
4273,30219,5562,40056,f
7051,31259,7538,45849,f
5109,25902,6246,37259,f
18021,31049,6193,55264,f
8664,92690,104414,205770,f
4042,36813,5999,46855,f
4887,28351,6566,39805,f
6314,39969,21887,68171,f
17181,32393,6509,56084,f
3765,35006,6310,45082,f
17449,85111,103180,205741,f
99978,98621,11194,209794,f
18027,180660,101911,300600,f
8234,52822,8532,69590,f
7871,73603,9035,90511,f
3189,2451,3415,9056,f
4910,115674,10277,130863,f
3143,58522,8015,69681,f
16591,29040,6683,52315,f
7989,103263,9659,120912,f
16674,34188,6850,57713,f
6870,96827,10463,114160,f
5420,56907,15478,77806,f
13321,39364,7727,60414,f
84488,127102,11135,222726,f
22157,65837,10907,98903,f
89202,115105,13484,217793,f
15525,39598,10333,65458,f
93172,100660,12029,205862,f
15235,41004,6582,62822,f
11544,444022,9277,464845,f
93596,1123428,12000,1229025,f
17264,492350,8953,518568,f
83888,712354,13575,809818,f
87492,1167947,11646,1267086,f
93313,278025,9092,380431,f
90816,784782,11548,887148,f
92839,348737,11765,453342,f
90891,77006,10596,178494,f
95204,92550,12967,200722,f
4692,13310,6392,24396,f
27946,18819,6746,53513,f
41319,18040,5553,64912,f
61244,12131,5201,78578,f
22219,17204,5275,44698,f
54677,26121,6317,87117,f
111981,37027,63665,212674,f
7597,14051,5594,27243,f
12229,8865,5425,26520,f
15501,8642,4881,29026,f
9579,11343,7374,28297,f
37581,16473,6097,60153,f
64179,18266,7051,89498,f
14232,18077,5991,38302,f
34073,19796,5820,59691,f
71902,17609,5954,95467,f
16177,19013,6103,41294,f
89821,21004,7566,118393,f
72439,18706,5684,96830,f
27493,19135,5779,52408,f
56831,18623,5724,81180,f
13735,21763,6298,41797,f
94023,22171,6681,122876,f
101243,21682,7286,130212,f
35891,22560,6373,64826,f
95872,21957,8990,126820,f
58691,26101,8474,93292,f
5387,23090,10018,38496,f
36363,22247,44663,103274,f
46088,24000,6584,76673,f
70494,23930,7545,101970,f
52036,23855,5655,81548,f
5676,30587,11041,47306,f
33779,24518,50360,108658,f
18366,25483,9053,52903,f
33606,41260,9467,84334,f
34020,27080,7239,68340,f
4096,29568,6428,40093,f
57817,25198,7409,90426,f
26061,25246,53522,104830,f
15017,29930,9302,54251,f
78504,37281,8762,124548,f
48711,29055,10468,88235,f
4385,30286,8051,42723,f
81174,33554,8307,123036,f
9696,32702,8344,50743,f
4268,29336,6207,39812,f
34723,29336,6396,70457,f
45868,29180,27808,102857,f
3761,34073,7180,45015,f
55188,29027,7006,91222,f
16266,29981,7525,53774,f
86475,40567,10728,137771,f
4310,28800,6943,40053,f
31612,29663,7060,68336,f
39016,29889,24787,93693,f
58514,28929,7296,94740,f
3858,28674,7237,39769,f
39384,36507,13150,89043,f
62991,39366,10547,112906,f
6637,29810,7905,44353,f
183557,31792,8925,224276,f
84971,40942,10636,136550,f
143811,32640,8270,184722,f
134971,33449,7907,176328,f
83902,34725,7092,125719,f
144381,35365,33476,213224,f
84388,37546,7749,129684,f
119414,38022,11724,169162,f
104772,39126,8313,152211,f
155123,41620,10447,207190,f
108744,32781,7066,148593,f
135485,31514,8218,175218,f
98174,35472,8048,141695,f
113245,36864,8948,159058,f
117245,33349,7789,158384,f
142399,33811,7437,183648,f
99109,35652,7644,142406,f
85280,34711,8687,128679,f
120108,38045,11008,169163,f
129654,38744,8384,176784,f
154999,37306,8042,200348,f
142242,44931,10147,197321,f
123762,46559,7677,178000,f
137850,42918,9089,189859,f
126989,40917,9318,177226,f
98033,41326,8680,148040,f
150988,49192,8942,209124,f
118084,40740,9041,167866,f
127101,41371,10081,178555,f
155021,38933,8366,202322,f
142520,37113,9091,188725,f
144872,41464,9252,195589,f
139528,39062,8402,186993,f
235800,97510,11779,345090,f
104736,95367,100346,300450,f
116222,41731,9389,167343,f
123712,38723,9810,172246,f
84043,38635,10267,132946,f
124179,38597,9438,172215,f
135265,37468,8527,181262,f
147732,36506,7705,191945,f
86651,39010,8802,134464,f
84906,39149,8274,132330,f
142756,39657,9049,191464,f
144234,38139,8584,190958,f
86108,44807,171038,301954,f
205665,94605,12275,312546,f
217275,82175,115206,414657,f
108964,90355,113707,313040,f
196616,93401,11403,301423,f
285098,72319,13430,370848,f
175247,60990,11748,247986,f
136316,65427,12723,214468,f
121411,65575,13113,200101,f
131764,68921,14753,215440,f
180479,34294,9006,223779,f
193564,57094,11499,262158,f
131802,63424,11121,206348,f
123998,57397,11621,193018,f
206786,50648,9588,267024,f
87044,58483,10258,155787,f
145751,60406,9820,215978,f
132276,58639,11100,202016,f
209155,52870,11243,273269,f
175421,62112,11746,249280,f
181969,57819,12878,252667,f
181118,62126,12410,255655,f
127901,57738,12775,198416,f
208862,52730,10418,272010,f
90400,58104,12378,160883,f
132839,64831,11831,209503,f
209989,53494,11752,275237,f
204240,61494,12206,277941,f
87763,60728,11982,160474,f
135191,67864,21771,224827,f
127798,63466,11311,202577,f
205266,56697,9768,271731,f
119844,62404,12824,195072,f
127281,63528,12302,203112,f
183848,75789,12257,271895,f
117925,62198,11973,192098,f
175556,58572,11459,245588,f
187110,63532,12166,262809,f
126483,64547,16363,207395,f
123224,68890,13006,205122,f
218610,64726,11846,295184,f
111027,88346,310881,510256,f
207460,91552,609809,908822,f
306672,92547,615911,1015130,f
294832,100438,515154,910426,f
118304,68604,13162,200071,f
185035,60793,12353,258183,f
119396,71388,12119,202904,f
188638,64524,13003,266167,f
169202,73679,29197,272079,f
325432,94276,311124,730833,f
107462,95324,813096,1015883,f
207180,94772,221844,523797,f
10351,188896,311557,510805,f
107791,94119,709818,911730,f
299241,212880,586116,1098239,f
17876,183952,211497,413330,f
308182,94058,112682,514924,f
210261,189152,508608,908023,f
500121,99645,224022,823789,f
112954,185489,118270,416714,f
210127,187431,118732,516291,f
12253,12156,4760,29170,f
14650,5991,4879,25522,f
9083,5589,4666,19339,f
8370,6643,4832,19846,f
13770,7349,5265,26386,f
7244,6740,5153,19138,f
28839,14457,5796,49094,f
17625,13690,6487,37804,f
10617,14063,6701,31383,f
17251,14342,6908,38502,f
13119,14003,5807,32930,f
13181,12728,5136,31046,f
27338,15764,6397,49501,f
17184,18404,5261,40850,f
15776,12420,5067,33264,f
9040,9559,30779,49379,f
84200,26487,18869,129557,f
100196,28971,8615,137784,f
95765,28318,8460,132545,f
117074,28191,5964,151230,f
102560,28332,9646,140539,f
100283,29544,8723,138551,f
106728,37045,14992,158765,f
89453,52805,13870,156129,f
17841,18410,6378,42630,f
17736,24492,9695,51924,f
12946,22179,8783,43909,f
18608,23400,12440,54450,f
85809,22157,7875,115841,f
89269,21837,8651,119758,f
108441,21470,7666,137578,f
96691,21754,15552,133999,f
86031,23654,22157,131844,f
98017,23193,8637,129848,f
84878,27326,27925,140130,f
119466,25495,11582,156546,f
99817,29707,27619,157144,f
99142,26939,19059,145143,f
111685,25206,8264,145156,f
102647,28904,6700,138252,f
84751,33457,9658,127868,f
130510,32497,68118,231127,f
89025,35581,9852,134459,f
107004,34714,8742,150461,f
137650,36536,10911,185099,f
103140,39640,15792,158573,f
101450,36991,9798,148240,f
131586,37664,9867,179118,f
86796,38196,9504,134497,f
104420,45271,10320,160012,f
109749,54864,54340,218955,f
132947,41178,12049,186176,f
93363,39550,12041,144955,f
88204,40483,11782,140470,f
98582,35623,9610,143816,f
98915,41162,12084,152163,f
91689,37162,10139,138992,f
82281,41616,8965,132864,f
106761,37947,10245,154954,f
91990,48616,59598,200205,f
94436,36906,11836,143179,f
148229,104836,12344,265411,f
149816,38845,62494,251156,f
105935,38895,9057,153889,f
102508,41421,9765,153695,f
113402,38759,9118,161280,f
88764,40408,9730,138904,f
101134,43460,11468,156063,f
103801,39184,87872,230857,f
104912,39087,11151,155151,f
103310,45527,70094,218932,f
98174,40452,7333,145960,f
89892,39452,9336,138681,f
89924,39062,8197,137185,f
93672,38641,11175,143489,f
109156,90736,110372,310265,f
26386,26902,6795,60084,f
120270,41627,16683,178581,f
18346,18082,6961,43391,f
112535,34879,10918,158333,f
130055,22181,8675,160912,f
135462,25335,10646,171445,f
20007,10112,4891,35011,f
108768,24022,9266,142058,f
136116,24549,9578,170244,f
108636,28594,19205,156437,f
18662,12269,4732,35665,f
87948,28170,10522,126640,f
150153,28454,11593,190202,f
14838,5661,4747,25247,f
2553,7378,4847,14779,f
105878,24168,8454,138501,f
127242,23416,10097,160756,f
3437,9001,4493,16933,f
100856,23419,9769,134045,f
18121,8864,5494,32480,f
99550,25596,9794,134941,f
148807,34564,49946,233318,f
122547,31524,11517,165590,f
25147,12642,9212,47002,f
109649,29942,10499,150091,f
148410,29693,30746,208850,f
18689,14394,19522,52607,f
110636,31291,13068,154996,f
18778,23554,8474,50808,f
203218,97154,107578,407951,f
87639,57044,11501,156186,f
87418,73427,12170,173016,f
91073,73297,12111,176483,f
14198,93703,108878,216781,f
217291,93760,100867,411920,f
11624,89156,104969,205751,f
163305,41897,11869,217072,f
13944,19069,6814,39828,f
91495,38244,15283,145023,f
13505,19549,6715,39771,f
90472,40637,11534,142644,f
173293,40699,42071,256065,f
14836,31322,7122,53282,f
124337,59184,25058,208581,f
175701,69108,67923,312733,f
100594,92951,16660,210206,f
10180,32216,11859,54256,f
172000,67139,14475,253616,f
118191,81979,13885,214056,f
131692,56606,46121,234420,f
92201,56965,10996,160163,f
15391,32377,7018,54788,f
91117,58441,11557,161117,f
119593,57695,33271,210560,f
119466,58576,11576,189619,f
90562,57420,11741,159724,f
181905,68169,18439,268515,f
92758,67238,15552,175550,f
90142,57590,11381,159115,f
94195,61068,11858,167123,f
121282,61816,27538,210637,f
96398,60341,10901,167641,f
92372,58181,11466,162020,f
31171,77139,13337,121648,f
205117,96235,16664,318017,f
102754,97369,14499,214624,f
103105,66569,43240,212915,f
98770,92099,10603,201474,f
124831,72369,15180,212382,f
160825,62367,48726,271920,f
104334,96487,13436,214258,f
94472,63994,31863,190331,f
188923,100077,14001,303002,f
92825,55313,20410,168549,f
109688,90320,103180,303190,f
84910,39612,11961,136484,f
107529,44610,51637,203778,f
88425,53154,11473,153054,f
113137,47768,12743,173649,f
141918,44106,36947,222972,f
117044,46902,11615,175562,f
195415,100482,108860,404758,f
144293,70301,99285,313881,f
20249,46922,10321,77494,f
13305,43682,8185,65174,f
29615,41679,5465,76760,f
16551,42346,7182,66080,f
86738,42567,8141,137448,f
94641,45107,8024,147774,f
88666,47445,7056,143169,f
108437,43988,8357,160783,f
97714,45924,8400,152039,f
93157,49888,9827,152873,f
101757,52645,8783,163187,f
118569,51016,7531,177118,f
94220,51153,8647,154021,f
107588,51748,9704,169042,f
96499,51610,17807,165917,f
105296,56052,13196,174545,f
121612,55413,9421,186447,f
99501,53030,10109,162641,f
100527,52731,9205,162465,f
86229,56642,11130,154002,f
100296,57307,10254,167859,f
124371,51354,9533,185260,f
102346,55204,11155,168707,f
99046,57185,10079,166311,f
87713,59401,12657,159773,f
128765,58734,19293,206794,f
124317,61464,9493,195275,f
103552,62730,11483,177767,f
103444,64990,10957,179393,f
104371,94606,204478,403456,f
140584,91366,19375,251326,f
132355,54290,101267,287914,f
123297,44435,11317,179050,f
128153,49164,18498,195816,f
145039,45045,14321,204406,f
142484,47650,15974,206110,f
91362,49503,12401,153267,f
121013,47712,12241,180968,f
120689,55241,13955,189887,f
158620,52491,15621,226733,f
89850,56561,48644,195057,f
124668,67405,14814,206889,f
94605,63426,20052,178085,f
89594,69431,15787,174813,f
92877,62805,14711,170395,f
167374,67504,179890,414769,f
95934,71071,119930,286937,f
107709,94877,112008,314596,f
299573,100331,407383,807288,f
204559,93558,219531,517650,f
259337,100190,506474,866002,f
311412,87442,305986,704842,f
138800,52759,47596,239156,f
124713,133144,109188,367046,f
158397,78613,42807,279819,f
129121,56940,38271,224333,f
92136,55764,12893,160793,f
161459,62517,241990,465969,f
138077,91055,113397,342530,f
195107,95264,499778,790150,f
110082,89664,411563,611311,f
205510,117752,388732,711995,f
6987,7774,5325,20087,f
18299,8736,5777,32814,f
3387,10087,5595,19071,f
3928,11630,6479,22038,f
11703,11343,5515,28562,f
3649,11852,5319,20821,f
10150,11783,5796,27730,f
13222,14027,6131,33381,f
3571,13626,4846,22044,f
14715,13042,6411,34169,f
11698,13026,5890,30616,f
4758,13870,7033,25662,f
17267,15680,6147,39095,f
12549,17800,7179,37530,f
10437,26316,8561,45315,f
16920,18323,7118,42363,f
4301,18484,6551,29337,f
18754,18350,7327,44433,f
16540,17459,7810,41810,f
10863,18599,7350,36814,f
16155,19453,14120,49729,f
17178,18886,7025,43091,f
12250,20419,7521,40192,f
15761,19925,6882,42569,f
6812,19146,7689,33648,f
15583,23211,7290,46086,f
13923,22007,7404,43334,f
14049,20108,6745,40904,f
16575,22035,8332,46944,f
83766,22431,7011,113209,f
14117,22945,9874,46937,f
16121,21842,21568,59532,f
11227,20885,7268,39381,f
13476,20704,6337,40518,f
93867,131899,8857,234624,f
84842,74929,80318,240090,f
138016,92845,9584,240447,f
81525,47813,18661,148001,f
88393,49207,11481,149082,f
85570,37826,8957,132353,f
93766,26582,8896,129247,f
89536,26386,8231,124155,f
109467,149555,7827,266850,f
98652,644511,7829,750993,f
92470,936832,7136,1036439,f
97549,859900,8073,965523,f
92787,439243,15162,547193,f
119391,269415,8826,397634,f
97541,130429,13685,241656,f
123097,94302,10421,227822,f
113002,619273,14360,746636,f
93636,42883,8988,145508,f
84172,42343,9292,135809,f
96518,45126,6485,148131,f
83773,44945,8629,137348,f
85900,42986,9697,138585,f
84234,266917,81401,432554,f
93174,45895,12715,151786,f
88156,58528,88848,235533,f
102847,60400,11870,175119,f
104404,55255,8052,167712,f
91041,51943,9895,152881,f
85507,40509,9909,135927,f
107980,48799,48409,205189,f
87224,40072,43046,170343,f
94523,47991,10388,152903,f
99352,47875,8492,155720,f
87336,49082,9426,145845,f
87223,47373,28819,163416,f
86372,46780,9750,142904,f
86909,60870,19738,167519,f
157494,92055,38394,287945,f
129689,39927,10402,180020,f
123983,37037,11079,172100,f
89583,60059,8843,158487,f
91185,38682,16409,146277,f
804239,1287364,1603275,3694879,f
811490,395905,1692833,2900228,f
797911,825411,1190773,2814097,f
893736,711425,1993017,3598180,f
1407950,890111,603399,2901461,f
698486,1407185,1997437,4103110,f
105664,17652,7192,130510,f
83322,13877,7086,104286,f
104319,95910,210299,410529,f
109379,90798,202813,402991,f
402031,96779,202493,701305,f
87331,20177,7515,115023,f
85278,18314,8823,112416,f
95618,16948,8502,121069,f
111343,17274,7888,136506,f
94496,21384,27313,143195,f
95683,40698,26456,162838,f
99770,14960,7263,121995,f
107595,13461,5703,126760,f
88860,17694,6455,113010,f
98868,18609,7540,125018,f
88657,25218,9085,122961,f
98583,26696,9908,135189,f
114011,25712,8710,148435,f
107473,197184,106026,410684,f
112884,185302,299422,597610,f
311874,188570,217391,717836,f
112996,17193,7399,137590,f
94464,20284,9767,124516,f
96545,21715,8915,127176,f
110807,55603,7783,174195,f
92889,23955,10129,126974,f
296698,100967,606437,1004104,f
192010,189398,107146,488555,f
108624,191923,109540,410089,f
205687,192353,504208,902250,f
204178,95408,1300182,1599769,f
193383,96048,704448,993881,f
105997,93336,300371,499705,f
305348,108042,303026,716417,f
388189,198575,3005285,3592051,f
400448,196750,3595017,4192217,f
703006,901216,2096302,3700526,f
802999,1611159,1288179,3702338,f
206267,94807,598035,899111,f
308607,93485,3097375,3499468,f
495847,110845,4191683,4798376,f
1519365,513696,866321,2899384,f
207299,92790,1299489,1599580,f
250240,89709,1607222,1947172,f
375423,97782,1912634,2385841,f
819929,186698,1896823,2903452,f
700940,1008873,2094290,3804104,f
109458,285455,2810922,3205837,f
406320,96658,3697787,4200767,f
411556,399959,3300105,4111620,f
1199025,394203,1109248,2702477,f
507189,897381,802107,2206678,f
1200420,601428,2702767,4504616,f
1095074,698974,2706886,4500935,f
991615,1002400,2208923,4202939,f
1588952,723821,1288198,3600972,f
307789,38960,12139,358890,f
99774,41581,22626,163983,f
122047,43297,14348,179694,f
87971,40725,12764,141461,f
102504,40424,12193,155123,f
320599,45814,56347,422762,f
99104,76516,21063,196685,f
169033,42220,58090,269345,f
89000,44216,12822,146039,f
146943,54429,16800,218173,f
131150,55938,15370,202459,f
149181,58573,42139,249894,f
421776,54974,40265,517016,f
103059,189068,213714,505842,f
109077,89091,17336,215506,f
155427,58283,34991,248702,f
136729,95762,27979,260471,f
100843,85195,61050,247090,f
173600,84767,115125,373493,f
161760,84224,295833,541819,f
211906,81447,34772,328126,f
103684,81455,27407,212547,f
148263,113504,17330,279098,f
109250,111892,183095,404239,f
108724,70928,11696,191350,f
103369,54261,10554,168186,f
83672,18232,7123,109028,f
86818,28712,14514,130046,f
89174,25791,7188,122155,f
193994,98671,11213,303879,f
85597,50692,9373,145664,f
106526,49692,7828,164048,f
84748,50371,28192,163311,f
87638,49755,7090,144485,f
83414,20609,7543,111567,f
83461,21135,8195,112793,f
105670,18391,6514,130576,f
110012,32248,8664,150925,f
97553,32574,8906,139034,f
91024,33706,8934,133665,f
88327,27220,8476,124025,f
109459,26622,7164,143246,f
94815,27527,6364,128708,f
87638,34199,7906,129745,f
96312,32857,8486,137656,f
110950,32467,7651,151070,f
84540,29844,8623,123008,f
75926,31372,8227,115526,f
107811,31829,8745,148386,f
110115,30939,7920,148975,f
96718,33649,8531,138899,f
87679,35927,8082,131690,f
8384,91282,100251,199919,f
195674,101901,197923,495499,f
110230,88933,217907,417071,f
95567,32550,9226,137344,f
109008,31142,7331,147482,f
86112,37005,8629,131748,f
93902,32297,7726,133926,f
89822,38935,9633,138392,f
116928,38553,8877,164360,f
96767,44766,16249,157784,f
88116,43472,8895,140485,f
116050,40380,8741,165172,f
110394,42418,10380,163194,f
111292,41250,8898,161441,f
89809,40736,9098,139643,f
89241,42482,9226,140950,f
89472,46038,9774,145285,f
90086,45019,9257,144364,f
114956,40121,9341,164418,f
87674,40199,9110,136984,f
109128,41336,9255,159720,f
86361,40555,8474,135391,f
90326,44211,9602,144142,f
88930,41594,8890,139415,f
90096,40835,8933,139865,f
90802,45674,11285,147762,f
118285,47096,31945,197328,f
89829,47541,10188,147560,f
91165,44301,9397,144864,f
87986,44733,8797,141517,f
88882,165412,104105,358400,f
99269,101422,214011,414703,f
17754,9136,5361,32252,f
8991,8098,6061,23151,f
4994,9061,4296,18353,f
3422,4919,4691,13033,f
5057,7451,5644,18154,f
5996,6225,6124,18346,f
5925,7540,5677,19144,f
3368,6226,3928,13522,f
3186,6496,4204,13887,f
2887,5116,4247,12251,f
14034,6986,4666,25687,f
4796,5673,5065,15535,f
3251,5960,4387,13599,f
15506,8008,5523,29038,f
8148,8351,5256,21756,f
3437,11617,7891,22947,f
7482,11425,8837,27745,f
12876,9018,6490,28385,f
3741,8839,4781,17362,f
14647,16059,21866,52573,f
3599,10100,6466,20167,f
7273,19440,6338,33052,f
3779,17801,5794,27376,f
4155,21223,5873,31252,f
5187,20339,6313,31841,f
15445,19583,6089,41118,f
11588,20465,6298,38352,f
4109,21730,7200,33040,f
5786,21501,6550,33839,f
4592,10439,4357,19389,f
13863,9267,5467,28598,f
3131,9267,4857,17256,f
3727,9490,5994,19211,f
13986,11839,5269,31096,f
3664,11895,5192,20752,f
12256,11934,5935,30126,f
14129,18964,5627,38722,f
5933,13621,5823,25378,f
3282,12481,6076,21840,f
3297,14040,5133,22471,f
5914,12691,6805,25411,f
17110,16484,5255,38851,f
7736,16938,5931,30606,f
3979,15700,5427,25108,f
5140,16222,6676,28040,f
4798,19237,6839,30878,f
14526,17175,6515,38217,f
6560,19819,6545,32926,f
5592,16325,5841,27759,f
3924,18648,5878,28450,f
3594,21147,5637,30379,f
15469,23262,6661,45394,f
6739,22103,6281,35124,f
16313,15288,8397,39999,f
16458,13993,5439,35891,f
15903,14744,5782,36431,f
13989,13788,6484,34262,f
6386,15936,6850,29174,f
4626,14989,5716,25332,f
9655,15236,10324,35216,f
18135,14656,8308,41101,f
25975,15593,6762,48331,f
5084,6200,22522,33807,f
16711,13241,7289,37243,f
3612,10245,5064,18923,f
13690,11216,6051,30958,f
