precheck_duration,simulation_duration,redis_update_duration,submission_duration,optimistic_submission
102899,185712,122776,411389,f
900097,188444,519144,1607687,f
209562,90051,120426,420041,f
210242,149897,49508,409650,f
133643,96134,24520,254299,f
124805,51660,13500,189967,f
128931,51896,14980,195809,f
146696,57364,15783,219844,f
168125,54333,19479,241938,f
135994,72722,14854,223570,f
143117,65170,15323,223612,f
599398,102618,207779,909797,f
605027,92807,614714,1312549,f
306338,102665,394078,803082,f
225185,173146,314701,713032,f
208909,222377,73588,504875,f
140456,31754,64699,236911,f
142885,45546,14024,202456,f
201926,53908,23791,279626,f
130719,46666,15922,193308,f
203112,47519,60928,311561,f
114580,12011,7783,134375,f
187704,15885,7554,211144,f
96284,16532,8660,121477,f
119227,14216,7926,141371,f
124726,25588,11132,161447,f
116831,21664,9965,148462,f
120695,34874,12948,168518,f
166376,32276,69102,267755,f
149822,72667,99808,322299,f
155369,48082,13859,217312,f
155753,49605,21512,226871,f
137328,47500,26560,211390,f
130361,50359,67259,247980,f
238684,56048,54775,349509,f
179780,49600,33063,262445,f
138517,148766,149645,436930,f
205626,94013,301607,601248,f
302384,92045,802272,1196703,f
309990,188859,302301,801151,f
152035,279610,1197155,1628800,f
203906,95480,518368,817755,f
258594,66163,15368,340126,f
162071,60358,53438,275869,f
127378,56741,14650,198771,f
190282,57757,14098,262138,f
137919,63057,15096,216073,f
207715,60697,13235,281649,f
288062,62792,13558,364413,f
110730,62649,26571,199951,f
105673,194504,1010311,1310490,f
596841,96353,613640,1306836,f
200753,109266,387680,697701,f
333926,104488,393567,831982,f
200575,96905,109218,406699,f
349567,84891,382326,816787,f
204897,199550,22346,426795,f
206154,289816,15168,511140,f
2620,19420,4799,26840,f
2839,13687,5274,21800,f
3164,10163,4770,18099,f
4119,10254,6191,20565,f
90649,61242,9565,161458,f
111543,57983,8093,177620,f
88123,64211,17074,169409,f
112644,64087,8220,184953,f
99559,61139,7461,168160,f
86290,60546,8409,155247,f
3457,11532,4908,19899,f
3273,10857,5136,19267,f
3575,11809,5534,20920,f
3085,11781,6103,20970,f
5445,12909,7278,25634,f
8977,15450,7276,31705,f
26249,17055,5514,48819,f
6194,17175,6746,30116,f
14318,18747,7996,41062,f
7423,17534,7002,31961,f
14010,20372,6132,40514,f
13847,20149,7535,41532,f
7921,19364,7260,34546,f
9106,19686,6668,35461,f
7712,20213,7292,35218,f
11670,22428,7593,41692,f
26595,26749,48333,101678,f
51989,20368,8746,81105,f
86487,60818,7524,154831,f
108014,55634,8094,171744,f
86624,67694,7294,161614,f
85801,76043,10529,172374,f
146153,69096,7914,223165,f
86815,63924,9048,159789,f
104979,63343,15916,184240,f
96612,68330,11080,176022,f
110490,60634,7235,178360,f
96044,64449,9068,169563,f
115032,64605,8397,188036,f
85399,63903,8427,157731,f
86128,59405,8159,153694,f
85568,64474,8858,158901,f
108899,63848,37020,209768,f
100925,67544,8897,177368,f
89711,65676,7721,163109,f
100476,79562,8414,188454,f
106437,63113,7847,177398,f
86707,63745,6939,157392,f
88666,59800,15694,164162,f
87891,60591,7837,156320,f
107014,63996,8725,179737,f
87754,62578,21854,172188,f
500463,95345,108209,704018,f
108377,42618,24768,175765,f
139071,46554,13385,199011,f
124274,33689,12084,170048,f
249811,45768,13245,308826,f
100937,29328,54366,184632,f
152919,70740,11927,235588,f
99158,34180,51366,184706,f
151045,50930,14890,216867,f
145222,56107,104872,306203,f
107826,82444,61932,252203,f
103465,66122,110640,280229,f
147862,155039,535951,838854,f
96937,99584,703782,900304,f
185285,90051,102710,378047,f
106336,36324,13354,156015,f
118513,44153,21406,184073,f
127195,153366,109103,389665,f
168723,78575,308971,556271,f
209100,91130,605864,906096,f
109242,35699,12060,157002,f
107422,38149,12627,158199,f
105930,49548,12271,167751,f
110873,190536,203298,504708,f
3776,13242,6583,23604,f
14194,13642,6378,34214,f
3562,12781,6141,22485,f
5785,12442,6768,24997,f
11722,14202,6424,32349,f
4426,13376,6617,24420,f
3469,15640,5530,24639,f
13997,16188,6960,37147,f
3568,14161,5873,23602,f
13234,17563,5775,36573,f
4048,15856,5872,25777,f
3630,16163,9353,29148,f
11556,15647,6775,33979,f
4001,16207,7311,27520,f
4263,17607,7539,29411,f
14537,20462,6741,41741,f
4303,19496,7111,30911,f
5019,21366,7214,33600,f
16855,19428,6144,42429,f
73004,23001,7878,103884,f
5549,18967,6431,30948,f
17468,19479,7205,44153,f
6826,22280,8328,37435,f
5179,18132,6283,29595,f
5974,20663,8086,34725,f
25575,22322,7535,55433,f
4547,21488,9387,35423,f
4234,23401,8140,35776,f
7934,21177,6345,35457,f
27111,21073,6265,54451,f
4109,23446,6499,34056,f
11710,26230,8247,46188,f
17170,28368,8243,53782,f
5877,24919,8884,39681,f
4539,24525,7590,36656,f
83243,33753,8392,125389,f
99106,32501,9433,141042,f
95383,35696,9366,140446,f
87972,35328,7473,130774,f
107795,36278,7811,151886,f
94717,36405,8175,139299,f
86117,35526,9001,130646,f
93766,38452,7521,139740,f
143693,65517,10114,219326,f
86264,61584,8658,156508,f
167927,60563,20807,249299,f
105171,58915,11504,175591,f
130041,66358,10367,206767,f
131416,63681,9924,205023,f
87901,60601,9548,158052,f
165244,63816,10568,239630,f
130232,61698,10159,202090,f
204663,82134,10372,297171,f
87537,72160,10462,170160,f
77064,67509,11607,156181,f
124053,62639,8813,195507,f
109724,65323,12979,188027,f
20946,46391,8811,76149,f
28015,42734,6411,77162,f
15410,39239,6832,61481,f
13359,40555,6306,60221,f
19630,43224,7256,70110,f
10975,43699,7324,61999,f
13789,43290,6273,63354,f
17482,43676,6050,67209,f
23538,46792,7512,77843,f
28435,46552,6393,81382,f
15518,46813,5539,67872,f
20870,46625,6158,73655,f
28503,45423,6704,80632,f
16674,45336,7022,69034,f
13988,44583,6952,65525,f
17486,48357,6459,72303,f
30149,46438,7242,83831,f
21208,48749,6182,76139,f
14030,47638,7343,69013,f
16690,48589,6390,71670,f
33016,50969,6837,90823,f
77936,49565,6976,134479,f
27776,51507,7947,87231,f
34425,56153,8833,99413,f
40416,53794,7732,101943,f
30515,54826,7540,92883,f
120456,55250,7600,183307,f
92240,53945,6117,152303,f
91500,58117,7783,157401,f
112856,57687,7194,177739,f
95219,59506,9282,164008,f
103872,59474,8456,171804,f
98113,56473,8148,162735,f
179208,68461,7553,255223,f
133086,84969,10205,228260,f
125765,62474,9173,197414,f
126328,60948,9724,197002,f
156075,70569,9363,236008,f
124837,70047,6558,201444,f
139415,61500,9659,210576,f
172479,71007,9780,253266,f
149178,69172,21651,240003,f
133760,62207,8770,204740,f
87662,59485,10209,157358,f
129384,76440,22202,228029,f
125091,70025,9566,204683,f
126097,68730,10193,205022,f
124048,82055,10407,216512,f
97278,27241,7718,132239,f
3608,9343,5335,18287,f
3495,5883,5141,14520,f
3273,4197,4457,11928,f
3428,4895,5189,13513,f
3351,4946,4947,13246,f
5397,5578,5204,16180,f
5781,7635,6801,20218,f
3578,6765,5751,16096,f
3549,7074,6182,16807,f
3144,6617,4856,14619,f
3927,10919,6011,20859,f
6837,13204,5243,25286,f
3348,10582,6244,20176,f
17272,11169,4964,33406,f
13567,10434,5218,29220,f
17495,12949,5990,36435,f
13837,11805,6481,32124,f
22530,21176,7710,51417,f
22184,16722,7465,46372,f
15124,16222,5430,36777,f
22571,18503,5898,46975,f
7194,22017,4852,34065,f
22922,16697,5180,44800,f
6039,17147,5947,29134,f
20523,18027,6187,44738,f
17591,25389,6136,49117,f
11497,19443,6729,37671,f
15603,15864,5551,37019,f
10576,17963,6394,34934,f
95386,20034,8919,124341,f
97862,18856,7777,124497,f
17910,18250,8073,44234,f
97354,19981,6490,123826,f
112912,23326,15937,152177,f
105010,21293,7553,133857,f
101090,19537,7251,127880,f
99782,21320,7361,128465,f
110994,22575,7151,140721,f
89153,22059,7525,118738,f
115138,20534,7021,142694,f
83155,26472,7479,117107,f
83496,23231,8219,114948,f
105366,26261,57679,189308,f
86192,30257,15695,132144,f
101964,26838,70904,199707,f
101841,22623,7789,132254,f
115113,24197,8005,147316,f
82244,24287,7653,114185,f
88620,24565,7650,120836,f
99442,24602,7929,131975,f
143948,26075,8527,178551,f
103246,23505,8641,135394,f
82793,24054,8101,114950,f
129253,26565,6636,162456,f
116819,25516,8537,150873,f
89932,24101,7573,121608,f
84688,26354,6565,117609,f
120717,27135,11022,158875,f
114643,27634,9158,151436,f
128733,24224,7374,160332,f
84525,25023,7674,117223,f
86099,27391,11574,125065,f
85012,26389,65803,177205,f
88477,36511,30680,155671,f
111837,14057,23236,149130,f
89987,19458,8505,117950,f
17632,13109,6963,37706,f
29995,7852,6387,44235,f
15123,10676,5954,31755,f
17213,13496,6773,37482,f
15721,11582,5852,33157,f
5871,12881,7028,25781,f
10664,12148,7296,30110,f
24834,15441,8601,48877,f
90425,14744,8274,113444,f
27378,14756,7751,49886,f
95289,14049,7938,117277,f
96362,13821,7355,117539,f
88554,14393,7522,110470,f
22374,15706,7971,46053,f
100345,16994,8265,125605,f
94870,16344,13990,125205,f
102385,16760,9568,128714,f
27282,18928,7290,53501,f
146932,19170,8744,174847,f
123316,20953,7434,151703,f
17022,18209,7241,42474,f
94266,17357,9875,121500,f
97311,18609,7425,123346,f
108606,21027,7205,136839,f
29347,23745,9310,62403,f
180622,23214,9673,213510,f
99594,23951,9537,133083,f
94345,22467,7886,124699,f
31256,21597,9977,62831,f
99100,21330,8659,129092,f
132935,24431,11069,168437,f
18989,22608,8217,49816,f
103611,24473,8206,136291,f
90733,27996,8013,126743,f
39205,76937,101110,217254,f
107889,93198,115044,316133,f
108234,92451,99260,299948,f
175643,24850,9537,210032,f
123839,24327,7772,155940,f
105466,22597,9222,137287,f
19303,24427,9082,52814,f
84122,25166,8286,117576,f
86498,24691,7849,119039,f
99743,24625,11213,135583,f
92372,29006,8789,130169,f
88156,29168,8818,126144,f
26882,25080,7822,59786,f
86096,28644,7262,122004,f
99637,24746,7179,131564,f
88513,31014,8114,127643,f
85710,25314,7850,118875,f
85698,26172,8359,120230,f
114166,28621,9130,151919,f
23041,29184,9322,61548,f
92842,27275,8631,128749,f
82950,28623,9090,120664,f
85112,29249,9782,124145,f
100974,31470,10702,143148,f
93142,29748,12499,135391,f
27517,27022,10605,65147,f
86349,28950,10158,125459,f
110120,90440,14570,215131,f
114626,156318,15642,286588,f
62261,135201,199221,396685,f
66013,53490,10848,130352,f
203116,50782,11140,265040,f
120631,51688,13460,185781,f
22731,30196,8005,60933,f
133720,45836,11814,191372,f
93832,45811,10619,150264,f
43441,48789,10081,102313,f
187057,47999,11453,246510,f
122518,50731,11047,184297,f
115756,53966,31647,201370,f
138629,54915,12804,206350,f
76574,51707,11023,139305,f
133174,55573,23045,211793,f
97172,60069,12148,169390,f
118290,54739,11390,184421,f
128598,51041,19871,199512,f
8498,91677,108505,208682,f
195554,55671,50934,302160,f
102612,57128,51836,211577,f
123400,54360,14316,192078,f
80206,53499,36446,170152,f
118171,56761,10910,185843,f
62328,64260,10742,137330,f
130513,59018,13663,203195,f
129134,66429,11566,207130,f
44002,60814,10574,115391,f
117482,61187,11266,189936,f
132057,55848,12121,200028,f
206110,94921,102814,403847,f
138776,61973,86078,286828,f
128593,56420,9986,195000,f
45158,53220,12182,110561,f
129315,55673,12001,196990,f
133237,54069,11842,199148,f
118858,60367,12382,191609,f
108347,57442,10988,176778,f
58184,62748,38273,159206,f
128626,60163,12015,200805,f
131481,60619,11683,203785,f
123335,63471,10950,197757,f
57673,96031,50060,203766,f
110717,97288,11786,219792,f
66549,63874,12953,143378,f
94163,96122,19073,209359,f
128271,61123,12616,202011,f
151358,60812,43737,255909,f
104831,68618,126127,299577,f
150960,65420,29614,245996,f
107068,62126,33295,202491,f
143210,66428,46457,256097,f
110056,90108,18393,218558,f
102028,96011,21925,219965,f
129372,117690,46820,293884,f
214109,86561,107414,408085,f
106227,94334,103483,304046,f
104018,67269,33144,204434,f
146601,65884,13014,225499,f
99817,66646,13381,179845,f
93390,66477,17105,176974,f
194496,64424,21501,280421,f
184980,66221,44956,296158,f
98713,92401,14441,205556,f
5249,10435,6364,22050,f
22569,66436,9085,98092,f
90136,64709,19088,173934,f
92701,61637,6397,160736,f
3491,4528,4490,12510,f
3448,7232,6224,16905,f
3272,6262,5207,14743,f
3118,7933,5973,17026,f
4356,7869,4836,17062,f
3906,7510,6026,17444,f
4323,7690,6491,18505,f
3637,8212,6644,18494,f
3428,7512,5362,16304,f
4653,8079,6736,19468,f
4395,9259,6277,19932,f
16572,11554,4758,32885,f
5125,10486,6154,21767,f
4902,10104,6278,21284,f
17513,10464,6212,34190,f
7353,13908,7191,28452,f
6673,15416,6749,28839,f
17236,12880,10169,40286,f
8111,14118,6553,28783,f
15138,14882,7450,37471,f
11496,12192,6365,30055,f
12768,23460,7935,44164,f
16797,24696,7837,49331,f
10151,19943,6035,36131,f
10763,24511,7255,42530,f
15111,25154,8251,48517,f
12489,27730,7509,47729,f
15337,23062,6208,44609,f
15552,24812,13381,53746,f
4292,27171,8340,39805,f
12033,26928,7049,46011,f
16295,24353,8486,49136,f
11861,29514,7688,49064,f
13323,27884,7951,49159,f
20239,34281,9630,64151,f
17969,27721,7515,53206,f
11871,29238,8451,49562,f
11849,29302,8169,49322,f
13408,35068,7802,56279,f
16446,28314,7528,52289,f
92209,69529,13097,174836,f
88650,67568,9933,166152,f
16770,66912,13321,97005,f
90762,68574,9477,168816,f
89941,67507,7181,164630,f
85669,74204,7875,167749,f
87985,37868,11286,137141,f
112780,36559,61133,210473,f
99416,36711,9084,145211,f
85965,41665,14167,141797,f
34388,40075,12230,86695,f
100441,43316,19157,162915,f
110790,37086,41867,189745,f
84494,71448,8562,164506,f
94790,66764,8393,169948,f
89638,65439,8319,163396,f
86081,35207,12189,133478,f
96668,34543,20783,151996,f
25423,40591,35599,101615,f
82822,38046,38637,159507,f
93617,37035,9309,139962,f
31702,37197,9905,78805,f
83831,36547,9499,129879,f
99339,35595,9225,144160,f
108040,91241,102923,302206,f
112795,98813,14245,225854,f
9536,39727,7381,56646,f
100041,49087,6501,155631,f
93849,47690,6328,147869,f
22249,49436,6873,78560,f
90438,49002,6808,146250,f
102193,53030,8477,163701,f
89873,49800,7593,147268,f
25901,49408,7432,82741,f
97433,50987,6874,155296,f
87805,50149,8313,146268,f
17956,54046,9128,81131,f
104535,54916,6866,166318,f
105608,56020,8477,170106,f
111298,64850,12634,188783,f
92694,66712,18591,177997,f
44049,64595,11869,120514,f
142500,77100,15177,234778,f
157318,76715,10940,244974,f
163798,100310,33143,297253,f
166637,97210,10142,273990,f
124070,93006,13227,230304,f
145990,86658,14002,246652,f
148745,88222,30974,267943,f
75782,86451,15461,177695,f
144041,89723,12986,246751,f
210587,188865,205452,604905,f
73604,102788,20134,196528,f
159366,98970,15245,273583,f
147954,103141,14721,265817,f
154274,93345,199663,447283,f
199909,99420,108482,407813,f
102873,191162,215472,509508,f
247179,392112,730884,1370176,f
129051,98943,12957,240953,f
152164,102251,14132,268549,f
182477,104202,19113,305794,f
170586,152330,82672,405589,f
93008,109973,12982,215964,f
138691,130325,14879,283897,f
168743,106998,13628,289370,f
48211,108440,13119,169771,f
146073,104250,51074,301399,f
138037,173800,11877,323716,f
130514,291369,14667,436551,f
102483,215388,13299,331171,f
82647,119881,13836,216365,f
102550,115053,23277,240882,f
120930,152999,19286,293216,f
10479,96704,91792,198976,f
4952,7584,97420,109956,f
108307,90848,204709,403865,f
202397,99708,103732,405838,f
104568,16306,90497,211373,f
3381,10519,5395,19297,f
15037,6296,5861,27195,f
5744,6067,5487,17299,f
4089,8485,4890,17465,f
7173,98516,9975,115664,f
4000,89672,11394,105067,f
4868,6982,96224,108076,f
40532,10334,85086,135955,f
5423,95354,11613,112392,f
5308,195478,109033,309820,f
7355,93151,204573,305080,f
4977,9523,88844,103344,f
47801,8339,5079,61221,f
91269,93816,6554,191640,f
8372,90267,105167,203807,f
5302,94098,112394,211795,f
9073,186541,7873,203488,f
4969,95589,102444,203004,f
8853,89235,300475,398565,f
209751,92280,105095,407127,f
108427,93380,10527,212335,f
107178,12882,82086,202148,f
102228,42140,60112,204481,f
12722,33052,59976,105752,f
74947,31535,7653,114136,f
71917,30112,6464,108494,f
29216,31949,6612,67779,f
102238,18286,82086,202612,f
17139,81693,6781,105614,f
35862,33195,9759,78817,f
55404,34904,7794,98103,f
34653,40777,24753,100184,f
11863,38441,9969,60275,f
12868,40139,9246,62254,f
28828,39307,10445,78582,f
38359,36718,7501,82578,f
27442,33039,6357,66839,f
101270,33118,7144,141532,f
6296,34375,8453,49125,f
38090,36782,7774,82647,f
86973,35254,8998,131226,f
46813,35633,8915,91362,f
13810,42654,24025,80491,f
3942,36041,7793,47777,f
65366,36101,7356,108824,f
82636,36107,9635,128379,f
3619,33340,6783,43743,f
37139,32851,5721,75712,f
81266,33429,5139,119835,f
6293,37391,5566,49251,f
49117,37120,7327,93565,f
128742,73513,8542,210798,f
88010,63532,9467,161010,f
115515,67676,8694,191886,f
89842,67252,9145,166241,f
145200,64520,12224,221946,f
173485,59592,7839,240917,f
206827,60167,7664,274659,f
108730,71588,7781,188100,f
143856,61087,8247,213191,f
108736,34403,8042,151182,f
112905,34837,8035,155778,f
118102,39909,7849,165862,f
168328,52401,11984,232714,f
182994,54801,9824,247620,f
132143,49870,10097,192112,f
115066,64110,9649,188826,f
144767,61796,10422,216986,f
109901,73385,11645,194932,f
125532,38575,9051,173160,f
158667,42656,9994,211319,f
131553,38878,10323,180755,f
166524,38902,8026,213453,f
160282,42031,9603,211917,f
150118,43307,33799,227225,f
193047,43835,9956,246839,f
194985,44799,9935,249720,f
241996,49820,44903,336720,f
119293,55167,19054,193516,f
177994,52194,22961,253151,f
179525,50931,10419,240876,f
86866,46163,9765,142796,f
149820,57621,36335,243778,f
132083,44407,10126,186617,f
159703,62482,8119,230305,f
147985,46349,12852,207187,f
194977,47921,11155,254055,f
131489,56720,13678,201889,f
171619,57147,16151,244918,f
162045,51447,16829,230323,f
148010,46531,10392,204935,f
136976,61469,39725,238171,f
132923,45867,10483,189274,f
94078,43281,12157,149517,f
174640,43975,13906,232523,f
88760,44293,9956,143010,f
90360,47593,10740,148695,f
88105,44975,7900,140982,f
147338,46641,10339,204319,f
235043,46358,9354,290756,f
151187,45787,9838,206814,f
248355,90405,15262,354024,f
98414,48374,13423,160212,f
156000,46116,12044,214161,f
205848,45519,13001,264369,f
3952,5726,5458,15137,f
3342,5057,4746,13146,f
2739,4192,4622,11554,f
3001,4990,4577,12570,f
3302,7285,4996,15584,f
3295,6286,5365,14947,f
2565,7758,5198,15521,f
3968,4973,4147,13089,f
3044,6508,5215,14769,f
20131,7528,4824,32485,f
12563,6359,5256,24180,f
3627,6634,21873,32136,f
45138,8330,6480,59949,f
12198,6961,5758,24918,f
5639,7006,4446,17093,f
24238,7313,5096,36648,f
12782,7896,5450,26130,f
4608,7448,6406,18464,f
20353,7973,5215,33542,f
12220,8495,5628,26344,f
238729,32410,62733,333873,f
141124,43147,11725,195998,f
164746,42105,17866,224718,f
349435,99480,99691,548607,f
207565,93757,198680,500004,f
9284,8474,5088,22847,f
17077,10538,5714,33330,f
6182,8024,5302,19509,f
20513,9459,5898,35872,f
17501,8482,5556,31541,f
12388,8330,5419,26138,f
8954,9305,4936,23196,f
3545,9158,5657,18362,f
13162,10884,5274,29321,f
11014,10563,7859,29437,f
12299,9576,35454,57330,f
115198,18042,7477,140718,f
125346,20115,8419,153881,f
201637,21695,10858,234192,f
264283,31043,62542,357869,f
303533,96069,113233,512837,f
153868,41717,58053,253639,f
96840,46089,26708,169638,f
100180,41946,12607,154734,f
192303,42551,34308,269163,f
110133,191532,108350,410017,f
136457,43737,59148,239343,f
195575,40562,10877,247016,f
217853,49717,14261,281832,f
123478,54801,11827,190107,f
92802,58101,16466,167371,f
153661,46682,127616,327960,f
127570,44856,62280,234707,f
184749,43897,64086,292734,f
234786,44922,128193,407902,f
4663,23640,7367,35672,f
44482,21281,7713,73477,f
25476,22338,54666,102482,f
3969,24310,6770,35050,f
43859,23849,6283,73992,f
3928,22848,6607,33384,f
23078,15451,19164,57694,f
5102,9718,19486,34308,f
3091,11277,5700,20069,f
4234,12701,7098,24035,f
4133,8912,5918,18964,f
3389,19378,6501,29270,f
2964,12475,4742,20182,f
3589,12557,5695,21842,f
3713,11640,5657,21011,f
16851,13398,6155,36406,f
12611,12849,6761,32223,f
8482,11846,5582,25912,f
38160,14144,5401,57706,f
11373,14289,5837,31501,f
18059,14347,5659,38066,f
9055,19424,6227,34707,f
13345,20650,5164,39161,f
12866,18977,5847,37692,f
15816,15621,6036,37475,f
14946,20123,5728,40798,f
37962,15443,6128,59535,f
30250,20824,6154,57229,f
43134,17168,5574,65877,f
15830,15113,6899,37843,f
21015,25304,6335,52655,f
53104,21002,6250,80357,f
49125,28948,6487,84561,f
15585,21436,5830,42853,f
23861,21957,8001,53820,f
11374,28151,5905,45432,f
13175,22027,5650,40853,f
61254,30158,6855,98268,f
24778,23771,6322,54873,f
29652,20465,7286,57405,f
3659,22787,6365,32812,f
10900,23652,5773,40327,f
21949,23674,7621,53246,f
66568,22737,8955,98260,f
3602,22463,7083,33149,f
25013,22357,7148,54519,f
5214,21627,51552,78394,f
83974,20365,6294,110634,f
4744,21109,6260,32114,f
3432,21261,6485,31180,f
48562,24430,6955,79949,f
4247,22803,7414,34465,f
20002,23510,6552,50066,f
35570,24923,6403,66897,f
4238,22743,7514,34497,f
13268,23105,6222,42597,f
4985,22741,7297,35025,f
25149,25617,8038,58805,f
3558,24367,5843,33769,f
37343,24678,9815,71837,f
32225,22285,6082,60594,f
30642,25392,6103,62138,f
168007,51361,14554,233924,f
157446,28894,8970,195311,f
168976,27065,20951,216994,f
148768,71911,12653,233334,f
3907,12404,6751,23063,f
118001,26057,10177,154236,f
238208,27400,60193,325803,f
317161,89655,100825,507642,f
114445,43638,15078,173163,f
224248,76637,12613,313500,f
146009,34070,16698,196778,f
92332,33159,10338,135829,f
145590,34491,36059,216141,f
264904,164686,104045,533636,f
210837,89824,102973,403635,f
235434,46834,10410,292680,f
234641,37081,10027,281750,f
208381,37678,22989,269049,f
157024,30400,72401,259827,f
116905,34082,14518,165507,f
266291,34792,33938,335022,f
150126,35008,9823,194959,f
187444,36109,10419,233973,f
194851,151194,100262,446307,f
204066,96519,99719,400306,f
201537,34960,9591,246089,f
174113,37424,10396,221934,f
125903,35914,9881,171700,f
135642,39020,8243,182906,f
93859,38700,10600,143161,f
127579,36040,12770,176390,f
167613,36433,10454,214502,f
124187,36274,10394,170856,f
130923,37758,10237,178920,f
104872,35548,11259,151681,f
149417,36826,9830,196074,f
85911,35062,8955,129929,f
126388,36947,14192,177528,f
133475,38501,10018,181995,f
160232,39209,10128,209571,f
101485,38801,13222,153510,f
145599,37462,9333,192396,f
163169,39984,10845,213999,f
145394,59223,11160,215780,f
21650,8046,6894,36591,f
14666,11673,7311,33651,f
34782,10702,7430,52915,f
13853,11476,6871,32201,f
8811,11676,5981,26469,f
15243,12604,6410,34258,f
13987,9754,6163,29905,f
8050,10713,7026,25790,f
15333,11621,6321,33276,f
10965,11505,8945,31416,f
15711,11226,6924,33862,f
11870,11082,5777,28730,f
13496,11143,5950,30590,f
80469,11229,6195,97894,f
13000,12393,7014,32409,f
10142,11762,5954,27859,f
12880,14683,5654,33218,f
31833,14206,6057,52098,f
4189,13549,6375,24114,f
12510,15489,10317,38317,f
12428,12122,7151,31702,f
14479,12318,6505,33303,f
14179,18545,6252,38978,f
10790,15040,7029,32861,f
11500,14050,5600,31151,f
14884,15472,6337,36694,f
27991,16944,6630,51567,f
16795,16018,6818,39632,f
18677,14895,7161,40734,f
18538,17679,7382,43599,f
96223,20205,7506,123936,f
142597,16773,6628,166000,f
99786,17871,7647,125306,f
101409,18688,7811,127909,f
102515,18561,8936,130014,f
85123,29936,7594,122655,f
115832,24623,8446,148903,f
95387,22144,7180,124713,f
91068,27448,8971,127488,f
105569,29008,9079,143658,f
87820,17973,8088,113882,f
126504,17395,30256,174156,f
85192,27195,11126,123515,f
87219,21995,9182,118399,f
87482,24160,11225,122868,f
100888,20868,8527,130284,f
85384,23568,6799,115752,f
112985,24108,6939,144033,f
86856,22785,7143,116785,f
97465,20862,7590,125918,f
103729,29548,9995,143274,f
86559,28111,11057,125729,f
102078,29820,11076,142975,f
93254,30662,7492,131409,f
106213,31117,46869,184202,f
249242,30056,9856,289156,f
85425,27371,11954,124751,f
117817,25277,8981,152076,f
28391,33254,6889,68535,f
3806,24682,5679,34169,f
14172,28548,7602,50323,f
10657,27098,8069,45825,f
28777,26592,8555,63924,f
17678,36745,17113,71538,f
3758,34608,6714,45082,f
15330,33575,6961,55867,f
14491,63760,6587,84840,f
7977,12087,6473,26538,f
5426,10939,6598,22966,f
3674,10325,5590,19591,f
4200,10027,6332,20560,f
4154,10818,6244,21217,f
6556,15289,6158,28005,f
17644,13882,5598,37125,f
4012,14458,5361,23832,f
5653,14248,6371,26273,f
14490,17769,5866,38127,f
8300,19285,7350,34936,f
11232,18281,8737,38252,f
17150,15962,6566,39680,f
7112,17655,5742,30511,f
3992,15989,6280,26263,f
17925,17956,6013,41895,f
8986,16794,6119,31900,f
12070,20099,6312,38482,f
21140,18572,6879,46592,f
3986,21032,5951,30971,f
12691,19843,6319,38855,f
13268,19289,7055,39613,f
12714,23631,6529,42876,f
18743,20479,6296,45519,f
8040,21761,6584,36387,f
13816,19711,7941,41469,f
8018,20744,5737,34500,f
10799,22630,7691,41121,f
15957,21172,8187,45318,f
8901,20517,7093,36512,f
14311,21941,8580,44834,f
14941,20164,5676,40783,f
6147,22359,6711,35218,f
27993,33748,6279,68021,f
5059,61366,6835,73261,f
5460,98676,97991,202129,f
6000,39190,7988,53180,f
5077,47911,52732,105722,f
9906,35910,10800,56618,f
12086,39735,8157,59979,f
4629,35580,6921,47130,f
18112,34894,7480,60488,f
18364,43159,7464,68989,f
3876,37728,6044,47649,f
12262,34947,7768,54979,f
26171,38777,8631,73580,f
6351,35701,9009,51063,f
6809,42903,9393,59107,f
18291,37623,7630,63546,f
17197,40458,7530,65187,f
7245,36569,6797,50613,f
28052,36682,6684,71419,f
29127,36235,7685,73048,f
16356,51482,6728,74567,f
151713,31265,10243,193222,f
21372,39948,7079,68400,f
86828,19764,8120,114713,f
86122,20087,8197,114407,f
91416,20166,7332,118914,f
187413,25823,9478,222716,f
140368,36369,7086,183824,f
96121,22621,9530,128273,f
99842,26536,15634,142014,f
88477,21347,7201,117027,f
254770,26776,17427,298974,f
91795,51608,10295,153700,f
89582,24089,7667,121339,f
89812,26221,8467,124501,f
127582,26629,8881,163094,f
247806,27787,8211,283804,f
210590,28071,8951,247614,f
144442,26440,9295,180178,f
213485,27522,9649,250658,f
113725,25124,8990,147840,f
220180,27219,11017,258417,f
115049,29400,10500,154951,f
132399,26007,8711,167118,f
166654,26984,8757,202396,f
100128,27215,8842,136186,f
87266,26199,7534,121000,f
149423,28188,8910,186522,f
155095,29294,10681,195071,f
148392,27618,8838,184850,f
94360,27982,9406,131749,f
142724,29377,8099,180201,f
95546,28690,9447,133684,f
110685,27646,9095,147427,f
131983,28303,10689,170977,f
158853,35209,11173,205236,f
157557,27036,11244,195838,f
95963,27664,7388,131016,f
91228,26193,29756,147178,f
206860,191079,206031,603972,f
216997,189159,404492,810650,f
514207,196246,394901,1105355,f
410259,595314,612261,1617835,f
256284,69491,56845,382622,f
105839,56753,15437,178031,f
316900,55740,17088,389729,f
402987,58313,12920,474221,f
141293,56641,13739,211674,f
298839,57371,12394,368605,f
135567,58795,13298,207662,f
138681,73218,13719,225619,f
3073,8299,4622,15995,f
3442,5792,4738,13974,f
2942,6924,4567,14435,f
3074,5043,5128,13246,f
