substring|decode_duration|pg_column_size
0xb67a51|136184|385775
0xb67a51|27639|31822
0xb67a51|125606|386398
0xacea6a|49743|32366
0xacea6a|244223|386390
0xb67a51|30923|32619
0xb67a51|118466|386867
0xacea6a|163510|387485
0xb67a51|85271|33695
0xacea6a|318661|91427
0xacea6a|58602|33722
0xb67a51|100239|104826
0xaa1488|79563|33885
0xaa1488|80608|34214
0xaa1488|129827|403535
0xb67a51|90888|34232
0xb67a51|139523|403536
0xaa1488|80425|34373
0xacea6a|165974|403308
0xb67a51|91956|34796
0xaa1488|126451|403434
0xacea6a|134478|34765
0xacea6a|163823|403201
0xaa1488|81053|34912
0xb67a51|234245|403636
0xaa1488|195195|465845
0xaa1488|81021|35847
0xb67a51|203865|466065
0xb67a51|90609|36011
0xaa1488|81212|36250
0xaa1488|96100|466117
0xaa1488|79579|36380
0xacea6a|212052|465875
0xaa1488|138801|466295
0xacea6a|134339|36339
0xaa1488|80657|37010
0xb67a51|172997|466306
0xb67a51|95159|37058
0xaa1488|136338|466557
0xacea6a|116773|60470
0xaa1488|67152|37832
0xb67a51|107674|61211
0xaa1488|80382|38322
0xacea6a|112963|61676
0xb67a51|97307|38280
0xaa1488|81331|38494
0xb67a51|97915|61844
0xaa1488|80398|40338
0xb67a51|94776|62416
0xacea6a|136281|38376
0xacea6a|113465|62318
0xaa1488|3721|32566
0xb67a51|99201|62923
0xb67a51|92127|63330
0xb67a51|30002|32832
0xaa1488|2352|33046
0xacea6a|113078|63443
0xaa1488|2262|33494
0xb67a51|87722|64225
0xacea6a|27608|10393
0xb67a51|88987|65415
0xb67a51|33153|11137
0xacea6a|115285|64783
0xacea6a|69034|11094
0xb67a51|85025|65958
0xb67a51|25174|11362
0xacea6a|116046|89650
0xb67a51|31830|12445
0xb67a51|92260|89821
0xb67a51|91387|91623
0xacea6a|104263|12400
0xb67a51|87369|91794
0xb67a51|53620|13094
0xb67a51|93748|105653
0xacea6a|67404|18202
0xb67a51|94206|106220
0xb67a51|177534|89479
0xacea6a|127435|106607
0xaa1488|105606|231206
0xb67a51|93749|106741
0xaa1488|104354|91213
0xb67a51|89205|110873
0xacea6a|125009|111562
0xacea6a|186650|90914
0xb67a51|107039|90987
0xacea6a|112126|104779
0xb67a51|23148|21091
0xaa1488|100037|113338
0xacea6a|125411|113109
0xacea6a|69801|21044
0xaa1488|99081|113680
0xb67a51|36203|21342
0xacea6a|127455|113451
0xb67a51|50477|24779
0xb67a51|117074|113467
0xacea6a|108654|24495
0xaa1488|95187|114496
0xb67a51|38503|29145
0xaa1488|99104|114681
0xacea6a|76648|29789
0xacea6a|185612|114257
0xacea6a|5986|8932
0xb67a51|106329|30084
0xacea6a|45411|30074
0xb67a51|90819|111957
0xb67a51|68714|30759
0xb67a51|101673|112875
0xacea6a|76076|30981
0xacea6a|125398|112851
0xb67a51|96400|113124
0xb67a51|94179|31216
0xaa1488|85087|82481
0xb67a51|127165|42774
0xb67a51|133468|82248
0xaa1488|80628|42951
0xb67a51|124170|82474
0xacea6a|171175|42728
0xaa1488|87632|82718
0xaa1488|83218|43257
0xacea6a|288398|82308
0xaa1488|81932|43542
0xacea6a|319630|120867
0xb67a51|115897|43318
0xaa1488|79416|43761
0xb67a51|10038|9863
0xaa1488|87414|89661
0xacea6a|13323|10291
0xacea6a|227114|88941
0xb67a51|15420|11208
0xb67a51|14694|12019
0xacea6a|101388|11576
0xaa1488|102455|232303
0xb67a51|20667|14563
0xacea6a|168029|23475
0xacea6a|83249|16105
0xb67a51|176109|30793
0xb67a51|119880|29112
0xacea6a|192646|30816
0xb67a51|92287|30221
0xb67a51|95843|31599
0xacea6a|182740|30205
0xb67a51|99992|37884
0xacea6a|210202|38148
0xb67a51|138515|30373
0xb67a51|122943|63131
0xb67a51|106357|40269
0xb67a51|168846|74512
0xacea6a|203930|40243
0xb67a51|158073|49026
0xacea6a|208213|96082
0xb67a51|112670|49693
0xacea6a|234174|49509
0xb67a51|127539|96404
0xb67a51|125351|50157
0xacea6a|237247|49969
0xb67a51|181541|50397
0xacea6a|205655|49969
0xacea6a|294451|96311
0xaa1488|92374|96844
0xacea6a|286315|110697
0xb67a51|251378|110947
0xb67a51|221888|111570
0xacea6a|332160|111522
0xb67a51|211865|112903
0xb67a51|162902|120181
0xacea6a|406063|120945
0xb67a51|177820|124557
0xb67a51|134505|126021
0xacea6a|172761|125983
0xb67a51|100289|31980
0xb67a51|113661|32544
0xacea6a|200704|34634
0xacea6a|22327|14398
0xb67a51|134682|228796
0xb67a51|11117|14641
0xaa1488|119701|229333
0xacea6a|2434|16528
0xaa1488|103819|230130
0xb67a51|53588|17396
0xb67a51|185364|147865
0xb67a51|132958|148478
0xb67a51|98240|48027
0xacea6a|318726|148459
0xacea6a|114325|45435
0xaa1488|93193|148548
0xb67a51|96615|48408
0xb67a51|104885|149344
0xb67a51|154386|48850
0xacea6a|256321|49060
0xaa1488|92662|149419
0xb67a51|88256|50220
0xaa1488|88785|149667
0xacea6a|113335|50287
0xaa1488|91149|150145
0xaa1488|91509|150330
0xb67a51|126131|150288
0xaa1488|89610|150692
0xaa1488|89961|86097
0xaa1488|89590|86566
0xaa1488|87537|87947
0xacea6a|147400|150055
0xaa1488|87943|151168
0xb67a51|119346|151597
0xaa1488|89309|151651
0xaa1488|94423|155385
0xaa1488|90528|156004
0xaa1488|88840|156511
0xb67a51|125338|156264
0xb67a51|89535|53686
0xacea6a|151189|155785
0xb67a51|89833|54044
0xacea6a|115255|53947
0xaa1488|92717|156839
0xb67a51|122502|56453
0xaa1488|87075|56781
0xaa1488|99752|228837
0xaa1488|85785|57054
0xaa1488|99956|229063
0xacea6a|113754|56526
0xb67a51|104192|231839
0xb67a51|88359|56883
0xaa1488|101979|98639
0xaa1488|86025|80226
0xaa1488|83137|80475
0xacea6a|105250|105717
0xb67a51|93895|105822
0xaa1488|102834|108130
0xb67a51|92090|80293
0xaa1488|84910|81252
0xaa1488|198716|402157
0xaa1488|85187|81611
0xacea6a|392237|157921
0xaa1488|88014|85844
0xacea6a|311795|81325
0xaa1488|101800|98366
0xb67a51|143630|85937
0xaa1488|97007|105806
0xb67a51|197568|105461
0xb67a51|9772|17467
0xb67a51|144821|108114
0xb67a51|105807|108511
0xacea6a|79830|25341
0xacea6a|320893|57945
0xb67a51|128441|110526
0xb67a51|115682|58948
0xb67a51|93761|87792
0xb67a51|112633|54511
0xacea6a|119691|87684
0xacea6a|295254|59039
0xaa1488|87976|88321
0xb67a51|128827|56039
0xb67a51|139865|88146
0xacea6a|283205|73504
0xacea6a|682|14041
0xb67a51|16501|15004
0xb67a51|139172|75811
0xacea6a|532|16130
0xb67a51|157437|76501
0xb67a51|9836|16964
0xacea6a|288996|76405
0xacea6a|549|17292
0xb67a51|84649|79750
0xaa1488|104735|158198
0xb67a51|177488|80201
0xb67a51|100366|120014
0xacea6a|299166|79951
0xacea6a|216814|117969
0xb67a51|130015|80786
0xb67a51|101360|143917
0xb67a51|122845|81308
0xacea6a|138385|147240
0xacea6a|302213|81705
0xb67a51|139207|147589
0xb67a51|104948|150921
0xb67a51|129291|82330
0xacea6a|188621|151254
0xb67a51|161379|151429
0xb67a51|132448|89932
0xb67a51|134830|152138
0xb67a51|104784|88090
0xacea6a|135304|152148
0xacea6a|324481|87613
0xb67a51|132222|88955
0xb67a51|134981|89795
0xb67a51|102653|153547
0xb67a51|105917|154135
0xacea6a|435836|89306
0xacea6a|198838|154576
0xb67a51|106674|90392
0xb67a51|105906|155090
0xaa1488|84935|90593
0xb67a51|129119|155377
0xaa1488|86878|90787
0xacea6a|143786|155508
0xacea6a|294633|90301
0xb67a51|128434|156360
0xacea6a|138126|157581
0xb67a51|131092|90590
0xb67a51|131132|157164
0xaa1488|94794|159816
0xaa1488|88302|90950
0xb67a51|87124|90768
0xb67a51|237582|98365
0xaa1488|97060|158377
0xaa1488|91517|158850
0xb67a51|88719|98979
0xb67a51|126943|99458
0xb67a51|120701|157994
0xaa1488|93856|158983
0xacea6a|187063|98772
0xb67a51|120701|158666
0xacea6a|167094|99259
0xacea6a|348344|158607
0xb67a51|263035|100333
0xaa1488|91982|159464
0xaa1488|101432|91468
0xb67a51|107651|158793
0xaa1488|98048|160371
0xb67a51|105627|91261
0xb67a51|121287|159844
0xaa1488|83277|93856
0xaa1488|86530|94081
0xaa1488|97551|160220
0xb67a51|145307|94191
0xacea6a|175761|160138
0xacea6a|276909|53735
0xb67a51|103571|219098
0xb67a51|201418|49637
0xb67a51|250921|223030
0xb67a51|83748|51044
0xb67a51|264543|224151
0xacea6a|256227|54330
0xacea6a|371081|224394
0xb67a51|421275|54442
0xb67a51|134832|224709
0xb67a51|196659|55814
0xb67a51|130729|225180
0xacea6a|166113|225400
0xb67a51|126178|226379
0xacea6a|266689|58064
0xb67a51|175516|62915
0xb67a51|133316|87888
0xaa1488|94763|160924
0xb67a51|105402|160741
0xacea6a|302126|86666
0xb67a51|176598|94271
0xaa1488|96168|161294
0xb67a51|107704|161107
0xb67a51|133269|95328
0xacea6a|175736|161191
0xacea6a|164876|95059
0xb67a51|131530|96361
0xacea6a|358090|194051
0xb67a51|285256|208043
0xacea6a|193131|97446
0xacea6a|388205|208025
0xb67a51|133305|98544
0xb67a51|275699|208178
0xb67a51|131537|214250
0xacea6a|300358|98700
0xaa1488|93587|98682
0xaa1488|198777|105754
0xb67a51|124508|214575
0xacea6a|395572|213699
0xb67a51|211725|105538
0xb67a51|254746|216138
0xaa1488|193122|105708
0xb67a51|134385|217215
0xaa1488|182580|107939
0xacea6a|467020|217012
0xb67a51|114668|427668
0xaa1488|116673|426801
0xb67a51|181963|426662
0xaa1488|106776|426961
0xaa1488|95379|200699
0xb67a51|106364|117717
0xb67a51|99354|131084
0xb67a51|3417|98510
0xb67a51|103519|98216
0xaa1488|95054|101908
0xaa1488|2913|108590
0xacea6a|313935|105865
0xacea6a|359843|114359
0xacea6a|254876|118087
0xb67a51|122213|119085
0xb67a51|252335|120991
0xb67a51|110821|123508
0xb67a51|142623|53429
0xacea6a|327873|123066
0xacea6a|195629|52779
0xb67a51|134425|54009
0xb67a51|224321|123857
0xacea6a|197858|53512
0xb67a51|117967|125431
0xaa1488|88564|78736
0xb67a51|172828|125703
0xaa1488|80487|79261
0xacea6a|326862|116097
0xb67a51|153387|79431
0xb67a51|111364|122825
0xaa1488|85230|79652
0xacea6a|190693|78880
0xacea6a|173077|126039
0xb67a51|141912|79653
0xb67a51|261698|126282
0xaa1488|85775|79871
0xb67a51|122361|119522
0xaa1488|84948|80113
0xaa1488|88306|80716
0xacea6a|161009|123472
0xb67a51|126375|80475
0xb67a51|116546|124094
0xacea6a|157050|126447
0xb67a51|111224|122046
0xb67a51|121279|124487
0xacea6a|157365|126825
0xacea6a|257167|51079
0xb67a51|204553|50455
0xaa1488|84398|82306
0xb67a51|182185|54022
0xacea6a|184070|80093
0xacea6a|284182|53737
0xacea6a|332025|124354
0xb67a51|172276|55778
0xb67a51|126332|126163
0xb67a51|195559|54847
0xb67a51|127992|127053
0xacea6a|161324|127133
0xb67a51|189996|58044
0xacea6a|294438|56572
0xb67a51|161216|57053
0xb67a51|294608|122884
0xb67a51|114738|59939
0xb67a51|267254|122285
0xacea6a|294378|59795
0xacea6a|328860|122478
0xb67a51|114673|59996
0xb67a51|242471|123611
0xb67a51|115998|60002
0xb67a51|275432|124288
0xacea6a|294582|58215
0xb67a51|253394|124973
0xb67a51|199421|57379
0xb67a51|118330|81708
0xb67a51|113950|57781
0xaa1488|86567|81382
0xaa1488|86710|81641
0xacea6a|125786|37488
0xaa1488|87063|74951
0xacea6a|125369|39017
0xb67a51|70897|40928
0xb67a51|129339|127633
0xb67a51|30870|46600
0xb67a51|115917|123030
0xacea6a|142512|46552
0xacea6a|331953|123086
0xb67a51|116137|124247
0xb67a51|44941|40686
0xb67a51|116979|124501
0xb67a51|55983|41252
0xacea6a|144494|124293
0xaa1488|78007|52756
0xb67a51|116323|124752
0xaa1488|84555|53722
0xb67a51|119036|125854
0xacea6a|337530|125705
0xb67a51|113185|58041
0xb67a51|119595|127175
0xacea6a|257520|57897
0xb67a51|108155|81186
0xb67a51|118166|59358
0xacea6a|148141|81464
0xb67a51|114962|58136
0xaa1488|90540|81618
0xacea6a|160218|61599
0xb67a51|106439|74745
0xacea6a|264337|74742
0xb67a51|114072|59376
0xaa1488|88112|84171
0xb67a51|114149|60812
0xaa1488|88971|84380
0xacea6a|162549|60591
0xacea6a|115255|26562
0xb67a51|118380|61024
0xb67a51|114142|42510
0xacea6a|166329|64216
0xacea6a|142237|45096
0xb67a51|133184|60719
0xb67a51|107575|81659
0xacea6a|128904|39188
0xaa1488|86961|73656
0xb67a51|106372|27001
0xb67a51|109907|81796
0xb67a51|142482|29030
0xaa1488|87238|82020
0xacea6a|268979|81807
0xacea6a|127167|31833
0xb67a51|108077|74292
0xb67a51|92091|31910
0xb67a51|99332|45453
0xb67a51|91953|30081
0xacea6a|127964|30311
0xb67a51|102466|46209
0xb67a51|89469|31537
0xacea6a|129352|46151
0xb67a51|96567|44950
0xb67a51|100216|46955
0xacea6a|134157|44902
0xb67a51|103077|47307
0xb67a51|91260|30792
0xacea6a|136652|49166
0xb67a51|90850|30772
0xb67a51|105526|54886
0xacea6a|130809|42993
0xacea6a|145174|54799
0xb67a51|99672|43496
0xb67a51|112361|86264
0xb67a51|91979|34185
0xacea6a|144665|86466
0xacea6a|134771|46479
0xb67a51|111610|86921
0xb67a51|116072|98750
0xb67a51|97762|32177
0xacea6a|150985|100810
0xb67a51|98662|46277
0xb67a51|119550|101920
0xacea6a|135594|47953
0xb67a51|108313|48020
0xb67a51|112740|85251
0xaa1488|93955|110947
0xacea6a|129567|33122
0xaa1488|101527|111413
0xb67a51|116429|48736
0xb67a51|202579|112000
0xb67a51|92631|39721
0xaa1488|101508|112638
0xb67a51|189631|112478
0xacea6a|136595|50108
0xaa1488|95028|114787
0xb67a51|109554|50650
0xb67a51|124058|114622
0xacea6a|135391|50561
0xaa1488|290844|113127
0xb67a51|112231|38720
0xaa1488|121301|115060
0xb67a51|103736|58390
0xacea6a|131665|43776
0xb67a51|116928|102426
0xb67a51|106320|57754
0xacea6a|148496|101914
0xb67a51|123241|103103
0xacea6a|43521|6694
0xb67a51|122479|109628
0xb67a51|20114|7182
0xacea6a|159687|103380
0xacea6a|45822|7911
0xb67a51|121002|109793
0xb67a51|4714|7937
0xacea6a|156574|109993
0xb67a51|16049|9234
0xb67a51|121947|110258
0xb67a51|121500|110662
0xacea6a|50350|8684
0xacea6a|170291|111243
0xb67a51|9738|32118
0xb67a51|11346|38826
0xacea6a|154899|49474
0xb67a51|119928|110412
0xb67a51|95447|42630
0xaa1488|92467|110571
0xacea6a|157171|110356
0xacea6a|183393|42988
0xb67a51|130923|110770
0xb67a51|98096|44997
0xaa1488|97211|111201
0xacea6a|386784|45098
0xaa1488|103995|112389
0xb67a51|114512|45259
0xb67a51|296554|503579
0xacea6a|163394|45664
0xb67a51|194265|506700
0xb67a51|116286|45860
0xb67a51|124979|507162
0xb67a51|109462|51866
0xacea6a|127615|40322
0xb67a51|108123|40857
0xacea6a|127120|55862
0xaa1488|85011|52332
0xb67a51|107882|52492
0xacea6a|393299|52045
0xaa1488|88848|55985
0xacea6a|425525|55313
0xaa1488|85413|56529
0xb67a51|115140|57082
0xaa1488|85012|57270
0xaa1488|85764|62604
0xaa1488|86277|62856
0xacea6a|4058|2428
0xb67a51|208|3114
0xb67a51|190376|53555
0xaa1488|83904|53959
0xb67a51|119412|53786
0xb67a51|175969|559186
0xacea6a|220442|559695
0xacea6a|204058|53937
0xacea6a|103748|430095
0xb67a51|79965|54670
0xb67a51|197530|290433
0xaa1488|83616|54860
0xaa1488|113857|294596
0xaa1488|84182|55345
0xacea6a|145600|294615
0xb67a51|91376|55792
0xaa1488|126544|294783
0xacea6a|21178|23746
0xb67a51|128668|299948
0xb67a51|97642|36645
0xacea6a|3424|4505
0xb67a51|224|5029
0xacea6a|2691|4505
0xacea6a|145016|426276
0xb67a51|10409|14387
0xaa1488|90710|427158
0xacea6a|10514|10836
0xb67a51|173718|428795
0xb67a51|3986|14854
0xacea6a|27644|15596
0xb67a51|6948|16817
0xb67a51|7325|17114
0xacea6a|10782|17101
0xb67a51|7807|17974
0xacea6a|41336|18148
0xb67a51|99981|56635
0xb67a51|13993|21254
0xb67a51|15690|21498
0xb67a51|143410|197325
0xacea6a|41601|21448
0xacea6a|175053|159111
0xb67a51|184377|317049
0xb67a51|17907|22996
0xb67a51|217758|420711
0xacea6a|40451|22964
0xacea6a|252821|274419
0xb67a51|10231|23765
0xb67a51|10786|23981
0xb67a51|109869|45193
0xb67a51|137230|490390
0xacea6a|35060|36624
0xacea6a|332245|490340
0xb67a51|139374|499975
0xb67a51|80734|41352
0xb67a51|128434|500963
0xb67a51|80755|42857
0xacea6a|465164|501949
0xacea6a|106653|42534
0xaa1488|177167|495382
0xb67a51|107133|43731
0xaa1488|124148|496271
0xaa1488|83784|43933
0xb67a51|190102|496129
0xaa1488|82745|44499
0xacea6a|140514|43783
0xacea6a|499067|507108
0xaa1488|82504|45400
0xb67a51|128932|507608
0xacea6a|50620|48066
0xb67a51|124811|507585
0xaa1488|84252|45728
0xacea6a|320109|501972
0xb67a51|236274|506931
0xaa1488|83969|46248
0xb67a51|121619|493915
0xb67a51|109254|46204
0xacea6a|279966|493820
0xaa1488|83256|46409
0xaa1488|128103|494255
0xaa1488|84376|46632
0xacea6a|137259|46430
0xb67a51|284530|494407
0xb67a51|110254|46448
0xaa1488|127189|494991
0xaa1488|81908|46826
0xb67a51|121947|495046
0xaa1488|128822|495187
0xaa1488|83427|47343
0xb67a51|130830|495222
0xb67a51|110110|48075
0xacea6a|293636|495200
0xaa1488|83504|47799
0xaa1488|110702|496833
0xb67a51|88559|49648
0xb67a51|97132|31855
0xb67a51|96730|32919
0xacea6a|84143|32876
0xaa1488|209265|496592
0xacea6a|102242|73999
0xb67a51|100461|34178
0xb67a51|17178|74782
0xb67a51|85716|34734
0xaa1488|89253|81757
0xacea6a|83334|34139
0xaa1488|90981|82231
0xb67a51|102564|35553
0xaa1488|90226|82942
0xacea6a|49995|38206
0xb67a51|89959|83190
0xb67a51|108430|39114
0xaa1488|92083|83394
0xaa1488|83261|48271
0xacea6a|119595|83169
0xaa1488|83737|48756
0xaa1488|85148|49002
0xb67a51|109227|496681
0xb67a51|111047|49007
0xaa1488|102950|74206
0xaa1488|84563|49186
0xacea6a|4160|23193
0xacea6a|1478|4536
0xb67a51|9433|25394
0xb67a51|147|5221
0xacea6a|11683|25403
0xacea6a|9188|4912
0xb67a51|80034|34310
0xacea6a|8944|5661
0xacea6a|104932|35496
0xb67a51|166|6190
0xb67a51|81156|35690
0xb67a51|255|7097
0xb67a51|80464|36324
0xacea6a|5398|7920
0xb67a51|272|7380
0xb67a51|17739|8156
0xacea6a|105563|15648
0xacea6a|4070|8412
0xb67a51|93846|16168
0xb67a51|22787|19121
0xb67a51|82788|20659
0xacea6a|8816|19516
0xacea6a|106754|20632
0xb67a51|82240|20913
0xb67a51|4527|19977
0xb67a51|81977|22407
0xb67a51|90932|28174
0xacea6a|106218|22380
0xacea6a|33777|27612
0xb67a51|90783|23863
0xacea6a|31554|28439
0xacea6a|107435|25675
0xb67a51|111666|28947
0xb67a51|94089|26211
0xacea6a|37055|31824
0xb67a51|82810|26774
0xacea6a|41965|41685
0xacea6a|107728|26777
0xaa1488|82455|42364
0xb67a51|96249|42149
0xaa1488|84236|47095
0xacea6a|114615|42628
0xb67a51|95722|43379
0xb67a51|117920|47251
0xb67a51|88401|47209
0xaa1488|86280|47450
0xacea6a|114481|47583
0xaa1488|84716|47626
0xb67a51|88337|48506
0xaa1488|85873|47816
0xacea6a|114211|48478
0xacea6a|55475|47589
0xb67a51|91687|40489
0xb67a51|108641|49284
0xacea6a|120220|49412
0xacea6a|44241|40437
0xb67a51|88969|73320
0xaa1488|86088|40922
0xb67a51|102448|74022
0xb67a51|111355|40743
0xaa1488|93312|154142
0xacea6a|49674|40686
0xaa1488|14996|157213
0xaa1488|83046|41112
0xaa1488|91825|431071
0xaa1488|84728|41682
0xaa1488|102695|431706
0xb67a51|129211|41495
0xb67a51|181461|431556
0xaa1488|84723|42123
0xaa1488|84784|43890
0xb67a51|89679|72828
0xb67a51|81230|47820
0xacea6a|117817|73010
0xaa1488|89975|73370
0xaa1488|85258|48014
0xaa1488|102466|73507
0xaa1488|85695|48187
0xaa1488|102962|73798
0xacea6a|54711|47969
0xaa1488|92682|153983
0xacea6a|8554|5258
0xaa1488|79449|154813
0xb67a51|293|5987
0xaa1488|96766|154977
0xacea6a|5741|6822
0xb67a51|88651|154798
0xaa1488|95010|155572
0xaa1488|93695|83546
0xb67a51|92487|83628
0xb67a51|16218|7337
0xacea6a|6209|8166
0xb67a51|21066|8564
0xb67a51|21314|10035
0xacea6a|14979|13092
0xb67a51|9883|14225
0xacea6a|13634|14192
0xb67a51|11981|17343
0xb67a51|7918|17916
0xacea6a|16963|17874
0xb67a51|11329|19683
0xacea6a|17725|19651
0xb67a51|11216|20232
0xb67a51|16995|21130
0xaa1488|111236|428934
0xaa1488|109055|429963
0xacea6a|18443|20547
0xaa1488|115352|430125
0xb67a51|11206|22221
0xb67a51|114504|429959
0xacea6a|33752|21951
0xb67a51|104223|430902
0xb67a51|38688|23194
0xacea6a|36696|22797
0xb67a51|93836|29285
0xacea6a|40366|34103
0xaa1488|110797|433270
0xb67a51|101796|37513
0xaa1488|113265|433415
0xb67a51|102662|38005
0xb67a51|113625|433259
0xacea6a|44018|37650
0xaa1488|110182|433786
0xb67a51|160215|433618
0xb67a51|101762|38465
0xacea6a|476189|433370
0xacea6a|36858|38817
0xaa1488|117525|434122
0xb67a51|103896|39830
0xaa1488|84305|40367
0xaa1488|80273|40625
0xb67a51|106796|40531
0xaa1488|83346|40827
0xaa1488|81309|41058
0xb67a51|158640|437873
0xacea6a|42976|40524
0xaa1488|84382|43683
0xb67a51|97939|149781
0xb67a51|111934|43376
0xacea6a|115551|149993
0xb67a51|114017|43593
0xb67a51|94243|163393
0xaa1488|63848|66480
0xb67a51|100934|170219
0xb67a51|102772|66903
0xacea6a|140024|169728
0xaa1488|88722|67129
0xb67a51|95494|180389
0xaa1488|94026|67402
0xb67a51|95666|180544
0xacea6a|131993|180483
0xb67a51|128676|67182
0xb67a51|95032|181951
0xacea6a|284408|67023
0xb67a51|95909|186054
0xaa1488|88902|67621
0xacea6a|47106|43802
0xacea6a|121912|185886
0xb67a51|106856|187589
0xaa1488|84475|44121
0xb67a51|108548|194874
0xaa1488|85260|46717
0xacea6a|173876|194582
0xb67a51|109041|196240
0xb67a51|131259|46414
0xb67a51|99248|198839
0xacea6a|261|4233
0xacea6a|163943|196529
0xb67a51|17496|11979
0xb67a51|108291|199312
0xacea6a|42019|11960
0xacea6a|206064|199580
0xb67a51|11001|12565
0xaa1488|111270|192246
0xacea6a|42114|12479
0xb67a51|17194|16802
0xb67a51|109024|199596
0xacea6a|72706|17272
0xaa1488|4590|191432
0xaa1488|100973|284155
0xb67a51|30248|26297
0xb67a51|200851|304501
0xaa1488|85804|64858
0xb67a51|32192|28362
0xacea6a|103146|27872
0xaa1488|85113|67438
0xaa1488|86172|67785
0xb67a51|13118|29437
0xacea6a|104405|37280
0xb67a51|83367|30874
0xb67a51|95217|37819
0xacea6a|175547|30463
0xb67a51|90923|32364
0xb67a51|111168|290816
0xacea6a|172616|34191
0xaa1488|102620|191851
0xb67a51|154659|44250
0xaa1488|105746|208738
0xb67a51|95783|45124
0xaa1488|9418|51616
0xaa1488|92782|52092
0xacea6a|245431|44945
0xb67a51|113472|46309
0xb67a51|187308|51954
0xaa1488|99486|53000
0xb67a51|114122|46536
0xb67a51|187817|53191
0xacea6a|193835|55369
0xaa1488|100719|99645
0xb67a51|98009|57970
0xb67a51|101211|58365
0xaa1488|74489|299948
0xacea6a|211776|58358
0xaa1488|110456|300188
0xb67a51|131858|58777
0xaa1488|108234|300426
0xb67a51|123597|59752
0xb67a51|135058|300563
0xacea6a|185076|59291
0xaa1488|118770|300780
0xacea6a|201346|300552
0xb67a51|138516|60017
0xaa1488|117142|301219
0xaa1488|88182|61038
0xb67a51|201977|304270
0xaa1488|86149|61251
0xb67a51|180202|60814
0xacea6a|197160|60666
0xb67a51|134980|301009
0xaa1488|109976|301471
0xacea6a|486326|466563
0xaa1488|115199|304489
0xb67a51|301664|473985
0xb67a51|217744|475754
0xacea6a|209818|301263
0xaa1488|94607|154257
0xaa1488|93524|82557
0xacea6a|300498|153600
0xaa1488|92134|154416
0xb67a51|118731|82314
0xaa1488|95289|154561
0xaa1488|94608|111050
0xb67a51|118297|99252
0xaa1488|88991|68130
0xaa1488|89070|68477
0xb67a51|113527|68490
0xaa1488|202975|304730
0xaa1488|90841|68747
0xaa1488|108673|305141
0xacea6a|182938|67402
0xb67a51|126946|304935
0xaa1488|88772|69008
0xacea6a|460|16120
0xaa1488|88285|69452
0xb67a51|620|17301
0xaa1488|89221|69759
0xacea6a|3154|17793
0xb67a51|10533|18740
0xb67a51|208591|472493
0xacea6a|2976|18697
0xacea6a|497505|475572
0xb67a51|11319|20435
0xb67a51|325853|482432
0xb67a51|128215|482614
0xb67a51|10830|21488
0xacea6a|8842|25915
0xb67a51|137346|483967
0xb67a51|80621|31679
0xacea6a|502333|482245
0xacea6a|103171|31800
0xb67a51|126926|485152
0xb67a51|80696|32105
0xb67a51|107296|480446
0xb67a51|93956|39639
0xacea6a|108041|39610
0xb67a51|93239|41869
0xaa1488|107128|425872
0xacea6a|106152|43334
0xb67a51|86732|74339
0xb67a51|93516|43426
0xacea6a|159570|444572
0xb67a51|92151|44440
0xb67a51|135423|396415
0xacea6a|108345|57594
0xb67a51|95313|58139
0xb67a51|125903|397175
0xb67a51|95794|59141
0xb67a51|106736|399262
0xacea6a|121580|59056
0xb67a51|126305|399895
0xb67a51|95159|59846
0xb67a51|107883|485793
0xb67a51|85319|60178
0xacea6a|120747|59936
0xacea6a|511031|484429
0xb67a51|87050|62486
0xaa1488|86658|63413
0xb67a51|366385|487372
0xb67a51|119708|446506
0xacea6a|125889|63172
0xaa1488|84570|63392
0xb67a51|122250|446390
0xb67a51|88017|63231
0xacea6a|472578|487194
0xaa1488|84949|64506
0xb67a51|88182|64324
0xaa1488|84575|64657
0xacea6a|113510|63887
0xb67a51|131457|447728
0xb67a51|125032|449676
0xacea6a|168641|448299
0xb67a51|126613|431493
0xb67a51|118008|425469
0xacea6a|164026|431710
0xb67a51|120120|425778
0xb67a51|122417|414539
0xacea6a|217222|424673
0xb67a51|102538|387615
0xb67a51|92897|387825
0xaa1488|91225|83813
0xaa1488|117666|402359
0xaa1488|91465|83992
0xb67a51|114995|387995
0xaa1488|94135|84411
0xacea6a|159087|401590
0xb67a51|92859|84823
0xaa1488|119565|387897
0xacea6a|2325|19357
0xb67a51|120940|388186
0xb67a51|22598|20037
0xaa1488|117815|388071
0xacea6a|2093|20308
0xb67a51|121430|388558
0xb67a51|12267|20489
0xacea6a|155596|387505
0xacea6a|1963|20702
0xb67a51|11010|21187
0xaa1488|124312|373319
0xb67a51|10389|23437
0xaa1488|119961|373705
0xacea6a|200093|38194
0xacea6a|7568|26527
0xb67a51|201492|40470
0xaa1488|3256|31184
0xb67a51|95784|40653
0xacea6a|161360|41550
0xacea6a|9978|34313
0xaa1488|1310|31374
0xaa1488|2052|31973
0xaa1488|2697|32280
0xacea6a|11158|33881
0xb67a51|88478|64685
0xaa1488|2319|32953
0xaa1488|84064|65006
0xaa1488|86010|65284
0xaa1488|2156|33483
0xaa1488|2444|33519
0xacea6a|13741|33395
0xaa1488|83625|66004
0xaa1488|2514|33179
