substring|decode_duration|pg_column_size
0xaa1488|9903|34408
0xb67a51|30760|34235
0xaa1488|7573|34631
0xaa1488|81943|37712
0xacea6a|58763|37485
0xb67a51|97668|37842
0xaa1488|82359|38187
0xb67a51|33431|37064
0xb67a51|13794|37788
0xacea6a|171945|37016
0xb67a51|78928|42145
0xacea6a|133708|43086
0xb67a51|60515|44297
0xb67a51|28410|44658
0xacea6a|148382|49197
0xb67a51|61026|49606
0xb67a51|27867|49967
0xacea6a|273270|49919
0xb67a51|25532|51442
0xb67a51|20735|51803
0xacea6a|272489|51033
0xb67a51|33877|52391
0xacea6a|160866|53113
0xb67a51|25415|53161
0xb67a51|41687|57716
0xacea6a|163019|53992
0xb67a51|36092|44302
0xb67a51|91638|45287
0xaa1488|83758|45619
0xacea6a|295229|44414
0xaa1488|83417|45878
0xb67a51|91262|46060
0xaa1488|81271|46010
0xaa1488|78531|46234
0xacea6a|327925|46032
0xaa1488|82846|46519
0xb67a51|118805|46339
0xacea6a|240703|46309
0xaa1488|81327|46908
0xb67a51|95554|46963
0xaa1488|82483|47138
0xaa1488|86061|55192
0xacea6a|135622|54999
0xacea6a|25016|10628
0xb67a51|27042|10660
0xacea6a|19792|10628
0xacea6a|26523|10628
0xb67a51|26268|10994
0xb67a51|7738|11563
0xacea6a|28446|11733
0xb67a51|15471|17619
0xacea6a|35618|17581
0xb67a51|15232|18441
0xb67a51|15387|19828
0xb67a51|22576|30318
0xaa1488|8253|31357
0xaa1488|7312|31521
0xacea6a|22963|20772
0xb67a51|13800|21146
0xb67a51|18017|23757
0xacea6a|35635|23736
0xb67a51|17497|24456
0xacea6a|50415|24222
0xb67a51|20453|25172
0xacea6a|47509|25121
0xb67a51|22045|25891
0xb67a51|20251|26813
0xacea6a|37890|26521
0xb67a51|24635|27236
0xaa1488|7717|27861
0xacea6a|106720|27436
0xb67a51|27365|27835
0xaa1488|3094|28369
0xaa1488|5210|28681
0xaa1488|6410|29140
0xb67a51|25720|29131
0xaa1488|5379|29295
0xacea6a|59324|28779
0xaa1488|5493|29985
0xaa1488|6511|30500
0xacea6a|67473|33268
0xacea6a|42809|38305
0xacea6a|192029|124788
0xb67a51|228135|195561
0xb67a51|223752|196466
0xb67a51|134128|217531
0xb67a51|138450|218111
0xaa1488|6144|31905
0xb67a51|31771|33802
0xacea6a|229646|36545
0xb67a51|107855|36992
0xaa1488|81138|37930
0xacea6a|156092|37341
0xaa1488|88752|39559
0xacea6a|326014|228896
0xb67a51|115717|229762
0xb67a51|202085|230942
0xb67a51|95369|38157
0xaa1488|81691|38335
0xacea6a|241814|196065
0xb67a51|201176|206930
0xb67a51|215292|207553
0xacea6a|227756|207512
0xb67a51|237281|209614
0xb67a51|240086|215329
0xacea6a|249355|215387
0xb67a51|248369|216696
0xb67a51|242172|216833
0xacea6a|426037|217013
0xaa1488|122548|222257
0xacea6a|27249|173113
0xacea6a|42502|173705
0xb67a51|115674|164080
0xb67a51|99262|168894
0xaa1488|103970|169803
0xacea6a|38829|179315
0xaa1488|98537|170030
0xacea6a|232188|218260
0xb67a51|139672|218297
0xb67a51|129706|218875
0xb67a51|135054|219228
0xacea6a|417763|218831
0xb67a51|136957|220498
0xb67a51|135319|221045
0xacea6a|283975|220994
0xb67a51|134422|221637
0xacea6a|232942|221394
0xaa1488|124315|221845
0xb67a51|135660|222049
0xacea6a|71871|221602
0xaa1488|102644|222474
0xb67a51|128132|222283
0xacea6a|69278|222253
0xaa1488|94255|222611
0xb67a51|144237|222412
0xacea6a|171875|222382
0xacea6a|33518|162953
0xb67a51|113128|152893
0xb67a51|96096|153574
0xacea6a|70785|163634
0xacea6a|24805|163929
0xb67a51|114308|154500
0xb67a51|99242|155557
0xacea6a|40134|165617
0xb67a51|98815|155986
0xacea6a|32875|166481
0xb67a51|96940|156421
0xacea6a|30064|166481
0xb67a51|113820|156862
0xacea6a|29819|167659
0xb67a51|97331|158336
0xb67a51|98145|159087
0xacea6a|18357|169148
0xb67a51|98668|159642
0xacea6a|35083|170340
0xb67a51|101684|160279
0xb67a51|97817|162245
0xacea6a|62402|172305
0xb67a51|99015|162610
0xb67a51|98905|163350
0xacea6a|182803|25398
0xb67a51|115453|27324
0xacea6a|177041|27377
0xb67a51|114443|27824
0xb67a51|94349|28640
0xacea6a|153616|28606
0xb67a51|93680|28794
0xacea6a|32307|180264
0xb67a51|115911|169121
0xacea6a|33354|183405
0xaa1488|107537|172449
0xb67a51|117503|171540
0xaa1488|98314|172874
0xacea6a|22349|183766
0xaa1488|103617|173235
0xacea6a|140|2153
0xb67a51|160|2397
0xacea6a|170|3321
0xb67a51|171|3674
0xb67a51|10403|11456
0xacea6a|27659|11415
0xb67a51|21447|21167
0xacea6a|28538|11558
0xb67a51|88129|21332
0xb67a51|102027|25893
0xb67a51|103748|36587
0xaa1488|81308|37012
0xb67a51|87422|29506
0xacea6a|180918|29160
0xb67a51|90920|29660
0xacea6a|134981|31864
0xb67a51|93421|31911
0xb67a51|98929|32192
0xacea6a|148728|33064
0xb67a51|113252|33937
0xb67a51|100103|34198
0xacea6a|221933|34167
0xb67a51|92100|34929
0xacea6a|146576|35928
0xb67a51|174030|35955
0xaa1488|82949|36781
0xaa1488|81106|37191
0xaa1488|82097|37402
0xacea6a|146464|37173
0xb67a51|110508|37196
0xaa1488|83085|37754
0xb67a51|101408|37745
0xb67a51|107888|54749
0xb67a51|147403|55356
0xacea6a|7755|3179
0xb67a51|111|3730
0xacea6a|14917|4344
0xb67a51|154|4693
0xb67a51|150|6083
0xacea6a|21740|6461
0xb67a51|236|6911
0xacea6a|29410|7923
0xacea6a|334288|230911
0xb67a51|208318|231510
0xb67a51|192115|236827
0xacea6a|175526|235789
0xb67a51|202088|237687
0xb67a51|96193|248290
0xacea6a|343463|248255
0xb67a51|155954|249922
0xb67a51|211503|249467
0xacea6a|298941|249787
0xb67a51|123489|249969
0xb67a51|207031|250017
0xb67a51|148548|449806
0xb67a51|200140|459974
0xaa1488|1867|59688
0xaa1488|851|60509
0xaa1488|4126|60868
0xaa1488|2769|61231
0xb67a51|38163|61405
0xacea6a|265575|250700
0xb67a51|147753|450439
0xb67a51|167312|451731
0xacea6a|359393|451458
0xb67a51|164654|452397
0xb67a51|106676|453569
0xacea6a|193360|453497
0xb67a51|166651|464485
0xb67a51|133633|454843
0xacea6a|215135|454766
0xb67a51|257648|456388
0xaa1488|106393|459522
0xaa1488|100879|204652
0xaa1488|111131|205423
0xaa1488|114984|220484
0xb67a51|157126|546136
0xaa1488|207942|460152
0xb67a51|94794|31469
0xb67a51|96621|32009
0xb67a51|97904|70403
0xacea6a|233465|31956
0xacea6a|350471|91341
0xb67a51|94474|33246
0xb67a51|129648|71234
0xb67a51|95485|33441
0xb67a51|98875|71475
0xacea6a|153525|33411
0xacea6a|162656|92370
0xb67a51|98321|33623
0xb67a51|123287|71677
0xaa1488|81836|34238
0xb67a51|181130|72136
0xacea6a|163160|93086
0xaa1488|119014|461916
0xb67a51|115799|72454
0xb67a51|134074|463488
0xaa1488|120553|463674
0xb67a51|99694|72720
0xacea6a|353751|463403
0xacea6a|336619|93689
0xb67a51|138322|72944
0xacea6a|109089|21457
0xaa1488|91175|76295
0xacea6a|165408|93968
0xb67a51|26590|21489
0xb67a51|123495|73130
0xacea6a|134123|21457
0xb67a51|47923|21685
0xaa1488|86568|76783
0xb67a51|116070|73857
0xaa1488|86387|76998
0xacea6a|141515|21987
0xaa1488|85666|77609
0xb67a51|23111|22407
0xaa1488|87686|77853
0xb67a51|47741|22617
0xb67a51|93831|30204
0xacea6a|126882|22562
0xb67a51|137002|98458
0xb67a51|29687|22791
0xacea6a|152959|98570
0xb67a51|126538|98610
0xb67a51|121299|99358
0xacea6a|152098|99331
0xb67a51|95006|99535
0xb67a51|127141|100108
0xacea6a|126768|22959
0xb67a51|20046|23009
0xacea6a|108590|26322
0xb67a51|67371|26361
0xb67a51|24146|26597
0xacea6a|58169|26556
0xb67a51|32586|27411
0xacea6a|116170|27064
0xb67a51|120373|29162
0xacea6a|123091|28632
0xb67a51|116039|30332
0xacea6a|142376|31105
0xb67a51|97923|35756
0xaa1488|81891|48181
0xaa1488|81934|48331
0xaa1488|83020|49951
0xb67a51|96914|34249
0xaa1488|80338|34382
0xacea6a|128893|34196
0xaa1488|80199|34539
0xb67a51|97671|34402
0xaa1488|80054|34957
0xb67a51|98300|35042
0xacea6a|145695|34767
0xaa1488|79855|35189
0xaa1488|80171|35336
0xaa1488|79448|35898
0xb67a51|264|7140
0xb67a51|21654|12738
0xacea6a|5502|12521
0xb67a51|23440|13448
0xacea6a|9489|12836
0xb67a51|4410|13640
0xacea6a|11294|14379
0xb67a51|7333|14899
0xb67a51|6892|15209
0xacea6a|184594|47405
0xb67a51|247|5502
0xacea6a|243|5667
0xb67a51|223|6333
0xacea6a|257|6789
0xb67a51|11283|19854
0xb67a51|12245|20468
0xacea6a|37855|54796
0xaa1488|909|55753
0xb67a51|27643|55566
0xacea6a|21040|15178
0xb67a51|8476|16538
0xacea6a|21367|17384
0xb67a51|13063|18467
0xb67a51|10338|18632
0xacea6a|33390|18582
0xb67a51|10726|19285
0xacea6a|15963|19392
0xb67a51|15112|19573
0xacea6a|32499|19550
0xaa1488|830|56050
0xaa1488|1530|56871
0xaa1488|1149|57238
0xacea6a|65347|56182
0xb67a51|30064|57051
0xaa1488|1503|58169
0xaa1488|984|58706
0xb67a51|31641|58519
0xacea6a|100673|58471
0xb67a51|191915|387848
0xaa1488|1003|59067
0xb67a51|921|60322
0xaa1488|80641|38437
0xaa1488|81274|62030
0xaa1488|82896|62183
0xaa1488|80767|62417
0xacea6a|139269|62350
0xb67a51|112308|62807
0xaa1488|81403|63313
0xaa1488|82079|63470
0xaa1488|3185|61592
0xacea6a|35148|60994
0xaa1488|1657|62019
0xacea6a|41032|21632
0xb67a51|34969|22925
0xacea6a|22758|23150
0xb67a51|18574|24106
0xb67a51|20403|24278
0xacea6a|36910|24070
0xb67a51|18717|24820
0xacea6a|26220|25054
0xb67a51|23573|25602
0xb67a51|19969|26371
0xacea6a|18995|26164
0xb67a51|25219|29610
0xacea6a|41747|29756
0xb67a51|25121|30171
0xb67a51|25170|30527
0xacea6a|53071|30663
0xb67a51|29226|31873
0xacea6a|62817|32008
0xb67a51|29582|32506
0xb67a51|31448|32842
0xacea6a|63221|32797
0xb67a51|30237|33257
0xacea6a|25284|33584
0xb67a51|30768|34276
0xb67a51|90185|35008
0xacea6a|116030|34988
0xb67a51|92790|35372
0xb67a51|91250|36200
0xacea6a|119050|35537
0xb67a51|94963|38080
0xacea6a|123970|37728
0xb67a51|95701|38237
0xb67a51|113107|62228
0xaa1488|81494|62557
0xaa1488|81296|62984
0xaa1488|80926|63157
0xb67a51|113197|62964
0xacea6a|167074|63097
0xb67a51|124727|348579
0xb67a51|124329|349765
0xacea6a|288391|350078
0xb67a51|253611|350126
0xb67a51|143798|350848
0xb67a51|127830|352294
0xacea6a|290079|352246
0xb67a51|128848|378850
0xaa1488|88609|379037
0xb67a51|112103|63132
0xaa1488|81500|63735
0xb67a51|264447|322740
0xb67a51|135106|322949
0xacea6a|73867|18335
0xacea6a|339630|322901
0xb67a51|22392|18746
0xb67a51|243457|324874
0xb67a51|37678|19389
0xb67a51|244398|327330
0xacea6a|48820|18968
0xacea6a|339364|326379
0xb67a51|11160|19526
0xb67a51|127985|333333
0xacea6a|48562|19506
0xb67a51|138071|342756
0xb67a51|10653|19672
0xacea6a|335228|341847
0xb67a51|23419|56071
0xaa1488|3954|56258
0xb67a51|252056|343614
0xaa1488|953|56934
0xb67a51|126679|344045
0xacea6a|284021|346542
0xacea6a|155735|55297
0xaa1488|1146|58339
0xb67a51|128732|346823
0xb67a51|47017|43597
0xb67a51|199379|347921
0xaa1488|866|43913
0xacea6a|335181|347873
0xaa1488|3889|44135
0xaa1488|93932|383676
0xacea6a|96536|43686
0xaa1488|109002|384031
0xb67a51|119904|245296
0xb67a51|245684|246090
0xaa1488|169090|384394
0xacea6a|324269|246042
0xaa1488|94212|382121
0xb67a51|221547|246952
0xaa1488|103233|382482
0xb67a51|64102|43963
0xb67a51|128570|383489
0xaa1488|1105|44305
0xacea6a|354723|382560
0xb67a51|20106|44121
0xaa1488|1111|44496
0xb67a51|142574|384764
0xaa1488|102416|384951
0xaa1488|95352|385539
0xacea6a|127139|44254
0xb67a51|189003|385352
0xaa1488|2017|44689
0xaa1488|103441|385900
0xb67a51|77474|44505
0xaa1488|188010|386756
0xaa1488|2109|45014
0xacea6a|306424|385077
0xaa1488|1167|45165
0xacea6a|1967|6961
0xaa1488|104477|387117
0xb67a51|106852|211328
0xaa1488|102036|387674
0xacea6a|285977|211501
0xaa1488|784|34901
0xb67a51|170010|214312
0xb67a51|11381|34851
0xb67a51|166996|215063
0xb67a51|9460|35266
0xacea6a|294835|216257
0xaa1488|672|35919
0xb67a51|113051|217391
0xb67a51|130316|217886
0xaa1488|950|36083
0xb67a51|87954|221533
0xb67a51|11259|35933
0xacea6a|299154|217838
0xacea6a|12450|36049
0xb67a51|145846|245061
0xb67a51|97605|386569
0xacea6a|294780|244652
0xacea6a|260106|250364
0xaa1488|105094|388035
0xb67a51|132151|256202
0xb67a51|88956|34703
0xb67a51|90452|258770
0xacea6a|331990|256776
0xacea6a|164632|260427
0xaa1488|89793|264258
0xaa1488|103469|265832
0xb67a51|312452|254761
0xaa1488|208989|288640
0xaa1488|3604|35035
0xaa1488|716|35292
0xaa1488|2495|35437
0xacea6a|9358|35266
0xaa1488|1077|38799
0xb67a51|99061|53624
0xacea6a|135801|53636
0xaa1488|103872|391491
0xb67a51|122838|392026
0xaa1488|82386|392213
0xacea6a|194893|392550
0xaa1488|104333|392785
0xb67a51|124113|393690
0xacea6a|2282|16318
0xacea6a|2527|13306
0xacea6a|334051|99908
0xacea6a|2346|14580
0xacea6a|819|16300
0xb67a51|12149|18470
0xacea6a|17337|9174
0xb67a51|25201|9456
0xacea6a|2294|18590
0xacea6a|11723|10164
0xb67a51|8619|18764
0xb67a51|17455|10378
0xacea6a|5202|18881
0xb67a51|83136|22280
0xacea6a|109522|21938
0xb67a51|10482|25221
0xb67a51|93775|24023
0xb67a51|11414|26833
0xacea6a|120422|23572
0xacea6a|5347|26322
0xb67a51|8637|27556
0xacea6a|7220|27358
0xb67a51|10024|30146
0xacea6a|5898|30294
0xb67a51|93034|26178
0xb67a51|11458|30306
0xb67a51|102751|28550
0xb67a51|10628|31492
0xacea6a|8114|31295
0xb67a51|11720|33700
0xacea6a|129825|28543
0xacea6a|8274|33838
0xb67a51|105206|29827
0xacea6a|119635|30180
0xaa1488|211795|159607
0xb67a51|97403|113108
0xaa1488|308689|160377
0xacea6a|166625|120128
0xb67a51|108231|120564
0xaa1488|82498|122681
0xaa1488|98298|120942
0xaa1488|82064|122908
0xaa1488|90834|121082
0xaa1488|1182|36242
0xaa1488|89287|121283
0xaa1488|102902|123219
0xb67a51|9602|36058
0xaa1488|2277|36420
0xb67a51|100171|110859
0xaa1488|1533|36804
0xacea6a|158399|112546
0xacea6a|9801|38350
0xb67a51|97743|113462
0xb67a51|9739|38618
0xacea6a|175834|113985
0xaa1488|759|38947
0xb67a51|99634|114248
0xacea6a|130076|48312
0xb67a51|131236|114887
0xb67a51|109787|50038
0xaa1488|89808|120370
0xb67a51|94650|50246
0xaa1488|90554|120602
0xb67a51|129670|121088
0xacea6a|121326|50216
0xacea6a|158647|121047
0xb67a51|97867|51646
0xacea6a|127128|51818
0xaa1488|90436|121452
0xb67a51|93279|52286
0xb67a51|103319|121260
0xb67a51|97750|52430
0xaa1488|91551|121846
0xacea6a|127557|52804
0xb67a51|106839|52995
0xacea6a|121986|53010
0xb67a51|111395|53211
0xaa1488|89645|121991
0xacea6a|191890|53234
0xaa1488|92193|122400
0xb67a51|118378|54054
0xb67a51|125334|122214
0xaa1488|89074|122810
0xacea6a|132610|122020
0xb67a51|102987|54498
0xaa1488|91824|123055
0xacea6a|140299|54925
0xb67a51|102191|122863
0xb67a51|95127|54865
0xb67a51|102250|55578
0xaa1488|98809|123900
0xacea6a|131341|55656
0xacea6a|105630|123642
0xb67a51|99715|56379
0xacea6a|248076|302112
0xacea6a|132064|56235
0xb67a51|157496|302157
0xb67a51|112936|56636
0xb67a51|190718|303266
0xacea6a|128403|56717
0xacea6a|176386|303227
0xb67a51|100007|56950
0xb67a51|134321|303998
0xb67a51|121916|316868
0xaa1488|80946|57256
0xacea6a|267288|316834
0xb67a51|106265|57150
0xb67a51|148379|317709
0xaa1488|80170|57451
0xaa1488|80494|58477
0xacea6a|258077|317854
0xacea6a|131229|57022
0xb67a51|128979|318122
0xb67a51|97419|58424
0xb67a51|129328|320282
0xacea6a|257779|320243
0xaa1488|80892|58944
0xb67a51|259848|320768
0xb67a51|104301|58650
0xb67a51|102745|323135
0xacea6a|136786|58309
0xb67a51|123875|323353
0xaa1488|80640|59577
0xacea6a|285289|323329
0xb67a51|126867|325717
0xb67a51|98664|59271
0xaa1488|82930|59926
0xb67a51|125343|326144
0xaa1488|82549|60107
0xacea6a|289189|326101
0xacea6a|152665|59882
0xb67a51|125503|326939
0xb67a51|105053|59812
0xacea6a|157793|326909
0xacea6a|224|4911
0xb67a51|123951|327260
0xb67a51|124281|327790
0xacea6a|151107|328406
0xb67a51|123684|333244
0xb67a51|9082|7194
0xb67a51|125591|333839
0xacea6a|316|6845
0xb67a51|328|7445
0xaa1488|110598|334039
0xacea6a|340|7667
0xacea6a|165154|333817
0xb67a51|27153|8323
0xb67a51|125683|334200
0xb67a51|14800|12317
0xaa1488|127864|334555
0xacea6a|3900|9979
0xaa1488|111259|335229
0xb67a51|40246|12499
0xb67a51|125881|335614
0xacea6a|13050|12706
0xaa1488|196568|345110
0xb67a51|5232|13944
0xaa1488|99150|177059
0xb67a51|16694|14291
0xacea6a|102|2963
0xacea6a|19700|14229
0xb67a51|188|3981
0xb67a51|5403|15458
0xacea6a|191|4431
0xacea6a|27490|15444
0xaa1488|110272|335599
0xb67a51|20518|15636
0xb67a51|106304|346001
0xacea6a|59298|15831
0xacea6a|381937|129020
0xb67a51|19050|16418
0xb67a51|124474|148257
0xb67a51|35673|17346
0xaa1488|106933|148621
0xacea6a|34591|16818
0xaa1488|102919|149164
0xb67a51|9555|17768
0xaa1488|102342|149353
0xb67a51|11456|17908
0xacea6a|198596|148677
0xaa1488|83341|149489
0xacea6a|42413|17877
0xb67a51|8984|18428
0xacea6a|5327|8602
0xacea6a|94171|16719
0xb67a51|55701|17580
0xacea6a|79962|15672
0xb67a51|11005|10491
0xb67a51|21077|15904
0xb67a51|41990|17979
0xacea6a|2982|11594
0xacea6a|62670|17959
0xb67a51|8125|14607
0xb67a51|41384|18430
0xacea6a|12403|12937
0xb67a51|9636|20336
0xb67a51|7648|15762
0xacea6a|94233|19782
0xb67a51|54178|16158
0xb67a51|19561|20704
0xacea6a|33012|20886
0xb67a51|77446|21212
0xacea6a|40873|23276
0xb67a51|42243|23442
0xacea6a|10412|15660
0xb67a51|11747|17261
0xacea6a|16313|17726
0xb67a51|11337|18336
0xacea6a|13407|18463
0xaa1488|803|24740
0xaa1488|1208|24960
0xb67a51|14079|25028
0xaa1488|1114|25696
0xacea6a|20368|24751
0xb67a51|15094|25944
0xaa1488|1517|26123
0xaa1488|1176|26297
0xacea6a|16747|20789
0xb67a51|10542|24272
0xacea6a|45733|24442
0xb67a51|15454|21246
0xb67a51|15943|25284
0xacea6a|10573|20789
0xb67a51|36683|25805
0xb67a51|44143|21428
0xacea6a|65732|25788
0xb67a51|15475|21615
0xaa1488|2194|27821
0xacea6a|14295|21559
0xb67a51|40298|27604
0xb67a51|24575|22014
0xaa1488|3268|27987
0xacea6a|18572|22190
0xacea6a|47966|27561
0xb67a51|12749|22897
0xaa1488|83005|42423
0xacea6a|19376|22862
0xb67a51|136440|47244
0xb67a51|17523|23307
0xacea6a|193222|47170
0xaa1488|84939|47850
0xaa1488|1807|24546
0xb67a51|134843|47642
0xb67a51|13261|24340
0xaa1488|83175|48008
0xacea6a|16957|23531
0xaa1488|84798|48284
0xb67a51|16303|26406
0xacea6a|17838|26745
0xaa1488|1068|27631
0xacea6a|15850|13645
0xb67a51|29339|13673
0xb67a51|14159|15847
0xb67a51|19627|26126
0xb67a51|87546|43246
0xacea6a|22253|25890
0xaa1488|84598|43453
0xaa1488|2797|26602
0xacea6a|170332|43196
0xaa1488|919|26977
0xaa1488|83888|43609
0xb67a51|30388|22176
0xb67a51|130266|43399
0xb67a51|88392|23000
0xaa1488|84938|44191
0xaa1488|83821|47702
0xacea6a|19445|23928
0xacea6a|191229|47692
0xb67a51|52950|24090
0xacea6a|152547|85724
0xacea6a|24642|24346
0xb67a51|105815|81434
0xb67a51|95922|24523
0xacea6a|10044|14968
0xb67a51|128147|47788
0xaa1488|82962|48422
0xb67a51|25146|16038
0xacea6a|127738|35685
0xacea6a|15381|16523
0xb67a51|92720|33698
0xb67a51|19070|21204
0xacea6a|118589|36472
0xacea6a|21311|22173
0xb67a51|107387|34186
0xacea6a|118164|36948
0xb67a51|115505|52270
0xb67a51|96078|43112
0xacea6a|107674|162716
0xacea6a|126498|49070
0xb67a51|103884|163303
0xb67a51|93936|49587
0xaa1488|101549|163466
0xaa1488|101088|163669
0xb67a51|93054|50731
0xb67a51|13875|24742
0xacea6a|131609|53961
0xb67a51|92850|75594
0xb67a51|116947|77406
0xacea6a|458|24710
0xacea6a|149123|79939
0xb67a51|134158|35510
0xb67a51|90501|78484
0xacea6a|121485|35329
0xb67a51|92803|79519
0xb67a51|154311|37248
0xacea6a|152419|81923
0xb67a51|114922|37396
0xb67a51|93035|79787
0xacea6a|123097|37391
0xacea6a|148462|82490
0xb67a51|126939|37836
0xb67a51|104659|43014
0xb67a51|91184|80020
0xacea6a|129092|37949
0xb67a51|116711|80213
0xb67a51|110033|43888
0xacea6a|149683|82937
0xb67a51|106625|80821
0xacea6a|125072|43855
0xacea6a|159493|84037
0xb67a51|114643|45126
0xb67a51|104614|81190
0xacea6a|153657|84406
0xb67a51|104219|45283
0xaa1488|86910|85018
0xacea6a|130593|45481
0xaa1488|84667|85182
0xb67a51|141036|50131
0xacea6a|155209|84865
0xaa1488|84560|50935
0xaa1488|84159|51086
0xaa1488|86262|85330
0xaa1488|84213|85489
0xaa1488|80422|52239
0xacea6a|150221|85173
0xaa1488|9605|163162
0xaa1488|85754|85645
0xb67a51|102081|49269
0xaa1488|84556|85789
0xaa1488|84687|86045
0xb67a51|95582|129705
0xaa1488|83955|49738
0xacea6a|216172|129933
0xacea6a|136837|49250
0xb67a51|113259|131369
0xaa1488|84220|49923
0xb67a51|128995|54657
0xb67a51|135376|142580
0xacea6a|216626|131332
0xb67a51|121539|146927
0xacea6a|173937|146835
0xb67a51|126882|150226
0xaa1488|87295|86191
0xacea6a|225433|126164
0xb67a51|264466|153717
0xb67a51|112643|127201
0xaa1488|82774|54868
0xb67a51|90873|127728
0xacea6a|218006|127695
0xaa1488|84876|55371
0xb67a51|180756|129059
0xb67a51|89981|129496
0xb67a51|110623|55139
0xb67a51|102799|129964
0xaa1488|86208|55543
0xacea6a|150848|146804
0xacea6a|151371|55323
0xb67a51|98188|147726
0xacea6a|187276|132332
0xb67a51|207293|134255
0xb67a51|193083|131897
0xacea6a|177456|134229
0xacea6a|147220|132047
0xb67a51|212512|134757
0xb67a51|97858|132773
0xb67a51|94018|136184
0xacea6a|144616|132773
0xacea6a|192217|138262
0xb67a51|105827|133073
0xb67a51|90849|133347
0xb67a51|147098|138935
0xacea6a|163371|133344
0xb67a51|119121|139833
0xb67a51|128684|145403
0xacea6a|153342|145170
0xacea6a|179659|139131
0xb67a51|96690|146856
0xb67a51|128824|141537
0xb67a51|119488|141869
0xacea6a|196950|141701
0xb67a51|100707|147411
0xaa1488|95593|148459
0xacea6a|174881|142154
0xb67a51|103899|148784
0xb67a51|273090|162563
0xb67a51|102080|149153
0xaa1488|154726|163023
0xaa1488|96142|149774
0xacea6a|180111|153616
0xaa1488|91143|149917
0xaa1488|96294|150187
0xb67a51|184168|154222
0xacea6a|238|6873
0xb67a51|123462|154374
0xb67a51|253|7050
0xacea6a|180596|154314
0xacea6a|262|7449
0xb67a51|120101|154958
0xb67a51|134371|159934
0xaa1488|97019|148304
0xacea6a|180044|160236
0xacea6a|154790|148162
0xb67a51|119433|160507
0xb67a51|98624|54007
0xaa1488|88979|161501
0xaa1488|115455|54495
0xaa1488|87800|161647
0xacea6a|195420|54365
0xaa1488|81863|48596
0xaa1488|82969|48814
0xb67a51|123515|161632
0xaa1488|96153|162111
0xacea6a|177805|161702
0xaa1488|93827|162415
0xaa1488|93383|162560
0xaa1488|94464|162828
0xb67a51|103510|163153
0xaa1488|198362|176227
0xb67a51|397227|156875
0xaa1488|104142|159214
0xb67a51|82188|163668
0xacea6a|172|3148
0xb67a51|89553|248968
0xb67a51|192|3456
0xacea6a|248529|248920
0xacea6a|186|3694
0xb67a51|181487|250428
0xb67a51|23901|13682
0xb67a51|121017|253429
0xacea6a|7864|13645
0xaa1488|88462|260662
0xb67a51|36600|16232
0xb67a51|194001|260475
0xaa1488|92497|261411
0xacea6a|13021|16192
0xb67a51|14969|17598
0xaa1488|90041|262651
0xacea6a|8590|17947
0xb67a51|135709|262464
0xb67a51|10233|19298
0xacea6a|166087|262416
0xacea6a|16178|19269
0xaa1488|88429|263208
0xb67a51|11776|19525
0xb67a51|140406|263021
0xb67a51|11046|20511
0xacea6a|157736|262973
0xacea6a|11547|20262
0xacea6a|10748|20471
0xb67a51|26124|21293
0xacea6a|11527|22025
0xb67a51|12666|22997
0xb67a51|13836|24370
0xacea6a|12564|24322
0xaa1488|91708|263959
0xb67a51|112029|263320
0xaa1488|103734|264621
0xb67a51|80903|25494
0xb67a51|102857|264434
0xacea6a|15716|25362
0xacea6a|102748|265007
0xb67a51|89657|25861
0xaa1488|101769|265242
0xb67a51|89979|27875
0xacea6a|678226|254081
0xacea6a|108075|27556
0xb67a51|86445|29786
0xb67a51|306949|255266
0xacea6a|113605|29769
0xb67a51|139995|255500
0xb67a51|91769|30147
0xacea6a|666582|255224
0xb67a51|85818|30317
0xb67a51|292970|255661
0xb67a51|296850|255912
0xacea6a|114486|30308
0xacea6a|443195|255869
0xaa1488|81234|31480
0xb67a51|298207|256499
0xb67a51|129524|280360
0xaa1488|80254|31755
0xb67a51|132231|280586
0xb67a51|92738|31544
0xacea6a|678718|280307
0xaa1488|80175|32373
0xacea6a|114605|32161
0xb67a51|133068|280785
0xb67a51|94213|34006
0xb67a51|125600|281006
0xaa1488|81889|34191
0xb67a51|134444|281436
0xaa1488|81228|34694
0xacea6a|669811|280965
0xb67a51|93270|34498
0xb67a51|300016|282280
0xaa1488|80384|34938
0xb67a51|130676|285394
0xacea6a|173816|285446
0xacea6a|117076|34473
0xb67a51|124816|285984
0xaa1488|80548|35146
0xb67a51|134657|286561
0xaa1488|82037|35296
0xacea6a|182894|286533
0xb67a51|94573|35348
0xaa1488|80493|35876
0xb67a51|128855|286895
0xaa1488|81993|36187
0xb67a51|200978|287500
0xb67a51|94241|37764
0xacea6a|162400|287458
0xaa1488|81939|36319
0xb67a51|134651|287933
0xacea6a|118580|35797
0xaa1488|95695|288331
0xaa1488|104775|288493
0xaa1488|82149|37956
0xb67a51|125111|288305
0xacea6a|174594|288096
0xaa1488|82051|38131
0xb67a51|105550|288663
0xaa1488|81273|38322
0xaa1488|100442|289274
0xacea6a|373631|146439
0xb67a51|149833|148006
0xaa1488|133432|288862
0xb67a51|127105|148372
0xaa1488|187819|289140
0xacea6a|173348|148486
0xacea6a|107536|289314
0xb67a51|125089|148700
0xaa1488|129414|286676
0xb67a51|126706|149764
0xb67a51|128213|286500
