received_at|value
2023-02-1121:20:59.801491|12669522422203616
2023-02-1121:21:23.305427|26616513289571285
2023-02-1121:21:24.363812|26616513289571285
2023-02-1121:50:10.274342|11883734343275047
2023-02-1121:36:23.564538|14019271005434840
2023-02-1121:38:59.725851|12350088292283262
2023-02-1121:39:00.37963|12350088292283262
2023-02-1121:50:11.133627|11883734343275047
2023-02-1121:56:47.821228|11248788736350190
2023-02-1121:41:23.910283|11839079935295311
2023-02-1121:41:24.675105|11839079935295311
2023-02-1122:00:23.826687|25196902212869360
2023-02-1122:07:11.561444|11791799073994279
2023-02-1122:26:24.117714|7933966519794578
2023-02-1122:27:11.339979|11214708501021869
2023-02-1122:27:12.256975|11214708501021869
2023-02-1122:07:12.409294|11791799073994279
2023-02-1122:12:35.425277|22514068063409903
2023-02-1123:04:59.428829|13580664653680024
2023-02-1122:34:35.739371|4812382686747792
2023-02-1122:34:36.400883|4812382686747792
2023-02-1122:37:58.191037|40375060096235146
2023-02-1122:37:59.203932|40375060096235146
2023-02-1122:38:00.188359|40375060096235146
2023-02-1122:39:35.635116|3590227038488217
2023-02-1122:41:11.682836|51431671712786075
2023-02-1122:46:23.121659|31156801984066608
2023-02-1122:46:23.981999|31156801984066608
2023-02-1122:47:58.753009|5384918896139718
2023-02-1123:08:10.941166|3574687540938342
2023-02-1122:57:48.893783|6609370711349671
2023-02-1123:01:59.878413|8301144793284356
2023-02-1123:15:47.19716|7641376695223334
2023-02-1123:02:10.67439|4755707925374611
2023-02-1123:02:11.757347|4755707925374611
2023-02-1123:26:47.364782|6184404038500453
2023-02-1123:34:34.336484|7315682429539181
2023-02-1123:34:35.03245|7315682429539181
2023-02-1123:34:35.735406|7315682429539181
2023-02-1123:35:00.122773|4755967924264435
2023-02-1123:34:59.429158|4755967924264435
2023-02-1123:36:59.919213|3396222562709651
2023-02-1123:38:47.393981|11206299865903512
2023-02-1123:26:48.040132|6184404038500453
2023-02-1123:27:59.895685|9086383734239875
2023-02-1123:28:23.651205|4377488667621031
2023-02-1123:39:47.192609|12160956154133584
2023-02-1123:28:24.46153|4377488667621031
2023-02-1123:28:59.717664|8298283281316321
2023-02-1123:29:47.797632|3612549671382347
2023-02-1200:13:35.97809|9136846668160669
2023-02-1123:47:22.494744|3520639487882320
2023-02-1123:47:23.181827|3520639487882320
2023-02-1123:47:23.906032|3520639487882320
2023-02-1123:47:47.910983|5638182273014143
2023-02-1123:47:45.762754|5638182273014143
2023-02-1123:47:46.489006|5638182273014143
2023-02-1123:47:47.19526|5638182273014143
2023-02-1200:25:35.066212|2769360844591108
2023-02-1123:49:58.592041|26524503727063791
2023-02-1123:49:59.282396|26524503727063791
2023-02-1123:49:59.972815|26524503727063791
2023-02-1123:50:00.666196|26524503727063791
2023-02-1123:56:35.871163|8951453855715496
2023-02-1200:06:46.018441|18328178644892020
2023-02-1200:06:46.870386|18328178644892020
2023-02-1200:06:47.711864|18328178644892020
2023-02-1200:06:48.571095|18328178644892020
2023-02-1200:27:23.71419|5350224734224438
2023-02-1200:32:23.33154|10048768261884675
2023-02-1200:11:35.487576|9901159225837794
2023-02-1200:32:24.179599|10048768261884675
2023-02-1200:38:24.100587|5900656853829061
2023-02-1200:56:59.882916|9303561143540136
2023-02-1200:58:59.098359|11069517527619364
2023-02-1200:38:24.765688|5900656853829061
2023-02-1200:41:23.898396|10742427793502108
2023-02-1200:44:59.575408|6964049411656965
2023-02-1200:45:00.246899|6964049411656965
2023-02-1200:51:59.543104|4239150321409442
2023-02-1117:32:34.399077|104780928677847869
2023-02-1117:34:10.891152|37997614387091915
2023-02-1200:52:00.210147|4239150321409442
2023-02-1200:52:11.93129|21606493539977485
2023-02-1201:38:11.431075|6785244036011649
2023-02-1201:40:48.08246|28158183722432610
2023-02-1201:42:12.033133|20428655609197603
2023-02-1201:44:23.988077|5624503991331634
2023-02-1201:59:35.712355|6365117362724978
2023-02-1118:24:10.348479|15900620718411419
2023-02-1202:02:59.512067|7926511853966085
2023-02-1202:04:35.831259|9256970908524149
2023-02-1202:04:35.136965|9256970908524149
2023-02-1202:56:23.382712|8635056972089553
2023-02-1202:10:59.996331|14688465004514593
2023-02-1203:03:59.204704|29084350623561148
2023-02-1202:34:24.09525|16656334860714175
2023-02-1202:39:00.044444|10268465363467019
2023-02-1203:07:35.925113|9857840845005096
2023-02-1203:09:47.977997|3697748401725240
2023-02-1202:50:59.915724|56800243800724482
2023-02-1204:21:35.327712|8273779894821008
2023-02-1202:53:35.798015|10238675621580446
2023-02-1203:33:36.144349|6374104710527919
2023-02-1203:33:36.147744|6374104710527919
2023-02-1203:33:59.599407|11680215872147129
2023-02-1203:43:22.700431|10145184309865358
2023-02-1203:43:23.383722|10145184309865358
2023-02-1203:43:24.076078|10145184309865358
2023-02-1203:44:23.27487|12511113046049309
2023-02-1203:44:35.309722|14097688854673545
2023-02-1203:46:23.566346|11598916243284040
2023-02-1204:28:46.506639|8061353694486291
2023-02-1203:59:11.603557|10023376108250773
2023-02-1204:28:47.349838|8061353694486291
2023-02-1204:39:47.974589|30709944339034712
2023-02-1204:47:59.5912|11180284255718662
2023-02-1204:52:47.922899|6894120201564176
2023-02-1204:57:59.468393|4508516587170654
2023-02-1205:45:11.69377|7276689526223398
2023-02-1205:18:47.706335|15401300614372636
2023-02-1205:59:23.993294|6763236283096551
2023-02-1205:22:23.450082|7675676120276435
2023-02-1205:22:47.417693|23623637367418362
2023-02-1206:09:59.592996|24823715584676762
2023-02-1205:34:59.765012|12227456456954681
2023-02-1205:36:23.826026|57992260661160636
2023-02-1207:13:47.549773|25032171026259913
2023-02-1206:19:59.274639|9248551237558887
2023-02-1206:26:35.130507|35714581124760645
2023-02-1206:28:35.77811|36327805345363717
2023-02-1207:33:58.839105|56625007750817345
2023-02-1206:29:19.302269|16728534500531996
2023-02-1206:48:00.21619|27643748902282906
2023-02-1206:47:59.146277|27643748902282906
2023-02-1207:36:47.513505|43781274537101440
2023-02-1207:46:47.542817|13529036260047491
2023-02-1206:59:11.349212|25782364458831237
2023-02-1207:00:35.832734|29114433419549511
2023-02-1207:04:35.226565|7701446488720595
2023-02-1207:50:35.407266|14183766313403043
2023-02-1207:54:11.097226|42895822064506372
2023-02-1201:06:22.309626|6441160358814653
2023-02-1201:06:23.028629|6441160358814653
2023-02-1201:06:23.746919|6441160358814653
2023-02-1201:07:34.496715|7694498123534459
2023-02-1201:07:35.37748|7694498123534459
2023-02-1208:42:59.983995|80338436278895941
2023-02-1201:08:35.148735|4284231375301785
2023-02-1201:08:35.83005|4284231375301785
2023-02-1201:10:59.718999|8615596938386250
2023-02-1201:16:59.521276|13131650293531876
2023-02-1208:43:59.009528|4734593961762620
2023-02-1208:43:59.675252|4734593961762620
2023-02-1208:50:11.887569|10387816392073622
2023-02-1201:18:47.441909|17444664930467531
2023-02-1208:53:36.010023|23687306983829297
2023-02-1201:21:47.977057|12304240278649772
2023-02-1201:22:35.774674|9510772943640744
2023-02-1208:53:36.160098|23687306983829297
2023-02-1208:56:11.421147|9029559134261285
2023-02-1209:00:47.513571|13483713955000222
2023-02-1210:09:47.197876|55519793716766143
2023-02-1209:36:11.440918|11631486573464897
2023-02-1209:38:23.215119|36146393854333981
2023-02-1210:10:35.801561|18996954430879048
2023-02-1210:18:11.96139|26927727997904244
2023-02-1210:18:11.150797|26927727997904244
2023-02-1210:55:24.185477|31045444325970597
2023-02-1209:57:47.321486|30388727023759050
2023-02-1211:05:22.780659|41385761021918617
2023-02-1211:05:23.643996|41385761021918617
2023-02-1211:34:35.138547|11104274829545750
2023-02-1211:08:48.096997|33672897064062619
2023-02-1211:35:47.564707|42591029321698999
2023-02-1211:10:23.566358|28075720455323783
2023-02-1211:41:10.634886|31207523388419142
2023-02-1211:11:35.77308|20051418447398078
2023-02-1211:14:11.700775|19261443238825047
2023-02-1211:42:58.312327|6301565456608575
2023-02-1211:44:35.691406|8085025209808841
2023-02-1211:22:59.334744|27432867975915154
2023-02-1211:23:10.889591|13967384506203657
2023-02-1211:23:11.746795|13967384506203657
2023-02-1211:28:23.620372|9624860735747041
2023-02-1211:50:11.521229|41932482398849952
2023-02-1211:50:24.017149|10526825603684323
2023-02-1211:53:35.332299|35080656624369048
2023-02-1212:00:23.723288|46439072210154678
2023-02-1212:02:59.312206|16935625800647261
2023-02-1212:43:34.799652|8329912079932987
2023-02-1212:19:35.583641|15400569609641854
2023-02-1212:43:35.568324|8329912079932987
2023-02-1212:49:59.327451|30537558581484730
2023-02-1212:53:59.934599|16144339072058075
2023-02-1212:25:23.800401|18640170191156922
2023-02-1212:55:47.463104|7124771524269076
2023-02-1212:56:35.164425|76616841792481449
2023-02-1212:57:35.245279|11177289370444396
2023-02-1212:58:11.836861|7455009345100499
2023-02-1212:58:35.775709|13006079060574839
2023-02-1212:58:47.386881|16377493112099727
2023-02-1212:39:59.830163|7902420201134978
2023-02-1213:03:23.75773|9744370261610305
2023-02-1213:08:11.789799|8510547562622029
2023-02-1213:17:47.199291|11459575713587741
2023-02-1213:22:35.096541|61843929446282000
2023-02-1213:22:35.949177|61843929446282000
2023-02-1213:08:10.959513|8510547562622029
2023-02-1213:08:35.780361|11101796338149054
2023-02-1214:00:35.162415|16852765792019217
2023-02-1213:30:23.717396|43058607589116510
2023-02-1213:33:59.553158|25153171406838272
2023-02-1214:07:11.799679|28195448796294875
2023-02-1214:07:35.780876|9380213022923582
2023-02-1214:08:23.987805|65803700705960488
2023-02-1214:09:11.497101|16142033639188432
2023-02-1213:50:59.588559|11902549099343340
2023-02-1214:18:47.282307|15500333827451222
2023-02-1207:58:58.897046|13754276447486072
2023-02-1214:27:35.254566|19950455461946015
2023-02-1207:59:59.499935|12471232246526398
2023-02-1214:33:47.172122|27253992877105996
2023-02-1214:37:59.854288|11164357284465509
2023-02-1215:49:23.463243|23295740137558752
2023-02-1208:19:47.346084|26122689534682255
2023-02-1215:07:22.199912|20405286277964037
2023-02-1215:07:23.050108|20405286277964037
2023-02-1215:11:11.489278|22199261049094568
2023-02-1215:13:35.866734|18831402737949051
2023-02-1215:13:47.791317|41226301529645157
2023-02-1215:49:35.536232|15478701109535112
2023-02-1215:51:59.63438|26211377325456449
2023-02-1215:54:46.797173|28593499743227897
2023-02-1216:05:46.985583|54357705957318086
2023-02-1215:26:47.967355|11686156204282653
2023-02-1216:25:47.632727|9256578757002742
2023-02-1216:32:24.064117|17236236618008245
2023-02-1217:41:11.908592|7266541823225302
2023-02-1217:47:35.261583|38633274369266961
2023-02-1217:53:35.306445|19268897954629518
2023-02-1217:53:46.643605|4873580823927079
2023-02-1217:53:47.384729|4873580823927079
2023-02-1218:04:59.15213|12525586418490910
2023-02-1218:21:23.877266|20915382556570328
2023-02-1218:38:23.147953|39898473007055200
2023-02-1218:29:23.185559|46655138545262226
2023-02-1218:38:24.255636|39898473007055200
2023-02-1218:46:47.87217|112549880084439634
2023-02-1218:33:11.519361|18375472902276235
2023-02-1218:34:11.818904|15409070069828396
2023-02-1218:55:12.311445|12726499522615565
2023-02-1219:14:11.513116|23055122858948836
2023-02-1220:05:23.67959|33147333835127441
2023-02-1219:28:11.601779|11575583306289197
2023-02-1219:34:59.952091|24850109619896797
2023-02-1219:43:23.356364|37156841586317623
2023-02-1219:57:48.173789|24926344227267132
2023-02-1219:57:48.180473|24926344227267132
2023-02-1219:57:59.697822|11872617672496002
2023-02-1220:07:35.820219|35657194851646029
2023-02-1220:08:59.329621|9002272303725445
2023-02-1220:11:24.031689|20999661910264857
2023-02-1220:30:59.838794|7839544051060207
2023-02-1220:15:36.053731|4978566819976010
2023-02-1220:44:10.696005|8488871576989429
2023-02-1220:17:59.393303|23443163660295286
2023-02-1221:06:35.555647|25525603911598069
2023-02-1220:50:23.989876|24111307499005076
2023-02-1220:50:59.603664|41289775294454975
2023-02-1220:51:35.513942|4866699621894286
2023-02-1220:51:47.538756|6521163713921058
2023-02-1220:52:23.905474|14613128613448452
2023-02-1220:53:59.270058|4389342880019007
2023-02-1220:55:11.653344|15419869524235651
2023-02-1221:13:58.502903|7555202347202284
2023-02-1221:03:23.467327|93886004571760296
2023-02-1221:03:59.916723|8202644458123631
2023-02-1221:34:59.84058|11807239182393241
2023-02-1221:39:34.680305|11015905673119177
2023-02-1221:39:35.559625|11015905673119177
2023-02-1221:39:59.92796|18412477032442874
2023-02-1221:41:46.755966|9651130492424950
2023-02-1222:14:21.829553|10185984494739828
2023-02-1222:14:22.772336|10185984494739828
2023-02-1222:14:23.671937|10185984494739828
2023-02-1221:41:47.573334|9651130492424950
2023-02-1221:51:35.401241|347704861839384116
2023-02-1222:20:59.225357|3528109123395037
2023-02-1222:21:00.036885|3528109123395037
2023-02-1221:51:36.216489|347704861839384116
2023-02-1221:53:11.797063|14246296737071728
2023-02-1222:24:34.929336|10248505480611742
2023-02-1222:24:35.7842|10248505480611742
2023-02-1222:24:36.653124|10248505480611742
2023-02-1222:28:59.524665|15382538805376962
2023-02-1221:56:47.829964|114524532761995470
2023-02-1222:00:59.921767|9462156961531946
2023-02-1223:01:35.125358|18283395247360360
2023-02-1222:37:47.815981|7401933970039500
2023-02-1222:39:23.825996|14673716004574919
2023-02-1222:43:35.824016|19022251003976034
2023-02-1223:02:59.30245|21264665181386706
2023-02-1223:49:47.170976|4636157796297621
2023-02-1223:50:23.918068|6642862506233191
2023-02-1223:03:11.675882|18043946958188932
2023-02-1223:50:34.857666|6110763549887301
2023-02-1223:50:35.560183|6110763549887301
2023-02-1223:03:47.293145|15753076014873595
2023-02-1223:52:59.993689|4423905619821021
2023-02-1223:04:23.839597|9759090729269475
2023-02-1223:07:59.61221|9637859690868909
2023-02-1223:55:22.356801|11144503361982114
2023-02-1223:55:23.198167|11144503361982114
2023-02-1223:55:24.019638|11144503361982114
2023-02-1223:58:35.82599|11048592859746885
2023-02-1223:08:00.410698|9637859690868909
2023-02-1223:23:59.277152|17458338426271554
2023-02-1300:00:59.782493|7694551488897046
2023-02-1223:24:00.095963|17458338426271554
2023-02-1223:37:35.78404|4298290102365816
2023-02-1300:04:00.043978|11524586696770548
2023-02-1300:10:46.933098|92486587215841121
2023-02-1300:11:23.999892|31812742441093346
2023-02-1300:29:35.843348|4526792222965550
2023-02-1300:12:23.683359|84831671228331357
2023-02-1300:44:47.997247|8358035165023839
2023-02-1300:17:11.920161|4611808683809792
2023-02-1300:17:58.451996|6188681223261158
2023-02-1300:17:59.453557|6188681223261158
2023-02-1300:54:11.80678|15273289768285820
2023-02-1301:03:11.661165|5350765265098237
2023-02-1301:30:35.719695|49446320852352064
2023-02-1301:30:58.795265|8284194121362306
2023-02-1301:30:59.476743|8284194121362306
2023-02-1302:07:47.436433|26729225962877466
2023-02-1301:36:23.841832|3581717508247945
2023-02-1301:36:24.524331|3581717508247945
2023-02-1301:42:35.303594|6748184830888539
2023-02-1301:42:36.239007|6748184830888539
2023-02-1301:46:12.086668|5597851359951259
2023-02-1301:46:11.352382|5597851359951259
2023-02-1301:48:46.741203|4525219847474078
2023-02-1301:48:47.427579|4525219847474078
2023-02-1301:51:47.616481|9226801352104438
2023-02-1302:07:48.543238|26729225962877466
2023-02-1302:10:59.682884|19070463793826483
2023-02-1301:54:47.589541|6491803443943615
2023-02-1301:54:59.524677|6167640517812655
2023-02-1301:57:59.313056|3713583691090111
2023-02-1301:57:59.976472|3713583691090111
2023-02-1301:59:47.705031|7424519536243688
2023-02-1302:11:11.958085|18724690053216028
2023-02-1302:14:47.95129|15724412467320326
2023-02-1302:16:11.231354|46690609111428275
2023-02-1302:16:12.058717|46690609111428275
2023-02-1302:17:11.43015|49396401864622697
2023-02-1302:17:22.521199|8249185068314808
2023-02-1302:58:47.060606|44764389842017040
2023-02-1302:59:24.083056|10626554480682436
2023-02-1302:17:23.341527|8249185068314808
2023-02-1302:19:47.991888|4697289444243151
2023-02-1302:32:23.718206|12026362108473206
2023-02-1302:34:23.401026|7819310466401937
2023-02-1302:34:24.111262|7819310466401937
2023-02-1302:36:59.5371|57004865178823929
2023-02-1302:40:23.532411|27464668693215919
2023-02-1303:01:59.538064|9813973078016103
2023-02-1303:28:23.719307|5998737358444940
2023-02-1303:07:47.675208|20220399424193946
2023-02-1303:31:59.482436|19145449038066945
2023-02-1303:38:35.705836|8148717984364116
2023-02-1303:42:00.051406|7469885396417107
2023-02-1303:25:23.684632|10896077641978594
2023-02-1303:47:23.448569|36339140294368894
2023-02-1303:26:59.991981|13478532382674552
2023-02-1304:00:47.705122|36446328949539612
2023-02-1303:53:11.344814|12488186660148591
2023-02-1304:07:11.400684|46736581023579865
2023-02-1303:53:35.84174|16909609448063263
2023-02-1304:07:23.740473|60554382549699889
2023-02-1304:08:35.901892|22119271400304917
2023-02-1303:55:59.847602|30928311138755889
2023-02-1304:25:47.369919|9611778244694107
2023-02-1304:25:59.449302|10227365453502115
2023-02-1304:19:46.005261|13130394069437626
2023-02-1304:19:46.843041|13130394069437626
2023-02-1304:19:47.725151|13130394069437626
2023-02-1304:29:58.99733|21969281400915028
2023-02-1304:46:35.862239|10610899246182480
2023-02-1304:21:47.230583|5792096528981410
2023-02-1304:21:47.964889|5792096528981410
2023-02-1304:25:23.513772|22610837918691765
2023-02-1304:25:24.229611|22610837918691765
2023-02-1304:25:35.360839|13095782297183125
2023-02-1305:17:59.368047|15352537414195631
2023-02-1304:52:10.293184|12628994916893760
2023-02-1304:52:11.216519|12628994916893760
2023-02-1304:57:11.264901|19861147050783493
2023-02-1305:23:59.340493|11628194184723782
2023-02-1313:31:47.403185|92469102855889156
2023-02-1305:30:11.771004|32273541942705161
2023-02-1305:30:47.436931|127572982629960392
2023-02-1305:31:35.312361|65250883781278710
2023-02-1305:42:11.76214|24529015867423758
2023-02-1305:54:35.218271|20679462167480772
2023-02-1306:43:47.572684|29256741876220123
2023-02-1307:28:11.591594|25439853663657958
2023-02-1307:37:23.747571|27834767504810141
2023-02-1307:59:23.312015|32337723110320377
2023-02-1309:00:00.306413|70811103973912064
2023-02-1309:02:35.777986|23274641159296663
2023-02-1309:17:59.029315|40318113876391099
2023-02-1310:04:11.476981|125666021224305238
2023-02-1310:13:47.904073|102522896279129354
2023-02-1310:13:47.99206|102522896279129354
2023-02-1310:14:23.817308|161644198356780364
2023-02-1310:19:58.981207|98560710734942606
2023-02-1311:08:04.029026|30067311856649290
2023-02-1311:10:34.821185|64129594572386826
2023-02-1311:43:11.799572|89604588056735522
2023-02-1312:28:23.662501|86197136612976838
2023-02-1312:34:35.614966|139283219250629644
2023-02-1312:34:35.678246|139283219250629644
2023-02-1312:39:11.055658|55681666551945450
2023-02-1312:39:11.771183|55681666551945450
2023-02-1312:40:59.733509|76784563922438173
2023-02-1312:40:59.931156|76784563922438173
2023-02-1312:41:47.986127|42464933287367385
2023-02-1312:45:47.830912|75107524466444632
2023-02-1312:46:35.7465|147758405398784200
2023-02-1216:49:35.410492|29700129241477774
2023-02-1216:55:59.559632|36331402628859418
2023-02-1217:01:11.543244|25229221581195118
2023-02-1217:14:59.056835|10086301478472088
2023-02-1306:47:47.606019|13146574349559516
2023-02-1306:53:23.28462|22228034320001497
2023-02-1306:57:59.937652|15359850317013457
2023-02-1307:01:59.832195|23836118266598666
2023-02-1307:17:11.73792|62288995919550521
2023-02-1308:05:23.209636|555444180982884568
2023-02-1308:21:47.417267|44254875875835277
2023-02-1308:45:35.614576|406997527933819934
2023-02-1309:21:36.081843|195959087397176887
2023-02-1309:27:35.821078|437482684697137780
2023-02-1309:27:47.526424|65790829027711803
2023-02-1309:33:23.552155|616965291233224437
2023-02-1309:33:24.462882|616965291233224437
2023-02-1309:36:59.60424|143193349140784521
2023-02-1310:28:35.783163|36865720926010604
2023-02-1310:40:47.575105|77656067777754067
2023-02-1310:40:48.428106|77656067777754067
2023-02-1310:44:23.749816|159108061321753675
2023-02-1310:55:35.859445|69186309009247176
2023-02-1310:58:59.107824|19906909265289159
2023-02-1311:01:59.805576|92301616828879089
2023-02-1311:48:48.085615|113147088814894559
2023-02-1311:48:48.433934|113147088814894559
2023-02-1311:50:36.493037|78297083898918768
2023-02-1312:13:11.5587|82326688958224595
2023-02-1312:48:08.918218|44179169010015622
2023-02-1314:05:23.636908|68190773860004570
2023-02-1314:08:35.856149|27495032160495773
2023-02-1314:10:59.832236|40866431613548941
2023-02-1314:14:23.887641|66905431657082902
2023-02-1314:14:24.257451|66905431657082902
2023-02-1314:16:11.820071|109810627197415056
2023-02-1314:20:35.636563|71967414552870807
2023-02-1314:08:23.779103|50635271392567556
2023-02-1314:36:34.781475|36408080222112431
2023-02-1314:45:47.623357|127184295181170699
2023-02-1314:36:23.743739|47876297133443204
2023-02-1315:05:22.671115|184457291316504591
2023-02-1315:16:23.474276|120083465708150966
2023-02-1315:16:34.870058|87200864999105142
2023-02-1315:18:47.894588|51224707127670009
2023-02-1315:18:48.082822|51224707127670009
2023-02-1315:24:22.933518|43423135601536763
2023-02-1315:24:23.656114|43423135601536763
2023-02-1315:24:24.364563|43423135601536763
2023-02-1315:38:11.595098|52130108193318440
2023-02-1316:05:47.939663|72341984884738156
2023-02-1315:44:11.759528|65622588668282987
2023-02-1316:18:24.072785|43899659314563054
2023-02-1316:37:59.66091|18743927215516071
2023-02-1316:43:36.082392|44498274998932464
2023-02-1316:24:00.047087|42849372535842133
2023-02-1316:48:35.468256|174771672741568286
2023-02-1316:48:36.389605|174771672741568286
2023-02-1316:25:22.969567|45967062615958128
2023-02-1317:00:24.096511|75423213491217296
2023-02-1316:53:23.996654|36491466268598430
2023-02-1316:53:47.992099|35298825590574763
2023-02-1317:02:23.91389|67491744513945416
2023-02-1317:29:47.179419|64527266128417755
2023-02-1317:03:11.534503|52075397068307969
2023-02-1318:03:35.319819|66331286628492728
2023-02-1317:32:11.569512|21608554898123894
2023-02-1317:33:55.637235|34275852736898562
2023-02-1317:33:56.657751|34275852736898562
2023-02-1317:33:57.659017|34275852736898562
2023-02-1317:33:58.636335|34275852736898562
2023-02-1317:44:48.218491|134888824043068870
2023-02-1317:45:00.09793|23565143715287722
2023-02-1318:14:47.844057|35572433849283410
2023-02-1318:27:46.130355|27394183007871267
2023-02-1317:52:22.625239|33062635538604081
2023-02-1317:55:59.867363|55116650303157163
2023-02-1318:27:46.991029|27394183007871267
2023-02-1318:41:12.01626|475643246017848636
2023-02-1318:46:12.051078|106174111733762586
2023-02-1319:14:23.951691|23350540512952387
2023-02-1318:47:11.663828|77992307075413613
2023-02-1319:44:59.713454|17933832311727083
2023-02-1319:20:34.880343|37897121224204817
2023-02-1319:20:47.579942|12802033174948894
2023-02-1319:21:47.730509|13936436977179158
2023-02-1319:45:11.744065|9457183295830301
2023-02-1319:49:59.370154|14938599806728936
2023-02-1319:30:24.106701|14830389634734535
2023-02-1319:31:23.800462|25174543872945300
2023-02-1320:05:21.270865|17214855962391686
2023-02-1320:10:35.615225|158119072391472563
2023-02-1320:10:46.598152|103414195745112031
2023-02-1320:10:47.446134|103414195745112031
2023-02-1320:12:11.699305|192393486129794115
2023-02-1321:13:46.358048|100166255384269475
2023-02-1321:29:01.376572|16934322281052673
2023-02-1321:32:59.124704|54211717351773658
2023-02-1321:33:00.029967|54211717351773658
2023-02-1321:34:11.442428|12042668992208216
2023-02-1321:37:35.812829|10711114198268958
2023-02-1321:40:37.01214|51942644017082405
2023-02-1322:27:58.901848|12768040259647641
2023-02-1322:29:11.77733|22051879888052107
2023-02-1322:35:11.866621|90204983318535378
2023-02-1322:38:46.96976|19178876629267429
2023-02-1322:58:22.360612|16583249643305263
2023-02-1322:58:23.267053|16583249643305263
2023-02-1323:02:11.494277|13147880096775393
2023-02-1400:22:12.035642|6337529908040638
2023-02-1400:29:11.805082|4107839231834489
2023-02-1400:29:35.122327|3284704355054456
2023-02-1400:29:35.916804|3284704355054456
2023-02-1400:30:23.531745|3409705700724665
2023-02-1400:31:23.805897|7339746476853807
2023-02-1400:34:23.887927|99762122780329158
2023-02-1400:38:59.552198|29434425866835638
2023-02-1400:48:35.519362|15514292144924064
2023-02-1400:55:35.459866|30308447900660877
2023-02-1400:57:47.861032|16488883614381815
2023-02-1401:00:23.85642|35674873751026415
2023-02-1401:03:59.558233|19298482759391407
2023-02-1401:06:23.691323|12166205656947078
2023-02-1402:00:11.562386|78468249114878684
2023-02-1402:05:11.866477|45837777945255015
2023-02-1402:05:47.626381|17052743732054492
2023-02-1402:10:47.578567|22155329982911549
2023-02-1402:16:59.067503|29897245992406447
2023-02-1402:17:59.542743|12767064312925584
2023-02-1402:21:11.924643|16489952689414055
2023-02-1402:23:11.834593|29481297557704169
2023-02-1402:24:12.076711|18449854874585394
2023-02-1402:28:11.794839|26741106102764320
2023-02-1402:31:23.203212|18119883984780004
2023-02-1402:32:35.439408|6887371515929561
2023-02-1402:44:47.751796|38564074343731332
2023-02-1403:19:35.451695|14534915655898676
2023-02-1403:51:11.943428|20474624180311540
2023-02-1403:54:11.952407|63082985392086736
2023-02-1403:55:59.854478|37118856286821190
2023-02-1404:00:47.783329|43045881002199527
2023-02-1404:10:11.910449|27208391598055635
2023-02-1404:51:23.3704|82852999554096080
2023-02-1405:01:22.87269|16319756757491898
2023-02-1405:01:23.627334|16319756757491898
2023-02-1405:15:47.765799|20727281192562011
2023-02-1405:22:12.091587|51182799142130306
2023-02-1405:22:59.923671|18327211663433208
2023-02-1405:27:48.089938|20803154215815561
2023-02-1405:34:59.988548|271651532655778965
2023-02-1406:29:59.715593|35087183217575225
2023-02-1406:33:23.741126|43995466870378186
2023-02-1406:35:23.853983|7014434119380323
2023-02-1406:39:23.561704|23006893461687293
2023-02-1407:11:11.389474|71900253276999270
2023-02-1407:27:47.243733|18105393163521491
2023-02-1407:29:59.942901|36866265079611060
2023-02-1408:12:23.549212|48172431102056174
2023-02-1408:12:24.458043|48172431102056174
2023-02-1408:12:35.40154|16130833527020232
2023-02-1408:25:59.975865|32723859581632456
2023-02-1408:30:35.618049|58976479140550617
2023-02-1408:34:34.669814|9124985028918136
2023-02-1408:38:47.469735|23702842747279616
2023-02-1408:39:47.86744|14630710714432718
2023-02-1408:43:11.570343|18173222722991701
2023-02-1408:43:35.699351|20312716180982639
2023-02-1408:48:35.685231|27987955494928641
2023-02-1408:50:59.445226|18539244828688086
2023-02-1408:56:11.623496|41718900087666428
2023-02-1409:54:23.763324|184093530061860129
2023-02-1410:02:35.973002|122469141547028901
2023-02-1410:09:47.49834|75304329799631340
2023-02-1410:20:35.930196|15940751045410539
2023-02-1410:20:58.85365|37908738667771325
2023-02-1410:23:36.027969|15909628629750064
2023-02-1313:10:11.335185|61160367822542085
2023-02-1313:24:24.096427|47412712287386008
2023-02-1320:50:47.447206|19876985247137427
2023-02-1321:02:12.028341|16458453760297382
2023-02-1321:05:35.48133|10485542136462054
2023-02-1321:06:24.100379|15113929041147712
2023-02-1321:07:12.184892|23719385020094664
2023-02-1321:11:35.225878|121117199936309550
2023-02-1321:11:36.090805|121117199936309550
2023-02-1321:43:59.582099|76903670146581468
2023-02-1321:56:35.882341|27284449157259066
2023-02-1322:05:47.887976|19086479475761375
2023-02-1322:12:11.832806|9518838771226952
2023-02-1322:16:24.176341|9639811539094241
2023-02-1322:19:58.462272|97080933991829533
2023-02-1322:19:59.294664|97080933991829533
2023-02-1322:20:11.781772|10255555420654957
2023-02-1322:23:11.605431|107894352474791393
2023-02-1322:25:47.201701|12539736651868353
2023-02-1322:25:48.053508|12539736651868353
2023-02-1323:21:11.902581|33958813900205528
2023-02-1323:21:46.472705|19514466246609482
2023-02-1323:21:47.34752|19514466246609482
2023-02-1323:22:59.148423|14942540993946144
2023-02-1323:24:35.766556|6588535047217855
2023-02-1323:34:11.904824|3928927395113354
2023-02-1323:53:47.128324|8535985252131354
2023-02-1323:53:47.98105|8535985252131354
2023-02-1323:56:35.264944|10510670358382575
