redis
8072
7814
7511
7528
6884
7021
8555
5376
5689
5877
5992
6165
6754
6868
6560
6823
7312
6967
9431
11420
10468
8778
8487
9656
61746
83846
108895
12685
7306
8566
8021
8206
7880
9937
13428
12593
16662
8630
8276
105972
9226
9594
45605
8937
8666
8269
11929
8933
10132
9667
6543
5770
5737
5457
9996
5483
6658
6613
6839
6354
8154
7883
8202
8355
8787
8353
7475
8733
8811
7802
7961
9249
7840
8140
8783
9067
9079
9096
9301
9826
9192
8663
7495
13048
10598
33222
9345
10367
9704
9884
10134
10209
9673
32281
13229
11340
13014
34118
9303
9417
9829
10086
10522
9927
11343
11414
10443
12160
10347
10793
9830
10227
15352
11588
10033
11022
10955
12141
11659
12018
17681
11286
12219
26408
11800
12720
12107
12064
7446
6759
6399
7366
7428
5889
6053
5274
6364
6305
6344
6269
5467
5472
5974
6088
6269
6439
7341
6708
6358
6569
6300
8034
7862
10181
7539
7659
6238
8516
6422
8365
7922
7134
7884
6939
10182
7462
8305
8179
7731
7876
7851
7710
8692
8144
8951
7784
12451
4258
4449
4952
5123
6072
5695
5130
5779
5343
6152
5561
5876
5729
5906
6646
5912
6292
5760
6500
5958
5914
5336
8874
6632
7103
5823
5566
8219
5290
6464
6915
6478
7047
7271
7450
7448
7403
7998
6817
8344
9830
8815
6863
7068
7383
7839
8256
7845
8642
9892
102276
8163
26160
6822
6506
8634
10039
11623
10560
12075
10594
9494
9648
9298
8907
7688
8652
9136
9463
8066
9765
9978
7940
9659
10156
9872
10675
10544
10086
9935
9888
8117
9337
10280
9708
10578
13286
10497
9782
10041
10410
7740
10806
8006
7926
7683
4558
4934
4778
4644
4929
5453
6065
6822
6482
5513
5648
7610
6364
6491
6798
6522
6052
8455
7720
6730
7236
7499
8844
8254
7540
7068
7052
8014
7720
7540
7978
7789
7821
8510
8875
10200
8739
9933
10765
7631
7899
8959
6566
7264
14369
11139
11541
12453
11668
9129
11836
11988
11057
11830
10936
11807
10948
13190
11769
11129
19838
10550
11982
12681
10751
20663
11471
11156
11896
11800
11888
12517
13323
16105
11084
11279
11959
6647
5853
5642
7185
6500
5492
5768
6382
7827
10758
11408
9259
9194
13874
39186
10368
10182
10347
6774
7003
7240
8690
8166
8418
8279
11489
9789
8560
10943
9642
8557
8299
9599
9809
16782
10303
10657
10112
10115
10117
10249
9668
13982
39529
12151
7120
7976
7415
6457
5617
5998
5644
7081
6616
7841
8034
6892
6683
5265
7180
6764
7572
7122
6857
6751
12304
7165
6950
6815
8518
7551
7325
7730
7961
6919
8516
9186
8495
8681
8564
8957
7846
7888
8376
7974
16324
10002
6610
6609
6998
8306
58776
25735
38455
43405
25113
28591
26824
28902
26421
25591
27479
25151
184060
128765
31070
29471
25935
27783
36082
33221
48610
31805
26937
27693
26860
107192
310586
40047
123530
321042
29141
6955
5915
6359
6482
7017
6750
6409
6616
5323
4699
5373
4837
5478
5668
5601
5696
5417
5744
5260
5718
5828
6579
5589
6110
6490
6006
5766
5839
6179
6961
5890
6775
6639
6849
5574
6523
7289
8839
7941
6232
8282
8129
6530
7729
7410
7750
7830
5239
4994
5379
5466
5545
5170
5745
5091
5915
6138
5909
6525
5469
6326
6048
6278
7076
6345
7216
6746
6359
6589
6417
6628
6671
5994
6068
6056
6689
6065
6005
6279
7278
7940
7239
8003
9571
7854
6743
6986
8746
7363
8716
7935
8383
7814
12128
10051
16452
11311
10901
11284
35511
14813
15778
7001
6021
11129
8064
8742
12101
8269
15245
10173
8601
13767
8699
18127
8677
15488
11314
10513
13578
10624
15243
10350
10155
10468
11458
11601
11256
9041
10326
5634
5219
5795
6213
106494
7188
6442
5873
6018
6426
6436
5262
9498
15614
11158
5972
6342
5888
9748
8210
10247
9394
10178
10023
10641
10340
11881
9677
10117
11035
11536
12071
11258
10878
11049
12397
11472
11965
12026
11998
11351
47530
14542
10698
11355
13135
45511
11664
5983
4600
6790
6159
5893
5978
6625
10201
8761
7953
10400
21494
8952
8956
7599
8066
101717
6813
8752
8081
8733
10584
9014
10478
10533
11610
10334
10281
9972
10816
12312
12981
10482
11302
11523
14659
11126
12569
16254
10481
10869
10446
10701
49374
192572
108116
12500
13314
4945
4747
5668
5096
5341
5189
5397
5197
6269
6103
5684
10065
10777
11632
12637
34528
9913
11322
9773
10470
11333
11524
11434
12236
11209
12271
11545
11728
12140
12229
30501
12169
13812
14536
