decode_duration|pg_column_size
93460|132167
81088|132462
133647|132868
84694|133473
93728|135120
125130|133786
97842|158877
227609|202556
221334|333989
22302|128259
80267|128668
80770|129390
23342|129342
237605|130394
211202|318537
209054|420456
243755|421554
75520|421544
228625|421779
158390|420504
102756|421592
76845|421841
325120|422076
201404|318734
9865|21908
232|3934
260|4341
321|4557
299|5224
380|6502
20714|20814
5582|21926
15371|33992
10319|34546
18541|34987
10780|22585
5768|22568
11293|23434
12408|22943
18209|30127
14903|30315
15133|30329
10412|30513
14524|30475
14209|30721
17934|30682
15164|32316
21608|33932
143789|230512
185218|232624
126055|232793
179548|232703
114734|233141
148604|233250
116774|234227
17286|37770
111082|37994
87359|38298
85156|38981
108431|38606
85815|39610
110811|39726
86106|40495
79096|41773
82568|41966
110656|40669
80280|42112
89870|42417
93467|42607
80200|43002
80364|45744
89833|45532
111390|42959
80829|46309
81911|46560
89417|46345
99845|46829
115828|46605
89056|70422
83321|70610
116027|70989
222788|228269
143996|228524
93027|229661
214427|228938
178585|230183
194457|231740
190090|240887
94633|241419
117034|241754
106681|242195
113284|242560
399572|242675
107638|243263
103741|243587
184828|234923
227394|235736
119879|236364
125491|236991
220878|237225
116220|237835
116925|238562
146456|238275
116581|238892
125038|239811
145313|239735
118049|240165
145541|240792
134615|241413
148964|241603
101291|241744
300896|242642
193773|242836
207420|171832
152|3312
106730|243074
98650|243245
88377|171401
862|32621
104619|243992
122|3857
123|4028
209|5069
11427|16223
17578|16441
30180|16377
25479|19137
80077|19085
18555|19536
193|4437
10851|9647
44938|9948
22682|10378
6877|12326
20449|12156
8274|13889
28639|13855
10748|14341
11043|15337
27666|15090
24058|15774
35183|15743
11783|16033
66006|15911
27492|20703
667|22045
111960|20783
25947|21851
1664|22294
20200|20113
64604|20072
1213|20627
660|20893
50400|21817
640|22688
47714|22501
41524|22454
83267|33730
82405|36334
82926|36607
139259|36608
83081|36807
236027|33972
192087|36577
83802|37364
182|3376
158|4251
181|5440
269|5764
295|6333
231|6255
41637|12677
24739|13293
3945|14076
29090|15574
93237|35852
96215|36235
81089|36352
118795|36292
11240|16147
156173|27079
110959|27811
95877|30420
161952|30263
31346|31277
129658|32414
13234|32822
91130|33056
58302|32868
90923|33254
113774|33098
109785|33947
136748|33573
82554|34577
81290|34866
113071|34750
135095|34533
80450|35343
81002|35581
140392|35484
82207|35947
134295|35524
81529|36135
130709|37403
92407|38233
112|3990
184|6010
191|5820
292|5449
80521|36755
93285|36917
83996|37042
81056|37465
97968|38257
241807|104949
193917|106107
124487|106525
255894|105936
120966|107710
217|5395
199080|92116
281|6600
178680|92722
202083|97046
240152|95873
99759|104669
201975|105967
103139|107842
197311|107991
254460|107674
153|4770
247|4952
237|5098
233|5972
12168|6976
286|6932
18789|9766
5733|10198
18138|11012
258849|108322
197655|108688
124532|109620
159595|109007
121615|110502
122417|111316
151603|110864
122408|112025
159709|112364
123886|112400
94454|112777
124340|112545
156744|112364
102826|112931
111920|112709
157569|112678
110006|113595
123219|113360
101832|113893
159688|113633
123594|113666
177994|66141
92190|69609
193124|69920
83258|70329
118905|75629
168095|75577
126659|87351
133548|88255
267308|87823
92791|66550
126925|97047
89309|97517
85403|97709
103108|97736
101671|98622
104062|15140
16495|15632
10616|15414
26788|16201
133693|88726
98483|90431
256659|89418
138652|90935
152672|92186
99027|92728
126405|92919
295230|93255
126339|94302
135402|94495
88748|94677
153064|94459
87935|94928
86879|96409
130446|96223
86815|96594
100947|96404
195917|96361
86852|96843
189627|96655
154561|96741
85343|97231
89777|97940
97259|98845
3363|62727
150746|39498
11499|14660
81384|39691
26115|33625
96559|39896
87825|34661
12094|16940
170520|34765
10640|18996
98520|40847
24280|18945
104161|41485
97485|24808
10378|16326
134867|24810
127712|32132
13598|17002
8592|18656
18460|25707
86914|18288
127410|25516
19419|30139
19653|26040
27738|30693
18788|33153
42796|34451
86777|33693
152525|34144
89136|34789
84249|44194
89945|35571
156952|43938
143635|35264
111021|35793
88892|36258
135235|36737
91639|41678
219940|42682
94712|36725
277408|42751
92216|36902
103676|43087
122244|36877
164710|43013
81172|37514
91026|37688
126976|43233
80097|37877
141330|43013
80178|38037
105744|43543
95349|37820
84785|43723
128206|37807
90900|44009
81684|39004
91941|45119
81477|39350
95716|39129
82782|45469
80424|39493
105982|45945
124858|39128
87683|45904
80777|39929
80002|46155
77078|42512
82705|44111
136949|45489
81471|44289
83562|46334
257|6931
83688|46828
94742|46629
83785|44357
322|7336
177371|44168
133718|44106
296|7287
728|8788
113925|91540
2209|8839
116516|92562
20832|11395
140672|92334
4485|11688
115737|93011
12356|13168
118662|93417
4841|13952
175304|93757
7041|13656
116678|93913
5642|15312
85499|47203
10609|15016
125864|87085
6015|15875
100106|65346
9286|16977
95853|65649
162155|37583
147916|38461
120926|87085
109123|65972
2072|31786
145233|65971
5296|32023
2791|32188
106594|108363
1934|32376
104329|109573
25624|32162
126545|97317
36368|32294
95123|110606
114835|35276
94021|112469
141619|34815
192160|111497
122537|35808
111197|113226
148530|35760
115596|36702
114368|85770
162508|37583
74022|86421
125501|37615
86232|37798
104633|119104
82240|38291
156502|89233
78465|38701
96048|89856
127871|90847
135174|38515
136218|90384
82808|39150
126703|38960
163194|38927
96299|91401
81937|39366
174758|91402
85434|43963
23561|25595
131313|43769
11442|26859
211|3940
216|4527
6279|27039
11774|27916
262|4800
8531|28735
5871|28921
245|5666
21257|29262
202|5319
108638|94412
16169|6126
17294|9277
841|9027
162140|94267
21044|9654
83557|94611
2027|9631
85012|94767
18701|10235
119085|94968
85575|95164
86226|95310
4466|10932
5216|11408
85436|95617
5452|11843
5851|11813
142388|94945
4980|12518
95589|95724
8518|12510
82715|95939
9515|15232
12794|15722
12107|17325
88000|96071
16026|19340
85560|96385
27559|19131
12751|19942
127630|96316
84748|96535
170672|96282
29251|20232
87411|96959
15612|20421
14003|20970
117142|96742
30493|20936
88613|98738
15049|21719
133|6208
19545|21685
12976|22375
343|5323
18440|27113
25961|26681
238|7320
25102|29021
5360|22642
5279|29231
6022|25059
86597|53494
1041|29387
111202|53424
30221|29255
83710|53942
776|29646
95540|53757
5227|30668
114053|53694
25294|30460
1851|31030
87106|54963
1006|31604
29397|29078
28944|31739
35218|31132
81849|38124
106506|37957
1960|32528
81509|42760
36512|32757
96325|43489
81269|56698
109804|43090
81884|56840
105553|49973
63325|16306
110606|51674
53345|16662
91566|51869
67904|17631
85558|52888
127286|17611
112248|52384
16619|20608
112025|20595
106399|53037
92228|53337
72998|26458
113700|52970
100852|31573
82116|53517
169958|29940
83730|53684
16570|31723
157915|61598
16721|10715
233972|46216
13049|10953
224885|169214
104674|66950
217284|63016
90389|66998
249354|243510
87305|54781
313780|244207
86820|55062
83265|55247
256940|245603
144415|54717
305571|245561
265395|246665
84355|55995
147713|246929
479432|246887
246689|247174
142010|247654
102682|247577
102242|248168
88168|55818
84929|56173
252|2445
188|2493
158|2445
127|3268
174|5203
312|5698
801|10174
108085|91313
34872|13171
13957|15805
72934|15814
23175|16524
24742|17497
94387|248704
82566|72189
127279|72557
127654|248516
110346|249035
81971|77884
94371|249451
85333|78540
157336|248982
106462|78492
84451|249895
82945|78787
136500|249702
106973|79333
90902|252016
83707|80023
136014|252038
106309|79975
112520|49272
93007|80384
82217|46675
83549|80745
129874|249029
108678|80697
82899|81106
107108|82063
85787|82833
82862|83381
83339|83194
95826|252216
81406|83742
45672|252505
124637|83146
376584|252029
86480|83916
113455|253515
82391|84103
270200|253716
101409|254110
79824|84982
109304|254780
108057|84747
132114|254569
84113|84795
96494|255835
82013|85343
81806|86761
204573|42682
84383|87430
101665|43134
81930|89652
142897|43705
82851|90339
179050|43630
108636|89047
108034|44747
81327|90700
106671|45203
237920|45165
88589|90513
102282|46366
84144|91061
110683|47306
259808|47388
82828|91682
84154|91722
140359|48848
84465|92270
140176|48792
30016|22761
263751|48628
150833|38819
125805|48914
161034|48941
229519|37596
133607|49104
88838|41140
168960|49137
79272|17468
115226|49036
116470|49524
18261|21319
158639|49535
94085|22296
85772|60246
131373|49157
245497|59061
152253|49157
191613|60005
151629|48215
138417|60468
110584|73406
174303|60255
82803|75447
193716|60240
107536|75813
167162|122398
82630|79139
101302|81023
112134|41292
108570|80604
82050|81519
219109|41254
135185|41960
116586|43556
114741|46708
262317|43539
154614|45767
120246|43849
108714|45790
105513|49936
83133|38626
98029|38552
217867|49905
80214|38708
154000|53495
135963|38518
100897|54107
80969|38905
211785|53924
114740|38742
80635|40500
108645|57605
283958|57231
133864|40325
119806|57980
166867|86702
208769|57958
162185|86899
148064|58819
224990|86817
88115|59015
158146|86793
168005|59285
163153|85833
95624|60029
119765|85839
152411|60020
130897|85870
145362|123211
130460|85836
124507|83306
132898|123514
156297|123403
123508|85902
142494|54203
127499|126260
131327|55893
128918|131932
227090|129007
152444|126429
173625|119996
129421|137470
105146|75907
162333|137436
90752|67730
89276|170843
103591|67928
86292|171035
106273|67891
90694|68268
127455|137950
125651|139515
109836|68222
185022|139106
84228|68414
173848|140062
83104|69777
115012|140657
106689|69325
105858|69961
179369|140613
105979|70360
202204|140803
90782|70566
139112|141673
82802|71379
210161|71355
181276|141629
85255|71554
108654|142699
110606|143006
82855|72789
105648|72571
80834|73297
217172|142989
110940|144136
83167|75326
84541|87713
131451|167740
82319|88338
185974|167121
83959|88966
124481|167878
92347|89464
82906|89643
135478|169968
114888|88530
184929|169794
202250|170132
108481|81617
116908|170844
106329|85226
177650|170799
120888|85845
109047|87322
107179|87518
11360|32453
105625|60564
9532|33198
95026|64108
109038|83105
953|34140
122362|121380
954|34855
90187|214623
198653|62785
94044|20855
83861|90050
33109|21882
108480|90000
17215|23367
82540|90184
86877|22260
82784|91823
109882|91916
88917|171854
83890|92212
90816|92012
931|32774
863|33214
83483|91605
83810|91694
950|34131
82939|92666
839|34853
91776|183366
91625|92462
84980|92895
90915|183766
110198|92599
131969|183768
104956|55116
95018|55790
189690|183402
108583|183963
89747|56656
106703|56636
90995|184124
89303|59165
95543|184738
105782|59089
133921|184543
82391|59466
108996|185573
93726|187306
82352|59612
105111|59446
115|2091
81917|59784
82249|61370
181|2144
162|2302
234179|312117
105515|313234
174|2812
240281|315892
195|3759
12214|16953
106590|193079
12021|17241
105769|255872
78669|17185
58019|256288
6978|17644
7718|18647
139077|247023
14013|12966
95899|262905
187468|272617
68514|12707
156337|271952
128476|285311
61314|16486
101668|299255
79771|16424
130987|285108
48340|20866
125414|306443
137806|307050
91525|40565
259707|308061
171858|38467
87417|41245
106363|310299
93962|41537
135308|310100
157449|41310
124258|311688
96242|311450
102646|311886
93716|17784
9272|19124
94089|19251
9655|20224
9713|21539
133662|20835
9992|22161
140907|22111
10983|22311
9570|23208
108324|23166
10562|23937
55544|24675
837|24805
58320|24723
834|24918
10466|24830
1894|25097
43769|24972
942|25297
1826|25510
1981|25689
30423|25605
891|25851
41653|25380
82921|39068
85687|38986
81154|40212
81047|40422
89306|40347
52729|27401
83293|40558
81411|40746
77182|41645
88349|41547
18105|5779
11735|6620
20401|6592
22101|7111
9579|9592
8144|8907
8662|12953
26748|13393
9497|14276
17427|14644
12696|14832
11898|16856
32548|15740
11884|17161
34897|17178
11289|18149
8378|19232
132931|17961
9297|19368
46113|19799
6841|19965
87280|29972
83285|48387
127334|48160
81851|49229
90938|41943
81883|45122
81477|45976
90484|46179
81846|46184
183009|45689
82429|46320
87842|46549
82267|46717
82046|47162
83963|47914
165906|47763
387793|131451
84604|133887
123309|133943
895|31417
814|31710
9242|34598
400981|80395
90855|55219
91636|49000
83397|51773
83001|51941
187523|51647
37142|20052
100822|36279
126026|36938
83834|37010
83796|37568
125761|37255
88793|44956
143208|45336
85255|45828
93295|48744
162467|48549
92224|49571
87077|51410
161856|51199
115530|128056
165019|128974
245514|127689
103080|129134
101993|129791
90530|129889
228844|129320
85487|130078
59618|130292
109388|130357
87088|130452
84514|130627
104724|130542
225561|130167
89708|130761
100694|130683
88394|131213
84676|131755
135471|131823
90189|131909
91965|132180
87913|134265
3044|5754
11841|6877
3627|7141
13643|8166
8681|9135
422|8804
7525|9974
7899|9913
8446|13778
3081|15110
11155|15347
56397|16039
12099|15479
12022|18185
17188|18540
12928|18576
12901|20430
20960|20194
10764|26360
10458|25176
12126|26968
10179|27417
11773|27647
36258|28050
146194|28036
12317|29483
11263|29206
19494|29201
16904|29737
86608|29149
806|30156
798|30326
921|31708
840|33344
857|33999
912|34280
1018|35009
303296|80232
931|56150
20269|56377
874|57569
771|57854
53239|60765
12759|58926
115111|63733
89349|61580
82497|64612
108274|64925
82882|65829
91159|69340
115633|69307
89670|69555
94899|70662
143856|69935
94413|71647
151333|71134
92095|71850
90018|72591
153354|72563
94306|72803
90338|74106
127262|73370
93260|74488
124998|74719
92727|74749
85144|74965
81202|75823
88061|76108
81238|76089
80304|80645
83316|76315
179909|76074
83371|76572
81275|76780
100568|76978
81573|77175
81616|77326
97577|77142
127941|77091
81555|77514
83520|79758
136743|79561
84402|79992
75801|80196
82340|80390
126833|79942
90727|80438
92631|61867
127019|61877
87242|62067
83480|81507
197577|34450
111081|35004
99601|35736
191024|36943
101887|39312
143163|40234
231053|40380
108992|44925
111025|46912
203004|46838
110605|47409
115666|49057
207550|48809
109895|49835
112746|50466
166037|50034
121812|55121
172954|55485
119150|55690
121635|55841
160598|55977
120716|56237
125368|56810
165803|56757
126515|60469
123954|60951
174644|60721
142490|61653
186617|61600
83932|62248
122108|62234
103594|62448
164495|62031
85095|62985
87000|43668
32006|43837
81870|43856
86345|44526
13440|44130
88562|45897
14819|46060
87099|46042
86401|46404
15144|46215
88780|46805
8001|47152
88020|47165
81893|47837
15361|47856
88542|47992
16112|47986
89398|48126
86425|48716
8636|48541
88959|48512
84671|78073
221822|112026
103031|211908
106423|206030
110281|255678
161382|103600
116841|105525
96201|106410
83582|107255
127680|256087
64422|193292
97356|256708
94593|257637
128162|78097
144485|80610
125657|82322
166077|82274
102439|83044
147942|83357
152091|83632
155560|84655
135361|86021
88729|86731
132782|91958
149699|88383
111690|94473
106522|95563
145429|94793
110874|98936
148579|99319
112545|99728
99666|100450
151000|100402
126149|100881
107914|101242
159515|100833
115037|102488
113287|103648
243089|105343
119943|107068
30301|19563
18030|22402
82836|28183
94685|27998
83962|28341
80268|29429
98609|29257
133282|29039
80256|30004
80590|107616
165022|107020
117228|107429
82518|107977
110577|108151
82035|108338
158907|108103
82227|108699
118555|108512
81352|109112
102153|111209
192900|111022
201665|110974
20250|111570
131|3514
269|3708
311|3845
218|4250
269|4480
321|5064
16513|7401
307|7466
18653|8637
13559|9213
19974|9621
11801|9711
2878|9739
5407|10705
16147|11003
6122|12100
105381|12396
7860|12793
7609|14573
10703|14518
11346|16538
12182|16209
13542|17574
22813|17532
31138|18330
30979|18486
14541|19455
729|20393
3414|20732
690|22929
795|23106
9651|22909
35287|22934
915|23672
5526|24004
21285|23814
888|24314
2318|24462
35109|24125
22497|24271
124492|312393
2880|24597
6620|24788
17689|24566
852|24931
83479|24602
1734|25521
24795|25522
262|4879
155930|311875
134|4879
155|8599
282|8618
14997|11008
11520|10055
20091|11207
15104|13554
4389|13980
7962|15569
5664|14578
30146|21269
50314|21452
29852|21465
88824|22176
123976|22141
88719|22612
113977|22744
88857|23475
84777|23803
117801|23777
106434|24821
118015|24291
82283|25295
79500|25539
93341|25355
80523|26366
79724|27261
79902|27433
135881|26313
95423|27259
80610|27604
95981|27405
129041|27385
154097|56114
38503|56363
47051|56308
145339|58131
241|2421
99158|30024
82581|30208
101149|19947
22640|20703
17434|21037
112276|20803
78945|22656
30577|23607
20447|26087
22821|27286
148092|26938
74675|27635
125475|27769
21706|28095
25353|28685
55824|28610
9842|29094
51434|29032
25221|29904
25610|30092
194357|30355
38212|30416
88175|31962
118450|31897
91112|33682
108381|57798
200503|33723
113617|57939
149904|57718
107674|58121
106217|56098
157337|56046
94433|55880
81946|55964
101626|56324
81460|56377
139761|56275
84476|56200
103258|55925
80388|56173
80918|56388
155077|56179
121104|35130
94094|35984
80115|36167
81525|44915
82047|45238
88310|45184
161266|44561
81509|45754
220|2862
229|2830
170|3701
198|3659
29547|18773
180|5075
15650|19964
20823|17983
12557|20423
23982|21104
14750|20657
19370|21623
29190|21588
10510|22090
27649|23680
19905|24573
10298|25591
32145|25564
22198|26771
39371|28996
14292|29740
32815|30436
41160|30218
11000|30814
44888|30799
89269|31535
90046|32474
115830|32266
85746|33339
80767|34405
80070|34795
120099|34105
94579|34620
80099|34978
83007|34786
80227|35761
201669|45385
81904|46177
96401|45997
6362|7663
12544|7895
392|7852
15311|8607
5430|9212
8053|9172
6921|11144
2189|11435
4338|12315
8237|18340
9501|18338
8987|18710
13874|18340
11347|19969
9818|19811
11523|20504
13716|22397
195|4481
166|4662
217|4845
302|6923
16204|21871
8725|22741
18888|22694
8077|22895
11639|24826
9507|25123
12157|27922
22269|27599
14617|28934
24360|29073
13831|29259
15046|32521
19763|29865
2154|32792
15329|32694
1154|32965
930|33132
23087|33007
15879|33047
1216|33283
3211|33635
16614|33585
22537|33526
1573|34033
17601|33956
1798|34180
22596|33912
16380|34267
1292|34339
2300|36522
24028|34707
87502|37610
80839|36987
80455|37899
119|2916
188|3159
253|3276
217|3447
187|3795
30695|7655
326|6895
245|7074
241|7353
70089|23713
53869|23878
15031|23887
645|24256
668|25011
1125|25187
809|25372
42694|11856
5952|11821
104306|313293
23151|14729
52150|14729
21655|15157
27053|17200
27779|17179
106379|312709
27728|17927
66574|18069
18099|313043
11716|19171
32198|20082
105685|313491
137607|313482
43743|19798
15779|22149
69349|20696
38230|22532
49907|23385
125055|23340
822|23523
683|24054
91339|81574
191512|24453
200901|23841
84002|83120
111590|87748
95805|112313
197875|387950
89111|116558
114918|116485
89571|157485
86107|116836
96009|157803
114732|117538
139965|81539
118912|84413
104874|313744
100430|314795
91621|85201
140871|320810
85342|85411
112687|79564
75955|86216
104957|79617
700|24420
85884|79901
110809|79849
101016|25158
91411|81041
45863|21892
110943|81289
25529|22664
123078|117949
42205|22640
34026|23043
96851|117601
71941|23061
85792|119358
9460|19543
122229|120138
88218|120914
10532|19863
94314|118271
18373|20321
113679|118190
688|24646
94044|118737
91386|120726
170675|120641
1199|24829
114067|120641
115229|113614
90102|115649
122887|115246
91853|115844
88229|116128
108410|116174
92561|116361
134607|116092
88768|116714
93726|25198
838|25877
204594|288474
105412|291165
100822|111342
115166|124596
126321|125138
110344|129529
686|25579
90918|25532
216|3284
213|4126
231|4302
9574|17102
4403|18653
33756|20183
8338|20548
7100|20727
759|25717
102673|131661
199472|131148
14218|17802
17698|18222
7800|19026
10460|19066
10820|20031
8760|19026
11964|22199
88758|117365
5125|21332
19191|19853
11825|20255
11909|20670
28644|20638
101682|316285
41469|20638
44558|21668
2491|24980
23129|26250
30553|23467
4116|26340
2856|24445
11977|26766
480|24740
9984|26931
31179|24945
3107|26863
9407|27682
819|25134
1084|27600
28936|24573
9250|27822
38828|24904
1191|25433
862|26962
57259|26796
30670|26445
12987|28422
1520|29047
41012|28831
10425|28327
741|28851
3477|29446
3154|28087
15304|29251
10313|28952
160|4959
2445|29587
10707|30844
136|4877
11378|31208
174|4538
4994|31304
260|5087
10552|31805
216|5385
213|5053
2023|31762
23470|32277
237|6491
1603|32454
239|6175
9630|33442
12205|11064
2322|33660
80889|35437
5875|13449
81110|35691
11788|18799
103645|35664
11629|19568
79633|36240
12370|27105
81785|37243
13505|28361
106902|36588
19383|28473
81013|38372
35263|28499
8027|21352
80471|38572
80175|38793
10296|21659
104311|38170
13110|24764
115506|38566
100155|39107
11131|25126
99678|43196
15307|25093
101930|42683
28281|25888
81999|47673
17132|26317
105674|46698
8989|26518
227306|42823
18397|26712
80609|54990
96347|42400
83051|47427
27119|28636
81896|48606
82459|48528
30405|28903
81241|48762
28624|29176
3805|29381
19391|29160
80345|54452
79977|54614
106713|48529
198648|35446
90372|36239
103399|36704
208278|36410
94299|54419
81390|54844
77956|36937
120996|54627
93667|36981
100457|37619
108756|54806
208291|37609
103668|37815
80616|55289
102173|38265
81140|55437
213540|37994
94824|55248
81236|39294
121304|55202
66051|39822
80812|55805
102349|39852
104624|55622
81278|56003
110970|40485
208040|56855
219691|40680
166229|57154
106913|41518
92571|42288
116028|57738
60365|42097
107419|42562
226608|58361
116515|47542
149780|58745
83473|77275
125406|59346
202977|238633
212911|59226
205418|241690
111871|59922
119459|60389
136200|72093
220418|59965
140510|74079
131178|73558
152330|60585
126656|75037
115114|61071
92384|75708
223166|60705
503039|75685
83874|76090
123849|76220
119075|61425
82341|76417
109374|62401
69821|76574
226190|62304
82813|76935
110436|62902
86115|76916
118716|63442
88498|77107
253210|62994
136384|76863
97560|77300
116409|64599
83255|77510
119271|65554
90421|77625
256561|65049
123526|77440
121130|65720
83866|77785
284515|77400
162300|65887
122237|77734
147085|65614
85691|77917
119236|66631
83611|80276
122413|66945
91754|80903
148013|66669
3106|6961
119391|67326
5594|6456
2891|7739
82917|67855
10974|10466
85221|68325
13126|12460
115977|68165
12364|12800
148751|67826
20891|14441
81713|68701
15791|14448
9772|15903
84011|69178
11381|16406
123779|70235
10796|17474
153609|72119
11312|19035
122969|66585
22793|18721
115674|67137
13083|21713
148187|67103
24615|19968
117808|67300
12718|22400
115951|67592
100979|237348
81749|70000
180678|236452
176853|237814
90669|71252
179993|237766
83047|71481
91266|242651
152294|70373
66888|243854
124048|71483
86047|71622
81638|72197
122318|72221
100601|244089
84319|72362
86348|246969
83333|72567
116732|247469
90748|74545
90628|247656
117582|243019
98189|74745
89692|251272
153963|63268
128917|65153
91240|264124
148405|66532
86944|266468
176713|85970
64275|269088
62828|271859
179|3393
163781|271672
162|4505
105221|272951
122893|273587
87499|273774
90611|250911
220|4678
126300|251085
231|4943
178763|247421
165622|67403
122626|266281
105400|269004
124178|70294
91850|270847
121699|70817
109852|310772
165038|70443
99363|310999
120093|71000
128460|312511
24769|52468
154792|70962
123553|71199
92624|310409
122988|71654
169541|273902
153217|71622
97518|310585
120495|71858
122718|166809
119895|72056
93481|166958
54024|167546
120100|167563
124716|168862
55496|169990
94578|170257
153369|72373
122137|72959
123584|73344
153071|73307
120986|73618
155517|73583
129886|82607
133780|84064
171999|83396
152743|84256
85714|84707
180334|84492
83405|85046
137008|84671
83928|85197
85386|85389
82877|85639
133800|85728
87360|85939
128963|166843
179020|85710
133470|225874
121318|227498
88989|86196
189286|226553
145125|85977
136160|227781
187|5261
127648|228538
169|6774
68260|228818
256|7211
128836|235599
17597|16689
100105|235859
110446|235830
23595|22299
30572|25877
19221|28029
45100|173701
255|5573
123270|178874
71423|178858
81688|41615
131182|225383
91392|41721
79999|225830
87304|238603
79960|41905
95571|239493
80237|42109
90304|42257
80382|42630
122452|42002
80048|42810
93577|43153
24774|27171
131692|239300
89858|240223
101352|240027
18925|31969
25454|33888
193986|236481
87669|36491
58543|237087
85052|37307
133450|237566
113481|37077
93664|238560
89480|37833
136997|238387
113128|37927
102567|237822
89388|38196
94890|238804
105077|238616
90743|38504
128352|239039
205004|38443
111715|239241
93539|39377
57915|240024
93437|39859
93904|240454
118479|39789
63341|240779
93824|40186
6134|44945
90425|40325
99017|45752
122618|40251
16603|45465
96071|41285
85971|45969
87350|46851
130432|41378
14035|46858
20837|24295
86440|47996
80549|43214
19489|47964
81660|43338
87900|49331
88100|49661
95997|43520
14830|49464
80667|43558
87014|50142
18320|50297
120930|43207
101564|59573
81395|44221
92126|59972
93301|44387
12410|59956
80842|44567
94569|60350
83606|45286
20334|60319
123300|44830
95127|60520
93102|60865
14643|13277
28571|61011
95441|61434
24440|13576
84885|61746
9886|13959
45393|61844
15111|13726
93947|62654
10306|14994
21489|62945
12320|14945
95191|63247
11675|18760
15777|24300
90553|92792
91024|130072
55697|77258
86150|130470
111821|142458
44998|141701
14448|25423
132051|227529
101035|273962
23573|25608
94760|274656
18292|29857
141631|274467
94504|40685
91412|274966
127147|40654
9027|46221
123291|107987
161724|109415
104078|275144
111692|275262
125592|111408
127038|275420
128310|112123
110259|275224
164386|112088
99478|276296
126952|112280
4065|16427
11760|16741
5863|16643
130719|116107
11339|16975
167692|115894
11333|17295
125926|116767
128136|118544
4451|17275
216336|118527
9475|17934
147089|118706
5119|17900
11072|19405
143370|127632
2255|19367
186155|119676
11500|25568
135924|128668
11312|27890
180159|129180
6849|26572
11340|28524
91991|129332
2535|28045
86955|129620
10868|28832
86019|129807
214203|128769
142095|129895
90470|130872
126352|130699
15843|28815
12209|29348
101999|131216
7936|29748
201344|131343
7465|29707
138024|130316
83604|37460
23338|37638
87320|130614
84134|38071
214693|130275
83312|38466
91659|131522
11498|38453
131355|70152
99484|70877
98426|71898
193349|71826
80041|38611
11652|38744
85054|41617
6219|6626
84797|42004
14221|8036
12750|41846
11031|23801
83357|42317
80434|42533
97825|40504
4931|42482
80964|42703
95077|41471
116627|37197
82561|42881
98940|42081
81052|42650
117004|42724
80750|46466
90675|42818
82149|46609
93040|43563
86645|46406
118458|43718
95438|47423
90661|44538
86470|47374
89850|44818
86429|47580
81336|49236
122617|44435
6779|173682
6478|92605
89275|45462
122341|45565
81359|46925
94696|45645
82037|47284
122742|45807
87535|47073
97174|46144
7513|47184
125170|46084
86880|49395
31515|49156
81308|46668
85515|49605
115588|69663
16937|24158
81688|69869
25464|24192
12440|25521
84177|70135
93181|70246
10718|25352
14247|25919
135214|69811
3348|25962
83535|70455
6585|26343
83327|70645
8118|29681
104838|70425
83018|32101
81623|71119
92807|32854
132340|70798
11163|33246
117259|71175
89702|43529
7728|43658
82830|71367
83172|71644
175482|71706
91948|71121
96726|71479
6010|287917
85094|71679
101801|288648
86568|71852
117616|71193
202924|387009
94687|71675
86578|72058
413577|345686
86312|72219
126462|71903
3140|54211
50551|9541
13960|10807
105028|54297
50847|10284
6537|7935
15740|11045
149598|18742
15080|8244
125487|19547
13222|9652
153344|20123
133054|20162
133061|71141
242514|71833
166644|73224
185401|73497
219528|73462
133729|73409
617|9612
3735|9843
3267|11161
3575|12111
3878|12123
7608|12955
9479|14170
4900|14145
11864|18216
6410|15073
12319|19590
7608|19761
2841|29517
1685|29663
13456|29459
847|29779
11366|29600
11633|19946
9438|23354
13479|23372
9200|24813
14198|25096
9615|25288
16164|26035
13680|26038
11014|26951
17024|26658
12545|27097
10665|27727
15217|27505
11471|28145
14419|28622
14708|53258
11934|53815
19457|54650
22518|54698
18375|54650
14039|29422
1237|30903
1608|31103
15796|30914
903|31357
17313|31282
1680|31510
9971|31330
1907|31703
1793|32402
20924|31724
13246|32194
2186|32549
20701|32430
151|2642
242|3659
186|3645
182|4248
213|4210
298|4875
226|4856
269|5179
12394|10924
18109|45118
21765|51680
13693|51929
11185|51977
17573|52719
100472|46754
80565|47350
11439|55465
15241|56418
22698|56977
9352|44946
21856|44460
83872|45878
88484|46460
108543|46204
81606|46917
109180|46704
81035|48214
84349|48019
109380|47989
80351|48677
87981|49032
80400|49107
80955|49947
79784|52938
93994|52742
117150|52269
80957|53085
86540|52895
159|2680
142|3143
190|3114
188|3730
185|3691
191|4056
200|3987
213|6156
281|13844
16604|14253
264|13844
13951|15900
16336|17893
1675|17410
6678|20262
3244|21200
8246|25151
5748|25538
8309|25931
13617|25838
10902|25612
14268|26068
10664|26265
9172|26748
14218|30689
90773|37759
86605|38556
112518|38521
92084|39600
92883|40131
80333|40318
113850|39544
80168|40865
80350|41270
77731|41432
91073|41244
114502|41246
82310|105900
79960|41728
86334|42060
81716|42246
80956|42882
79251|43190
85757|43022
117504|43014
80817|43747
80473|43891
84830|43995
80579|44190
82331|44345
7525|5002
1147|5526
1577|6846
4215|9390
14092|10693
4665|10662
6412|12079
82984|12715
97954|93937
92836|96416
121824|96007
90358|96697
128352|96649
90869|97403
99811|98189
134715|97355
93643|99637
