decode_duration|pg_column_size
94692|99998
135179|99950
92422|100782
133278|99950
95913|101143
100540|101504
129652|101456
81876|102529
94006|103737
83117|104497
81736|105071
128843|103233
109440|104884
189162|104836
109528|105713
132359|109444
82747|111491
1161|5422
364|6120
4024|9764
7863|10358
82148|106261
82983|106882
99838|107250
80757|107437
127009|105752
82017|108942
91980|109228
80332|109415
82192|110152
97670|111304
3770|10131
19203|13372
3274|10645
7748|14837
8659|15528
5709|15503
9272|16361
8054|16244
10422|17133
5987|17857
9680|18409
10848|18594
6976|18843
11349|19372
8767|19704
12756|19724
8194|20977
9617|20823
8088|24372
10554|24744
85899|36886
145238|283078
224774|283030
88510|284183
5074|287730
107666|288835
6373|291352
102574|291713
171191|291526
89413|292730
208677|283996
95378|284544
159510|284357
88634|284905
91078|285788
214958|284670
103857|286555
131691|287160
96133|287347
105210|287556
211000|288239
100906|289266
96336|76233
150263|57346
98598|76595
133262|76837
99543|76757
129525|57559
96080|76954
125667|57836
91539|293614
202109|293018
156834|98623
111844|98790
98766|100429
148915|99942
98689|110127
154058|110319
105883|134189
99968|134387
114918|129810
144178|129544
97987|132133
119535|132789
134158|132521
112046|133502
142823|133252
113283|87358
104116|87573
137324|87618
163110|134095
178632|134863
123303|137531
118380|138766
179658|138536
108627|140816
131087|148853
190212|148883
127185|149328
88399|149507
86491|149899
115184|149724
102977|149424
132980|151264
90384|151470
160901|150752
92369|153764
135618|85732
115703|86310
140693|86356
112102|86955
143663|86987
140761|86987
134458|99551
81610|93177
94765|92858
103619|93097
83740|93399
149909|93110
86859|93775
103784|87795
98357|88890
121848|89559
103200|93302
105811|95346
134377|95397
100915|98091
95220|98284
128422|98138
106065|99054
87990|99233
102175|99439
86489|99508
137218|99402
86298|99580
162443|99139
89880|100524
106248|100210
110386|100457
9060|14773
123834|99279
126611|76038
96752|73994
134081|74790
107260|77216
83575|73609
73602|73904
91930|77678
134378|77339
84208|75518
14029|13425
9294|13938
4678|14942
10174|15776
5145|16510
12438|18753
8141|18954
8437|19018
81800|27805
108183|27770
88577|58519
120240|58957
90695|59717
92534|62664
121157|62253
92302|68072
92825|68523
118816|68584
88956|70249
123882|70308
120796|73858
96172|71251
249760|73813
175937|79958
95002|72151
165419|80551
122748|72492
181087|80312
91041|72955
143008|81135
96215|75913
136691|81731
88055|71222
93890|74705
379730|81689
82437|71590
130839|82126
83253|72674
108643|82812
150102|82841
145408|83218
134951|75545
107788|83021
84731|73208
121931|83390
88132|83446
83184|73420
106468|80159
134068|80013
127679|96402
113521|108850
145859|109481
109505|109817
115111|109978
103364|115922
86986|83756
131235|83539
85826|75733
68746|83354
85970|76628
87501|83988
117144|83118
85692|84117
100816|86956
126289|83923
109395|86908
86953|84275
86734|66270
177732|84014
87142|66423
154224|381227
113074|66374
230012|381421
86934|71524
151716|386084
123500|72168
87810|73423
126336|84080
88425|84758
91410|75118
129664|84573
127920|75666
88738|84916
89824|76198
86435|85254
89834|76533
124518|85063
122876|76503
83369|85397
87365|77782
115672|57157
121893|78263
157588|79049
93297|78298
267731|228520
90641|79393
112984|79091
235162|104561
295902|254653
89533|80901
310185|366629
93634|81207
121071|81043
440279|255303
283297|291428
174194|294745
104951|96450
142095|295785
108239|108261
439877|295438
98429|94937
285845|298695
83442|95488
470056|298667
161748|110266
86916|96113
319960|299791
110836|114763
131977|299986
358078|299753
86388|99725
276151|300162
88101|100029
130591|382737
84475|100571
235732|383322
163693|115843
166436|383626
88704|101143
118767|384609
112732|117413
214823|383647
97443|102068
118029|117552
129155|385421
155947|117469
146787|385877
90528|100843
128371|386513
174973|386664
124624|57952
88771|59142
118600|59380
85566|60180
92026|62457
120012|61957
88375|62944
92490|63473
206985|335414
122034|63889
105284|336881
85337|102274
104458|337295
57790|337462
119511|117921
18122|25940
392980|233901
26563|25969
7473|25940
138330|386342
10967|26653
110990|386303
13097|27076
301896|386808
12820|27043
202713|387764
81203|30608
109568|388230
105843|30404
113224|88459
82460|31162
85147|89208
168495|90488
104109|91606
107914|33758
95301|34091
91979|388453
90930|57975
111428|87499
135486|57168
105849|88010
189|8675
97077|88519
7048|27369
117172|127438
8405|28498
95625|127720
10778|28331
124309|127758
9573|26068
149416|127874
94794|68449
90011|128225
115523|69208
92194|94292
92634|69171
87282|118298
121214|118079
97378|69340
87349|119448
123632|69490
134432|121318
96076|69940
96386|121641
102437|74176
93369|123059
117264|74061
113665|123728
94854|75891
88449|124564
81992|56953
93921|125007
130578|76255
113570|126118
88466|127222
338489|300639
89815|127360
118945|129152
104546|381657
94682|129547
164548|383480
103013|129758
164218|385058
92039|129954
92249|130522
345311|385268
91618|130664
118007|385821
138711|154655
302436|386623
306882|386450
119400|128271
131054|77340
109095|156493
93726|157196
121306|58756
97561|314011
93250|313824
134165|58966
101306|314762
124|4063
152152|322801
234|4600
98533|316307
227|4760
97163|317510
146573|326106
204|4991
215|5152
94548|155654
262|5159
120586|155198
272|5516
95863|157671
94394|157610
274|5669
95920|158199
117609|157909
12571|8241
92645|158000
290|7604
95778|158582
12431|9546
207|3922
35283|6675
11368|10321
8119|14507
23187|6957
1727|13410
21424|6914
11644|15230
10200|9899
1847|14275
4196|10043
9468|16096
8986|12037
12846|19489
26121|12690
9330|13047
10115|19770
12168|16301
4693|19463
11472|20557
53694|20044
8668|18983
10805|20973
2874|20274
9544|21268
8389|22372
5172|21958
106909|83795
8212|24089
81413|84565
4450|22935
85337|81149
107752|85239
8494|24615
83076|82952
7581|25890
109560|83265
8185|31301
91970|84196
11137|31569
83123|85941
9098|31768
107807|85893
7671|31983
97300|80851
113699|81540
150104|82083
211900|82240
11739|30544
89449|82476
9174|32453
89595|82638
85145|82971
10333|32250
117040|82753
9365|32593
85953|83242
88680|83005
9722|32562
84101|83564
92981|83880
84495|84428
66902|84747
12143|236052
72981|237560
7871|32751
12297|31087
9235|32952
9079|33142
8960|32950
8451|17141
15400|18058
11755|18280
11857|18704
10548|19670
7239|19152
7822|19928
7425|19880
7043|23843
10303|23774
7459|24229
11259|24584
5287|24144
83365|37920
110383|38134
85374|38972
108023|38932
92225|40389
111656|40351
100731|40665
114085|40627
88155|44862
82539|45054
116067|44810
99237|46199
81503|46406
82850|46700
83343|46869
116611|45960
97714|47667
82012|48281
84592|50118
263|6753
90599|46667
81491|47050
89793|46866
82365|47223
117617|46822
83852|47858
4258|9258
12906|10736
663|10704
12727|13242
115184|238183
274|6796
156501|238080
317438|238080
140335|238413
255|7594
100798|238629
307|7856
307|8669
101866|69550
96437|86024
81700|69718
117062|85841
86858|70146
85105|86358
86232|70357
85762|87315
130065|70320
95798|87795
87544|70643
87974|88177
1704|13980
85308|88326
153313|229488
6929|14621
112763|229870
2799|14996
112572|230145
10614|15012
150342|229964
12264|17825
150314|230104
3721|17399
134068|230631
9795|18240
94216|230966
347705|230104
2108|18873
113942|231208
97215|34732
112186|232605
87459|35200
148007|231800
117406|34866
93704|233529
152597|233437
88544|38136
110230|38419
127684|234810
154461|238646
89159|38740
233899|235045
88757|41101
191563|235218
118479|40895
92674|41647
117729|41228
100730|42141
93176|44389
118532|44274
81517|134651
86880|44858
99845|134464
98582|134988
82806|45057
82612|45211
107369|33591
80425|34547
85350|68309
79590|35862
100502|68145
126859|68014
85371|68777
101599|262100
183999|261764
86072|69516
103744|262510
99104|70442
128993|262301
12271|48600
162535|262182
104657|262978
4996|18913
14183|18959
11441|53602
5819|19053
6250|53257
10925|53829
6054|53781
8268|54056
11240|54355
82681|56205
108111|56175
10480|19330
81419|56852
10287|61752
9342|20087
7192|20042
6193|61704
19225|26722
81473|47348
31013|26683
104972|49960
10903|27191
10274|29955
91687|50357
5933|29921
92016|53157
92142|124534
104987|52927
7913|30902
82607|53720
93572|125308
81199|53935
82091|54503
114972|125260
91742|54512
141297|126796
80812|54715
119462|126748
107158|128439
187369|127654
101721|130540
83328|130969
106186|54168
118871|131542
92996|54705
93922|131817
116365|131769
80773|54924
80684|55330
104831|134103
105989|54876
84907|134290
92013|55130
114914|134416
80978|55533
85790|135175
92612|55348
85110|135712
82669|55803
116400|135477
81474|56038
84355|138767
106230|55795
93296|139331
83291|55841
84787|139518
82663|56202
171746|139283
80833|56400
81504|57035
85053|140009
194436|205317
103875|139822
329512|115021
122344|139774
87005|140607
272578|206563
246766|206739
86005|141296
398066|206509
210|2899
285|3327
271011|209600
145|3232
117357|212812
199|3998
395989|207769
2734|10835
127550|213589
126299|219247
13037|11743
403465|213756
8334|15343
258336|220410
133561|220603
123939|222314
1539|15167
10171|17140
655245|220585
1938|16919
10117|17616
132905|222728
10496|18178
129042|225992
10189|18203
406713|222703
11591|24871
115509|226182
5503|18714
123096|226645
10243|25236
409992|226162
6990|25163
127252|227580
11285|25408
102997|228209
7279|26180
122591|228013
10821|27130
10332|27767
6030|27742
417374|227717
21215|28518
98568|228763
6544|28807
122395|232681
9596|29491
101679|232858
99831|233644
6083|29991
11375|30346
301860|233868
9555|31236
102877|235023
27765|31000
102054|235246
8918|31534
79812|37886
3491|31726
79366|33266
205271|234074
88417|33484
79059|33398
101954|92776
81321|34133
17269|18066
91334|34628
29901|19515
80945|34797
80748|35699
12763|19315
104539|34954
15524|19714
199142|313515
11806|23034
21558|22858
111486|315129
11655|25910
115201|314942
123882|316120
130036|37529
98408|319720
99398|236307
99408|323563
1179|5670
90364|35669
229|6119
82064|36014
536|6068
80446|36562
264|6644
90827|36363
260|6615
80316|37180
268|6788
105552|36008
1666|6960
80210|37602
12625|8318
147544|272614
144790|292708
13118|12355
144476|294801
2272|7786
9443|12506
129146|294906
2764|12725
141811|304317
109198|305328
113128|306799
148990|313249
92714|307457
124656|309862
148125|316673
9943|13552
3627|13702
10323|14650
13562|24222
6067|16951
13601|26947
8470|26850
13630|27087
4888|27928
11767|28452
13500|28617
11340|28398
10668|28772
1323|28959
65857|32520
82195|33905
15934|33645
80846|34258
80990|34458
91436|34445
80323|35369
16618|35084
91189|35348
81757|38090
92784|38770
82133|39814
253043|66620
83233|38111
22356|37649
80917|38246
91732|38523
82055|38486
15901|38275
80206|38732
167929|83596
123917|83964
167046|84808
184471|67759
87142|68918
282603|68976
195368|69788
191341|71077
255404|70987
136301|71367
136515|72483
292290|72561
168960|72871
118346|73935
253573|74121
125917|74356
122327|75494
165205|75453
135275|75686
124264|78979
159390|78876
134945|80584
131074|82855
159158|81360
125773|83290
126598|83643
92063|85046
131636|85463
86972|85660
88869|86931
166075|85375
129103|87233
87836|87590
88284|87413
134139|88130
166231|88612
101726|89187
101172|89787
5566|27403
685|27652
1966|29019
11235|29514
19674|30326
87444|88328
89616|88669
166274|87961
90777|88814
101752|89514
101149|90468
98554|179901
108650|226741
109076|227725
227604|178593
97560|39166
96609|40244
122242|39632
102261|41116
126148|41082
104965|42046
104159|42557
134298|42299
94984|42918
128589|42862
123710|56512
152947|56468
95401|56728
110694|57718
147394|57666
152099|57666
141063|57961
132954|61361
87360|61538
84935|62131
156071|61337
86795|62655
84259|62879
109019|62680
88913|74213
166439|73770
84992|126751
94202|151557
215554|162040
212228|227583
520|4162
170|6666
12950|7408
16242|7559
1062|7512
14786|7970
388|7937
18022|10332
2394|9061
6534|12291
11195|14179
4943|14087
9615|14915
762|14504
9764|17210
12465|15507
11291|19056
10985|20394
9536|20522
12486|20539
12152|22253
10128|23247
18265|24712
9472|27423
2720|29645
2333|29793
1377|30123
19012|30017
17970|30155
2076|30254
11998|24930
12170|26577
4175|26518
14663|26967
3281|27500
101859|311647
106387|311625
5069|24405
1368|25201
11496|25166
15516|30305
2746|30603
103647|258325
129272|258495
122355|259336
159687|259495
120517|259722
120962|259875
155728|260208
124378|260522
2554|30847
14377|30872
2830|30978
260313|246039
140244|246877
202407|247898
251372|248788
193438|250056
117608|250478
263655|250439
217423|250595
121778|254939
152095|254401
139024|256280
193441|258189
203087|258608
129735|263532
172988|263909
124852|309515
183389|310740
124690|260674
160024|260996
122788|261958
122158|262691
156742|263044
121448|263382
107758|263582
108362|263734
101446|263865
108615|309698
276391|310386
183851|310585
205411|311213
105197|345383
108564|346065
114653|346226
72852|14304
26501|15591
12199|17235
5522|311444
108436|311963
101431|312292
159|5135
113|5544
265|7359
190|7828
240|9624
173|9474
11486|9685
206312|311808
2857|123709
112094|334408
182513|344901
211773|345837
142735|41862
83506|42846
82771|43137
75539|43306
340|9467
12515|12073
1537|12984
12133|13012
10496|13837
466|13828
11046|15313
2657|15936
11019|16589
2595|17702
9193|18204
12078|20114
3506|19766
12006|20782
2612|20555
11981|21663
2866|22434
10218|23020
10429|23465
3625|23080
10798|23629
3370|23778
10991|24415
11135|24873
83859|49967
82496|50397
107307|50045
92005|50219
81808|50751
80834|51046
1307|25368
5641|25139
80373|48864
80903|49016
82322|48848
81164|49135
107771|48774
91181|49221
80980|49400
81453|49554
90821|49787
104961|50691
160096|267313
201078|266355
116350|242762
154642|241765
117977|241310
117211|242688
115791|242983
118873|249063
80543|51201
150926|242153
118131|244646
118791|243106
155038|243072
119143|244402
114431|241855
148329|244375
117171|243111
113290|244776
106472|244731
181155|243961
154910|243864
134853|246131
114216|244779
152796|245867
123496|247971
151918|247898
114468|247956
121162|250085
149062|250842
118556|250908
154167|250326
88008|45859
88543|48092
113963|48056
133672|68128
114151|69160
124927|69322
305999|90672
114470|39511
106862|41209
97421|42636
112402|41899
86567|43214
86760|41895
112621|44450
87913|43750
86266|42510
113151|42482
86372|44501
87758|43154
116027|44409
89246|44386
115442|44715
88714|46701
113959|48812
107731|48845
88637|46942
114624|47500
88350|48007
89217|48395
113919|48079
88943|50066
115301|49071
109072|48861
285128|50109
97807|29684
111794|29862
270533|53036
147901|32712
100812|42360
180987|89148
96896|74711
310871|95735
102954|346474
145794|341100
94134|346773
103205|347084
211807|341710
114660|70070
97904|70403
350471|91341
129648|71234
98875|71475
162656|92370
123287|71677
181130|72136
163160|93086
115799|72454
93633|310540
99694|72720
115305|312290
336619|93689
138322|72944
263486|319462
91175|76295
215726|313094
165408|93968
202757|321770
123495|73130
86568|76783
104201|335087
116070|73857
205169|234840
101628|235753
86387|76998
124091|235568
85666|77609
101362|236003
87686|77853
121770|235808
168040|236111
93831|30204
137002|98458
99754|318069
152959|98570
116214|319533
126538|98610
121299|99358
152098|99331
95006|99535
127141|100108
334051|99908
17337|9174
79358|35350
25201|9456
81019|35900
11723|10164
133478|35661
17455|10378
80309|36487
83136|22280
91019|36455
109522|21938
81576|36659
93775|24023
80284|36809
120422|23572
97710|36594
93034|26178
102751|28550
111408|323671
129825|28543
102707|323858
149644|334453
105206|29827
165|2831
119635|30180
198|3699
170|3626
97403|113108
216|4328
166625|120128
362|4846
108231|120564
169|4817
98298|120942
288|5270
90834|121082
330|6094
89287|121283
255|6288
102902|123219
225|6254
100171|110859
194|6470
75593|13901
158399|112546
86912|13851
61195|16006
97743|113462
112204|15823
175834|113985
42663|16442
99634|114248
62866|16973
131236|114887
89808|120370
94552|16940
13153|17686
90554|120602
87562|17664
129670|121088
68869|18727
158647|121047
90436|121452
87045|18540
12253|20526
39979|21288
103319|121260
61169|21556
91551|121846
11385|22120
89645|121991
52911|21783
92193|122400
125334|122214
43048|22549
89074|122810
41984|23614
92219|34072
132610|122020
79922|34459
91824|123055
79370|35005
102191|122863
103543|35533
136839|36249
98809|123900
81820|46542
82224|48459
105630|123642
81498|52743
248076|302112
157496|302157
92326|48256
190718|303266
80890|48988
176386|303227
161104|48762
134321|303998
108063|49106
82700|49636
121916|316868
82267|49818
267288|316834
5936|7552
148379|317709
8232|7803
258077|317854
6029|8458
6333|8853
128979|318122
129328|320282
3400|11541
20054|11510
257779|320243
9221|13637
259848|320768
267|13086
102745|323135
219|13854
123875|323353
37936|15551
285289|323329
16845|12520
8740|14155
126867|325717
52149|14129
125343|326144
7965|15287
289189|326101
65845|16759
125503|326939
10188|17401
157793|326909
8748|18924
123951|327260
59263|17793
124281|327790
11698|19698
151107|328406
49243|20318
123684|333244
10099|21505
125591|333839
11825|21884
79389|21586
110598|334039
14531|22894
165154|333817
50133|23128
125683|334200
8612|23573
10185|24362
127864|334555
99498|24486
421|25351
111259|335229
3248|25655
125881|335614
9726|25904
196568|345110
753|25835
99150|177059
845|25998
46247|25606
102|2963
1138|28297
188|3981
13367|28371
191|4431
79417|52375
110272|335599
80530|52622
79967|52782
106304|346001
66297|28475
381937|129020
174868|332965
125516|333376
124474|148257
116915|334728
106933|148621
99845|336693
82043|53079
80376|53245
102919|149164
80362|53416
102342|149353
98095|53340
198596|148677
81959|53554
83341|149489
189587|52994
94550|53503
94171|16719
81931|53710
80308|53974
55701|17580
92100|54099
79962|15672
21077|15904
427988|307637
41990|17979
305932|307943
62670|17959
295827|309674
41384|18430
291572|310020
391291|308807
9636|20336
300488|310857
133403|311109
94233|19782
455108|311059
19561|20704
300615|312089
33012|20886
129628|313809
77446|21212
129693|314445
40873|23276
394953|313729
42243|23442
131816|314639
10542|24272
130994|323665
45733|24442
175606|323597
139438|324309
15943|25284
129491|325079
36683|25805
174456|325004
65732|25788
361867|328816
2194|27821
129584|330338
40298|27604
438632|329733
3268|27987
129219|331201
47966|27561
131738|331381
132882|333219
83005|42423
93045|333556
293705|334929
89921|336358
136440|47244
193222|47170
84939|47850
134843|47642
83175|48008
84798|48284
87546|43246
84598|43453
170332|43196
83888|43609
130266|43399
84938|44191
83821|47702
191229|47692
152547|85724
105815|81434
128147|47788
82962|48422
127738|35685
92720|33698
118589|36472
107387|34186
118164|36948
96078|43112
126498|49070
93936|49587
93054|50731
131609|53961
92850|75594
116947|77406
149123|79939
90501|78484
92803|79519
152419|81923
93035|79787
148462|82490
91184|80020
116711|80213
149683|82937
106625|80821
193981|337127
159493|84037
179643|337867
104614|81190
99358|88152
153657|84406
86910|85018
204782|335862
84667|85182
155209|84865
398038|345617
86262|85330
100624|54969
84213|85489
102688|55160
129544|55572
150221|85173
85754|85645
40594|19558
13379|20105
84556|85789
30690|20059
84687|86045
16227|20570
95582|129705
216172|129933
104922|337946
113259|131369
105671|338255
216626|131332
105903|32993
87295|86191
83279|33393
92165|33557
225433|126164
107061|33518
112643|127201
92503|33925
109556|41545
90873|127728
93975|41827
218006|127695
93975|44081
180756|129059
110031|44189
89981|129496
96009|68003
102799|129964
97339|70174
150848|146804
113525|69757
95306|76117
98188|147726
116840|76257
193083|131897
95718|78349
96783|78496
147220|132047
115780|78359
97858|132773
99257|86529
144616|132773
100640|87139
105827|133073
122805|87308
90849|133347
91543|87685
163371|133344
101537|88269
128684|145403
120759|93432
153342|145170
93953|94550
96690|146856
87569|94319
100707|147411
90237|94767
91920|95024
95593|148459
94410|94956
103899|148784
102080|149153
96142|149774
91143|149917
96294|150187
93070|88815
238|6873
122339|89013
253|7050
93401|89187
262|7449
91472|91805
97019|148304
123088|91848
92836|92317
154790|148162
89381|93092
98624|54007
87933|93409
93762|93214
115455|54495
89929|93887
195420|54365
81863|48596
123845|94446
90729|95151
82969|48814
90714|95582
89007|96053
84289|49001
95065|46341
141628|48810
84234|49489
96624|149563
86916|124778
94933|46479
91574|125768
110413|46905
118542|125969
86008|47992
92584|126679
92916|48788
123344|126631
111521|48457
106768|128451
121568|128832
95167|95875
94402|129435
95596|130687
120008|95907
10575|7889
91039|96527
3171|13652
2028|9563
557|14471
10979|9596
2020|14641
12652|10282
11587|15380
5294|18173
12114|15555
23514|27656
1871|15561
13149|22563
10337|22009
11884|27804
6094|23403
7457|27968
11657|23866
11864|28200
4700|24262
13151|28360
11898|25159
80739|29095
8313|28116
7336|28537
11988|28733
91311|30795
8709|28807
104869|31411
91368|31596
86920|43842
94285|42795
89904|44162
117154|44095
111457|43028
95563|43318
93452|46898
95550|45338
113946|47256
108863|45169
89317|48501
95148|45727
90160|48886
112818|45970
90507|65628
114210|48685
88958|66021
93017|49502
87579|66220
86166|66749
83259|49720
82991|49907
86883|49215
83761|50096
84054|52808
91893|52642
88223|49905
112169|52958
114035|49832
85488|53532
82153|50556
84442|53711
91678|50355
84054|53914
82732|50988
93519|53750
85338|54080
113600|50426
116625|62587
87572|122048
98448|121844
87217|122183
87406|122731
89847|123098
97454|63200
83992|55023
140042|122800
86879|55288
88536|123774
90357|64265
88121|123720
87846|64492
87479|124064
87854|64693
116446|65139
108129|80480
87062|65889
82905|80817
116020|109471
108659|81912
86487|109680
80357|82321
82302|102525
117346|73688
113076|102477
108080|73943
87612|105788
117344|73935
121883|105051
96068|78034
82695|112094
115954|84225
83375|115736
100040|84264
97775|84904
100321|116350
125830|103009
59598|116398
103202|103043
127323|103009
83393|118023
115519|117975
95625|103814
84313|118745
97032|104083
118075|124369
127465|104389
94757|137986
96925|104641
96734|104371
122722|137938
124346|104795
85670|138400
96247|105281
118439|130639
126677|105247
107424|105663
125546|105853
98011|132016
84936|133517
97727|106957
91835|133330
97889|107971
119497|132399
128803|107691
85105|133878
96363|108944
94355|133691
126930|108907
127916|109448
85175|134243
202512|110943
83638|134674
111732|110560
120502|134008
66915|111149
96670|111670
94743|110198
129316|109989
117873|110003
91597|110357
96409|134487
85806|135309
93630|135122
84844|135866
129884|135631
86499|136923
67837|136736
84021|137742
83991|138173
2409|34490
279|4495
301|4741
344|4696
278|4892
275|5325
184|5285
13729|7676
378|7972
10340|8765
4569|9801
11581|15534
6478|16019
27493|15985
11173|16301
26996|16155
10774|16439
10565|17746
69173|17409
12517|22004
72756|20729
11667|24288
10895|25057
94287|25006
11375|25674
94275|25721
18001|27074
11675|28056
94512|28244
12958|31415
11597|32898
35179|32703
2181|33090
1716|34128
10803|34290
177589|35963
77708|36666
80623|37052
83478|37051
80344|37265
82100|37413
2061|36027
2766|36198
10509|35989
169817|37036
80460|37817
91101|37771
81832|37992
188|2295
245|2818
139|2940
91059|37348
82812|56033
136841|55787
80894|56290
93160|56073
81747|56631
81827|55243
139824|56524
96284|55579
1467|34644
125|2970
183|3090
12390|10623
15032|11278
5240|11236
11921|43615
26986|43567
11974|44733
27940|45793
12605|55088
13072|57592
48527|57183
10032|58196
122503|46903
80312|47422
81092|49295
122072|49838
80523|51056
124049|51004
92433|53660
132945|53616
93431|54976
140913|54935
82968|55846
99910|55844
81100|55783
80754|56252
132038|55912
82553|56723
93353|56509
21325|9333
23854|9369
10358|9816
9712|9780
9650|10624
10992|10744
19332|25146
31490|26720
10747|27108
11393|27733
45186|30247
12353|31335
37414|31617
9361|30624
9397|31601
31938|31558
9880|32046
30630|32211
22109|32458
10417|32736
45279|32413
9678|33366
43292|33333
9751|33595
24430|33919
35151|33552
3524|34096
1530|34402
11100|34196
42444|34425
10619|34477
1548|34859
1543|35017
41784|37075
11223|16593
56100|19370
74145|19343
32123|19501
42470|19679
32465|19698
79852|37659
81276|37464
81676|37932
129001|37709
107527|38021
80041|38224
305|4661
227|5861
249|5859
290|6010
195|6267
315|6989
17748|12216
13177|12407
11552|12566
13359|12714
3751|14036
6438|15231
20602|14902
8387|15724
27693|15702
7563|16441
27680|16578
79862|20631
38288|21241
41297|21209
11396|21664
1072|22022
68122|21814
778|24056
25018|19871
40539|19679
27958|20512
7681|20897
714|22919
16705|22737
761|23519
801|23699
10015|23711
47588|24388
44640|23343
1269|24221
1803|24463
36992|24293
1019|24635
30979|24433
31230|8496
12788|8475
35474|9773
25233|11972
1362|25025
1048|25181
24113|24990
71651|24799
274|5376
309|6105
324|6393
284|6427
396|6629
303710|53433
9087|12310
36401|33505
58441|33485
31769|34204
55387|33925
19873|35199
33112|37571
155308|37536
12283|38370
24256|38601
113244|38331
81949|42235
90864|39383
93442|42385
93026|43573
168304|43191
91653|44094
101216|44300
142783|44256
111319|44460
80743|44800
79617|45132
96218|44908
140193|44735
80817|45656
111613|45433
79991|45813
151699|45561
106314|45588
80713|45960
81579|46465
96082|46401
80273|46602
79597|46797
130844|46417
99845|46805
81869|47002
80690|48969
80707|49095
134226|48858
110|4932
219|5968
168|5922
257|5813
236|6344
277|6982
11922|10442
12560|10949
24566|14552
2385|13691
6200|15897
6021|16213
10027|16428
15737|18327
7132|18375
12389|19713
27245|19776
121810|38034
171614|38467
127580|38553
122383|39591
174926|39646
93358|43415
121994|44197
307211|44013
148935|52231
108982|53022
201628|53062
101589|53232
207875|53790
94635|54673
413851|458918
167311|460244
116289|460419
117462|460763
213199|460782
110972|461522
118651|461707
199363|54939
7541|33985
5017|34265
9903|34408
30760|34235
7573|34631
81943|37712
58763|37485
97668|37842
82359|38187
33431|37064
13794|37788
171945|37016
78928|42145
133708|43086
60515|44297
28410|44658
148382|49197
61026|49606
27867|49967
273270|49919
25532|51442
20735|51803
272489|51033
33877|52391
160866|53113
25415|53161
41687|57716
163019|53992
36092|44302
91638|45287
83758|45619
295229|44414
83417|45878
91262|46060
81271|46010
78531|46234
327925|46032
82846|46519
118805|46339
240703|46309
81327|46908
95554|46963
82483|47138
86061|55192
135622|54999
25016|10628
27042|10660
19792|10628
26523|10628
26268|10994
7738|11563
28446|11733
15471|17619
35618|17581
15232|18441
15387|19828
22576|30318
8253|31357
7312|31521
22963|20772
13800|21146
18017|23757
35635|23736
17497|24456
185165|110727
50415|24222
12483|41206
20453|25172
10306|41763
47509|25121
4439|41715
22045|25891
11266|44132
20251|26813
5861|46787
37890|26521
24635|27236
93522|113354
7717|27861
3654|36442
13366|37670
106720|27436
4748|41158
27365|27835
6217|54307
3094|28369
11446|58908
5210|28681
6058|59697
6410|29140
11019|59972
25720|29131
7378|60277
5379|29295
8336|60688
59324|28779
5493|29985
6511|30500
67473|33268
42809|38305
192029|124788
228135|195561
223752|196466
265575|250700
134128|217531
147753|450439
138450|218111
167312|451731
6144|31905
359393|451458
164654|452397
31771|33802
106676|453569
229646|36545
193360|453497
166651|464485
107855|36992
81138|37930
133633|454843
156092|37341
215135|454766
88752|39559
257648|456388
326014|228896
106393|459522
115717|229762
100879|204652
202085|230942
111131|205423
95369|38157
114984|220484
157126|546136
81691|38335
241814|196065
207942|460152
201176|206930
94794|31469
215292|207553
96621|32009
227756|207512
233465|31956
237281|209614
94474|33246
95485|33441
240086|215329
153525|33411
249355|215387
98321|33623
248369|216696
81836|34238
242172|216833
426037|217013
119014|461916
122548|222257
134074|463488
27249|173113
120553|463674
42502|173705
353751|463403
115674|164080
99262|168894
109089|21457
26590|21489
103970|169803
134123|21457
38829|179315
47923|21685
98537|170030
141515|21987
232188|218260
23111|22407
139672|218297
47741|22617
129706|218875
126882|22562
135054|219228
29687|22791
126768|22959
417763|218831
20046|23009
136957|220498
108590|26322
135319|221045
67371|26361
283975|220994
24146|26597
134422|221637
232942|221394
58169|26556
124315|221845
32586|27411
116170|27064
135660|222049
120373|29162
123091|28632
71871|221602
116039|30332
102644|222474
142376|31105
97923|35756
128132|222283
81891|48181
69278|222253
81934|48331
94255|222611
83020|49951
144237|222412
171875|222382
96914|34249
80338|34382
33518|162953
128893|34196
113128|152893
80199|34539
97671|34402
80054|34957
96096|153574
98300|35042
70785|163634
145695|34767
24805|163929
79855|35189
114308|154500
80171|35336
99242|155557
79448|35898
40134|165617
264|7140
98815|155986
21654|12738
32875|166481
5502|12521
96940|156421
23440|13448
30064|166481
9489|12836
4410|13640
113820|156862
29819|167659
11294|14379
97331|158336
7333|14899
98145|159087
6892|15209
18357|169148
98668|159642
35083|170340
184594|47405
101684|160279
247|5502
97817|162245
243|5667
62402|172305
223|6333
257|6789
99015|162610
11283|19854
98905|163350
182803|25398
12245|20468
115453|27324
37855|54796
177041|27377
909|55753
114443|27824
27643|55566
94349|28640
153616|28606
21040|15178
8476|16538
93680|28794
21367|17384
32307|180264
13063|18467
115911|169121
10338|18632
33390|18582
33354|183405
107537|172449
10726|19285
117503|171540
15963|19392
98314|172874
15112|19573
32499|19550
22349|183766
103617|173235
830|56050
1530|56871
140|2153
1149|57238
160|2397
65347|56182
170|3321
30064|57051
1503|58169
171|3674
984|58706
10403|11456
