duration
95
164
99
97
96
112
111
118
101
94
112
94
93
142
189
109
83
55
46
54
50
60
62
48
54
88
68
47
51
44
67
49
65
60
60
64
75
47
71
67
48
48
55
61
47
62
74
47
54
45
58
77
60
48
62
59
46
78
8601
169
59
50
47
46
53
50
45
49
56
48
63
49
45
93
66
61
49
49
50
47
52
50
89
73
54
50
48
46
49
48
51
46
51
48
45
54
51
48
45
47
48
47
50
48
54
50
46
47
51
47
46
48
47
49
44
57
47
84
190
53
52
49
19758
59
43
43
48
50
78
51
99
50
45
47
49
48
46
47
48
68
104
54
48
69
51
61
53
48
46
46
50
43
44
50
59
49
48
47
46
55
55
47
48
47
47
46
48
49
46
53
68
49
45
47
44
50
55
59
50
47
49
46
74
47
46
52
46
48
48
46
49
47
64
48
49
49
48
47
46
47
59
47
49
46
48
50
47
48
50
54
96
59
49
45
73
51
49
49
46
49
61
48
49
44
704
56
46
50
45
43
46
48
47
42
46
63
50
50
52
46
46
47
44
56
43
46
45
46
51
43
15331
51
43
43
46
53
49
48
78
50
50
49
50
48
48
60
48
48
47
47
49
45
46
49
42
52
48
45
50
49
47
65
50
44
46
47
46
46
67
47
48
54
49
61
49
46
48
48
45
46
52
48
46
46
48
48
46
48
56
56
49
48
48
56
68
51
54
47
44
47
48
45
46
48
47
51
46
48
46
46
53
49
52
45
47
49
49
48
50
47
50
47
53
46
83
51
190
64
58
48
63
59
48
46
44
49
48
49
46
56
49
48
105
53
50
49
45
49
47
45
51
54
48
48
45
76
48
46
54
47
50
45
49
47
46
48
46
50
46
59
50
45
52
47
60
47
49
48
44
45
58
48
45
47
48
45
48
46
49
48
48
45
57
49
45
65
54
47
53
48
48
46
52
46
46
51
46
47
49
49
49
46
44
47
48
54
45
73
45
48
45
47
62
47
51
56
50
44
47
49
45
46
48
56
47
45
47
47
45
46
61
50
55
47
45
47
46
46
48
49
46
51
44
47
45
47
60
46
44
53
46
42
45
57
45
48
48
46
46
45
47
49
48
46
45
46
48
54
48
46
45
61
47
44
55
47
12443
101
52
50
45
50
43
42
49
66
48
46
47
46
53
57
51
46
48
45
49
44
45
49
45
49
46
46
48
44
64
47
45
45
60
48
44
45
41
705
54
50
44
45
46
44
45
45
44
44
49
42
46
42
66
47
44
49
46
46
51
43
45
42
44
43
48
44
43
47
51
42
45
46
43
50
48
45
45
43
53
45
49
44
52
413
464
66
46
42
51
49
51
70
50
57
45
52
52
49
54
124
52
49
56
49
46
47
50
68
65
48
44
41
46
67
54
67
50
48
47
68
55
48
62
62
60
83
47
48
60
51
58
59
77
48
73
66
47
62
55
61
50
51
48
47
68
64
68
63
73
55
59
47
52
55
60
61
60
65
61
47
64
59
61
49
79
48
46
54
50
61
45
54
50
90
68
61
56
49
52
80
124
74
54
56
58
50
56
51
78
132
59
51
50
48
61
62
61
63
48
61
60
57
69
47
47
66
63
63
50
46
62
66
64
61
59
62
70
63
46
59
48
50
53
59
61
46
48
65
61
62
50
68
56
63
48
49
61
63
66
61
50
49
62
56
49
59
46
65
48
56
63
49
64
64
46
60
61
58
66
70
67
47
59
70
48
49
56
58
65
62
50
81
71
93
56
70
51
64
49
51
64
58
49
71
64
52
65
62
46
60
264
87
54
72
66
50
61
135
47
50
60
53
48
61
64
47
61
67
61
79
67
65
62
47
56
69
62
53
51
60
53
46
77
45
63
40
51
65
47
61
62
48
74
64
63
59
62
49
73
49
48
59
63
61
62
67
69
63
47
48
59
74
59
79
63
65
47
67
64
51
57
51
64
55
62
62
70
63
48
51
62
49
50
58
48
63
64
63
46
76
68
64
64
51
50
50
60
62
60
50
51
63
54
49
89
45
53
65
46
64
63
45
49
63
61
47
58
65
165
64
51
48
62
73
58
66
62
64
69
54
61
50
71
66
70
60
68
51
64
60
56
66
100
53
55
66
80
65
48
62
60
55
65
52
66
55
50
63
56
63
61
51
46
46
71
49
62
64
48
61
79
58
61
47
47
47
70
50
58
70
48
46
52
61
67
61
60
50
48
61
59
61
89
67
64
48
49
48
46
61
46
47
