read_header_duration|decode_duration
2564|3156
2314|10862
3477|4567
2629|3125
3786|11001
2260|2945
5907|6840
2414|10482
2351|3348
2833|10852
3251|4016
3103|3694
2429|10970
3024|3649
3057|11553
3078|3808
2451|2996
2288|10194
2751|3414
2795|3423
2608|3887
13830|14484
2402|3416
2469|11190
20162|21173
2693|3775
2599|3356
2101|11052
2265|2909
2780|3562
3317|4410
2918|3670
2774|3543
13841|23537
2717|3803
3163|4027
3538|4969
3372|10897
2997|5677
2429|3276
3568|10704
4975|6008
2534|83682
2713|156434
2471|123643
2802|98820
2253|379467
2236|205221
40468|398344
2655|139457
39892|314005
3072|104690
40056|314338
2722|94935
40479|283979
5668|124146
3853|94476
2694|277206
2225|84672
40886|257000
3728|106191
3641|237163
2574|95725
2248|146972
2077|91472
6754|123573
2287|84417
2445|119244
2092|138348
2364|137882
2277|111826
3688|135873
4458|85593
2864|81984
2079|140453
2182|141200
3715|88055
2149|80764
2558|137210
3178|82418
2369|87488
2670|82234
2704|117167
2278|102647
2583|137993
2350|93387
2683|133367
2604|84554
2812|81825
2740|3626
3295|4848
2152|2613
2819|3315
3618|3983
2446|5529
2504|5544
37004|38226
2187|5519
2256|6853
37802|38214
4401|5883
31176|31914
3653|7463
2099|14238
2630|6879
2503|14048
2333|20005
2729|19645
3348|27693
2243|13793
2819|28180
2683|28386
2602|8055
2759|34578
2565|39208
2524|49183
2500|42738
2945|58314
2494|40198
2100|53656
2610|34886
2886|114270
3454|80440
3294|143047
2657|81383
2101|135589
23924|140511
2899|80756
2362|54724
2164|70263
31473|71599
2293|78284
2650|117821
2504|166409
2628|137219
2265|162781
3198|79981
2716|128022
2380|174574
2351|79947
4848|125480
4732|161539
3632|80053
2468|133304
2584|163055
2628|81001
2282|115168
2308|156638
2372|80830
2488|130345
2428|3300
2747|3734
19134|31513
2329|3149
2557|3521
2505|3273
3875|4840
2585|3340
2286|3345
13538|14740
3658|5027
2504|3281
2579|11224
2543|3287
4354|5247
2394|9817
2375|3330
2571|3937
2796|19650
2673|3594
2861|3831
2416|3327
2601|3659
14702|24461
2603|3610
2152|3195
2613|20609
2899|3578
84931|91233
59750|104489
2786|104055
2488|104052
13491|91553
2350|104181
2429|82367
2537|105815
3027|105693
2674|106002
2714|105518
19331|117564
2420|105122
2232|80840
2660|94633
2613|105980
3022|85246
3813|127076
2460|87881
2184|127863
2239|104452
2865|125703
3322|86038
46439|94873
2461|123986
2409|85511
2496|208765
5115|124473
2663|87594
2896|4065
2242|2717
2653|3094
11542|318475
3169|103085
2428|2976
2585|3114
5212|5720
2727|3251
2515|2937
20887|22193
2549|2975
4192|8855
3272|3749
2101|2886
2407|10159
2509|3112
6000|7284
2531|9800
2190|2898
2879|3393
2278|122968
13356|114657
2220|125291
2549|95119
2842|121187
2618|120943
2457|121210
2588|98549
2320|125814
2592|94974
2824|125510
2283|99634
2361|125166
2384|128548
3538|83791
20376|167606
2773|125644
3893|148184
88187|123409
5037|36203
2379|122886
2745|86017
2392|127119
3835|126542
4145|88506
2037|127082
2513|87905
2364|126241
3306|95722
1741|4787
2433|43623
15017|127169
2425|23064
3437|114892
2417|42400
2566|103113
2668|44790
2533|109055
2337|35370
2465|104125
2427|41266
2154|109152
2601|45211
2518|106903
2294|107489
2442|39990
2319|24630
3929|9187
3096|106961
2584|24603
2691|38645
4005|245052
2411|40305
2359|120517
2957|40539
3177|38678
3862|113581
3634|43903
4997|105575
2544|40507
2360|118620
87534|190984
2580|91455
2689|25683
2593|38943
2680|123168
2468|104739
2646|85562
2567|88772
3007|32979
2647|86586
21688|47398
2633|88447
2775|27090
2270|121975
5713|42930
2842|114669
2394|2871
3324|27408
2667|25397
2310|99161
2678|16365
13523|118270
90525|94332
4038|69707
7116|99259
2547|121327
30171|58978
2761|97840
7217|130802
2669|29913
2631|30886
2743|98689
2468|25448
4697|31595
2391|28866
2076|115042
2147|18468
2304|30432
2449|101932
2611|28249
2433|101527
3428|30451
2378|34949
23597|97629
2850|29568
3660|104058
2972|36173
2186|30041
20764|98463
2214|18703
2763|31216
2696|29214
2352|108072
2625|34191
2389|36086
2527|123672
91237|94043
2561|98136
2756|35699
2455|30620
2501|18623
3084|143195
6643|102829
2616|92089
2357|129010
3188|80424
2727|95908
2299|140078
2629|84654
2447|96049
2078|125332
2452|89840
4112|69727
2621|93424
2702|132887
3696|76512
2553|37155
2677|35939
2147|38600
3745|27284
3701|124273
2284|41855
2367|110112
2658|110177
2618|36601
2441|36580
2594|107740
2567|34101
2738|104322
2714|52528
3023|101072
4046|8483
3127|99917
2518|25452
2736|102718
2924|29945
2768|37054
3935|110542
2504|37393
2456|120339
2260|37822
2435|35525
2663|109805
2803|39038
2663|104001
2023|38870
2524|27552
2816|114604
2472|41035
4752|40014
2950|40252
4028|133579
2834|41337
2511|106288
2622|37936
2466|110186
2847|42012
2547|114096
2893|41481
4237|40384
4959|129541
2464|104673
2727|40225
1983|90133
4209|40312
2367|124955
2543|86939
5592|103991
2403|177661
7208|103713
3415|102360
3690|103304
8349|103791
3570|91657
4322|7762
2455|2956
2259|11306
2825|3464
2804|3284
14252|14852
2666|3214
2306|2551
14408|14942
3588|4209
3647|4841
4475|10539
2762|3321
2357|3125
3685|4604
2368|2912
2593|10534
2434|3092
2618|3428
2215|12133
2301|3117
2455|3449
2300|10772
2756|3331
3119|3819
2718|12333
2855|3572
2295|3227
2546|11536
2285|3528
2593|3595
2414|8404
2748|3476
2554|3440
2731|3490
2364|3533
2541|3366
2488|3202
2339|4026
13291|13869
3079|3806
3890|7734
3583|11109
2725|3576
2759|10401
2629|3440
2722|4001
2328|4044
2893|11058
2709|4008
3161|4067
2381|5230
2135|12673
2556|4620
2612|3719
2612|4926
2542|12671
4316|5340
2521|4031
3387|11577
1997|3739
2432|3488
2275|5890
2556|9541
3362|5860
2375|3250
1811|3236
2372|12096
2171|2389
2107|2400
2640|3107
2342|2629
2480|2699
2567|2799
2561|2815
2958|3294
2246|2988
2316|2753
2465|2813
2363|2623
2334|3072
3673|5653
2553|2884
2513|2874
2301|3080
12883|13544
2708|13915
2594|6963
2845|3972
2135|11211
2741|6789
2522|3477
2464|8492
2482|3456
2710|3242
2688|12613
3239|4030
4163|4882
2659|3513
2621|3753
14868|15946
2788|3812
2743|3439
2913|11757
3256|3993
2603|3477
3330|11377
2641|3925
2812|3732
2438|11662
2713|3463
2359|10256
2415|3893
2442|3808
2499|11072
3279|5901
2447|5557
2417|12231
3844|5909
3305|4524
3548|9852
3301|5673
2615|3673
2252|6996
2384|8143
2230|12277
2756|4536
2466|79135
2770|83515
2960|7893
2515|84648
2555|8931
2469|80038
2708|5715
5357|6507
3143|3610
2600|3204
2512|3403
2540|3081
2681|10738
2350|3073
2603|3179
2588|11923
2385|3499
3531|4599
2174|10251
2573|3161
2320|10865
2580|3291
2352|3010
2389|11055
2733|3860
2745|3376
2367|3321
15923|17169
2086|2641
2218|12025
2880|3557
2555|26959
7911|107055
2317|19561
2705|30537
2402|28158
18893|116049
2670|30447
2107|31678
2280|29636
19829|109376
2567|30023
2768|100351
2481|23310
2516|106351
2208|76155
2314|33764
2772|102038
2580|34729
3576|89885
2372|108212
2500|34726
2791|111447
4283|86411
2287|35357
2573|104417
2529|33117
2541|85366
2426|33015
2245|120504
4834|23530
3224|92946
3981|33565
2648|80894
2571|5492
2441|80209
2790|3535
3136|3924
2249|7422
2890|4051
3288|3599
2502|3012
2542|2919
2696|3200
2776|3107
2694|3412
2496|3040
2145|2479
2200|2524
2147|2789
13679|14300
2247|2764
2151|2488
12892|13281
2434|2813
2261|2878
13504|14069
4110|4547
2610|3366
2709|12590
2336|3567
2376|12103
3046|4396
3592|82540
2951|6956
2618|4222
2963|10759
2655|4223
2013|3683
2671|11424
3348|4128
2481|4296
2594|9695
2609|4142
2326|3998
2520|10638
2780|4191
2469|3391
2642|4997
13979|23945
2287|4916
2627|4130
2462|5802
14716|24947
2936|4754
2271|5945
2686|13055
2934|3908
2683|5015
2489|3531
13691|94033
2708|7577
2386|79998
2801|6741
2548|6738
2151|79093
2441|80241
3101|7879
2644|80653
2545|6707
2883|79634
2170|7557
6061|7219
2347|7565
2208|2628
2376|2905
2558|3017
3394|3925
2373|2968
12333|12715
2278|2772
2522|3060
14691|24906
2561|4581
2303|3670
2235|10693
2414|5956
3194|8301
3481|6048
2679|6544
2400|10025
2237|6728
2317|6404
3094|12312
1859|6898
2792|6531
3324|11000
3304|4772
2482|6803
2608|6772
14615|26495
3492|80586
2821|6186
3270|7798
3675|82062
3864|6838
2401|5417
2104|85708
2672|7872
3425|7743
2436|81826
2567|8625
2857|9435
2230|8531
4401|102861
2471|13098
3414|27832
7328|97739
3332|82020
2538|92910
2131|9488
4262|91384
2687|8810
2403|6546
2569|90753
4186|9698
4799|86122
2950|27675
2474|28167
2640|98710
4614|26851
3890|87883
2602|28939
2772|101862
2592|86913
3202|27095
2516|103532
2264|24707
2851|16834
13891|119103
2835|24513
2376|24088
2634|23905
2556|102196
2145|24255
3749|22629
4738|95152
3847|26023
2708|22734
2529|94678
2768|17622
2536|94715
3674|26053
2089|25892
2643|99898
2496|26382
2874|26431
2588|101652
1905|26811
2536|96798
4318|105147
94271|99142
2507|105275
2666|31327
2928|26220
2530|26142
2539|99812
2419|27028
2594|26847
2182|98526
2424|23437
2741|94998
2421|23792
2668|26819
2552|105133
2539|27271
2457|27228
2686|95597
2394|17354
2606|111898
2464|26971
2524|28058
2353|105278
3463|29457
3708|97304
3640|50424
2709|29357
2995|104099
2355|84944
2461|29595
1956|98409
2587|30016
3641|99382
5666|28272
6271|97234
2202|83493
4182|8149
4478|200407
4113|6119
4580|100244
3097|4187
3976|5005
3439|4428
2582|2899
2723|3558
2821|3432
2286|2633
3276|4280
2844|3329
11586|12006
2670|3638
2179|2505
14321|14946
2545|3168
2604|3541
3593|6692
4461|5480
2303|2884
2612|10997
2711|3737
2975|3839
3664|4284
2625|3226
14501|15218
2342|3617
2765|3818
2661|7583
2439|3297
2824|4084
2867|4023
15773|16864
4323|5875
2607|4133
2530|12489
2757|4027
2429|4024
2638|11756
3074|3991
2448|4207
3010|10607
2569|4259
2817|10811
2567|4601
2413|4972
2555|4870
2491|4556
14840|24405
2872|3827
2471|4802
3764|13561
2422|3499
2192|5416
2743|3602
2814|9131
3833|5387
9741|19472
4805|6727
2717|6174
2640|4160
2409|4588
2503|4002
2773|6704
2176|6518
2524|80028
14313|94404
2548|7836
4137|9715
2646|107626
3274|87904
7136|96058
2465|101405
2500|27071
2634|98335
2506|19968
2553|28555
2638|27172
13371|118410
2835|27501
2457|28804
2667|103227
2542|26599
2993|28938
4325|29801
2952|28939
2470|100715
2543|30821
2611|109075
3866|30521
4669|109857
3015|32218
2737|31477
3104|113716
3506|31957
3230|98723
2535|20975
3081|32811
2131|104568
2683|31585
2937|100993
2378|112123
2633|33742
3324|108456
2612|33782
2305|23064
2676|33370
2705|104645
2745|30306
2533|22915
2505|33157
89058|99810
3477|194492
3425|106142
3557|195639
95055|105593
3067|9068
2266|90701
2435|33389
2381|85548
2502|31702
4182|39336
2964|13206
2264|12923
2678|38987
2185|12995
2537|7310
2057|11887
2127|10824
2391|12792
2462|12614
2713|5200
2205|19421
3262|20241
2848|19248
2691|18611
2530|24105
22022|29880
2300|32560
2528|10093
2315|41577
2740|39153
14025|14897
2571|78983
2377|42855
2172|12402
2447|50814
2472|19338
2467|47112
4600|36034
4899|16327
4558|59408
2401|19203
2092|46030
2605|11766
2827|61501
2106|46185
2524|23087
2242|50623
2150|51536
3000|40642
2304|41866
21926|40709
3001|4198
46429|77275
2842|55994
4140|32693
2507|3664
2493|51024
2708|33513
2345|4969
2543|76805
3120|4515
2380|57689
2624|55305
2581|80694
2448|119644
21867|109569
2479|119008
4798|159729
3716|122838
2988|159510
2307|124238
3499|161157
32642|297155
21094|197850
2766|251117
2174|184063
2524|278119
2578|188956
2595|116472
2493|247876
2531|117187
2270|264363
3786|116567
2313|266406
2885|119786
1951|260173
3525|87673
2174|154513
2544|156139
2530|255984
17772|134573
2239|154951
4363|119612
2202|162713
2653|120044
2586|158679
2400|158103
2508|93030
2358|165879
2504|89995
20727|126104
2496|164271
3014|93546
2648|123368
2692|162477
2697|92740
2268|163762
3076|103731
12797|215515
3151|166001
2200|89053
2442|104380
2749|166378
2479|100911
3627|127540
2793|161844
2900|103943
3137|102168
2321|2760
2528|3156
2354|2788
2322|2776
2867|3326
2336|2753
2322|2771
2883|3168
3114|3447
2766|3739
2540|3520
2478|3578
14802|15386
2492|2973
2606|3315
15592|16074
2190|2905
2661|3961
2157|9927
2323|3004
63802|65110
3421|4186
2556|10591
2454|3417
2339|3524
2201|9752
2582|3503
2607|4660
2643|11664
2313|4141
3023|4917
2440|12397
2422|5547
2695|5417
2296|12405
2462|5741
2323|10065
3351|6747
2273|6666
2489|9104
3106|6529
2499|6472
2898|6366
2356|6712
3363|4673
2069|6950
13201|23352
3398|169592
2716|7971
3031|3986
3365|9178
2115|12878
2424|8286
2251|3458
2296|8131
2840|4786
3176|8042
16527|26592
2367|3461
2317|3034
2841|80595
2533|106181
2530|84393
2274|109388
3009|81352
2313|109363
2712|3684
2359|2949
11528|12012
2347|2753
2289|2972
15713|16130
2047|2766
2431|3035
2510|9034
2827|3314
2655|3744
2541|9713
2492|3119
2190|2682
2750|3276
3936|4505
16129|16770
2213|3080
2113|10748
2561|3678
3346|91239
2312|105441
4861|108317
2655|106726
15477|97245
2531|108391
2451|83938
3003|108335
2323|107824
2538|80903
3070|85391
2232|108223
2792|81102
2462|82829
2354|111037
3280|85704
3491|84309
4268|109264
3978|79921
2417|109246
2759|80972
2925|106639
2542|86259
10495|52761
9580|49974
2739|11061
9626|50256
9658|50295
12023|38518
2503|11244
10306|43957
2787|10174
12454|100077
2818|10749
3367|9414
9719|57522
2760|10916
13704|93211
2845|91254
7459|172000
13875|309351
21279|128323
6383|127016
8792|57111
10093|92463
2447|10704
6934|65829
5533|11094
8064|67601
11666|96776
2708|81791
9760|198893
10167|199285
9262|201164
2999|82887
2921|83310
3920|65527
3637|91309
2754|82847
6692|127115
3636|47058
5500|125169
6358|145702
14286|104557
3991|76976
2768|80637
4189|76963
3853|72767
4402|84040
2632|80576
2524|82481
2386|46315
3610|92825
4315|55486
4200|64962
4544|64222
3018|80370
3015|85697
5989|62380
2311|421573
90949|294212
3644|106356
91773|490091
5678|109941
4448|119388
14816|107758
3904|120848
2640|203777
3406|98299
3505|199466
3367|116216
3498|200809
3339|95034
2691|94419
105577|112469
110157|206466
10539|207273
3884|402618
201398|401367
3613|108853
3908|100481
10184|205951
6512|105602
10273|202541
62925|164026
91700|195380
4142|108647
3880|102029
8894|308666
104238|204645
7944|110415
89740|194232
7177|309079
100602|400126
2565|3139
15718|16358
2479|5409
2550|12334
3491|11420
2756|4548
2904|16460
2321|7169
15930|27712
2217|2718
2683|3135
2310|2832
2454|2739
2294|2799
2576|3008
2657|3110
2486|2788
2416|2748
2236|2506
2793|3071
2176|2432
3386|4470
3972|4423
4136|5010
2241|2700
2597|2886
3033|3445
2330|2779
2384|2645
2334|2680
2423|3297
2299|4188
2596|9933
4247|7661
3676|80454
3160|11420
3658|7134
2453|7948
2373|11323
2505|6534
3447|17780
2827|79624
2689|4688
2424|8520
3617|79484
2889|21624
2444|82303
2919|81401
2831|13763
2475|11033
2486|7466
2857|85918
2273|8534
2651|80214
2907|6568
3861|23396
3367|81381
2998|82762
2499|11125
2947|80352
2942|23147
33243|81602
2198|11842
2398|81099
2703|8826
3372|28165
13746|103847
2354|13465
2744|48971
2336|12669
2574|11114
39804|112955
39733|119040
40174|113413
12932|22698
40416|141188
2351|13913
33123|87839
2628|10697
20828|53126
2498|42962
3967|41540
18207|105640
2535|135706
2660|81721
2695|145812
2734|81643
2928|138914
7206|138419
15298|94384
2580|139995
2717|84713
14693|135865
2129|94822
17364|159915
2675|83361
16502|156607
16545|155917
2619|92008
16503|170857
2759|85521
10150|148364
3127|96884
2611|82696
2523|155924
2255|84414
2694|85872
3779|157679
2676|83158
3032|88169
15273|170708
2674|84505
2893|85678
16470|170779
2238|82278
12658|150896
2254|2856
9828|14660
9817|10675
11642|13821
10393|14976
10223|22249
13103|22464
10888|22514
9825|22366
10617|22542
8871|13825
2716|3075
10614|15095
2599|3383
10900|51793
11144|51744
2812|16350
10331|49721
10671|51441
10722|29738
2624|3052
10377|29803
10358|29267
26322|26901
11162|37361
10826|37367
26817|27380
10627|51603
37912|46466
2742|3476
36103|53857
10005|56516
3109|3692
8994|50293
2667|26716
8871|51042
3239|4051
2568|7710
10065|47911
9861|45564
9505|48282
9771|46835
10212|48634
26869|32815
9628|51027
2533|9361
9510|50208
9694|50514
2418|10675
10564|54513
12572|55029
9126|48545
2734|3400
36957|50276
12238|47114
9564|50809
8874|46812
2744|10814
8665|62990
2219|3034
8883|61613
2204|29412
3435|178159
2409|127805
3134|161839
3527|131628
3165|161387
2321|167908
2639|274440
4571|206874
2348|233428
4256|284048
2042|132300
2049|183581
4315|107250
2113|279101
3192|192803
4744|290619
37672|228650
3041|286226
2402|180471
2416|294631
2717|173944
2240|170941
2574|119076
2527|172630
1909|128746
2566|330130
2396|170179
18274|154696
2605|168846
2208|147287
2475|170549
2204|134847
2587|124431
2167|333532
2388|153660
2515|93221
2936|193235
2418|93369
2476|130611
2171|161143
2806|86040
3370|134458
2878|243109
2397|100765
2267|183563
2527|248674
18433|111376
3202|101922
2925|90351
3002|62777
7242|8353
16209|16725
2705|3359
2524|3199
2688|3241
2377|3004
15064|16332
3638|4979
2353|3139
2376|7583
2607|3218
4101|5579
5569|8879
2555|3684
2287|2893
2390|4799
2267|4048
15663|16482
2155|2990
2271|4773
2304|9345
3149|4764
2772|5735
2580|10104
3762|4619
2590|5590
2983|10157
3674|5976
2214|10086
3060|15271
2204|10787
2855|9930
2851|4233
2709|3867
3276|10403
2447|12998
2239|14898
3186|109445
10482|84280
3785|110301
4784|80214
2491|110355
2335|105154
2405|85357
2618|80327
2268|108804
2334|84645
2841|80751
2336|80441
2645|106161
15599|100854
2777|105134
2836|80081
2303|86975
5698|113049
2711|81401
2429|113010
2567|5544
2580|10201
3034|3788
3874|4525
2629|3153
15815|17910
2183|5965
2478|4928
2656|10937
2670|10949
2152|88657
2645|116165
2273|7181
2680|11813
2547|6706
3385|5832
2380|8016
2575|3427
2713|3308
2663|7859
2815|9003
2552|9087
2690|7787
2652|8220
2504|8982
3230|4093
4591|13170
4428|10743
2149|11481
2673|4152
2175|12354
2399|14040
2730|17106
3260|113769
2629|96070
3134|115696
3254|81881
5687|114916
2289|89032
2350|113590
2369|108036
2210|99658
2268|209576
2304|82614
4363|83128
3875|4849
2279|101500
3160|131269
2505|90301
2563|116149
2600|90942
2569|116215
3007|83687
2455|118152
2259|85069
2898|97557
2417|111980
2828|23863
2677|98541
5780|112480
2493|93851
2565|83574
6790|129261
3904|199670
5619|82207
7114|8106
2353|4568
2391|132171
4123|6306
2596|2926
6951|170355
2599|226565
82856|179719
7707|125190
2443|88233
2481|2791
2093|2323
2123|2422
2553|3021
2819|3041
3476|4072
2652|3681
3518|4293
3042|3993
2461|2769
2416|2824
3295|3852
2456|2759
2647|3077
2188|2602
2457|3001
2713|3062
4057|4638
2333|2579
2108|2511
1956|2363
2123|2484
2298|2766
2720|3257
2345|2739
2267|2645
2520|3378
2393|122172
16427|138217
2363|154849
2294|93139
2419|155283
2132|119300
2731|160901
2476|129640
2506|166696
2630|119933
3063|194943
2466|150014
2517|160095
2130|2596
2690|93682
3272|91651
3802|160399
2413|124807
2732|157677
3247|127487
2420|126150
2581|261578
2100|122015
2262|2998
2359|91952
2513|129477
2625|158810
3479|100754
3203|102587
2162|132094
4495|165163
6473|206204
15436|154614
2679|136718
2599|140855
2807|171601
2477|183730
2543|151536
2152|137313
2199|103114
3611|182428
3021|128089
3508|180068
2410|147023
2453|168516
2701|159612
2753|195058
2040|107896
2821|176260
2588|130931
2449|201995
2786|222836
3231|148866
3255|187815
2160|137738
2143|144130
2283|126189
2209|161548
2410|151352
2586|217267
3373|206834
2602|176777
3421|106579
3929|131273
1947|99446
2078|209041
2589|140334
2611|180235
2703|182435
2144|115139
2410|202467
2772|154800
2477|166007
1866|125267
2479|118346
3233|123491
2305|103833
7152|211525
3667|109824
6008|141361
2299|259198
9024|104484
3791|94004
2757|168119
4909|106259
12450|92203
5264|111595
2491|86214
3045|107627
2558|105934
2610|86459
2304|113688
2866|82850
3077|105628
2487|96841
3764|110814
2515|84791
2496|109276
2576|83164
2526|106511
2203|98813
2907|111201
2914|99859
2840|107991
2707|84184
2499|113411
2422|109575
2787|101320
2216|119581
3030|85528
2401|91983
18568|139781
2412|275600
5867|204979
6476|301093
13121|86929
3910|112389
2945|87481
2765|114116
2929|85816
2807|112560
2427|86730
2427|125163
2602|105302
4037|163642
2512|108523
2614|123837
2887|103412
4560|141350
2391|115462
2651|121855
2774|103929
5097|203538
12664|13684
3493|4485
2570|3802
2794|3368
12255|13283
2679|3269
2407|3009
14029|14527
2418|3137
3992|5094
15977|16939
2519|3636
3343|3927
2893|3422
2566|3188
14213|15085
5597|6074
2699|3711
2606|3090
13496|13827
2541|3763
2368|3519
2685|9532
2549|3369
2635|3347
2538|9138
2332|3050
2318|4452
2516|10681
2497|3268
2418|3550
2275|10750
2402|3894
2615|8826
2522|12905
2255|103805
2673|12781
2605|104519
2691|105170
2627|103057
13191|90955
3479|104924
2118|105418
4319|79630
2879|79506
3535|106244
2733|81641
3014|141814
2279|105532
2140|83759
2316|79534
3554|104476
2092|53051
2718|84405
2307|111340
2952|31561
5612|121842
4514|118408
3028|106545
2321|111644
2744|111239
2518|86540
2662|120808
2511|104165
2743|135869
2367|125239
3243|106451
3329|108021
3283|120773
4085|147905
11637|120760
3036|187530
2443|126709
4101|106299
3778|201687
3358|123667
4042|202572
2432|144701
3211|158271
3374|121754
55364|139283
2857|119321
3231|189315
3260|110053
46637|137703
3532|123719
2652|169406
3938|124897
15329|161326
2447|135471
4364|167711
2495|115492
2733|167851
3980|126647
2525|164634
2606|221387
4502|145844
2750|129034
2824|107573
11430|109119
2864|128441
3700|144783
2815|119217
2693|136792
2856|426479
2324|120595
2384|182765
10785|301990
5839|107481
2761|175269
2398|3332
2817|3205
2544|3144
2622|3177
2515|3034
2606|3016
2326|2738
2326|3231
3229|5846
13848|14277
2419|5991
20199|20655
2177|7116
2559|6927
2375|10026
2563|6844
2422|6839
2407|6932
2408|5798
2388|14043
37827|98021
3118|87689
2676|56814
18299|100642
3109|49583
2287|56911
3315|12064
2419|46530
2446|49814
2583|44477
2723|63746
4134|63809
25584|49540
3519|48227
2561|41185
2373|83225
2894|70005
2395|56773
2279|43050
2614|5755
2415|101899
2617|57557
2579|18164
4193|54149
2286|50040
2294|98962
2524|3536
4283|89385
3652|263762
2977|90907
2714|86274
2447|263047
2809|92191
2906|69638
2362|204179
2852|95288
2535|270851
2553|209376
2539|86252
16723|237271
2893|90122
3021|92206
6601|159850
2564|96949
3688|109212
5447|105769
2555|125775
4809|169901
14510|140058
2610|332309
2512|119005
2912|162681
2499|167171
4560|131436
2645|162402
2316|122733
2648|159267
2523|163563
2713|285185
2687|96337
2225|340813
2639|96983
2410|166839
2406|135568
3227|179508
3937|130794
3825|161381
2628|129627
2523|160724
2822|93642
45198|173998
2669|124155
3722|161650
2815|94561
3106|176679
2824|134544
2607|163284
2700|98176
2873|166987
4155|103295
3105|103440
2713|122053
2881|167184
2511|95742
3127|161165
2725|133702
4522|125356
2412|107252
4058|161129
2503|213492
37917|121204
4628|91353
2543|162929
24204|96538
2395|95375
4334|101249
2484|2698
2354|2798
4417|127284
2464|126639
3567|103645
2660|126546
2939|86416
2609|98700
2276|128649
2362|2584
3365|3945
2377|2635
2979|3274
2568|2978
2960|3272
2561|2976
2448|3238
2185|2693
3093|3678
3239|4138
2442|2853
14714|15238
2080|2541
2655|110956
14262|99968
2566|112382
2242|84327
2320|111235
2981|111837
2564|86974
2378|112303
2190|80233
2415|110639
2925|85238
3443|112448
2015|113529
3334|85287
2399|124893
2974|100104
2934|103770
2537|102027
2458|125424
2562|87290
2149|124905
2584|101094
2445|126998
2738|98502
2560|130495
2530|88047
2370|98864
2163|130738
2276|91449
2135|96954
2228|131538
3437|89421
2858|163984
2463|170358
3773|173568
2632|109278
2326|91782
2700|89899
6198|99644
5773|128500
2469|97763
5939|109583
3961|106818
3935|128020
14510|121972
1892|136268
2389|134943
2424|117465
2526|135018
3423|204798
2614|102607
2648|133366
2611|127681
2672|173621
2318|132510
2018|177413
2095|132561
2354|169205
2766|125279
4185|153768
2285|143156
2026|161248
2423|122834
3336|163153
2566|130983
2149|171154
3025|341989
2455|169612
3163|112697
2571|163356
2783|131935
2457|172966
2397|160042
2581|121675
3062|174167
2227|101962
3217|133283
2295|122352
2417|162615
3139|403618
3264|101027
6026|103505
7114|203314
6844|348112
3081|99265
2383|108034
3506|125543
136825|143848
3394|296700
5610|196357
6413|111075
59240|151556
139981|145300
14531|100975
3674|101785
2345|97606
2926|127289
4581|120354
3437|144530
2765|143178
2154|147214
2561|117462
3696|145521
2824|114243
13508|126364
3332|143453
2836|140089
2537|149550
2724|112454
2657|141960
2391|95820
2334|96730
2198|118904
2505|146232
3840|150125
11629|133284
3665|151912
2445|117344
3465|161535
4109|122288
2498|116160
2186|152622
2488|118845
2484|160545
3179|153046
102057|106748
8701|104040
3755|105764
2484|103032
37866|98073
3818|104040
2261|136507
2941|301863
2599|93482
2489|99929
2515|97843
2612|232698
2474|126292
2266|93199
2546|273411
2498|264495
2500|145125
3284|103771
2493|93321
2587|98703
2816|97866
2696|94092
2693|99701
2110|94626
2935|110481
5346|303580
106224|208724
108480|207800
5274|113079
2658|3229
2337|105767
2324|339088
2907|87285
3567|334940
4386|91861
2295|341168
2541|407338
2220|97533
2461|445399
2394|99762
2562|249153
2990|66339
2510|241347
3087|175404
2312|82756
2538|86371
2584|348263
2407|105509
7142|434157
2600|85864
2639|88195
2597|453685
2471|97374
2865|88109
2251|88170
2974|246000
3492|86323
3870|172471
2580|100427
3029|118689
2594|99560
2269|172919
2639|109181
2973|107785
2991|253933
3145|88958
3036|119706
6090|205718
100635|302875
108790|207701
2552|110693
2568|323143
4896|104430
3820|211051
2867|3573
2625|3498
13261|14029
2894|3651
2536|3231
3370|11117
2714|3532
2657|3400
2634|86863
2668|3594
3539|6451
3602|80235
2658|106677
2279|79946
4850|107359
2498|106666
2658|80732
2328|105274
2567|79270
2539|106041
2505|79362
2460|106630
2638|106352
2833|79439
2613|107484
2975|81398
2768|106446
2498|79839
3195|107329
2443|81171
2553|111195
2739|87070
2409|77920
3114|113585
2961|81603
2760|209046
5195|115049
3074|108096
2690|108635
2768|80744
2572|109746
2405|82420
2683|108736
2582|82264
3847|112171
2590|84960
2907|111863
3342|116357
4038|134164
2664|81027
2131|121720
2719|81925
3879|114288
7476|84068
3435|84681
2760|160215
2506|116177
2556|83470
2616|88169
2528|160644
3834|113993
3328|89612
2710|6385
2607|6258
2881|3410
2920|3507
13080|13753
2487|3124
2745|27369
2485|10909
2305|2906
2819|3370
2965|10361
2864|3607
2413|10629
2415|36341
2762|3427
2620|11859
2789|3415
2472|3071
2492|12037
2732|3402
2518|35219
2629|10125
2711|79574
4520|11586
4221|5822
2885|3814
2650|10364
2531|3770
2615|4490
2342|11858
2491|69032
2874|10746
2391|5145
6035|7598
2705|11286
18376|64975
2297|11718
2845|79427
2851|80135
2868|122286
2326|79325
2570|103565
2729|104593
3255|105601
2625|124912
2747|83000
2556|106139
2547|123956
3014|79553
2340|104715
2682|79871
2540|104350
3167|82634
3479|80201
2609|124012
2724|81577
2534|80568
2894|130414
2587|81574
2440|80374
2524|80404
2394|104637
2904|82532
