read_header_duration|decode_duration
2590|9119
2590|9217
3469|5114
2465|10076
2600|9001
2411|153971
28462|30487
2262|106707
2490|81291
2428|8445
2818|91541
2390|106967
4428|80251
2656|81737
2858|127478
2839|81927
2406|105589
2806|105984
2636|106843
3719|82883
13286|107931
6136|82466
2994|82890
4994|80865
2237|105670
2524|91566
2131|106511
2607|79922
3255|81982
2221|107003
2256|85428
2674|108848
2571|81298
2903|82992
2132|83743
2447|83903
2622|110425
2167|85008
2470|132644
2576|83331
2081|82451
3923|83136
2362|108782
2255|82052
2660|88665
4311|78783
2728|81855
2429|109091
2322|110782
2478|81463
24893|123750
28522|124148
3498|106472
2418|84264
2248|109872
2359|86767
3327|82016
2794|143753
3531|120357
5197|102207
63221|80611
73756|81892
4991|101001
6430|99184
102165|405467
200317|598128
111094|308195
294412|499017
95778|104323
9406|306072
2454|133516
2495|104426
3812|91084
2574|174978
95501|200175
2147|107165
2615|130399
3308|100387
2845|129454
2602|88505
2335|91590
4818|129950
2265|100992
2824|3819
14918|118700
2477|128078
2655|129417
3171|89760
5605|164892
2785|131874
2902|200132
2330|130861
2544|89532
2285|102630
2518|132469
2679|132202
2539|133417
2902|164863
2309|100407
5651|36007
2834|133881
2596|107999
3559|142218
3984|100644
2543|144345
2655|124468
4228|145230
6286|93633
49724|111959
2648|145473
2526|112564
2851|150762
4850|122537
3124|137969
4032|173647
2444|174820
4314|105628
5746|106135
8035|103851
3596|312141
3271|175399
2559|111044
2624|138871
2469|104055
299014|305747
12074|105791
9897|358383
2837|218276
4465|109981
2353|219031
9206|585944
2559|199730
397706|792507
100402|211786
99186|810472
198347|302987
289829|598672
294864|788502
190332|297151
192170|393581
10060|308407
98738|109991
9912|355339
2828|89291
3452|243259
9386|363293
2112|247103
4902|113689
10272|364390
3146|129859
2584|91723
9658|609661
2455|239907
9531|605838
3333|150135
4415|365830
48847|537265
91554|396143
291538|600789
3087|92293
2502|139179
9838|400922
4119|94113
2436|149191
19116|376209
2375|262765
2514|381087
3555|128346
2898|371658
7652|478499
4014|454884
11710|206586
6581|314634
10929|415077
7303|804162
107244|405786
3628|4270
14086|14603
2598|6178
3338|3870
14559|15316
2993|3645
4337|4958
2219|10190
2142|3009
2563|7427
4241|85461
3559|4608
3751|5328
3499|4725
4181|15584
2208|12000
2760|102318
2804|3809
2922|16988
2553|4629
2788|3558
2880|3480
3066|9532
2577|3581
2309|3626
3780|4716
2449|3409
4717|6105
2263|10936
3578|9321
4229|4909
3061|9632
4822|11569
2768|6931
2540|4659
2403|11260
2596|5317
2953|4212
3895|4950
4344|11962
2711|3476
2353|10616
2724|13205
5647|15264
6690|8231
6744|9306
2783|14669
2758|10662
2457|7427
2318|6309
3393|4816
2298|7113
2898|17423
12703|22341
5266|16255
3839|5717
2411|9101
3571|15445
2916|10783
4005|4937
5953|7078
3885|4767
2901|4324
3190|8258
2953|4048
23572|24975
2503|35421
2557|4273
2384|3582
2822|3954
21554|23070
3549|4985
2535|3510
4338|24687
4839|6583
11976|99880
4481|127862
3450|103750
4453|102922
6300|11301
5300|98966
95368|97503
5744|198150
13915|92790
2505|6835
2586|11073
6493|98733
2434|8776
2771|12025
2200|6225
4059|81558
4979|102464
6197|102923
6800|9155
97270|105799
12608|101586
2567|9323
3467|9186
2848|82860
6490|83183
2315|7745
2215|89276
2559|13103
2448|8117
3734|78218
8608|83571
3055|8931
3038|13463
3339|9768
2384|10594
2396|11216
13331|102121
2579|9427
2298|81639
2657|13701
3942|83245
2761|8543
2478|81230
2717|9256
3786|17048
4463|89576
2513|11622
2919|91743
2654|13283
2265|83760
2862|13063
6025|107936
3560|11563
2646|84257
2524|16315
4160|84557
4691|10797
3574|92676
2334|9291
2374|17086
3413|86315
3120|85900
2337|12474
4958|102245
3541|102482
5123|100848
9943|101625
12226|101753
2533|84025
2408|11311
2640|16465
2544|85863
2621|11042
7635|112434
79358|80881
4157|5182
2368|11108
2384|7241
2509|3734
4668|5905
14995|15811
4025|6540
2489|3000
2618|3720
5077|6031
2461|3422
2365|3360
12987|13938
2606|3178
3426|4608
57343|58274
52835|54427
3508|4510
10040|11189
2797|3286
2571|9340
2417|3505
2423|3009
2486|9948
2109|2743
3175|3574
2357|2843
2908|8855
3027|3968
2890|3433
2408|11321
2919|3416
4364|4949
3260|4170
2755|3323
2571|2995
2542|3316
2456|3050
2537|3171
2422|3021
2565|3255
2577|3125
2508|11170
2709|3440
2849|3539
2537|3088
3506|9997
2558|3596
2603|11000
2486|3752
4320|5142
3833|4650
2518|11100
2390|4549
2672|3505
5009|11206
4760|5645
2254|3008
3317|4098
2980|10261
2863|3776
2193|5484
2705|11181
4132|5862
2825|5113
2346|67640
2329|24550
3875|9802
7636|8714
2717|4757
3300|11302
2527|3929
2628|11709
8264|95932
2632|4311
2602|4467
7105|8201
5550|84196
99328|509021
100687|498859
12869|306968
196834|397112
104960|304117
103309|112575
194278|397054
9472|106786
104218|401829
8598|109699
11182|205602
2500|4881
2770|50049
14444|123997
3446|48439
2606|49665
6531|210522
2525|42983
13630|127200
2821|62034
2539|88039
2696|68049
2371|107669
2696|63471
2368|150127
2833|9929
2666|104103
3902|99951
2399|52110
2606|106314
3189|52780
7506|99798
3224|111272
3515|56669
2264|112400
2440|33523
25241|134436
2460|115062
2051|90069
2936|108044
3668|46496
4101|142065
2469|119552
2731|51273
2785|158309
6791|112923
3299|197003
3433|67051
2572|113237
295785|318685
287921|306828
103471|121527
107296|509565
99428|286057
9993|101838
110615|503641
202220|402812
109258|507076
188676|394303
200368|309880
110910|502564
102103|192697
100390|303076
11610|287194
3333|109757
10161|520725
2920|299976
10126|301282
2535|175033
9778|303756
100002|603935
100248|201569
189615|600166
2519|126380
2852|79745
4293|79682
3066|101805
4380|102690
3698|109985
4948|603178
9571|300052
2565|383208
5163|169544
2258|127836
2586|124579
9649|307823
3537|70040
31835|367816
2741|125327
3694|105806
10209|351470
38568|62604
3603|130359
4318|78182
3275|105456
3003|105056
2751|126574
2926|160292
4837|102956
4019|127782
2656|202683
2325|115587
9813|305404
3279|67196
3850|113413
3113|334302
2971|103409
3192|184524
5825|42065
4259|105771
2036|76962
3478|131728
99461|401816
3581|183364
3213|103952
193810|298556
97925|300282
100926|497705
594737|604093
90945|291516
12452|101679
8852|112375
10146|204688
94264|191516
3657|4635
2589|8020
2611|10266
2901|7159
2907|24239
204173|310734
6992|202329
7200|99708
3575|97577
9213|179538
4285|205826
5655|106925
97438|202837
93840|195682
5252|205176
206003|307518
2425|4502
13039|13675
2688|7353
2544|5633
3031|6591
3987|4612
3260|6137
13474|14139
3367|6611
3572|8255
2537|10965
4046|7569
2171|85887
3160|30015
2865|81063
3540|81127
5830|28316
2185|91312
3231|81063
3432|25756
3955|24752
2792|81068
3800|32115
3375|33168
2744|98497
41138|85229
3206|33115
3302|33141
3182|30909
4356|94637
10213|83528
5430|34611
3212|32828
2590|107958
4552|106668
2812|25680
2855|85857
2606|41267
2707|42508
90638|98288
295476|495681
106608|306348
97403|193766
7863|276608
6381|110639
3719|105899
4897|103128
6753|200220
5203|94713
10913|202974
2689|23343
3166|84144
4349|128643
2609|10957
2392|93136
2558|12855
2746|85645
4518|83167
13357|103392
2609|10199
2916|81758
5146|82255
3468|12721
3700|90267
10216|40059
2660|13372
2781|12912
2910|84083
2747|42545
4070|84692
3192|83912
2822|11273
2475|82856
3595|14240
3595|12654
2718|85120
3078|86036
2806|13876
2827|84659
2917|48457
4034|85437
3341|83510
2811|14809
6613|17316
4264|87420
2984|17227
2692|16356
6151|86190
2430|96653
3375|17814
2961|84335
3127|62197
2635|89308
2189|174634
3580|200628
2739|4742
4099|103319
3132|43582
4628|89034
2669|189381
7135|86602
2697|17997
12297|97048
14701|68547
2471|88878
2955|14960
2526|89315
2673|84171
3270|44015
2616|88688
3351|49127
2120|88883
10143|210323
202978|308146
7880|206584
6869|506341
92814|369665
3296|101730
98596|509029
2859|331813
2537|532571
5583|133017
41858|525366
3527|136852
2521|519585
3777|381697
2351|142215
2912|84988
2430|454372
2590|372486
2556|347225
2620|135957
3247|566799
3713|190765
2163|133862
3042|116008
2465|515644
2568|502731
2321|351225
2497|308505
3672|305679
100348|205886
3812|300300
3266|200434
6437|210117
101200|110084
8503|106073
91846|196540
3452|103987
3160|119050
3015|129394
94921|290371
4607|109756
8421|107160
8323|305279
7364|411630
11082|193444
5412|198651
98954|107596
99641|112424
98281|198249
110971|310214
101313|496939
5009|5933
79628|80872
8076|9279
3631|4146
6607|7104
42749|43933
10651|11661
4247|5585
3085|4068
3379|5012
2594|4267
3162|107768
30171|149348
26537|152452
11180|11832
3890|4786
3673|4431
4422|5556
6247|6729
2853|4368
4270|5216
5051|6992
3193|140539
2741|3389
3296|4263
6275|7933
5965|7679
6344|7780
2457|3697
2754|4161
12970|91018
2661|103876
2462|81830
2803|103350
2907|80811
2567|104612
2529|81882
2369|104461
31047|179249
2611|82422
2449|105443
5703|81414
3848|106329
4594|87546
3845|106627
3642|82404
4463|86112
2563|106325
4010|82937
2193|83410
2241|84346
2484|108033
3378|81825
2525|81560
2462|107449
2296|88418
2345|83829
2278|83112
2477|82493
2824|81677
4837|82233
2632|85207
2534|131527
2458|84574
9500|101788
96561|100629
75146|84699
5059|200016
8266|100393
76015|83430
2729|93327
2797|107925
2942|82032
1984|82544
2413|106576
2593|82050
6455|299160
12110|302756
28374|291348
2356|234799
2941|376279
2606|134834
5701|135942
3036|350207
2226|172589
25865|323166
3659|215471
9463|148520
2686|162622
25627|213548
3902|164721
2711|168980
28506|143023
2497|138481
3848|107612
10403|116668
4889|101436
2746|161489
2367|251708
2547|177043
2517|126399
3753|151594
2758|185533
2689|20215
2606|79677
2850|13329
3005|36865
2287|17829
2776|79182
2874|13322
2034|79972
2298|23613
21728|254746
2496|287837
21365|250682
2332|228201
3043|371421
31724|294119
2202|220125
2379|320142
2960|129858
2448|170730
32103|294719
4743|242163
3442|301835
3254|138781
12135|267009
3662|236020
2292|136644
2585|374598
9376|105758
84635|296041
96698|399258
7649|100321
8250|405347
3590|307192
5607|102791
9908|308061
294124|495011
15165|202188
199964|395146
2773|98725
7975|9728
5089|100677
10334|107456
105456|106680
7091|100056
6971|105294
103311|108279
3337|111356
40031|135505
92402|96081
2245|2557
2367|142359
18296|115584
2837|140161
2936|89305
2306|139776
23700|230849
2375|185245
2310|140485
2396|116225
2535|145233
5135|110481
1818|141656
5223|87509
2899|101428
3077|149018
2388|126095
2318|92473
3744|97403
2702|147324
4419|116906
2443|152650
2611|92517
3832|110011
2648|145386
2060|147330
3365|118848
2255|105521
4627|125902
4203|122289
2379|305598
2589|119514
2442|103970
6332|126500
2797|102299
2606|129956
2174|145920
2347|122423
3630|99945
2725|146497
2438|122910
1996|148698
6403|119054
4425|102786
2328|103885
7667|358202
2495|99759
6480|92734
3245|154365
15196|117775
5066|81849
2327|124570
10743|113235
4234|103387
2344|150179
3914|33151
108361|201259
14140|103621
110280|206614
3501|92963
4549|102793
4551|5737
5935|103241
95804|100066
4496|101423
2966|88311
2515|101104
24932|81327
29438|30929
2422|88784
3377|4070
2852|4619
2341|2950
3529|4183
2368|3162
3330|3860
2113|2648
2549|3414
2507|9709
2577|5535
3080|6322
4174|4721
2492|2997
2465|3108
2607|3214
2203|2906
2954|3539
2237|2798
3087|9672
2907|7014
2638|3704
4544|6017
2723|5165
15322|15914
2466|3071
3417|84177
2292|18627
3566|83711
2767|85313
2898|19555
3774|4369
2825|5625
3107|5603
2161|2881
4941|6048
4896|5995
16186|16856
2049|5278
3540|6228
2470|9050
2706|6444
1953|9591
4983|95653
2438|9346
2489|15519
2449|84008
2808|84490
2460|20166
2442|8911
2794|84024
2467|16663
3589|10253
3946|85107
2756|19249
2062|96118
2793|20326
2492|82483
2597|12219
5896|88050
3124|24243
2375|83051
2771|85063
2520|86995
4802|99868
2618|114333
2669|87034
2334|83979
4245|11843
3928|89764
2730|83691
2688|88187
2792|24604
3103|77994
3061|133552
2640|84914
2743|83074
4250|12477
2524|25658
2767|89732
3791|4387
2419|2999
2553|3169
14667|15428
2529|3301
2142|2673
2231|8101
2511|3168
2457|3513
15199|15742
2295|2899
2723|3217
15021|16013
4472|9299
3110|3658
3486|4662
4526|5048
2723|3898
3015|3620
2213|2875
2496|3002
2827|3487
3024|3450
5225|5804
2594|3247
3142|4205
8792|9702
5895|7380
2440|3018
2846|11327
2532|3827
3522|7823
2488|12277
3278|4079
3288|8098
2615|3723
2563|9055
2597|7497
2418|3603
2962|12855
4514|5852
2759|9936
4553|9136
11729|53276
4841|5980
2541|4375
2519|8667
2959|3971
2427|8380
3655|4616
2382|10232
3453|4689
4296|5353
2830|10336
2687|10878
2510|3753
9042|13072
3756|5477
3653|4655
2127|5271
14672|25532
2835|10498
2381|3475
2132|7056
2465|36602
2560|6305
2959|15109
3918|12403
2497|3414
2904|12424
2747|40769
2483|11106
4814|5811
3503|100097
2580|7053
2563|5902
3092|3911
2188|9688
2314|12026
17910|21123
3463|4690
19217|23161
4334|5902
4050|32884
3937|4495
2118|20370
2470|20204
2388|13573
2405|17443
5127|5720
4859|5644
2266|20299
3008|8416
2281|20229
2402|20259
2648|15504
2352|16506
2302|19354
3250|19299
2405|10393
2610|25724
3881|26183
2321|34806
2750|35240
4465|37210
31641|54808
6370|7207
2263|97846
1874|16134
2703|34821
2441|33649
3415|4782
3362|61834
3249|30411
2363|27528
2643|33173
2094|33245
3760|4512
2405|21937
2801|24606
2276|23764
2642|33186
2625|21222
2792|30884
2136|30152
2534|19936
5480|6557
2582|28469
2268|25171
3277|4455
2379|37214
2706|25300
2361|24792
4855|26125
30126|47850
28560|29300
2029|27742
3585|5846
4250|4991
2612|3379
4469|23002
2784|3547
2475|29134
3306|16360
5646|7026
7076|22329
4971|6265
2352|3587
2532|24418
2618|3524
2195|27701
2509|3363
2218|24080
2193|3050
2425|29630
3082|80190
2652|3495
2511|32272
4143|5501
5769|6695
6978|7667
4044|4877
4785|5703
86673|88166
6682|8009
2632|21358
2295|20242
5106|7166
69259|70232
6087|7467
4911|6012
6948|8044
6739|7393
5596|6180
7685|8410
82746|83610
83610|84979
94485|96013
82424|83349
5809|7146
102444|103660
3725|4625
3037|3966
7132|9318
7471|98812
4889|5935
4031|7357
4432|11379
33965|111391
2723|3630
2716|11993
2639|12850
3011|6793
2338|30465
6729|10126
3104|4206
2206|19921
3567|7885
3805|36673
2336|8336
4122|81029
2091|9451
2682|4697
2469|16525
3483|5030
3691|64152
4715|7487
2661|17145
2969|23376
10497|37975
2804|9150
2479|85583
2533|4484
2763|6764
2669|19366
2751|51790
2577|43435
2766|118490
18878|100368
5473|109806
2688|84551
2777|130536
3491|78962
5527|82726
4910|50645
2661|92031
93283|296281
91367|194738
6988|201306
101512|404067
9684|13895
5632|111341
3079|173288
2786|120050
4586|136674
2466|125728
2643|96558
2935|136266
2561|158996
3334|124307
3525|134940
2700|246943
2553|138815
2576|127119
4196|100077
4784|99500
2853|203202
18765|229086
2640|127232
2666|156240
43708|194166
2653|127585
2525|168365
2597|137684
2774|125413
2481|175429
4912|108994
2604|164107
2554|123593
6404|134575
4464|161694
5596|126145
2427|135629
2588|138876
2990|123510
3216|138634
22209|281196
2579|123985
2437|159858
4998|128855
4508|274796
4084|309636
2675|138206
3389|109117
7445|105061
8786|196279
4156|211574
3553|111041
54591|152573
2666|128346
3924|201974
4074|112107
178710|187629
188752|192998
7247|199459
94581|398766
2486|3212
16595|24005
2614|3530
3313|4564
2224|3769
4714|5811
11844|12843
4541|11119
4319|6137
2759|3575
2485|11104
2522|3805
2283|5504
2276|94386
4705|88311
2512|3477
2749|4097
6926|8173
2349|3111
2390|109605
2586|85369
2534|106156
2550|96564
5297|85754
2901|109435
2863|88339
2619|114717
2907|111156
5385|84613
3144|111984
2917|93979
2784|92266
3271|122184
3064|91883
2571|113087
2504|91650
2196|118649
2842|90418
5169|95420
3621|111813
2498|92246
2153|112146
2569|114646
2809|91168
6459|92153
2391|110508
3467|93379
2622|89316
2311|120883
2735|94049
2255|97853
3959|111863
3474|93400
2691|94559
2635|86663
2524|145849
2479|120453
3315|88608
4104|101298
44408|152976
2584|94854
2621|122827
2601|143823
4244|95473
2670|111657
3535|104134
2860|113666
2775|103829
2714|92139
2450|92575
4935|112979
2978|89101
97979|102707
2373|104355
3846|304434
8670|303665
88729|95106
5195|196696
3264|199752
6526|194980
6127|202215
2346|327043
3978|98844
2515|135168
3371|201025
2961|168994
94606|196288
2606|130288
3087|99554
2589|154827
2889|337078
2543|211514
3021|308317
32344|297960
2544|237560
2543|333336
2630|122264
4424|113876
2344|124819
2838|340498
3905|163703
4025|276553
52199|154316
4096|129099
3735|164282
2510|128606
5325|349200
2520|355538
93045|97680
3727|207322
72448|128494
2490|122823
2745|170117
2596|143280
2446|160279
4025|105740
2250|122207
2364|198953
2444|100038
2470|162479
3017|91441
3067|120091
2362|136443
2535|157251
2256|106040
2653|122280
2511|125345
3037|111868
2630|106795
2312|333802
2071|242158
2277|341796
100028|104178
5159|105029
2856|193896
6828|113708
92330|97118
12473|14087
2503|3208
2660|5506
2756|162507
5361|83496
2837|116941
7108|86106
2585|85883
3238|81904
2205|115389
3266|12178
2462|12690
2717|16418
2370|14371
2420|13656
5236|12312
2787|83788
2516|5725
2128|4526
3202|4624
2677|5258
4228|9617
3621|11238
5467|8586
2436|5106
2603|7119
2964|3966
2828|6213
2524|9531
2146|8731
2388|9057
2435|9357
7597|9068
2403|8482
2558|8143
2838|9273
2353|9315
2654|11545
2498|7948
2592|4012
2405|10988
2456|11992
2415|10472
2521|10963
2538|11598
2308|3426
2795|12340
2517|10532
2296|7617
12659|23348
3647|5591
3429|13473
2948|11013
4528|82981
2785|84482
2366|106976
2345|83669
3178|83084
3119|110666
2641|85669
2303|112964
2716|84281
2523|84134
54474|85982
3739|112495
2373|84240
59496|81146
2424|81327
2772|87363
2682|112373
2739|96497
2365|113497
5456|82679
2822|156574
58553|94388
8398|157148
5724|80068
55874|152598
2443|82881
5916|104536
18237|89534
3572|86626
3927|117610
5024|84475
8507|401406
11012|108946
3562|238767
89995|192367
4143|104568
2580|340348
8101|198532
2628|109227
2159|135996
2247|109178
4228|151568
7270|95960
2728|100990
2181|139930
2229|103014
2495|3772
15893|125929
2285|140944
3788|144144
3431|101780
4520|100528
2774|97395
5180|110806
2470|153735
3197|112227
2435|145631
2443|114772
2520|158030
5325|120145
3100|198233
2524|149151
5374|118833
2387|111800
2204|157721
2463|112572
2638|153413
2130|114220
4069|106890
2494|114546
2465|156398
2114|104969
2578|152771
4466|112404
4223|122587
3840|158104
2211|115083
2505|153885
3271|102820
9496|107815
2676|158319
2480|120888
3316|106513
4644|148599
87296|101732
3965|92582
2313|109064
37520|137510
2685|119941
2534|159549
2733|93243
3591|138633
2784|191375
3678|157895
2163|255592
7249|231209
9050|171560
10667|103369
102409|195782
3549|120333
89842|99349
3202|3927
2660|3946
3000|3565
5090|9608
6097|7473
2671|3719
2747|3278
14406|14978
3892|4466
2778|3466
2583|3183
2763|3664
6436|7679
10217|13069
2844|3438
2683|10210
2830|3643
4346|5779
4585|8008
3963|4694
7991|9162
2107|3215
2438|3046
2484|3540
14301|15047
4654|5447
2263|3255
2599|3788
2770|9600
2427|3738
2302|3786
2535|7465
3781|4860
2650|3487
2698|11170
2985|4035
2539|4033
2481|11484
2594|4627
4435|5110
2488|3481
2332|10383
2392|5003
2220|3152
2433|12442
2321|4490
5331|7256
2322|7771
2418|3970
2549|11437
2833|3673
2286|5072
2465|3357
2562|12232
3112|5427
2562|3302
2805|5344
3131|4092
2579|3538
2663|11245
2441|5671
2765|61991
2221|5615
2540|9275
3353|4172
2961|4859
4209|9987
4391|8550
4726|7828
2963|4678
9002|13136
2654|27708
2787|31442
4321|5472
2599|20470
2304|23379
2904|7253
2177|23192
3548|4084
3284|25818
2763|27064
2295|13066
5186|5700
23288|24055
2102|20262
5671|14848
2414|12890
13066|13595
3355|4542
2250|25602
16770|17603
2491|25167
2246|32267
3288|3959
9101|15379
2377|31759
2269|25283
2648|26735
2458|26619
7155|8493
2529|27327
2531|27067
2154|27462
2518|25877
2176|26389
2400|24609
2800|29267
5867|6663
27192|38621
3857|29624
4049|29510
2380|29383
2703|28286
2611|29713
19836|25120
5363|6469
1983|28196
2362|28022
3296|61854
21451|26793
2660|61023
2348|61453
2509|61186
2565|61180
2746|60927
2447|59784
19309|36402
3287|47663
2328|47419
102506|214767
8761|203272
8000|512461
7109|301608
108054|302664
5430|106895
2785|131246
3904|105731
6102|105799
158076|166151
3772|108090
99033|310708
2492|170730
2314|374567
6336|169458
2494|116498
2495|370938
2567|126336
15350|18001
13646|116662
2544|276931
2533|242382
2449|103000
2669|279768
2876|280372
4381|294708
4986|132519
2977|365774
3361|261913
2479|290479
2295|364805
2565|162810
2169|185123
2086|381301
2944|126798
2772|144861
2526|209836
2702|236293
38080|140268
3868|200918
4870|107544
4228|105269
3342|229070
2495|136234
6258|168969
2549|179249
4857|103377
93036|199865
198644|206393
3588|119960
3237|169793
2665|134880
2657|128886
2701|107202
3871|127078
99922|206808
190822|198609
12934|106184
95948|202646
7850|110709
3473|368048
3979|204385
3481|102496
6236|106407
8894|198709
3416|207014
7484|400508
7545|312284
207056|506554
10981|109894
101756|208181
2578|363693
111327|507650
94800|397691
99571|206512
6367|108094
9660|114024
2750|175985
5754|281733
2452|155499
4635|203186
4031|105345
101567|304173
4177|201084
5244|203085
10539|113084
200567|302437
100999|111176
104737|301193
101113|207535
5743|203678
3772|107381
2319|131268
2956|204756
2873|127743
2625|175696
4078|61414
100206|294298
2707|589174
92293|301308
3309|113661
2840|177507
3656|133142
4209|385691
4410|130162
4071|309825
7446|207236
2559|3046
13512|14170
2374|2925
2815|3357
12422|13041
3354|4036
3012|3781
2478|3148
2282|9610
2842|3539
3443|4966
3946|10592
5146|6483
3513|4863
2795|3544
3729|5257
3305|3986
14520|15218
3024|3822
2224|3035
2513|3383
3743|5243
6626|7768
3031|79043
2457|104424
2708|80418
3706|8325
2519|3204
2586|11007
4408|5018
4175|5286
2642|3295
2412|10265
2822|3590
2871|3613
2205|9799
3280|4047
2849|3706
3069|3899
2457|3219
2685|3446
14557|16197
2713|3644
3493|4245
2625|12848
3010|3853
2267|3244
2597|9825
4637|6023
2693|3446
2416|10250
2396|3388
2478|11514
7449|9161
5638|90133
15910|115020
2817|105439
2987|80155
2910|81216
2748|81235
3332|135352
2724|111939
2549|81304
2578|81770
2478|104511
2401|80613
2692|81358
2996|104432
2564|80918
2559|82207
3004|84614
3236|93121
2628|166907
3468|96389
4457|99362
2779|81877
2081|83179
5549|53932
46376|90773
2569|106537
2662|83074
2397|82572
98519|102981
3899|5456
2863|4418
2603|11478
2674|3766
4534|104843
2438|3627
5112|9890
97063|186955
300734|312451
2591|3213
13127|22974
2797|4141
2551|3575
2572|12594
2395|12624
2471|3578
2463|3832
3693|11394
2897|6197
2745|4551
16591|17802
3233|4205
2360|3396
2479|4839
2426|81649
2928|104014
2126|105002
2322|82218
3233|82224
2526|104132
2330|80202
2807|103544
4366|81756
5548|83542
3727|104026
2567|105892
4381|106887
2491|95413
2971|123609
2593|81485
3922|103189
2863|79647
3815|83575
2710|103661
5890|82215
2805|103684
2572|95831
2554|123357
2373|95814
2757|136222
3785|107783
3681|97151
3756|177971
3397|154777
2676|98353
2927|127577
2697|98783
2531|126726
3442|98264
4682|100414
4339|289162
5578|102166
202476|310798
3719|100063
5116|109379
3647|403993
96495|296187
97109|101350
101043|190560
3657|4698
101166|101806
4079|5218
3244|4311
93276|94510
101429|102221
3872|6640
2473|10279
2805|3804
3763|5142
4111|11008
2852|3393
100893|101782
4348|5367
93660|94190
3159|3812
72915|73979
80766|81508
65410|66627
2770|3757
2250|2819
2962|3671
2782|3307
12983|13575
3402|4496
2367|3080
13521|14296
4630|5486
6036|7511
4075|11558
3284|4087
2653|3328
2118|3223
2645|3202
14371|14880
2485|3194
3035|4034
2453|3167
2173|12776
3072|3816
3100|3702
29580|83716
2664|80532
2246|103854
2667|4642
3178|4252
2170|11083
2500|4885
2127|4928
2476|3725
2933|10366
2755|4461
2424|4050
2599|4223
2645|10584
2764|4344
2327|4094
3939|5410
3679|10201
4065|5050
5953|83483
2470|4772
2842|64881
2617|4695
2443|104562
14072|93204
2158|129229
2827|3505
3702|4957
4271|5535
4144|5241
4053|5486
3564|4324
3716|5011
2546|3767
2409|3548
2577|3496
2545|4067
2976|4366
2846|4378
2198|84314
2736|116397
3112|3936
4110|4932
4948|5681
6278|7164
3289|4744
15328|84660
2805|81164
3065|82868
2683|80778
2646|83109
12396|110441
2547|81927
3323|79542
2695|81064
2445|81195
2603|82149
2216|127832
2240|81436
5823|7043
2679|82792
3531|85345
4047|85814
2743|85856
2740|86935
3963|87980
2659|90895
3060|97844
2613|89920
2542|86808
2478|89440
2742|92027
3467|89271
2614|90523
2646|113372
2521|101552
3405|100555
2543|109148
2813|96632
2299|87547
2321|51640
2545|5061
3863|49970
55057|56727
3261|80600
2152|3461
2485|18193
3892|96780
4265|27408
2919|12766
2717|8736
2719|13024
2754|3278
2719|4328
2553|14722
2219|13102
2547|3779
2457|20014
2608|20516
33732|40781
2306|2768
2522|21493
2655|5468
2932|20506
2273|19476
2695|3356
2655|6773
2630|21346
5406|25456
3146|7757
2951|25954
28036|39820
3864|23926
2716|27725
17671|18470
2415|23192
26507|37722
2383|9276
2322|23315
2267|36570
2567|9300
2648|40041
3056|4172
3134|16722
2552|46113
2559|68706
2514|15801
2571|95173
2262|72739
2307|17239
2662|57889
3015|67257
2436|4024
2467|4062
2595|17129
2568|36642
2784|3972
3449|18248
2554|12214
2242|101548
3286|4808
2118|32908
4901|8478
3505|5016
3490|16222
3657|99377
3076|3756
5067|5761
2994|3646
3643|4208
4572|5842
3801|7197
18183|18844
3522|4712
13645|14406
2666|3188
2712|4212
4540|5322
3597|4830
3671|11589
3029|4927
3167|3803
2330|2889
2534|3044
15937|17406
3658|4415
2389|2881
4370|4867
2591|3187
2545|3617
14239|15313
2458|2967
2625|5954
19236|20001
3718|4256
2641|3823
2341|5465
2635|22794
15766|46700
4911|40268
2413|17553
2167|21802
20088|31944
3823|5079
2428|114411
2375|152544
5054|103235
2363|88600
2325|56348
2860|22712
2679|44256
3441|20748
2509|46137
29925|30892
2682|53710
2691|41426
18501|33538
2836|46646
176397|179046
102285|104720
5126|101504
22103|83626
2760|183285
2377|177963
27471|85524
57185|127891
4018|202226
2801|112893
2916|103661
2095|106960
2653|86492
2212|154500
3423|89332
3303|121150
2764|118804
2318|86579
2634|85813
4501|118386
2788|116260
2011|89761
5826|101554
10087|53645
2519|170230
9715|368326
2469|168879
10569|199142
9438|370802
2262|60548
3979|302514
100980|201232
3591|110531
3324|125485
19258|221618
2992|129337
2334|262375
9513|374810
33021|291437
2455|136297
3594|77387
2451|129580
8947|136274
9671|379872
2728|217286
9494|377532
2458|138878
4737|138838
2371|134533
2910|63684
2862|75977
40640|99927
10473|409752
14960|123980
10215|381491
2713|94812
4570|79437
4213|74891
2853|256399
2804|74966
2265|128902
4517|99216
2660|134439
8974|345939
3093|64362
2387|131774
3829|102128
2491|128747
6601|98047
2378|138471
10748|119312
4462|127400
3629|104677
2897|70239
83532|88637
2770|98743
6028|206127
4005|9031
9609|107170
5711|200785
4415|104724
3607|4539
5882|200648
206256|299783
5227|6292
5564|105293
2847|111532
5695|6590
2968|4010
2649|302850
101196|196291
5672|106891
3890|5372
5201|6089
3898|107362
4125|102657
2220|197585
8509|185829
2736|198967
16133|147505
2566|142512
3910|170648
3570|105756
4162|151711
6829|149057
3938|105910
4838|100297
25951|197505
3637|128866
2200|168827
3165|123690
5273|131778
4097|197394
2294|121584
2461|173447
2535|172892
13208|145975
19403|262369
4085|140653
