read_header_duration|read_duration|decode_duration|cache_read_duration|randao_lock_2_duration|simulation_duration|redis_update_duration|submission_duration|optimistic_submission
60|3943|725|297|3023|32918|6767|47700|f
47|4742|948|368|2837|41274|7706|57910|f
10526|23533|743|449|3720|37260|6487|72219|f
55|104547|786|404|2603|38885|7651|154896|f
67|79990|797|269|2998|40499|9202|133810|f
57|103807|747|343|3639|41763|7611|157934|f
67|90466|816|331|2497|39903|7831|141868|f
56|104532|875|364|3382|41680|7851|158704|f
79|81840|896|371|2537|40132|7674|133475|f
60|79720|817|335|2526|40655|8117|132189|f
107|80292|652|373|2670|43732|7390|135131|f
61|103337|558|361|2636|43819|7017|157751|f
54|79922|807|394|2151|42352|7877|133528|f
759|79822|628|359|2589|43259|6357|133037|f
76|91860|1090|524|82773|96255|10565|283087|f
108|88925|1341|863|3416|93205|12609|200379|f
50|80373|937|371|2534|45380|8368|137989|f
46|103372|1074|306|11030|72521|104013|292338|f
82|101575|1140|3842|94598|100208|108179|409565|f
71|99651|1257|277|3765|94441|10508|209921|f
67|16617|921|282|4240|46935|37815|106830|f
93|79916|1099|342|2820|45296|15306|144804|f
91|82582|1016|370|2695|46959|8883|142538|f
70|103548|1065|461|2597|51443|9153|168295|f
49|2680|581|395|2560|20245|5965|32447|f
141|81575|3827|415|83878|91055|107315|368084|f
142|7147|1181|729|3363|89460|10207|112137|f
67|100381|1549|1313|3731|93787|108855|309675|f
7662|20107|615|357|2662|16408|5076|45247|f
53|1125|570|336|2956|17015|4890|26912|f
43|2299|596|360|1957|18138|5627|28995|f
62|9634|508|425|2564|17104|5343|35600|f
61|3085|650|422|2428|18400|5335|30342|f
48|2910|629|384|2210|19084|6063|31300|f
64|7672|659|353|3013|17760|5603|35078|f
52|1412|666|333|3287|18939|4641|29297|f
38|80961|649|376|2536|21387|7251|113179|f
101|104529|735|703|2876|20712|5728|135306|f
69|102781|877|424|3007|27558|5290|139962|f
79|79617|935|346|2636|26161|6610|116331|f
47|103731|895|344|2554|30158|6658|144364|f
54|84245|939|428|2526|27777|6008|121951|f
60|103763|909|373|2708|31199|7051|146024|f
62|89756|631|387|2303|28527|6934|128561|f
51|104952|928|353|2528|28125|5771|142680|f
52|104838|949|410|2491|29113|6981|144837|f
53|104951|755|399|2014|29284|5908|143330|f
9589|90307|702|349|2296|28035|6620|128334|f
59|103684|1276|427|2578|30184|6762|144940|f
92|80365|738|349|2493|29925|7010|120919|f
55|103927|1026|498|2649|30346|7708|146182|f
116|90627|679|343|2576|29939|7478|131665|f
45|102846|1095|490|2829|32140|8224|147670|f
64|88627|827|383|2289|48099|7350|147597|f
139|104148|1151|352|2870|40321|7576|156440|f
55|104363|1204|376|2497|33934|7005|149417|f
72|92665|1088|333|2756|37629|8266|142759|f
54|105918|1063|496|2235|39721|6547|156009|f
78|92689|1431|448|2698|38218|10875|146383|f
48|104637|1871|582|2846|41436|7170|158568|f
79|81013|1448|353|2868|43224|8414|137342|f
71|106200|1527|339|2755|42530|8234|161617|f
80|89129|1463|366|2658|44243|8625|146522|f
99|81426|1179|344|1947|45719|8676|139309|f
75|104789|1452|378|2651|48372|7876|165538|f
165|93156|1927|486|8073|48259|9732|161711|f
142|81880|1962|394|4946|46940|11581|147727|f
119|103792|1685|295|4393|46550|17856|174621|f
88|82494|1759|320|3423|47386|17755|153170|f
48|94024|1481|421|2530|46192|8740|153416|f
46|105101|1370|386|2752|49580|8370|167594|f
82|82437|1486|376|2542|50417|8114|145389|f
53|337|140|511|2512|13109|4615|21245|f
58|163334|6344|453|2770|89971|20892|283788|f
95|168103|12253|62729|3305|97126|203972|547545|f
44|168135|7808|1623|2065|102987|16930|299576|f
107|181786|7093|441|2623|89021|18754|299742|f
10803|148669|5889|278|2026|97827|21904|276613|f
65|168204|8116|274|2025|114336|76314|369306|f
125|133019|61403|527|2222|108875|18353|324420|f
56|125129|7440|287|1943|105774|19420|260017|f
61|159951|7321|448|2026|109795|54239|333802|f
35|124235|35733|465|3656|110503|19820|294435|f
89|128831|7634|412|2087|108561|18841|266405|f
46|185576|8866|490|3997|103060|18875|320911|f
63|111737|7433|397|1961|123735|19988|265277|f
70|110023|97122|2395|191656|199219|302635|903079|f
89|112489|95929|325|3455|195624|17111|424951|f
57|125086|7635|381|1993|132972|23679|291768|f
99|170770|7338|336|1963|109806|20803|311036|f
58|161236|7307|333|2330|113798|19081|304103|f
60|207502|104937|87527|2876|297342|125063|825292|f
48|109295|97431|329|98856|304132|2487387|3097451|f
58|106870|300580|569|288677|302636|2401973|3401338|f
47|113280|7549|509|1997|121117|17633|262112|f
68|162743|6200|498|2569|112423|34732|319185|f
99|123129|7521|418|1965|110172|19004|262229|f
80|113336|58184|478|2244|113616|91128|379010|f
66|158491|32547|355|2044|109832|291637|594928|f
93|207782|100901|265|88689|203290|2298871|2899819|f
58|204887|205683|95308|92881|202108|2305917|3106833|f
72|401563|310512|186522|306065|601337|596904|2402947|f
91|207094|104685|288538|111206|400507|1501989|2614092|f
85|304360|198147|98497|195412|1097352|803150|2696977|f
104|106321|3624|188732|4620|96050|111764|511138|f
46|108208|93337|1826|3692|188124|103389|498600|f
37842|541156|7456|494|1972|113095|70115|734310|f
67|308541|7294|366|1972|110522|19850|448567|f
65|125841|4971|392|1970|189952|109862|433010|f
89|107890|193900|468|3460|193483|109336|608563|f
84|171682|3991|374|2989|103972|18383|301415|f
60|130046|6614|439|1923|101933|21157|262132|f
67|509166|289709|499408|215189|597276|1091526|3202306|f
42|96430|1843|1864|2531|73014|10917|186622|f
77|85450|1528|470|2576|58619|9574|158258|f
77|109662|1910|357|2274|76608|10688|201523|f
53|83872|1984|351|2362|62512|38745|189852|f
54|109790|2045|349|2905|69617|9635|194363|f
43|85439|1632|418|3038|65185|19794|175529|f
146|86063|2098|449|2566|64151|11248|166602|f
62|110384|1631|441|2732|68207|10915|194336|f
69|103715|1324|306|5131|46853|10970|168323|f
129|105694|1393|410|5158|71895|11816|196393|f
112|108641|1893|408|3078|60664|22646|197351|f
53|85005|1996|410|2499|61985|36310|188229|f
82|110112|2074|478|2495|70918|11502|197606|f
77|85907|1614|370|2528|64731|33908|189082|f
81|110374|1948|457|2821|65528|10450|191604|f
59|110233|1527|507|2936|64617|11608|191460|f
62|110771|2430|473|2363|69289|11166|196514|f
82|86219|2330|397|2530|68790|8934|169221|f
79|86537|2176|530|2891|68192|11166|171528|f
60|103017|3918|1287|91318|199873|210339|609775|f
69|9237|3085|677|87660|99449|401827|601954|f
96|107190|4116|2098|88059|98339|119515|419346|f
49|299544|10597|90386|396752|310600|388207|1496127|f
67|199241|2209|97361|201656|101833|407050|1009378|f
53|299643|3194|398|3684|91825|106694|505457|f
61|400534|99419|301885|99494|300294|1514640|2716288|f
44|87054|1753|389|2562|78254|9157|179192|f
54|111062|1660|473|2252|78104|12615|206186|f
116|111336|1444|429|2758|79290|13323|208611|f
46|102771|3336|556|3992|76049|15933|202661|f
35|118538|3171|389|2683|116900|10191|251900|f
40|91050|2369|388|2043|91213|12636|199719|f
63|117565|3187|428|2622|79552|12138|215514|f
74|90963|3290|514|2443|82381|12879|192495|f
76|121281|3383|493|2444|87311|11718|226655|f
40|92478|3398|472|2678|87201|12883|199135|f
75|89420|3392|398|2357|107178|11034|213844|f
80|86954|3810|452|2464|87023|12191|192916|f
56|119204|3800|394|23580|85142|15815|247967|f
82|91974|8588|56831|3464|97619|203607|462115|f
70|104017|3950|1623|2956|93222|400181|606006|f
62|95143|4698|657|3738|287588|409468|801316|f
65|200553|3896|1812|92797|97061|503823|899980|f
80|100658|5152|1912|90789|96748|15835|311115|f
83|109727|3718|87762|3393|94692|117484|416820|f
46|102220|4602|4677|93830|93891|316796|616045|f
84|302972|397275|4921|102094|286564|211125|1304981|f
41|381566|7902|422|2386|118981|113398|624675|f
94|422426|4973|439|1986|67126|61680|558668|f
61|131547|7321|417|2039|114416|20593|276353|f
1950|170238|3894|363|1944|64849|13252|254560|f
54|266307|7513|429|1966|115984|19593|411812|f
61|163517|5647|467|2214|69002|13162|254034|f
56|100255|3785|93193|13394|95515|104110|410321|f
68|103926|3840|2072|92642|98131|308681|609317|f
66|190299|2303|95941|12383|188167|500186|989318|f
67|110103|3144|378|2756|45792|11494|173690|f
10592|134163|20134|417|2165|122941|85957|365810|f
90|184202|63248|740|2472|122256|20304|393242|f
158|110710|8099|505|2115|146383|21167|289002|f
46|188810|29119|477|3543|133804|77026|432808|f
85|130421|99478|501|3394|148791|69311|451923|f
35|528448|7825|367|2066|114270|19104|672104|f
43|405011|6849|394|2538|164582|19889|599287|f
79|385170|8512|471|2024|127159|26173|549533|f
132127|522519|7552|88864|3245|197379|209200|1028804|f
71|250972|6421|436|2444|109354|44341|413999|f
41|119490|6492|445|2097|107952|58908|295421|f
35333|515531|6742|381|1925|111670|18971|655245|f
46|360919|5312|316|1952|175329|101120|644966|f
57|103401|5989|614|5486|197723|18669|331920|f
46|128698|6497|385|2018|125122|17611|280352|f
37404|499402|4999|484|2805|102862|17685|628269|f
47|116449|31768|354|2389|102215|17899|271096|f
51|112027|6153|364|2145|103034|26476|250219|f
109|9471|94710|459|3292|192395|299776|600143|f
74|114981|7028|390|2004|110277|18023|252724|f
85|162295|4768|477|2983|109956|27437|307943|f
53|122381|42721|353|2700|111335|16529|296040|f
51|115570|5542|367|2681|116854|17696|258731|f
48|155564|5982|422|1923|99197|17486|280594|f
86|118529|4946|342|2644|108947|17766|253194|f
61|165596|196282|529|3586|291476|112674|770176|f
59|226209|7854|566|2053|197030|992987|1426718|f
132|99329|59592|5395|188280|116839|1482256|1951720|f
50|207416|95523|6993|2410|289005|1111004|1712369|f
62|9567|394305|295812|5002|206797|489289|1400819|f
89|79950|548|368|3692|21366|7027|112981|f
36849|458122|4245|423|2653|49101|12619|527185|f
80|165285|5600|400|2508|119317|16072|309204|f
46|121801|4778|546|2410|119477|19409|268446|f
53|106548|6100|360|2048|133641|18622|267340|f
646|150816|4661|399|9355|129817|17651|312745|f
52|141847|5987|387|2129|111874|16759|279003|f
84|127713|69954|453|1987|110706|97592|408426|f
58|113260|10406|427|67457|115505|17287|324367|f
511|155879|94704|1946|3471|193846|698148|1148015|f
50|105787|4042|335|1974|197678|1293564|1603405|f
49|292027|99442|411|4077|991148|414894|1802018|f
68|507128|402587|188861|5306|194604|116864|1415372|f
94|81448|14047|460|2979|329413|9071|437442|f
2171|64555|1175|363|3037|458978|42301|570433|f
76|104970|2266|99417|2554|101648|701638|1012545|f
88|201167|107765|188780|103643|305364|1591110|2497890|f
91|312421|292233|297549|11244|292500|2106825|3312795|f
42|102893|195484|99872|100416|309462|1701681|2509852|f
54|110795|190377|503282|102120|596003|798823|2301426|f
16303|345990|3009|582|2612|53867|13663|419760|f
1448|171315|2794|389|2309|64202|140637|381671|f
59|347696|96585|524|3581|96783|17248|562441|f
87|107448|5992|403|1981|96717|17606|230185|f
95|105823|7520|367|1944|112403|19603|247681|f
37535|465216|45076|381|1946|54920|12527|580098|f
62|171811|7388|432|2000|104480|23331|309464|f
2477|218407|4357|396|3320|191491|14213|432207|f
59|378260|6053|553|2918|104230|19767|511807|f
37646|436227|4590|445|3392|62885|12956|520518|f
54|413955|7482|411|2031|106132|18828|548871|f
95|158520|6258|509|2099|102972|92557|362944|f
75|132599|4722|439|62953|63444|13036|277222|f
70|111664|5956|390|1943|106844|18436|245267|f
55|133051|7323|425|2228|114717|32448|290214|f
68|303227|4702|757|91799|101359|305452|807320|f
64|77389|23656|65897|3743|129143|117444|417306|f
75|126718|6182|393|1984|119948|19702|274951|f
58|163601|7327|404|1955|119974|17118|310436|f
57|108502|97367|93441|3301|197058|216051|715747|f
105|179829|5701|401|2011|125384|77699|391044|f
89|98540|8669|676|2236|120784|76583|307514|f
88|103862|5572|531|2065|119155|84691|315896|f
42|158680|7395|363|2110|122023|77040|367631|f
84|101797|7350|428|2021|121730|174201|407550|f
76|159437|99977|281|2842|150836|252977|666368|f
50|131846|100161|90926|3391|133335|369634|829317|f
103|112967|6979|438|2084|123806|83545|329874|f
84|142569|101334|398|4040|129453|73632|451460|f
92|113593|7490|411|1969|177466|207444|508398|f
109|113946|97403|421|88546|133919|68140|502395|f
76|278682|99351|431|3356|293853|311952|987654|f
46|80733|779|211|4214|41630|6995|134578|f
84|81238|1137|507|5028|38282|7487|133707|f
46|107528|807|323|2865|39961|6689|158197|f
86|81419|1077|437|2745|40149|6683|132531|f
74|620|236|596|3432|91489|7977|104385|f
84951|85471|204|862|2954|8890|88202|186643|f
68|633|249|496|2599|9012|4938|17979|f
118|627|239|547|3338|7844|4830|17454|f
80|513|350|513|3222|7764|5214|17608|f
64|534|266|433|2575|12326|5095|21248|f
11842|12157|192|480|2281|13150|6200|34484|f
57|1568|363|370|3694|15678|5065|26760|f
45|798|314|372|2582|12359|5335|21783|f
56|11196|301|362|2217|11983|4641|30718|f
44|3600|483|510|2532|13071|6047|26281|f
79|10837|525|424|2966|14095|6394|35264|f
46|49605|439|464|2508|14555|5358|72952|f
95|3401|413|453|2672|14718|6675|28355|f
118|14521|598|513|2512|21133|5361|44666|f
48|3522|463|389|2000|20083|6565|33043|f
62|5170|375|420|3075|20362|6481|35905|f
147|12220|642|501|2787|20458|7887|44525|f
50|5120|591|412|2890|21203|6438|36682|f
55|4681|385|431|2588|22189|6545|36840|f
75|4454|582|342|2572|21073|6778|35819|f
67|5387|525|441|2524|22372|5769|37040|f
94|11766|623|450|2482|22114|6964|44419|f
75|84399|548|491|2886|24176|5830|118364|f
60|10715|594|411|2515|24313|8369|46944|f
60|74950|594|380|2794|20841|7355|106935|f
52|5278|742|482|2429|22266|6070|37289|f
43|10696|531|400|3230|24474|6096|45455|f
43|5695|665|418|2644|22817|5566|37826|f
42|30886|682|468|2514|25451|5759|65783|f
55|10861|492|454|3180|24087|7615|46719|f
94|4114|469|386|2330|29207|6226|42782|f
52|11806|526|421|3280|26219|7165|49436|f
80|6104|646|607|2762|23214|6717|40072|f
48|5905|681|379|2435|24582|6527|40529|f
61|10119|790|395|2377|37684|5410|56799|f
61|38457|773|480|2370|29232|7331|78669|f
64|17140|1063|474|4751|29257|15726|68434|f
73|11668|1059|237|3933|29453|8786|55152|f
54|6899|751|440|2659|29290|6551|46617|f
90|10521|784|934|4154|28223|8141|52787|f
47|67227|889|448|2674|29054|7476|107787|f
58|10421|748|420|3890|32005|7732|55242|f
53|7578|730|379|2939|29015|7729|48390|f
49|108413|774|411|2818|38475|6717|157630|f
67|80864|710|767|2802|38169|11472|134816|f
45|29699|756|350|3312|45193|7068|86401|f
2893|62429|783|402|2474|50649|7170|123928|f
94|90109|778|388|2727|47475|7470|148970|f
2629|55103|653|445|3448|44945|7491|112108|f
66|89958|836|365|2237|43775|8618|145821|f
2047|51860|767|624|2906|50660|8001|114855|f
48|100651|943|466|2806|50591|8837|164317|f
3187|72981|1077|394|2507|48508|7737|133228|f
60|80395|1336|419|2419|39457|7612|131659|f
40|108269|1003|466|2645|42803|8711|163922|f
52|81556|1111|457|3618|42511|10924|140202|f
61|91132|818|490|5461|41480|8126|147530|f
86|81603|801|330|2715|42235|8119|135820|f
48|107964|1034|361|2254|43311|8507|163450|f
93|79967|895|329|2987|41322|7780|133299|f
58|80022|1152|414|2453|44145|8907|137114|f
38|91925|788|382|2394|45889|6678|148081|f
40|80786|1084|306|2728|46822|6928|138677|f
39|108479|793|363|2496|49595|13449|175196|f
45|91735|1141|407|2292|49196|8434|153226|f
82|80453|1160|378|2572|49758|11046|145390|f
59|109590|1399|369|9332|44422|7538|172673|f
58|80553|1093|407|2472|46841|6830|138217|f
67|91339|1167|6506|4179|48474|8592|160282|f
54|109416|1057|439|2499|45006|8706|167150|f
48|81473|797|442|2435|48506|9443|143119|f
7331|21763|231|392|2586|17320|5040|47354|f
7069|28596|157|323|2614|17281|5490|54485|f
7076|35860|252|443|2631|20441|5255|64905|f
61|9934|247|395|2343|18840|4569|36358|f
7399|43331|238|483|2777|19962|6061|72875|f
53|10638|382|367|2562|28498|5811|48280|f
8388|72850|325|388|2759|25390|6082|107815|f
7221|71891|422|475|2758|26088|5667|107332|f
48|11091|481|397|2439|28040|6129|48600|f
8524|105457|467|399|3206|28806|6060|144417|f
47|13392|458|442|3280|38034|5736|61380|f
5931|95557|393|521|2454|38354|6469|143773|f
68|10892|769|393|3838|39422|9532|64872|f
8429|130337|640|407|2647|35557|6515|176131|f
4058|62191|526|453|2643|35148|6339|107325|f
13930|28595|733|420|3111|36787|5936|75604|f
7997|131551|529|447|2642|37324|6638|179150|f
6754|107435|493|523|2265|38829|6801|156365|f
107|10169|735|356|2231|36623|6384|56521|f
4451|75781|833|417|2597|38710|7440|125799|f
60|11986|563|456|2486|38847|6883|61248|f
2706|50498|606|418|2611|38557|5441|98157|f
61|28724|715|448|2391|41030|7134|80465|f
3159|62251|620|340|2189|39182|5563|110165|f
2666|48546|548|364|2718|48134|5968|106300|f
2163|64474|1119|428|3536|52903|11817|134298|f
2148|65167|816|402|2305|78022|8210|154944|f
58|104241|1059|1689|2404|49625|10700|169736|f
86|90134|1277|384|4503|82508|9247|188080|f
78|80662|1258|453|2577|82778|7682|175435|f
2074|55486|1253|391|2524|81508|7035|148221|f
193|80592|871|419|2279|83778|8693|176656|f
85|79795|904|353|2292|83465|8442|175278|f
54|80449|820|539|2630|119095|8908|212465|f
68|79913|1127|420|2628|219163|9187|312465|f
2105|65709|1129|385|2848|327906|7587|405587|f
69|80078|834|477|2213|83499|8305|175429|f
51|80564|1028|334|2370|88278|7645|180244|f
101|79762|880|364|2654|80449|9010|173145|f
43|79755|887|408|2818|90500|8279|182672|f
1819|55357|1406|335|2362|80553|8837|148866|f
52|80436|760|306|2336|88389|8771|181016|f
41|80881|1042|386|2804|83749|8815|177701|f
2893|76266|1124|405|2727|82248|8294|171089|f
71|80593|1074|400|2539|91994|7292|183915|f
57|80451|1123|429|2413|79510|8989|172937|f
1379|59268|825|571|2448|77813|10595|151561|f
53|79931|1141|418|3292|84758|10733|180297|f
116|81731|1088|391|3240|84986|9535|181003|f
50|80817|1144|293|2358|562625|0|0|f
58|556|117|253|36665|7751|4226|49585|f
43|37938|2219|418|2603|74999|11085|129311|f
62|83989|2216|384|2585|74584|12882|176669|f
126|83890|2153|482|8748|100287|10012|205596|f
57|80607|1276|438|2626|408976|8710|502657|f
56|80753|1152|355|2549|495281|8933|589050|f
59|80766|1206|345|3265|627946|11680|725229|f
34|80883|1124|376|2724|384911|9204|479244|f
48|81089|1279|335|6467|138548|11101|238845|f
1115|53021|938|468|2628|44028|6946|108054|f
9825|90660|955|387|3336|41695|7533|144590|f
58|91080|1054|367|2085|41627|8170|144405|f
1754|53649|1007|350|2730|46773|8074|112605|f
783|47283|932|408|2109|42028|7913|100696|f
760|46434|1074|408|2543|42401|7772|100656|f
19248|120302|656|458|2437|40760|7087|171727|f
1690|53390|942|409|2484|41362|6136|104751|f
38|80618|769|383|2312|43140|8174|135419|f
1730|51467|992|438|2488|43856|8480|107744|f
59|91915|992|432|2478|45890|8078|149812|f
722|48387|1187|387|2490|46569|9274|108318|f
70|91119|1108|467|3690|49023|8552|153983|f
844|50790|1055|442|2446|44920|8338|108011|f
2075|55780|1130|337|2684|46302|11214|117467|f
32|104673|1065|340|2495|46503|8563|163668|f
2518|55067|1220|365|2520|45931|7993|113117|f
61|91982|1294|428|2691|48461|8388|153291|f
1642|56084|1130|331|2534|50624|8646|119373|f
46|91330|1155|369|2464|48941|8928|153207|f
1804|56361|1127|427|2532|52348|13476|126295|f
117|92339|1297|413|3971|56337|11563|165965|f
1835|54832|1653|438|3962|56131|11003|128043|f
1737|74982|1374|392|2453|56376|8819|144417|f
79|129737|1576|415|2761|59003|9236|202750|f
1642|79901|1747|377|2709|67047|7438|159240|f
78|81966|1708|420|2703|67775|9817|164409|f
1099|63060|1417|372|2648|67219|7830|142569|f
54|104492|1266|396|2207|87750|9165|205298|f
762|191979|2248|353|2791|71471|9571|278438|f
58|165712|2198|381|2529|68560|10448|249849|f
67|84057|2258|392|2306|71461|14121|174621|f
61|105218|1345|710|4280|75035|11122|197767|f
159|84030|2091|386|3002|73234|12879|175648|f
1474|95664|2986|341|2935|70347|10316|182609|f
64|86074|2854|334|2860|75873|13720|181735|f
47|200381|2673|1250|3654|91193|106174|405369|f
61|94220|2578|1304|3685|89403|999161|1190373|f
57|206015|2308|92093|96594|103165|310012|810222|f
139|301859|11699|293719|3813|391267|2601186|3603563|f
51|84210|2220|345|2646|77414|10364|177225|f
1014|68512|2210|352|41895|98897|12370|224256|f
76|101385|2967|342|3715|74972|23665|207081|f
731|58496|1665|478|2542|79347|11461|154009|f
130|85952|2550|458|2369|77385|11564|180301|f
61|81182|2241|374|2907|76849|23679|187257|f
62|39125|2417|425|2703|74644|83778|203116|f
75|102189|2116|2658|3316|90776|200096|401180|f
73|101438|2047|701|3196|93019|904473|1104898|f
58|95483|2558|1183|4896|89519|1005161|1198823|f
56|203708|2300|93680|7427|196180|306962|810281|f
65|200121|106425|91305|102003|199572|1998342|2697799|f
72|107886|100864|97001|201487|392594|2801622|3701477|f
77|309688|291329|502597|7860|691899|1004539|2807932|f
51|194411|1154|422|2564|41956|7673|248200|f
49|103803|1156|449|2604|57836|7274|173145|f
63|197174|1142|342|2808|38315|6201|246075|f
67|203680|1201|496|2792|41055|9534|258789|f
63|263629|18268|5909|58262|128755|76394|551246|f
45|61273|68094|452|2311|131305|168166|431621|f
92|199948|8391|321|2146|215725|22799|449353|f
55|112992|96223|191445|206674|597337|2099824|3304521|f
56|202709|5985|496646|394135|303982|1099398|2502872|f
17389|127712|988|466|2549|40728|9898|182362|f
107|226334|1436|339|2534|41728|7916|280310|f
60|176630|1564|480|2412|48692|8129|237944|f
59|88707|1459|359|2280|51251|8416|152500|f
118|112161|98099|93490|3683|292464|899470|1499604|f
110|107476|192677|6387|3274|291540|2198606|2799984|f
131|12508|292787|102494|191467|205060|1705484|2509866|f
58|310379|399232|192555|7010|290697|1408416|2608319|f
89|108872|194245|9928|90565|406329|3289957|4099924|f
86|599579|11436|288704|199117|210338|1804887|3114086|f
59|296262|104384|291551|104382|396018|2701944|3894623|f
72|200283|6726|287559|602243|403546|895809|2396189|f
41|303743|298876|496628|302492|605420|702858|2710059|f
67|306078|399600|294098|301737|204135|1098551|2604240|f
53|206532|104267|101016|599157|490104|2600094|4101190|f
43|494634|6540|191410|203476|397477|796639|2090197|f
174|298147|494227|198294|101532|299382|1713050|3104664|f
120|192654|1405|352|3096|41359|8045|246939|f
50|88465|1064|466|2772|50589|8812|152208|f
65|262069|1543|395|2535|47676|8738|322986|f
142|93303|1137|404|2520|48505|7769|153665|f
195|247974|1581|475|2800|53749|10900|317500|f
79|297654|603362|288949|209886|397963|308748|2106599|f
66|104047|827|479|2550|46770|9196|163889|f
10601|90989|1043|483|3408|47719|9097|152764|f
92|103301|1053|455|2657|49303|8961|165757|f
46|86236|774|434|2656|47080|8768|145970|f
65|103727|987|377|3315|49045|9451|166925|f
80|90539|1043|387|2804|47010|9258|151072|f
61|103379|752|470|2837|49258|7250|163973|f
62|91203|1668|424|6267|51512|13822|164923|f
71|261367|1591|349|2687|53902|8889|328808|f
124|89941|1626|458|2467|50825|8494|153832|f
62|261557|1580|406|2205|53447|8349|327570|f
119|93966|1606|423|2429|52833|7429|158708|f
44|168816|1157|341|2182|54637|9175|236374|f
48|94627|1658|386|2584|54373|8639|162305|f
63|165203|1212|494|2564|51601|7447|228547|f
60|118419|1599|468|2432|52417|7155|182510|f
58|168128|1289|449|2619|53704|7942|234169|f
57|89387|2384|614|8914|55835|9203|166368|f
50|153676|1171|387|2532|54730|8863|221379|f
56|215391|1583|372|2423|75745|8978|304511|f
59|153205|1237|424|2464|57812|9148|224309|f
39|91885|1239|419|2410|55893|7551|159416|f
41|86044|1707|376|2777|56151|13103|160179|f
59|327086|1760|427|2616|54100|7517|393531|f
139|125218|1786|383|2513|55610|11171|196698|f
79|154578|2489|332|3736|55460|9065|225680|f
65|137818|1816|393|2507|58952|9689|211197|f
59|156340|1284|419|2568|59541|9209|229399|f
145|84557|1914|392|2625|61977|7711|159195|f
68|103602|1634|585|3715|90826|10313|210701|f
58|90471|1774|453|3372|95458|209602|401162|f
58|103241|1450|2025|4606|89060|9208|209615|f
90|19603|412|352|2289|31018|6539|60239|f
51|18119|670|377|2750|33568|6617|62125|f
55|81951|1015|618|4078|33997|8880|130565|f
73|203151|2095|339|4026|91884|298205|599723|f
67|4175|3077|1188|91329|101049|10308|211152|f
65|83669|1862|430|2268|87382|7566|183201|f
93|89253|1303|472|2927|94268|7915|196160|f
67|82811|1866|344|2070|91067|7967|186145|f
40|84987|1304|391|2539|91894|7545|188695|f
37|168139|1826|345|2319|94766|9662|277076|f
78|81509|1814|466|2416|93506|9348|189088|f
59|90963|1375|354|1939|92131|9884|196662|f
73|2681|2058|534|3674|89775|10994|109739|f
86|94766|985|489|4247|38385|10355|149253|f
69|118030|852|541|2560|43594|6931|172539|f
44|95308|942|260|3563|41725|6393|148237|f
47|118646|989|342|2653|39586|7088|169323|f
78|92777|720|386|2344|40127|7845|144231|f
51|121631|1043|388|2747|42045|8396|176273|f
53|93544|1070|410|2541|40030|8473|146095|f
71|118434|973|410|2593|39521|7391|169342|f
37|82466|1406|450|2649|94270|10034|191299|f
56|335405|1926|518|6800|91930|9884|446489|f
109|125764|1849|441|4105|93885|9154|235223|f
58|83440|1846|415|2551|93547|9842|191666|f
75|163672|1312|449|2656|94030|8921|271066|f
7000|23045|357|474|2804|24005|6104|56816|f
11080|24439|610|471|2881|23987|6228|58649|f
57|16413|454|354|2808|21850|5977|47881|f
75|16515|423|444|2664|25828|5334|51231|f
56|17360|579|388|2554|26128|5432|52464|f
57|15881|603|424|2559|25599|5981|51072|f
65|18494|680|412|2003|29744|6242|57605|f
165|10927|778|532|2476|28480|6111|49335|f
80|27500|872|414|2155|28205|6152|65326|f
44|80759|634|503|2611|30250|5818|120601|f
73|109387|619|146345|4202|33782|7147|301506|f
53|91705|789|360|3283|30112|6249|132521|f
54|109973|779|418|2521|29279|7949|150952|f
89|91913|800|368|2241|29872|5918|131133|f
47|111694|875|410|2745|31144|7144|154032|f
67|92838|1213|449|4914|33651|7985|141079|f
63|113985|1177|428|4828|30327|6384|157154|f
69|118404|1086|891|3268|37144|9289|170102|f
102|79842|1089|285|2231|53482|8226|145176|f
45|5589|1027|431|2709|90199|113855|213850|f
46|81478|1401|264|2667|44612|50940|181381|f
62|88359|977|372|2776|41329|7720|141551|f
68|99092|817|347|2816|40444|7713|151254|f
77|120376|1042|426|2335|41226|7760|173188|f
62|93430|1044|428|2245|41055|7946|146170|f
54|122557|989|469|2515|41686|7234|175482|f
58|123336|1085|422|3259|42689|8609|179425|f
17575|114688|1118|387|3022|43892|8256|171391|f
59|119683|1005|379|2635|40972|7427|172121|f
51|100302|1090|407|2764|45165|6289|156040|f
47|122698|1020|367|2450|43678|7489|177731|f
55|96618|685|489|2777|46771|8337|155703|f
50|120802|965|390|2392|41750|8518|174842|f
57|80329|1013|366|2465|43486|9427|137117|f
45|99482|1101|414|2693|43720|8795|156230|f
60|120477|1139|366|2131|42383|7971|174491|f
79|81016|1107|527|3199|43143|8622|137632|f
51|79768|834|610|3401|43533|8252|136421|f
61|94275|1021|385|2429|43439|9003|150579|f
37|126582|960|505|3573|51802|8303|191764|f
67|100199|996|2460|3068|96575|114970|318300|f
65|106291|1054|91244|8775|92094|10026|309524|f
80|64462|2034|479|8491|48329|8312|132135|f
51|103885|776|411|2563|49324|8123|165108|f
46|82575|847|395|2664|47374|8865|142765|f
65|80784|1140|426|2589|47890|8572|141428|f
45|125998|966|345|2562|48031|7419|185345|f
56|104373|1112|390|2633|46739|6389|161658|f
