read_header_duration|read_duration|decode_duration|cache_read_duration|randao_lock_2_duration|simulation_duration|redis_update_duration|submission_duration|optimistic_submission
57|101711|391|343|2662|24757|6060|135945|f
59|58886|639|380|2660|24831|6095|93512|f
91|178821|934|407|2196|34746|6301|223427|f
58|123744|680|304|2497|32402|7371|167017|f
85|98806|979|425|2419|35823|6506|144980|f
71|185334|984|381|2461|34440|9087|232711|f
72|120570|731|461|2582|35369|7094|166829|f
36|140364|736|419|2694|36809|17136|198182|f
60|130254|1067|438|2508|39549|7119|180955|f
59|138892|772|366|2776|42838|6519|192179|f
55|102941|784|388|2710|39168|7282|153293|f
59|141072|1299|419|3238|41042|7746|194835|f
46|102632|815|440|2384|38026|9516|153837|f
59|140931|1222|337|2996|41062|7140|193709|f
60|141085|1121|422|2647|39461|7529|192285|f
12296|152227|700|394|2528|40520|7961|204354|f
24411|149283|808|405|2194|40673|6192|199571|f
43|142206|1134|468|2469|46872|7591|200761|f
41|92515|1139|419|2576|42540|6284|145497|f
67|142106|1774|421|5499|42535|7867|200225|f
51|144415|901|396|2777|43354|7651|199515|f
17439|123299|1341|1244|2221|41650|8322|178101|f
54|157639|1313|492|2269|52649|8742|223129|f
88|96463|1411|518|2634|61850|8223|171121|f
3034|101427|1221|419|2496|52638|8410|166632|f
62|158042|1427|328|2450|53139|5804|221211|f
51|130446|1357|423|2436|53626|43698|232007|f
96|10722|546|387|2821|37065|6058|57619|f
45|17237|509|540|2747|29458|6561|57074|f
55|9179|513|418|3526|28108|6056|47835|f
40|155486|1265|399|2589|40348|8116|208224|f
59|109934|1271|437|2428|40740|8357|163188|f
72|184067|1316|339|2536|40432|8074|236785|f
74|155458|1406|451|2410|42891|8047|210688|f
91|111689|1267|439|2344|41614|7114|164488|f
40|112324|1365|397|2421|43616|8132|168274|f
37|151441|1277|307|2343|46051|8237|209672|f
64|125327|1363|376|8156|45507|8252|189000|f
42|151025|820|380|2222|41402|8877|204745|f
67|112881|1043|484|2063|40440|8534|165469|f
50|157164|849|433|2356|45208|8155|214190|f
51|220|245|324|2360|5373|4240|12792|f
64|281|121|452|3007|10548|4725|19161|f
49|447|172|438|2620|7443|4390|15531|f
58|294|133|346|2662|7732|5245|16441|f
57|283|124|440|2510|7132|4807|15360|f
59|281|208|358|2669|7444|4970|15955|f
9604|10326|571|321|2627|16745|6428|37042|f
60|275|205|471|2412|9610|4742|17750|f
49|8149|291|467|2840|18555|5942|36267|f
11324|12574|352|460|3104|18173|5555|40241|f
45|8707|487|353|2467|19554|5804|37396|f
100|6589|230|355|2897|19242|5324|34685|f
65|8650|341|294|3377|18730|5236|36648|f
55|10705|552|382|2464|19987|5273|39383|f
60|9954|511|425|2582|21196|5439|40133|f
51|12379|326|447|2650|21337|5071|42280|f
59|15091|398|392|2586|24574|5802|48867|f
58|10339|369|440|2835|22909|5695|42610|f
54|14732|426|442|3246|24615|6010|49499|f
59|11721|324|403|2968|24587|6173|46197|f
75|15147|445|416|2452|24033|6061|48571|f
41|15621|427|448|2631|30106|5479|54732|f
53|11280|392|479|2606|25516|5866|46180|f
58|17581|421|370|2531|26878|6297|54101|f
61|16888|731|434|2927|30379|6710|58089|f
42|18512|495|384|2175|27790|6191|55573|f
92|20050|460|444|2732|28685|6416|58807|f
64|1070|322|1846|3377|93000|6098|105768|f
75|741|443|292|3339|97571|202973|305382|f
71|1200|362|100278|100022|98674|301057|601613|f
58|101516|745|97537|4537|96389|6532|307283|f
87|11962|906|386|3518|23588|69508|109893|f
59276|159139|791|521|3899|95030|6836|266237|f
61|84605|970|531|3869|22292|70546|182850|f
48|12500|496|366|2630|28191|7002|51207|f
51|19365|505|487|3281|28021|7078|58761|f
45|20950|797|445|2893|36144|6676|67931|f
58|31008|610|413|2394|34920|6316|75688|f
47|32923|653|392|3206|34869|7038|79104|f
51|31667|641|439|2173|38852|7303|81098|f
18129|44597|456|461|2518|43843|7492|99387|f
55|30836|676|332|2372|40276|7223|81739|f
66|31988|788|368|3872|39083|7583|83707|f
71|35861|534|392|2815|37964|7235|84823|f
19423|45595|578|394|2676|35661|7498|92426|f
49|33794|759|466|2345|37243|7260|81888|f
59|25632|731|460|2984|40346|7020|77200|f
52|33495|451|440|2420|36970|7836|81637|f
51|22439|575|414|2334|44364|7548|77703|f
42|34292|719|317|3087|50916|28879|118232|f
2534|16021|736|629|2401|39269|7303|66379|f
63|11330|786|461|2534|37324|7302|59767|f
59|38027|702|356|2842|39618|6163|87735|f
70|23863|813|367|2373|37639|6872|71946|f
63|12294|771|289|3824|44090|6555|67840|f
41|35772|616|499|2643|40650|9873|90081|f
46|36150|760|373|2334|38450|7609|85710|f
3955|16314|634|503|2441|41271|7949|69132|f
19357|49570|774|452|10562|43733|8968|114080|f
53|36992|799|448|2638|40525|7629|89051|f
54|19392|744|341|2658|38146|6297|67603|f
53|90639|1052|441|2569|47562|6676|148963|f
62|134524|818|516|2630|44209|8988|191713|f
75|104645|785|436|2292|44484|7950|160615|f
63|89399|762|447|2700|55404|8665|157399|f
72|134284|1033|368|2991|45756|9632|194086|f
40|243|130|446|2288|7956|4979|16067|f
58|329|179|412|2850|7450|4149|15389|f
45|289|158|489|2551|5202|4896|13610|f
57|452|141|469|2472|5894|5132|14584|f
67|1163|290|480|2632|14677|5775|25057|f
43|331|218|485|2428|6355|4793|14638|f
40|1515|301|386|2292|15397|5260|25171|f
44|566|343|242164|3516|222062|102730|571408|f
40|85579|935|376|3946|88113|8482|187472|f
47|100218|961|538|3792|94746|9725|210006|f
56|100220|936|404|3146|95623|11432|211786|f
69|100916|848|731|3078|96526|102435|304560|f
44|93152|564|408|58734|100736|104731|358344|f
71|99082|918|506|4005|23249|76812|204602|f
55|5868|915|434|3894|23841|70232|105209|f
59|99828|557|425|2819|96706|104222|304586|f
44|84301|914|436|91301|98151|7269|282398|f
41|84686|937|443|3559|108191|84587|282429|f
40|100421|929|1093|3369|94609|8583|209025|f
63|100635|1207|844|3804|93961|10240|210712|f
54|88183|845|445|2407|37814|8339|138053|f
68|109805|1041|437|2450|29715|6360|149828|f
57|90190|963|394|2271|138332|10167|242343|f
66|2164|1268|676|2722|94011|11207|112081|f
57|100133|1371|3584|3316|91413|8532|208368|f
42|78220|885|468|2208|38320|8391|128512|f
69|88624|1152|456|2520|37158|7566|137496|f
70|86896|1124|512|2005|37372|8367|136309|f
55|88704|858|539|2249|40142|7033|139551|f
58|113151|937|424|2279|39708|7833|164358|f
62|88090|933|530|2572|45946|7180|145272|f
46|112530|902|95572|3611|97017|7787|317445|f
60|3053|1176|930|3260|92399|9511|110357|f
52|88668|1255|463|2314|44501|8195|145417|f
58|104503|900|528|2627|41508|8430|158520|f
63|89911|1179|509|2669|41980|7986|144262|f
56|112972|1163|398|2420|40285|8314|165575|f
41|88832|1202|495|3395|41447|9060|144457|f
74|94694|1334|730|4213|41192|8155|150340|f
82|87883|1138|392|2646|44549|7760|144393|f
45|88548|1237|403|2477|47070|8147|147910|f
50|113906|1151|441|2799|46311|7759|172387|f
56|96644|1067|473|2702|43035|9177|153126|f
40|89122|1182|334|2641|52824|9676|155799|f
46|89121|1251|529|2287|45729|11413|150353|f
60|114427|1033|244|2010|43200|7531|168463|f
42|89522|1183|531|2310|45978|8532|148082|f
53|91539|1212|441|2420|44756|8033|148420|f
52|115189|1366|519|2601|43462|9077|172244|f
39|88166|1216|333|2515|39973|9913|142136|f
86|93795|1199|456|2479|44967|8357|151327|f
52|114093|1238|456|2970|42655|8654|170089|f
59|90936|1135|476|2517|53653|8643|157385|f
117|86432|1414|319|2359|46294|7462|144306|f
41|126070|1538|502|2923|47930|14708|193702|f
67|86837|1567|399|5083|47787|12328|154026|f
55|155130|1349|539|3176|41287|7478|208985|f
55|85671|1070|454|3396|49504|12278|152406|f
53|91046|1278|396|2502|43617|9502|148363|f
61|90920|894|411|2524|45138|8596|148502|f
56|91090|988|470|2426|54821|8802|158622|f
86|472|287|509|4424|17309|5113|28172|f
101|5813|230|371|2538|12964|5709|27644|f
62|20833|431|362|2668|12872|5181|42375|f
61|79625|419|479|2494|16448|5493|104980|f
42|63583|496|509|2369|16123|5091|88206|f
55|87029|566|434|2576|16844|6385|113864|f
63|10023|632|409|2513|20939|7441|41978|f
163|101593|907|444|3090|17952|6457|130469|f
82|129697|643|440|2660|29760|8071|171291|f
46|84790|925|401|5330|30241|5464|127180|f
54|113832|1101|415|2286|30425|7452|155532|f
57|139919|1030|430|2562|29612|6823|180401|f
58|179281|950|508|2641|29150|6145|218698|f
202|90232|1039|453|3078|30060|6250|131160|f
63|186009|1050|417|2839|29744|7752|227830|f
53|86295|1156|340|2577|29330|7112|126834|f
65|136032|1013|386|2472|31818|7825|179564|f
84|94575|1055|355|1975|32613|7441|138039|f
99|185300|782|376|2600|32566|6487|228130|f
50|147897|1050|395|2032|32413|8161|191978|f
100|139584|1103|414|2532|32538|7519|183714|f
36|89771|891|406|2629|33028|7312|134057|f
57|144817|1138|397|2529|32531|8173|189605|f
61|2285|1119|436|3907|91809|8437|108025|f
64|112427|935|475|4225|33781|7419|159285|f
107|100528|888|360|2506|35375|21539|161223|f
52|118523|1128|406|2544|37463|8261|168346|f
104|108439|1110|362|2884|35358|8088|156268|f
62|148042|1206|419|2632|37526|8205|198054|f
73|90011|923|493|2395|41144|8067|143052|f
52|147713|1196|407|2511|37827|6754|196427|f
64|92032|1173|496|2708|37379|8491|142302|f
52|146173|1162|357|2621|38090|7992|196431|f
8794|123093|1203|415|2510|39825|7038|174111|f
63|145899|970|349|2386|38051|6620|194298|f
58|98137|1136|405|2603|37714|6679|146700|f
60|148877|1158|381|2070|37100|8408|198013|f
44|94210|942|405|2686|42027|7692|147983|f
81|85238|1197|407|2513|40416|8814|138617|f
56|152197|1326|398|1998|40916|8603|205465|f
68|86702|2609|409|4194|51768|8943|154649|f
55|129491|1983|295|2899|46650|10030|191401|f
56|86568|1381|418|3100|48667|9353|149509|f
66|128011|1079|413|2611|49588|9496|191218|f
53|99262|1368|395|2126|47473|8682|159327|f
44|86593|1463|414|2669|50469|7385|149022|f
39|165287|1553|384|2608|49400|8652|227907|f
75|87823|1449|357|3288|48988|8728|150655|f
65|95051|1155|312|2857|52113|26838|178346|f
63|95342|1254|257|2564|52503|8605|160544|f
63|86994|1047|419|2253|53106|9287|153134|f
73|88569|1254|386|2828|52858|9094|155019|f
55|166548|1425|302|2486|51072|7892|229754|f
50|127839|1536|322|2916|53528|9172|195334|f
107|87693|1508|319|2015|50925|9008|151500|f
46|166700|1553|540|2735|52198|9190|232938|f
2252|126764|1423|479|2903|65530|10506|207633|f
9809|103571|1883|427|2580|57180|11120|176784|f
44|128189|1883|381|3626|53934|11150|199191|f
41|128893|1887|473|2664|56315|10838|201094|f
11492|114266|1986|366|2507|57550|9368|186069|f
46|189359|1795|385|2515|54801|9781|258658|f
45|128834|1963|414|2452|54071|9759|197520|f
51|163018|1834|394|2463|53135|9812|230679|f
40|127313|1374|431|2259|52157|8428|191987|f
50|128586|1886|339|2775|55739|9818|199164|f
67|123925|1835|410|3545|54401|12852|196992|f
106|124560|3267|373|2609|58528|9797|199157|f
54|128738|1918|396|3165|54383|8042|196667|f
11673|114648|1828|332|2722|56887|10433|186873|f
66|155940|1833|394|2883|66460|8088|235620|f
55|127722|1728|317|2374|53451|9946|195561|f
64|128859|1262|368|2195|55294|10213|198212|f
75|126643|1873|443|2678|52724|9596|193984|f
44|123990|1885|394|2511|318922|15187|462910|f
12045|113720|1863|313|2516|401561|10193|530193|f
52|125975|1283|455|2978|258047|10138|398904|f
111|128164|7857|596|2457|93554|8212|240862|f
98|155179|1840|308|2348|93972|18010|271678|f
149|126378|1798|402|4694|120737|11003|265039|f
868|123861|1746|478|2475|47428|9802|185815|f
13332|124601|1659|452|2423|41172|8231|178558|f
69|122641|1577|442|2871|43685|8662|179904|f
147|82002|1614|424|2446|42961|8633|138102|f
47|125391|1616|383|2534|53561|7411|190924|f
58|100442|2075|405|3616|45292|10701|162558|f
44|160967|2147|397|4889|45323|11126|224873|f
49|118441|1328|409|3091|45326|9743|178360|f
65|129730|1894|431|2534|44394|9897|188908|f
51|98779|1434|421|2471|45295|10119|158541|f
49|135069|2685|360|2508|47274|10537|198458|f
55|113014|3363|450|2846|65841|188844|374381|f
67|288923|206289|569|3492|137995|60982|698281|f
108|106028|3372|438|3313|69760|258594|441527|f
47|125646|3373|94306|3447|70584|12658|310045|f
61|110292|3576|511|2616|70430|12066|199522|f
79|103013|2548|416|3388|90833|13745|213971|f
74|143087|1679|375|2416|56712|10000|214292|f
2092|150401|2710|380|2809|60326|10942|227590|f
51|115636|2758|550|3101|54049|11275|187441|f
98|141771|2711|419|2547|52142|11669|211282|f
61|146503|2050|428|2761|54010|11170|216947|f
46|120959|2702|397|2962|53721|10461|191234|f
102|149936|2713|384|2439|54316|11018|220828|f
51|197436|2826|387|2176|61773|11221|275842|f
12574|131441|2811|361|2677|62120|10342|209777|f
58|159856|3359|539|2667|65130|9641|241212|f
93|88305|2314|398|2871|69355|11564|174830|f
66|159681|3397|354|2229|65783|10977|242441|f
43|128483|3371|362|2392|65992|28117|228736|f
69|130734|2359|424|2791|68856|11461|216649|f
68|165867|3291|302|2868|66409|14250|253009|f
61|88536|2258|364|2282|69032|12108|174603|f
61|159972|3390|415|2457|70892|12251|249414|f
51|125007|3286|394|2474|67149|11859|210197|f
39|154183|3284|414|2110|69509|299509|529036|f
1122|101990|2490|382|2451|76830|11073|195253|f
77|102328|5569|3430|2822|145586|211813|471573|f
48|163995|3817|886|3422|188468|209250|569862|f
116|103096|3953|766|195611|104934|204569|612958|f
59|97203|3699|2001|90842|100799|195886|490483|f
46|210183|953|1705|4154|92616|7040|316681|f
45|102983|62206|456|3358|97930|104568|371530|f
60|122511|3524|377|2890|70803|10829|210976|f
52|159511|3392|324|2797|89703|10692|266442|f
40|106175|3502|320|2543|70715|10734|194012|f
56|140854|3428|380|2657|70847|11299|229485|f
54|165498|2420|578|2917|77670|16279|265384|f
45|183834|3098|712|3512|187853|113098|492140|f
52|200164|3792|93943|6281|94180|209003|607389|f
84|103167|1655|13122|5071|77487|205060|405593|f
52|100881|1987|98030|6477|94063|410750|712211|f
71|113507|86816|9283|90164|103478|103196|506473|f
81|106873|97824|578|3067|91459|12411|312255|f
61|101014|532|446|3137|25110|5891|136155|f
72|40307|514|404|3244|19004|6490|69980|f
84|108469|592|421|2474|21644|6287|139911|f
56|9146|609|496|2828|20714|5640|39455|f
39|94297|585|409|2564|21168|7477|126523|f
60|4201|637|360|2527|21990|6004|35740|f
60|122909|606|432|2494|24342|6520|157323|f
163|83368|619|351|3188|26535|5994|120076|f
67|176326|804|403|2378|22625|6273|208829|f
49|103891|887|409|2495|27783|6258|141746|f
73|132566|1008|427|2542|28810|7002|172382|f
52|93367|788|395|2628|30596|7559|135356|f
57|131888|918|361|2420|27304|6552|169467|f
66|100957|992|414|2260|30473|7743|142884|f
55|130180|890|791|3003|30478|7393|172756|f
41|97739|916|331|3177|78622|10886|191697|f
52|107181|1088|550|3381|88432|9688|210369|f
55|26720|826|73319|3960|96858|101255|302964|f
69|100329|1251|500|3572|94282|105962|305922|f
67|200449|1626|944|3586|102359|200825|509814|f
76|100371|1345|5957|3778|87631|209087|408190|f
389|94345|1530|5071|194026|99277|408352|802628|f
77|109501|1704|1077|91141|96676|709370|1009500|f
64|33278|855|358|2603|23132|6026|66269|f
56|114967|762|455|2264|19584|6355|144419|f
94|100066|1031|408|3607|96772|8261|210168|f
58|110717|1262|382|4023|183522|9707|309636|f
80|13994|86013|373|4327|95053|8125|207917|f
56|127702|72699|5261|3811|91454|99135|400125|f
68|110934|90116|99884|5453|94413|100959|501818|f
57|100588|1283|98095|4169|95855|299396|599421|f
60|103398|1481|718|3550|90591|303446|503230|f
76|100052|1702|480|5843|90861|203778|402752|f
51|99348|1575|958|4346|100683|401784|608733|f
75|208982|1638|92986|4120|93393|411890|813034|f
52|103214|1729|308|96889|102837|594492|899519|f
91|101711|1395|3510|6865|92015|103195|308714|f
42|100388|1337|4654|3070|91362|103182|304011|f
45|88010|1349|6773|93136|98480|10487|298254|f
50|190924|1373|674|3491|60195|132467|389144|f
34|89067|1604|440|2126|88884|698295|880440|f
35|189224|1767|2602|96011|94170|808644|1192451|f
81|99860|1377|1925|3552|96104|106262|309101|f
56|100164|1697|3559|3355|91509|11541|211848|f
57|90470|1399|392|3026|96173|8980|200462|f
63|100748|1604|443|3493|94904|598566|799780|f
68|194020|2156|2908|4357|192901|609401|1005799|f
42|100395|1877|5391|90230|97429|207256|502595|f
45|99295|2571|96251|199211|101067|203522|701939|f
48|104050|954|411|2693|26478|6598|141218|f
80|112140|600|375|2584|18657|6598|140977|f
80|106488|1172|382|3347|19650|6187|137259|f
67|118908|920|332|2452|18690|6083|147409|f
90|112303|1217|456|2556|20055|6508|143116|f
49|128001|1051|288|2530|19464|6739|158091|f
73|126460|1238|498|2416|29341|7095|167071|f
75|128766|994|377|2438|21638|6787|161026|f
41|133715|1147|473|2649|22713|9233|169951|f
57|110431|1460|457|3245|23334|12200|151151|f
92|127650|1298|398|2503|22516|6227|160611|f
73|112316|1274|403|2878|23343|7432|147668|f
42|139191|1004|417|2255|24625|7156|174671|f
61|118622|1298|506|2335|24156|8392|155329|f
52|137753|1112|508|2404|24512|7868|174180|f
86|137320|1366|366|2754|27421|8025|177295|f
75|138053|1355|372|2522|30595|6328|179260|f
60|133024|1453|411|2300|30421|6659|174291|f
61|143293|1543|468|2257|30203|8279|186084|f
52|132198|1188|426|2239|30834|8897|175802|f
43|136986|1170|318|2283|31107|8150|180042|f
62|93504|2938|36228|10415|199972|117779|461011|f
299|4930|3073|1459|4092|183838|612188|809655|f
101|106296|4135|4258|87357|104721|1203403|1510228|f
66|100903|2693|94721|3237|103552|1393881|1699012|f
68|101521|4408|3215|91842|104414|1300933|1606355|f
60|13297|1482|88278|91967|98821|1310948|1604823|f
60|6222|1122|95419|96520|197562|1108566|1505433|f
62|2673|2181|94763|105915|102971|1392657|1701183|f
62|104826|7410|188692|7509|290914|1307890|1907258|f
108|5313|3226|201778|93965|100590|1597727|2002633|f
115|93573|2790|8147|97762|194837|1362942|1760066|f
71|2687|1686|193278|97775|204180|1296953|1796633|f
49|105047|1023|182041|103737|204963|1891839|2488671|f
108|205001|2612|189256|3789|99315|1603015|2103016|f
76|296090|4331|296684|198500|105643|1003800|1905104|f
85|110308|2487|195402|102092|193203|1102180|1705689|f
62|100548|2950|106237|95161|290721|823253|1418904|f
57|5353|2319|338|94822|94748|995672|1193282|f
89|304196|3373|4290|3675|291095|799826|1406491|f
65|103040|3764|1177|95795|598078|692203|1494093|f
57|206061|4722|925|92529|104940|792878|1202077|f
55|207399|199577|90940|108192|93952|1199364|1899452|f
71|94009|2843|302557|92494|209388|986553|1687861|f
60|251|111|415|3113|6927|3719|14568|f
85|259|115|477|2263|5342|3901|12382|f
91|567|135|390|2250|6394|4278|14038|f
57|292|191|403|2335|5908|3803|12954|f
43|449|211|419|2611|7760|4199|15670|f
42|583|217|367|2821|7219|4694|15922|f
90|344|209|482|2504|7184|4316|15065|f
105|111544|84452|98403|109097|291478|904873|1599864|f
774|190893|2750|201465|197410|114102|1294733|2001371|f
82|200881|4877|194205|14392|189768|309755|913906|f
48|98077|3546|794|3613|96107|801821|1003983|f
47|103453|3377|481|3427|90200|205932|406889|f
44|301081|2665|385920|98225|213196|893665|1894771|f
124|107446|94978|192516|5637|96112|711311|1208041|f
112|100482|4303|95404|106367|395667|805950|1508212|f
92|405731|3593|98494|96145|301516|698670|1604166|f
70|4052|2724|195132|101676|195192|1404230|1903028|f
83|102668|4922|2130|189439|200769|702388|1202339|f
114|111368|91486|3189|3493|191899|702157|1103654|f
48|191104|3472|96899|305629|101764|787433|1486324|f
61|97012|3391|944|190560|100689|800687|1193306|f
47|199976|3912|444|3860|191348|205586|605144|f
61|307|157|482|2784|7618|4744|16112|f
55|4216|262|408|2312|9438|6732|23392|f
14036|150647|2148|1965|2683|16204|6746|180413|f
45|200925|1703|547|2307|17544|9215|232268|f
50|137606|2014|332|2323|19869|7941|170107|f
58|199790|2060|380|2290|17992|9048|231583|f
55|161058|2053|444|2893|18497|8053|193021|f
44|197489|2185|410|2461|21301|7662|231530|f
48|149777|1480|437|2840|20155|8747|183459|f
50|179925|2013|385|2470|19757|8062|212634|f
44|147995|2130|479|3092|21480|8697|183925|f
45|215136|2231|575|2100|20509|9557|250140|f
41|153389|2086|534|2502|27341|9490|195369|f
54|170305|2348|465|3875|23781|9381|210191|f
55|179299|2560|385|3063|26403|8130|219862|f
44|188542|2549|498|2465|23336|9901|227314|f
70|181185|2904|487|2649|26335|8852|222434|f
58|191679|3099|442|1990|25543|10995|233769|f
130|192989|2699|521|2707|26969|10748|236657|f
38|188517|2654|366|2479|28601|10715|233353|f
43|151893|2727|359|2543|28292|10223|196058|f
56|202591|2697|326|2467|41083|10688|259870|f
57|171374|2669|334|2521|31302|12010|220238|f
99|185933|4150|2708|9040|31052|14136|247046|f
88|173602|1908|440|2901|32245|10482|221601|f
41|175441|1983|379|2264|31713|10487|222295|f
75|147851|3236|502|3250|33291|10477|198631|f
101|172564|3377|408|2472|33911|11143|223898|f
50|111895|2468|425|2800|34434|10665|162710|f
109|92884|3287|412|3207|35954|10217|145996|f
71|182714|3327|408|2690|33661|62978|285834|f
82|104300|3834|355|2999|34149|76527|222239|f
94|100081|4515|2048|3627|48561|949386|1108317|f
114|292214|3819|882|3615|291018|802913|1394483|f
83|303647|5500|875|192983|207725|789509|1500277|f
80|100213|89629|12321|98869|294449|703735|1299234|f
81|10937|92463|2611|92241|210633|591222|1000128|f
98|210280|93595|261|101311|296508|598966|1300967|f
89|401490|93287|107743|93186|100219|810552|1606519|f
47|192690|4056|7269|98148|92640|509723|904542|f
58|102077|3962|411|5354|142018|58531|312372|f
54|209800|92691|4245|4063|190529|300640|801986|f
56|96614|4753|91603|5638|96652|403056|698339|f
2991|3567|314|374|2162|10049|4892|21385|f
11641|12420|290|315|2597|8405|4393|28441|f
43|751|298|441|2457|9201|4772|17942|f
10219|11045|223|377|2471|10243|4688|29067|f
60|1080|284|341|2516|10166|4927|19337|f
95|729|414|368|2146|10627|5380|19728|f
44|8648|368|3393|2495|12659|5934|33520|f
41|1000|214|312|2612|11462|8554|24173|f
97|11452|715|423|2101|17432|5853|38001|f
65|12910|645|355|2527|15199|5361|37022|f
64|11432|792|440|2563|14640|5730|35621|f
80|12321|703|348|2404|16283|5228|37309|f
58|87417|1023|399|2387|16712|5537|113497|f
44|118671|1309|374|2727|18691|6872|148666|f
51|98929|1257|395|2362|19545|7033|129540|f
47|120851|906|411|2470|19369|7798|151826|f
62|90013|1287|414|2464|19069|8460|121729|f
64|122243|1290|554|2947|17379|19934|164366|f
73|120162|1520|363|2564|19995|7219|151864|f
69|92480|1429|350|2485|21058|7277|125101|f
85|130177|1735|424|2079|22738|8357|165535|f
49|97945|1744|619|2124|27922|8578|138953|f
59|129835|1495|434|3063|28771|8532|172150|f
44|99317|1815|345|2393|26269|6610|136789|f
58|134105|1687|404|2556|25980|6749|171500|f
57|105020|1820|399|2748|29390|8594|147994|f
67|132693|1421|473|2791|29351|6330|173080|f
44|97072|1301|367|2371|43357|8079|152570|f
64|132019|1330|390|2908|43886|8162|188715|f
48|99056|1160|389|2594|70912|9068|183204|f
53|131290|2675|348|4763|64275|17464|220846|f
69|94329|1950|450|2816|45307|9133|154015|f
65|132995|1806|492|2393|60699|9617|208027|f
80|110975|2911|354|5059|49166|18272|186762|f
94|134160|1848|338|2998|45334|11020|195720|f
59|135890|1920|390|2629|52131|8887|201870|f
43|96745|1855|340|2604|62553|7455|171570|f
40|134966|1833|364|2253|54448|35580|229465|f
59|9380|98289|88477|3568|97446|10039|307221|f
67|101882|2032|2075|3252|91481|11867|212613|f
81|113608|87075|3524|3256|95817|12688|315993|f
39|87674|1836|302|2370|75035|11909|179146|f
65|96471|1900|373|2499|64432|81034|246730|f
76|55611|1906|356|2843|50927|10295|121960|f
88|83947|2111|445|2546|50557|15230|154863|f
81|93299|2060|4375|92728|99347|11840|303683|f
41|88532|2005|1497|5330|99194|98660|295239|f
50|98724|2599|651|2897|93682|11327|209904|f
58|101949|2824|383|3789|130222|71176|310366|f
82|87388|2682|254|3638|83527|10752|188271|f
98|101970|2299|282|3573|38567|57433|204145|f
123|77143|2075|372|2515|41226|9092|132448|f
34|81687|2131|377|2390|43394|8256|138260|f
57|142775|1553|312|1961|40393|7476|194490|f
62|88865|1541|370|2513|43078|10259|146649|f
39|103679|18153|303|2885|42821|9617|177476|f
88|94324|1632|536|2671|45130|10009|154322|f
55|88420|2368|453|2276|41937|9388|144868|f
83|141852|2260|443|2320|51863|32492|231250|f
82|114954|2765|315|2130|44908|55006|220099|f
52|88219|2337|359|2586|77789|10007|181317|f
42|60831|3030|451|36489|45413|9970|156237|f
43|129380|653|361|3533|29286|7339|170576|f
58|46848|707|268|3030|22514|51605|124999|f
50|122245|632|308|3045|22598|7126|155982|f
80|20852|721|348|2366|22041|6301|52654|f
40|140337|792|363|3429|22390|6991|174326|f
41|100082|841|384|2509|25525|7931|137292|f
51|130524|740|320|3146|24084|6594|165449|f
44|113903|938|401|2469|26072|7884|151695|f
58|211512|1153|412|2756|27123|8567|251543|f
45|116222|1350|414|3543|36105|8463|166122|f
48|175922|1380|467|2485|30295|9061|219633|f
53|92794|1627|466|2423|29919|9013|136269|f
47|253831|1400|384|3203|32295|7150|298286|f
77|162298|1441|359|2462|40297|10297|217175|f
56|199802|2045|368|2377|37333|9809|251758|f
75|119407|2117|394|2664|38662|9484|172753|f
46|198015|1464|393|2231|37716|8386|248233|f
56|232918|1537|342|2596|42997|9562|289973|f
42|236098|2154|407|2455|39567|10451|291151|f
42|139559|1841|414|2269|45573|10511|200193|f
74|164353|3778|411|4547|47516|22797|243430|f
63|320074|2576|561|2447|46751|9707|382145|f
44|133026|1840|369|2243|48090|9969|195564|f
56|189536|2560|366|2283|49499|20488|264753|f
51|128070|2516|324|2721|54086|10816|198558|f
60|169682|2574|346|2599|49942|16910|242084|f
53|139430|2817|469|2648|56204|10086|211680|f
63|214998|2600|352|2562|49956|11106|281599|f
989|111073|3433|387|2532|56880|13521|187848|f
47|140646|4116|415|3667|84937|10596|244404|f
65|380527|4958|428|2107|120833|11751|520627|f
1729|114380|4236|373|2517|58477|12711|192744|f
6062|206962|4119|369|2678|56442|13346|283941|f
56|91964|4186|342|2433|56644|12360|167951|f
64|141811|5989|130202|2397|104604|16630|401655|f
76|331543|5711|282|16713|110423|15127|479821|f
217|213199|6258|382|3819|168643|207314|599637|f
74|144330|94093|324|3608|94789|200922|538091|f
79|201129|5801|712|3401|188571|14870|414509|f
78|141750|5358|384|5722|78374|18207|249816|f
66|188229|47487|505|1939|79995|30008|348188|f
62|140932|3742|500|2725|79608|14320|241854|f
60|142025|5393|500|3166|77513|20462|249082|f
84|150845|7611|377|5210|90018|56042|310126|f
45|112306|1405|365|2699|43184|16222|176203|f
61|132852|4654|387|1955|87989|17619|245477|f
80|154814|5055|370|2518|79108|29127|271020|f
59|130543|5302|414|2535|89927|22435|251190|f
181|200572|5568|388|2726|80912|13810|304001|f
46|141886|7693|424|2736|82780|14257|249800|f
78|132933|21600|510|2050|95170|108943|361232|f
628|143331|6831|432|87352|98563|17474|354005|f
87|105115|6461|526|88091|79328|25310|304852|f
90|122381|14474|546|2701|81364|12586|234077|f
61|450589|5646|357|2542|100879|20728|580763|f
73|101154|5790|393|1969|91566|54717|255626|f
51|103054|6036|357|2019|160854|25234|297573|f
87|2358|420|352|2568|9752|4948|20418|f
39|13957|677|376|2502|13086|5382|35999|f
10730|23818|480|410|2680|10876|5952|44238|f
